#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
      1097                0.72             9.51912            0.320678
      1098                3.92             9.51403            0.320427
      1099                9.68             9.51418            0.320135
      1100                6.48             9.51142            0.319856
      1101                5.12             9.50743             0.31959
      1102                6.48             9.50468            0.319312
      1103                3.92             9.49962            0.319063
      1104                1.28             9.49217            0.318861
      1105                   8             9.49082            0.318575
      1106                6.48              9.4881            0.318298
      1107                5.12             9.48416            0.318035
      1108                   8             9.48282            0.317751
      1109                6.48             9.48011            0.317476
      1110                2.88             9.47416            0.317246
      1111                1.28             9.46679            0.317046
      1112                1.28             9.45942            0.316846
      1113                1.28             9.45208            0.316647
      1114                2.88             9.44618            0.316418
      1115                2.88             9.44029            0.316189
      1116                0.72             9.43247            0.316002
      1117                0.08              9.4241             0.31583
      1118                   0             9.41567             0.31566
      1119                0.32             9.40754            0.315482
      1120                0.08             9.39921            0.315311
      1121                   0             9.39083            0.315141
      1122                0.32             9.38275            0.314964
      1123                   2             9.37617            0.314752
      1124                   2             9.36961             0.31454
      1125                6.48             9.36704            0.314271
      1126                9.68             9.36732            0.313992
      1127                6.48             9.36476            0.313724
      1128                   8             9.36355            0.313448
      1129                6.48             9.36099            0.313181
      1130                2.88             9.35526            0.312956
      1131                2.88             9.34953            0.312732
      1132                5.12              9.3458            0.312478
      1133                5.12             9.34207            0.312224
      1134                   2             9.33559            0.312016
      1135                1.28             9.32849            0.311822
      1136                0.32             9.32056            0.311648
      1137                   0             9.31237            0.311482
      1138                0.32             9.30446            0.311309
      1139                0.32             9.29658            0.311135
      1140                0.08             9.28849            0.310967
      1141                   2              9.2821             0.31076
      1142                1.28              9.2751            0.310567
      1143                2.88              9.2695            0.310346
      1144                   8             9.26839            0.310077
      1145                5.12             9.26477            0.309827
      1146               15.68             9.27037            0.309607
      1147               15.68             9.27595            0.309388
      1148                9.68             9.27631            0.309118
      1149               11.52             9.27826            0.308855
      1150                9.68             9.27861            0.308587
      1151               20.48             9.28834            0.308472
      1152               23.12             9.30035            0.308438
      1153                2.88             9.29478            0.308221
      1154                   2             9.28846            0.308019
      1155                0.32             9.28069             0.30785
      1156                0.08             9.27273            0.307686
      1157                0.32               9.265            0.307518
      1158                0.72             9.25762            0.307341
      1159                   0             9.24963            0.307179
      1160                0.72             9.24228            0.307003
      1161                1.28             9.23542            0.306815
      1162                1.28             9.22857            0.306627
      1163                6.48             9.22621            0.306372
      1164                9.68              9.2266            0.306109
      1165                3.92             9.22204            0.305881
      1166                6.48             9.21969            0.305627
      1167                2.88             9.21426            0.305414
      1168                3.92             9.20973            0.305186
      1169                2.88             9.20431            0.304973
      1170                5.12             9.20082            0.304732
      1171                   8              9.1998            0.304474
      1172                   8             9.19877            0.304216
      1173               13.52             9.20246            0.303979
      1174                   8             9.20143            0.303721
      1175                9.68             9.20184            0.303463
      1176                   2             9.19571            0.303267
      1177                   2              9.1896            0.303071
      1178                0.72             9.18241            0.302899
      1179                0.72             9.17523            0.302727
      1180                2.88              9.1699            0.302517
      1181                3.92             9.16545            0.302294
      1182                5.12             9.16203            0.302058
      1183                3.92              9.1576            0.301835
      1184                6.48             9.15534            0.301588
      1185                6.48             9.15308            0.301342
      1186               15.68             9.15858            0.301138
      1187               15.68             9.16408            0.300935
      1188                9.68             9.16451            0.300682
      1189                9.68             9.16495            0.300429
      1190               13.52             9.16861            0.300199
      1191                  18             9.17602            0.300039
      1192               20.48              9.1855            0.299937
      1193                  18             9.19289            0.299776
      1194               23.12             9.20456            0.299752
      1195               28.88             9.22102            0.299953
      1196               25.92             9.23498            0.300027
      1197               23.12             9.24658                 0.3
      1198               15.68             9.25195            0.299798
      1199                6.48             9.24964            0.299557
      1200               15.68               9.255            0.299355
      1201               20.48             9.26435            0.299252
      1202               20.48             9.27368            0.299148
      1203               25.92             9.28751             0.29922
      1204               25.92             9.30133             0.29929
      1205               28.88             9.31758            0.299482
      1206               15.68             9.32285             0.29928
      1207               15.68             9.32812            0.299079
      1208               20.48             9.33735            0.298974
      1209               25.92             9.35107            0.299041
      1210               25.92             9.36476            0.299107
      1211                  32             9.38345            0.299443
      1212               28.88             9.39954            0.299628
      1213               25.92             9.41316             0.29969
      1214               23.12             9.42445            0.299656
      1215               20.48             9.43355            0.299548
      1216               15.68             9.43868            0.299345
      1217               11.52             9.44039            0.299104
      1218                9.68             9.44059            0.298859
      1219               11.52              9.4423            0.298618
      1220               20.48             9.45134            0.298511
      1221                  18             9.45835            0.298348
      1222               28.88             9.47424            0.298527
      1223               38.72             9.49815            0.299239
      1224               42.32             9.52497            0.300194
      1225               42.32             9.55174             0.30114
      1226                  32             9.57005            0.301451
      1227                  32             9.58833            0.301759
      1228               23.12             9.59935            0.301714
      1229               20.48              9.6082            0.301599
      1230               15.68             9.61314            0.301394
      1231               28.88             9.62879            0.301555
      1232               25.92             9.64201              0.3016
      1233                9.68             9.64204            0.301355
      1234                   2             9.63585            0.301175
      1235                0.32             9.62831            0.301025
      1236                   2             9.62214            0.300845
      1237                0.08             9.61442            0.300701
      1238                0.08             9.60672            0.300557
      1239                1.28                 9.6            0.300389
      1240                1.28             9.59329            0.300222
      1241                1.28             9.58659            0.300055
      1242                   0             9.57887            0.299912
      1243                0.72             9.57175            0.299756
      1244                0.08             9.56412            0.299612
      1245                0.08              9.5565            0.299468
      1246                0.08             9.54889            0.299324
      1247                0.08              9.5413             0.29918
      1248                0.08             9.53372            0.299037
      1249                5.12             9.53018            0.298818
      1250               11.52             9.53178            0.298583
      1251               20.48             9.54053            0.298473
      1252               13.52             9.54371            0.298252
      1253               35.28             9.56425             0.29872
      1254               28.88             9.57965            0.298879
      1255               20.48             9.58833            0.298767
      1256               15.68             9.59318            0.298568
      1257               23.12             9.60395            0.298524
      1258               13.52             9.60706            0.298303
      1259               11.52             9.60858             0.29807
      1260               15.68              9.6134            0.297873
      1261                  18             9.62005            0.297711
      1262               28.88             9.63531            0.297866
      1263                  32             9.65302            0.298156
      1264               28.88             9.66823            0.298308
      1265                6.48             9.66571            0.298082
      1266               15.68             9.67046            0.297885
      1267               23.12             9.68107            0.297839
      1268               13.52              9.6841            0.297619
      1269               15.68             9.68883            0.297422
      1270               25.92             9.70161            0.297463
      1271               23.12             9.71216            0.297416
      1272               20.48             9.72063            0.297302
      1273                   8             9.71928            0.297072
      1274                9.68             9.71925            0.296839
      1275               13.52             9.72223            0.296621
      1276                   8             9.72088            0.296392
      1277                   2             9.71483            0.296221
      1278                0.32             9.70748            0.296081
      1279                0.32             9.70014             0.29594
      1280                0.32             9.69281              0.2958
      1281                   2             9.68681             0.29563
      1282                1.28             9.68025            0.295472
      1283                0.32             9.67295            0.295331
      1284                0.72             9.66598            0.295184
      1285                0.32             9.65871            0.295044
      1286                0.08             9.65126            0.294908
      1287                   0             9.64376            0.294774
      1288                3.92             9.63932            0.294579
      1289               11.52             9.64078            0.294354
      1290                6.48             9.63833            0.294136
      1291                   2             9.63241            0.293968
      1292                6.48             9.62997             0.29375
      1293                2.88             9.62475             0.29357
      1294                   8             9.62349            0.293345
      1295                3.92             9.61909            0.293152
      1296                   2             9.61321            0.292985
      1297                0.08             9.60586            0.292851
      1298                0.08             9.59852            0.292717
      1299                   2             9.59267             0.29255
      1300                5.12             9.58923            0.292346
      1301                   2              9.5834            0.292179
      1302                   0             9.57604            0.292047
      1303                0.08             9.56875            0.291914
      1304                6.48             9.56638              0.2917
      1305                1.28             9.56003            0.291545
      1306                0.72             9.55326            0.291401
      1307                0.08             9.54601            0.291268
      1308                0.72             9.53927            0.291123
      1309                0.72             9.53253            0.290979
      1310                   2             9.52678            0.290814
      1311                   2             9.52104            0.290648
      1312                6.48             9.51872            0.290436
      1313                5.12             9.51537            0.290234
      1314                2.88             9.51032            0.290057
      1315                9.68             9.51045            0.289837
      1316                   8              9.5093            0.289619
      1317               11.52             9.51083            0.289403
      1318               11.52             9.51235            0.289187
      1319                   8             9.51121             0.28897
      1320               11.52             9.51273            0.288756
      1321                2.88             9.50771            0.288581
      1322                0.32             9.50076            0.288446
      1323                0.72             9.49412            0.288304
      1324                5.12             9.49082            0.288105
      1325                6.48             9.48854            0.287897
      1326                6.48             9.48627            0.287689
      1327                2.88              9.4813            0.287515
      1328                0.08             9.47422            0.287386
      1329                0.08             9.46715            0.287256
      1330                2.88              9.4622            0.287083
      1331                3.92             9.45803            0.286898
      1332                1.28             9.45189            0.286748
      1333                9.68             9.45206            0.286533
      1334               13.52             9.45511            0.286334
      1335               25.92             9.46745            0.286385
      1336               20.48             9.47569             0.28629
      1337               20.48             9.48392            0.286194
      1338               15.68             9.48855            0.286017
      1339               13.52             9.49156             0.28582
      1340                  18             9.49791            0.285677
      1341               15.68             9.50252            0.285501
      1342               20.48              9.5107            0.285405
      1343               23.12             9.52083            0.285373
      1344                6.48             9.51857            0.285169
      1345                6.48             9.51631            0.284966
      1346                0.72             9.50978            0.284829
      1347                1.28             9.50367            0.284683
      1348                0.32             9.49685            0.284554
      1349                0.32             9.49005            0.284424
      1350                1.28             9.48397            0.284278
      1351                1.28              9.4779            0.284133
      1352                0.08             9.47095            0.284008
      1353                   2             9.46542            0.283852
      1354                2.88             9.46056            0.283684
      1355                2.88              9.4557            0.283516
      1356                  18             9.46201            0.283377
      1357               15.68             9.46659            0.283205
      1358               11.52              9.4681               0.283
      1359               23.12             9.47815             0.28297
      1360                  32             9.49471            0.283246
      1361               42.32             9.51882            0.284063
      1362               38.72             9.54026            0.284663
      1363               28.88             9.55445            0.284807
      1364               38.72             9.57584              0.2854
      1365               38.72             9.59719            0.285988
      1366               46.08             9.62389            0.287023
      1367               35.28             9.64266            0.287426
      1368               23.12             9.65251            0.287385
      1369                  18             9.65861             0.28724
      1370               13.52             9.66143            0.287044
      1371                9.68             9.66144            0.286835
      1372               11.52              9.6628            0.286629
      1373               11.52             9.66415            0.286423
      1374                6.48             9.66183            0.286224
      1375                5.12             9.65853            0.286035
      1376                3.92             9.65436            0.285858
      1377                2.88             9.64944            0.285692
      1378                2.88             9.64453            0.285527
      1379                   2             9.63898            0.285374
      1380                1.28             9.63293            0.285232
      1381                0.32             9.62618            0.285105
      1382                0.08             9.61928            0.284982
      1383                   2             9.61377            0.284829
      1384                2.88              9.6089            0.284665
      1385                9.68             9.60895            0.284459
      1386               13.52             9.61177            0.284268
      1387                9.68             9.61182            0.284063
      1388                9.68             9.61187            0.283859
      1389                5.12             9.60864            0.283673
      1390                9.68             9.60869            0.283469
      1391                   8             9.60753            0.283267
      1392                5.12             9.60431            0.283082
      1393                5.12             9.60109            0.282897
      1394                5.12             9.59788            0.282712
      1395                2.88             9.59306            0.282551
      1396                   2             9.58762            0.282401
      1397                5.12             9.58442            0.282217
      1398                9.68             9.58449            0.282015
      1399                6.48             9.58227            0.281822
      1400                0.72             9.57594            0.281692
      1401                0.72             9.56962            0.281562
      1402                3.92             9.56559             0.28139
      1403                   8             9.56448            0.281191
      1404                   2             9.55909            0.281043
      1405                0.72              9.5528            0.280913
      1406                3.92             9.54879            0.280742
      1407                9.68             9.54888            0.280542
      1408                5.12             9.54574            0.280361
      1409               20.48              9.5535            0.280269
      1410               20.48             9.56125            0.280177
      1411               23.12             9.57086            0.280144
      1412                  32             9.58674            0.280395
      1413               28.88              9.6004            0.280529
      1414               23.12             9.60996            0.280493
      1415               15.68             9.61425            0.280328
      1416                   8             9.61311            0.280132
      1417                5.12             9.60994            0.279953
      1418                   8              9.6088            0.279757
      1419                   8             9.60767            0.279563
      1420               15.68             9.61194            0.279398
      1421                9.68             9.61199            0.279202
      1422                  18             9.61789            0.279068
      1423                  18             9.62378            0.278934
      1424               15.68             9.62803             0.27877
      1425               11.52             9.62936            0.278578
      1426               11.52             9.63069            0.278386
      1427               15.68             9.63493            0.278223
      1428               11.52             9.63625            0.278031
      1429               13.52             9.63896             0.27785
      1430               25.92             9.65035            0.277889
      1431               35.28             9.66826            0.278271
      1432               25.92             9.67961            0.278308
      1433               25.92             9.69094            0.278345
      1434                  18             9.69674            0.278211
      1435                6.48             9.69449            0.278026
      1436               13.52             9.69716            0.277845
      1437               11.52             9.69843            0.277655
      1438                5.12             9.69524             0.27748
      1439                3.92             9.69123            0.277316
      1440                1.28             9.68539            0.277185
      1441                0.72             9.67917            0.277062
      1442                1.28             9.67334            0.276931
      1443                0.72             9.66714            0.276809
      1444                0.72             9.66094            0.276687
      1445                0.08             9.65431            0.276575
      1446                1.28             9.64852            0.276444
      1447                0.72             9.64235            0.276322
      1448                   0             9.63569            0.276211
      1449                0.08              9.6291            0.276099
      1450                0.32             9.62268            0.275984
      1451                   0             9.61604            0.275873
      1452                0.08             9.60948            0.275761
      1453                1.28             9.60374            0.275631
      1454                0.08             9.59719            0.275519
      1455                1.28             9.59148            0.275389
      1456                   0             9.58489            0.275279
      1457                0.32             9.57853            0.275163
      1458                   0             9.57196            0.275053
      1459                0.72             9.56589            0.274931
      1460                0.72             9.55984             0.27481
      1461                0.08             9.55335            0.274698
      1462                0.08             9.54687            0.274587
      1463                0.32             9.54056            0.274472
      1464                   0             9.53404            0.274361
      1465                6.48             9.53196            0.274182
      1466                0.32             9.52568            0.274067
      1467                0.32              9.5194            0.273952
      1468                0.32             9.51313            0.273837
      1469                0.72             9.50715            0.273716
      1470                3.92             9.50335            0.273556
      1471                3.92             9.49955            0.273397
      1472                3.92             9.49576            0.273237
      1473                   8             9.49475            0.273054
      1474                   8             9.49373             0.27287
      1475               13.52             9.49646            0.272699
      1476               13.52             9.49919            0.272528
      1477                   8             9.49817            0.272345
      1478                6.48             9.49613            0.272169
      1479                6.48             9.49409            0.271992
      1480                6.48             9.49205            0.271816
      1481                5.12              9.4891            0.271648
      1482                   2             9.48405            0.271512
      1483                0.72             9.47814            0.271393
      1484                3.92             9.47439            0.271236
      1485                2.88             9.46995             0.27109
      1486                5.12             9.46703            0.270923
      1487                5.12              9.4641            0.270757
      1488                9.68             9.46425            0.270575
      1489               11.52             9.46563            0.270397
      1490                   8             9.46464            0.270217
      1491                3.92             9.46093            0.270062
      1492                6.48             9.45893            0.269888
      1493                6.48             9.45693            0.269715
      1494                9.68             9.45708            0.269534
      1495                6.48             9.45509            0.269361
      1496                   8             9.45412            0.269183
      1497                   8             9.45315            0.269005
      1498                2.88             9.44876            0.268861
      1499                5.12             9.44587            0.268697
      1500                   8             9.44491             0.26852
      1501                9.68             9.44506            0.268341
      1502                5.12             9.44218            0.268178
      1503                6.48             9.44021            0.268006
      1504                2.88             9.43585            0.267864
      1505                   2             9.43091            0.267731
      1506                0.32             9.42486            0.267622
      1507                0.08             9.41866            0.267516
      1508                0.08             9.41247             0.26741
      1509                0.08             9.40628            0.267305
      1510                0.08             9.40011            0.267199
      1511                   0             9.39388            0.267095
      1512                0.72             9.38815             0.26698
      1513                5.12             9.38533            0.266818
      1514                0.32             9.37934            0.266709
      1515                1.28             9.37399            0.266586
      1516                   2             9.36913            0.266455
      1517                0.32             9.36316            0.266346
      1518                   2             9.35831            0.266215
      1519                5.12             9.35552            0.266054
      1520                   8             9.35463            0.265881
      1521                6.48             9.35274            0.265713
      1522                5.12             9.34996            0.265553
      1523                5.12             9.34718            0.265393
      1524                6.48              9.3453            0.265225
      1525                9.68             9.34552            0.265051
      1526               20.48             9.35282            0.264978
      1527               15.68             9.35696            0.264837
      1528                  18             9.36262            0.264724
      1529                3.92             9.35906            0.264575
      1530                1.28             9.35378            0.264455
      1531                0.72             9.34814            0.264342
      1532                3.92              9.3446            0.264193
      1533                5.12             9.34184            0.264035
      1534               13.52             9.34456            0.263877
      1535               13.52             9.34728            0.263719
      1536               11.52              9.3487            0.263551
      1537               20.48             9.35594            0.263479
      1538               20.48             9.36317            0.263407
      1539               25.92             9.37393            0.263456
      1540                  18             9.37953            0.263344
      1541               11.52             9.38092            0.263177
      1542                5.12             9.37816            0.263021
      1543                   8             9.37727            0.262852
      1544                5.12             9.37451            0.262696
      1545                   2             9.36973            0.262569
      1546                1.28              9.3645            0.262452
      1547                5.12             9.36176            0.262296
      1548                5.12             9.35902            0.262141
      1549                9.68             9.35923            0.261972
      1550                5.12             9.35649            0.261817
      1551                3.92             9.35299            0.261672
      1552                3.92             9.34948            0.261527
      1553                2.88             9.34532            0.261392
      1554                0.72             9.33977            0.261282
      1555                1.28             9.33459            0.261166
      1556                   2             9.32987             0.26104
      1557                5.12             9.32717            0.260887
      1558                2.88             9.32303            0.260752
      1559                0.32             9.31725            0.260649
      1560                5.12             9.31456            0.260496
      1561                9.68              9.3148            0.260329
      1562                2.88             9.31068            0.260195
      1563                5.12               9.308            0.260042
      1564                6.48             9.30619            0.259882
      1565                1.28             9.30106            0.259767
      1566                0.32             9.29533            0.259664
      1567                   2             9.29067             0.25954
      1568                   0             9.28474            0.259442
      1569                   2              9.2801            0.259318
      1570                1.28             9.27501            0.259203
      1571                0.08             9.26915            0.259104
      1572                1.28             9.26407            0.258989
      1573                0.08             9.25823            0.258891
      1574                1.28             9.25316            0.258776
      1575                2.88             9.24912            0.258643
      1576                   2             9.24452             0.25852
      1577                   0             9.23866            0.258422
      1578                   2             9.23407            0.258299
      1579                0.08             9.22827            0.258201
      1580                0.08             9.22248            0.258102
      1581                0.32             9.21685               0.258
      1582                0.72             9.21148            0.257893
      1583                   0             9.20566            0.257796
      1584                0.72              9.2003            0.257689
      1585                   2             9.19576            0.257566
      1586                1.28             9.19077            0.257452
      1587                5.12              9.1882            0.257303
      1588                2.88             9.18423            0.257171
      1589                0.72              9.1789            0.257065
      1590                2.88             9.17494            0.256934
      1591                0.72             9.16963            0.256827
      1592                0.32             9.16407            0.256726
      1593                0.32             9.15852            0.256625
      1594                   0             9.15277            0.256528
      1595                0.08             9.14708             0.25643
      1596                   0             9.14135            0.256334
      1597                   2             9.13688            0.256212
      1598                2.88             9.13297            0.256082
      1599                6.48             9.13131            0.255927
      1600                   2             9.12685            0.255806
      1601                6.48              9.1252            0.255651
      1602                   8             9.12449            0.255493
      1603                   8             9.12379            0.255334
      1604                9.68             9.12414            0.255175
      1605                3.92              9.1209            0.255037
      1606                0.32             9.11542            0.254937
      1607                   2             9.11099            0.254817
      1608                1.28             9.10612            0.254705
      1609                   2              9.1017            0.254585
      1610                0.08              9.0961            0.254489
      1611                0.32             9.09065            0.254389
      1612                0.08             9.08506            0.254292
      1613                1.28             9.08022            0.254181
      1614                0.32              9.0748            0.254081
      1615                   0             9.06918            0.253986
      1616                0.08             9.06361             0.25389
      1617                0.32             9.05821             0.25379
      1618                3.92             9.05503            0.253653
      1619               11.52             9.05655            0.253501
      1620                6.48             9.05496             0.25335
      1621                5.12             9.05254            0.253205
      1622                5.12             9.05011            0.253061
      1623                0.08             9.04458            0.252965
      1624                1.28              9.0398            0.252854
      1625                2.88             9.03601            0.252727
      1626               13.52             9.03877            0.252587
      1627               13.52             9.04152            0.252447
      1628                5.12             9.03912            0.252303
      1629                3.92             9.03597            0.252168
      1630               20.48             9.04299            0.252111
      1631               35.28             9.05908            0.252469
      1632               28.88             9.07123            0.252606
      1633                  50             9.09629            0.253692
      1634                  50             9.12132            0.254769
      1635                  50             9.14632            0.255837
      1636                  50              9.1713            0.256896
      1637               42.32             9.19155            0.257536
      1638               23.12             9.20005            0.257519
      1639                9.68             9.20034            0.257362
      1640                5.12             9.19785            0.257217
      1641                   2             9.19347            0.257098
      1642               15.68             9.19742            0.256972
      1643                9.68             9.19771            0.256816
      1644                3.92              9.1945            0.256679
      1645                6.48             9.19285            0.256529
      1646                5.12             9.19038            0.256385
      1647                9.68             9.19067            0.256229
      1648               25.92             9.20083            0.256275
      1649               23.12             9.20927            0.256258
      1650               20.48              9.2161            0.256194
      1651               11.52             9.21749            0.256043
      1652               11.52             9.21889            0.255891
      1653                3.92             9.21568            0.255757
      1654                9.68             9.21596            0.255602
      1655                5.12             9.21349             0.25546
      1656                   8             9.21275            0.255307
      1657                3.92             9.20956            0.255172
      1658                6.48             9.20791            0.255024
      1659                0.72              9.2028            0.254921
      1660                   2             9.19846            0.254805
      1661                3.92             9.19528            0.254671
      1662                6.48             9.19365            0.254523
      1663                2.88             9.18985            0.254399
      1664               13.52             9.19245            0.254259
      1665               13.52             9.19505             0.25412
      1666                2.88             9.19126            0.253995
      1667                1.28             9.18651            0.253887
      1668                5.12             9.18408            0.253747
      1669                   8             9.18337            0.253596
      1670                  18             9.18865            0.253499
      1671               20.48              9.1954            0.253437
      1672               15.68             9.19928            0.253315
      1673                5.12             9.19684            0.253176
      1674                6.48             9.19522            0.253029
      1675                5.12             9.19279             0.25289
      1676                2.88             9.18902            0.252767
      1677                0.32             9.18373            0.252672
      1678                0.72             9.17869            0.252572
      1679                0.32             9.17341            0.252476
      1680                2.88             9.16967            0.252354
      1681                6.48             9.16807            0.252209
      1682                3.92             9.16495            0.252078
      1683                   2             9.16069            0.251964
      1684                1.28             9.15601            0.251858
      1685                   0             9.15058            0.251767
      1686                3.92             9.14747            0.251637
      1687                6.48             9.14589            0.251493
      1688                  18             9.15114            0.251399
      1689                6.48             9.14956            0.251255
      1690                6.48             9.14798            0.251111
      1691               11.52             9.14938            0.250966
      1692               15.68             9.15324            0.250848
      1693                9.68             9.15355              0.2507
      1694                5.12             9.15117            0.250563
      1695                   2             9.14695            0.250451
      1696                0.72             9.14198            0.250352
      1697                0.08             9.13664            0.250262
      1698                0.72             9.13168            0.250164
      1699                0.72             9.12673            0.250065
      1700                0.08             9.12141            0.249975
      1701                1.28              9.1168             0.24987
      1702                   2             9.11262            0.249758
      1703                0.72             9.10769             0.24966
      1704                   0             9.10235            0.249571
      1705                0.32              9.0972            0.249478
      1706                0.72             9.09229             0.24938
      1707                1.28             9.08771            0.249276
      1708                0.72             9.08281            0.249178
      1709                0.32             9.07768            0.249085
      1710                0.08             9.07242            0.248995
      1711                0.32             9.06731            0.248902
      1712                0.72             9.06243            0.248804
      1713                   2             9.05831            0.248693
      1714                1.28             9.05377             0.24859
      1715                   8             9.05315            0.248445
      1716                9.68             9.05352            0.248301
      1717                5.12             9.05123            0.248167
      1718                   2             9.04712            0.248056
      1719                0.08             9.04191            0.247967
      1720                   2             9.03781            0.247856
      1721                9.68             9.03819            0.247713
      1722                  18             9.04339            0.247624
      1723               28.88              9.0549            0.247747
      1724               25.92             9.06469            0.247797
      1725               20.48              9.0713            0.247741
      1726               23.12             9.07944            0.247731
      1727                  18             9.08461            0.247642
      1728               15.68             9.08843            0.247528
      1729                9.68             9.08877            0.247385
      1730                1.28             9.08425            0.247283
