#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
      2680                0.08             7.99716            0.203299
      2681                   2             7.99493            0.203235
      2682                3.92             7.99341            0.203165
      2683                5.12             7.99234            0.203092
      2684                3.92             7.99082            0.203022
      2685                2.88             7.98892            0.202956
      2686                2.88             7.98701            0.202889
      2687                1.28             7.98452            0.202829
      2688                3.92             7.98301            0.202759
      2689                6.48             7.98245            0.202684
      2690               11.52             7.98376            0.202613
      2691                   8             7.98377            0.202538
      2692                   8             7.98377            0.202463
      2693               11.52             7.98509            0.202392
      2694                6.48             7.98453            0.202318
      2695                5.12             7.98347            0.202245
      2696                3.92             7.98196            0.202176
      2697                3.92             7.98045            0.202107
      2698                   0             7.97749            0.202053
      2699                   0             7.97454               0.202
      2700                0.08             7.97161            0.201946
      2701                   0             7.96866            0.201893
      2702                0.32             7.96583            0.201838
      2703                0.08             7.96292            0.201785
      2704                   0             7.95997            0.201732
      2705                0.08             7.95706            0.201678
      2706                0.08             7.95415            0.201624
      2707                0.08             7.95124            0.201571
      2708                0.32             7.94842            0.201516
      2709                1.28             7.94596            0.201457
      2710                0.72             7.94329              0.2014
      2711                0.72             7.94063            0.201344
      2712                3.92             7.93914            0.201275
      2713                   2             7.93696            0.201212
      2714                0.72              7.9343            0.201156
      2715                0.72             7.93164            0.201099
      2716                0.32             7.92884            0.201045
      2717                   0             7.92592            0.200992
      2718                0.32             7.92312            0.200938
      2719                0.32             7.92032            0.200883
      2720                0.32             7.91753            0.200829
      2721                0.72             7.91488            0.200772
      2722                0.72             7.91224            0.200716
      2723                   2             7.91007            0.200654
      2724                0.72             7.90743            0.200598
      2725                   0             7.90453            0.200545
      2726                0.32             7.90175            0.200491
      2727                   0             7.89885            0.200438
      2728                0.08             7.89598            0.200385
      2729                0.32             7.89321            0.200331
      2730                0.08             7.89034            0.200278
      2731                   0             7.88746            0.200226
      2732                0.72             7.88483            0.200169
      2733                   2             7.88268            0.200108
      2734                5.12             7.88167            0.200037
      2735                2.88             7.87984            0.199972
      2736                0.72             7.87722            0.199916
      2737                0.08             7.87437            0.199864
      2738                0.08             7.87153            0.199811
      2739                   0             7.86865            0.199759
      2740                0.32              7.8659            0.199705
      2741                   0             7.86303            0.199653
      2742                   0             7.86016              0.1996
      2743                   0             7.85729            0.199548
      2744                0.08             7.85446            0.199496
      2745                0.32             7.85172            0.199442
      2746                0.72             7.84912            0.199386
      2747                0.72             7.84652             0.19933
      2748                0.72             7.84393            0.199275
      2749                0.32             7.84119            0.199221
      2750                0.08             7.83837            0.199168
      2751                   0             7.83552            0.199116
      2752                0.08              7.8327            0.199064
      2753                0.72             7.83012            0.199009
      2754                0.32             7.82739            0.198955
      2755                0.32             7.82467            0.198901
      2756                   0             7.82183            0.198849
      2757                0.32             7.81911            0.198796
      2758                2.88             7.81732            0.198732
      2759                5.12             7.81634            0.198662
      2760                2.88             7.81455            0.198598
      2761                   2             7.81244            0.198538
      2762                3.92             7.81104            0.198471
      2763                2.88             7.80925            0.198407
      2764                5.12             7.80828            0.198338
      2765                3.92             7.80687            0.198271
      2766                3.92             7.80547            0.198204
      2767                   2             7.80337            0.198144
      2768                3.92             7.80197            0.198077
      2769                6.48             7.80149            0.198006
      2770                   2             7.79939            0.197946
      2771                   2              7.7973            0.197885
      2772                2.88             7.79553            0.197822
      2773                2.88             7.79375            0.197758
      2774                6.48             7.79328            0.197688
      2775                2.88             7.79151            0.197624
      2776                0.08             7.78873            0.197573
      2777                3.92             7.78734            0.197506
      2778                2.88             7.78557            0.197443
      2779                0.08              7.7828            0.197392
      2780                0.08             7.78003             0.19734
      2781                2.88             7.77827            0.197277
      2782                6.48              7.7778            0.197207
      2783                5.12             7.77685            0.197138
      2784                6.48             7.77638            0.197068
      2785                6.48             7.77591            0.196998
      2786                   8             7.77599            0.196927
      2787                6.48             7.77553            0.196857
      2788                   8             7.77561            0.196786
      2789               13.52             7.77767            0.196726
      2790                  18             7.78133             0.19669
      2791               20.48             7.78588            0.196672
      2792               23.12             7.79138            0.196678
      2793               28.88             7.79893            0.196753
      2794               25.92             7.80541            0.196789
      2795               23.12             7.81089            0.196795
      2796                  18             7.81454            0.196759
      2797               20.48             7.81906             0.19674
      2798               20.48             7.82359            0.196722
      2799               23.12             7.82905            0.196728
      2800               25.92             7.83551            0.196763
      2801               25.92             7.84197            0.196799
      2802               23.12             7.84742            0.196804
      2803                  18             7.85105            0.196768
      2804                   8              7.8511            0.196697
      2805                2.88             7.84933            0.196635
      2806                2.88             7.84756            0.196573
      2807                6.48             7.84707            0.196504
      2808                   8             7.84712            0.196434
      2809                1.28             7.84478            0.196378
      2810                1.28             7.84245            0.196322
      2811                0.32             7.83977             0.19627
      2812                0.72             7.83724            0.196217
      2813                0.08             7.83448            0.196166
      2814                0.32             7.83181            0.196115
      2815                0.72             7.82929            0.196061
      2816                0.72             7.82676            0.196008
      2817                0.32              7.8241            0.195956
      2818                   0             7.82132            0.195907
      2819                1.28               7.819            0.195851
      2820                1.28             7.81668            0.195795
      2821                2.88             7.81493            0.195734
      2822                   2             7.81287            0.195675
      2823                   2             7.81081            0.195617
      2824                1.28              7.8085            0.195561
      2825                   2             7.80644            0.195503
      2826                   2             7.80439            0.195444
      2827                0.32             7.80174            0.195393
      2828                0.72             7.79924             0.19534
      2829                   2             7.79719            0.195282
      2830                2.88             7.79545             0.19522
      2831                   2              7.7934            0.195162
      2832                3.92             7.79203            0.195098
      2833                   2             7.78999             0.19504
      2834                2.88             7.78826            0.194979
      2835                   2             7.78622            0.194921
      2836                0.72             7.78372            0.194868
      2837                0.32             7.78109            0.194817
      2838                0.72              7.7786            0.194764
      2839                0.72             7.77612            0.194711
      2840                0.08             7.77341            0.194662
      2841                0.08              7.7707            0.194612
      2842                0.32             7.76808            0.194561
      2843                   0             7.76535            0.194512
      2844                0.32             7.76273            0.194461
      2845                0.08             7.76003            0.194412
      2846                0.08             7.75733            0.194362
      2847                0.08             7.75463            0.194312
      2848                0.08             7.75194            0.194263
      2849                0.08             7.74925            0.194213
      2850                0.08             7.74655            0.194164
      2851                0.72             7.74409            0.194111
      2852                0.32             7.74149            0.194061
      2853                0.72             7.73903            0.194008
      2854                0.72             7.73657            0.193956
      2855                1.28              7.7343            0.193901
      2856                1.28             7.73204            0.193846
      2857                0.72             7.72959            0.193794
      2858                0.08             7.72691            0.193745
      2859                   0             7.72421            0.193696
      2860                1.28             7.72196            0.193641
      2861                0.32             7.71937            0.193591
      2862                0.32             7.71679            0.193541
      2863                1.28             7.71454            0.193486
      2864                3.92             7.71321            0.193423
      2865                   8             7.71331            0.193355
      2866               13.52             7.71534            0.193299
      2867               13.52             7.71736            0.193242
      2868               15.68             7.72014            0.193194
      2869               11.52             7.72146            0.193132
      2870               11.52             7.72279            0.193069
      2871               13.52             7.72481            0.193012
      2872                9.68             7.72549            0.192946
      2873                5.12             7.72458            0.192881
      2874                   2             7.72259            0.192824
      2875                   8             7.72269            0.192757
      2876                   8             7.72278             0.19269
      2877                   8             7.72288            0.192623
      2878               13.52             7.72489            0.192567
      2879               11.52             7.72621            0.192505
      2880               13.52             7.72822            0.192448
      2881                9.68              7.7289            0.192383
      2882                9.68             7.72958            0.192317
      2883               13.52             7.73159            0.192261
      2884                   8             7.73168            0.192194
      2885                9.68             7.73235            0.192129
      2886                6.48             7.73192            0.192063
      2887                2.88             7.73024            0.192003
      2888                2.88             7.72856            0.191944
      2889                   2             7.72658            0.191888
      2890                0.72             7.72415            0.191837
      2891                0.32             7.72159            0.191788
      2892                0.32             7.71903            0.191739
      2893                0.08             7.71639             0.19169
      2894                1.28             7.71417            0.191637
      2895                0.32             7.71161            0.191588
      2896                0.72              7.7092            0.191537
      2897                0.32             7.70665            0.191488
      2898                1.28             7.70443            0.191435
      2899                0.08              7.7018            0.191387
      2900                0.08             7.69917            0.191339
      2901                1.28             7.69696            0.191286
      2902                0.32             7.69442            0.191237
      2903                0.72             7.69202            0.191186
      2904                0.72             7.68961            0.191135
      2905                2.88             7.68796            0.191076
      2906                2.88              7.6863            0.191018
      2907                0.72             7.68391            0.190967
      2908                1.28             7.68171            0.190914
      2909                0.72             7.67931            0.190863
      2910                0.08              7.6767            0.190816
      2911                0.72             7.67431            0.190765
      2912                   0             7.67168            0.190718
      2913                0.32             7.66915            0.190669
      2914                0.08             7.66655            0.190621
      2915                0.08             7.66395            0.190574
      2916                1.28             7.66176            0.190521
      2917                0.08             7.65916            0.190473
      2918                0.72             7.65678            0.190423
      2919                0.32             7.65427            0.190374
      2920                2.88             7.65263            0.190316
      2921                   2             7.65069            0.190261
      2922                5.12             7.64983            0.190198
      2923                   8             7.64995            0.190133
      2924               11.52             7.65127            0.190072
      2925                  18             7.65481             0.19004
      2926               15.68             7.65755            0.189995
      2927               20.48             7.66193            0.189981
      2928                  18             7.66546            0.189949
      2929                  18             7.66899            0.189916
      2930               20.48             7.67337            0.189902
      2931               23.12             7.67864             0.18991
      2932                  32             7.68693            0.190027
      2933               28.88             7.69416            0.190099
      2934               28.88             7.70138            0.190171
      2935               28.88             7.70859            0.190244
      2936               25.92              7.7148             0.19028
      2937               20.48             7.71914            0.190265
      2938                  18             7.72264            0.190232
      2939               13.52             7.72461            0.190178
      2940                   8             7.72471            0.190113
      2941                   8              7.7248            0.190048
      2942                2.88             7.72315            0.189991
      2943                3.92             7.72186            0.189931
      2944                   2             7.71992            0.189876
      2945                2.88             7.71828            0.189819
      2946                0.72              7.7159            0.189769
      2947                1.28             7.71372            0.189717
      2948                6.48              7.7133            0.189653
      2949                6.48             7.71288             0.18959
      2950                3.92             7.71159             0.18953
      2951                   8             7.71169            0.189465
      2952                   8             7.71179            0.189401
      2953               13.52             7.71376            0.189347
      2954               13.52             7.71572            0.189294
      2955                  18              7.7192            0.189261
      2956               20.48             7.72352            0.189247
      2957               11.52              7.7248            0.189187
      2958               15.68             7.72749            0.189142
      2959                   8             7.72758            0.189078
      2960                3.92              7.7263            0.189019
      2961                2.88             7.72466            0.188962
      2962                5.12             7.72378              0.1889
      2963                1.28             7.72161            0.188849
      2964                1.28             7.71943            0.188798
      2965                   2              7.7175            0.188744
      2966                   2             7.71558             0.18869
      2967                9.68             7.71624            0.188628
      2968               11.52             7.71752            0.188569
      2969               15.68              7.7202            0.188524
      2970                  18             7.72366            0.188492
      2971               23.12             7.72885              0.1885
      2972               35.28             7.73812            0.188665
      2973                  32             7.74628            0.188778
      2974               28.88             7.75338            0.188848
      2975               25.92             7.75949            0.188883
      2976               25.92             7.76559            0.188918
      2977               28.88             7.77268            0.188988
      2978               23.12             7.77784            0.188994
      2979               23.12             7.78299            0.189001
      2980                  32             7.79111            0.189112
      2981               38.72             7.80149            0.189333
      2982               42.32             7.81307            0.189623
      2983               25.92             7.81914            0.189657
      2984               20.48             7.82338            0.189641
      2985               15.68             7.82601            0.189596
      2986                3.92              7.8247            0.189537
      2987                   8             7.82476            0.189473
      2988                  18             7.82817             0.18944
      2989               23.12             7.83328            0.189446
      2990               28.88             7.84032            0.189513
      2991               28.88             7.84736            0.189581
      2992               23.12             7.85246            0.189586
      2993               11.52             7.85369            0.189527
      2994                9.68              7.8543            0.189464
      2995                9.68              7.8549            0.189402
      2996                9.68             7.85551             0.18934
      2997                6.48             7.85506            0.189277
      2998                3.92             7.85374            0.189218
      2999                3.92             7.85243             0.18916
      3000                2.88             7.85077            0.189104
      3001                0.08             7.84818            0.189059
      3002                0.08              7.8456            0.189014
      3003                0.32             7.84309            0.188967
      3004                   2             7.84115            0.188914
      3005                9.68             7.84176            0.188852
      3006                5.12             7.84085            0.188792
      3007                3.92             7.83955            0.188734
      3008                0.08             7.83697            0.188688
      3009                3.92             7.83567             0.18863
      3010                3.92             7.83437            0.188572
      3011                2.88             7.83272            0.188517
      3012                0.08             7.83015            0.188472
      3013                0.08             7.82757            0.188427
      3014                   2             7.82564            0.188374
      3015                   2             7.82371            0.188321
      3016                0.08             7.82114            0.188276
      3017                0.08             7.81857            0.188232
      3018                1.28             7.81641            0.188182
      3019                0.08             7.81385            0.188137
      3020                0.72              7.8115            0.188089
      3021                3.92             7.81021            0.188031
      3022                6.48             7.80977             0.18797
      3023                6.48             7.80933            0.187908
      3024                9.68             7.80995            0.187847
      3025                5.12             7.80906            0.187787
      3026                2.88             7.80743            0.187732
      3027                0.32             7.80496            0.187686
      3028                0.32             7.80248             0.18764
      3029                5.12              7.8016             0.18758
      3030                9.68             7.80222             0.18752
      3031                5.12             7.80133             0.18746
      3032               11.52             7.80256            0.187402
      3033               11.52             7.80379            0.187344
      3034                3.92              7.8025            0.187287
      3035                   8             7.80257            0.187225
      3036                   8             7.80264            0.187164
      3037                6.48              7.8022            0.187102
      3038                   8             7.80226            0.187041
      3039                5.12             7.80138            0.186981
      3040                6.48             7.80095             0.18692
      3041               11.52             7.80217            0.186863
      3042                9.68             7.80279            0.186802
      3043                9.68              7.8034            0.186742
      3044               13.52             7.80528             0.18669
      3045                9.68              7.8059             0.18663
      3046                6.48             7.80546            0.186569
      3047                5.12             7.80458             0.18651
      3048                6.48             7.80415            0.186449
      3049                  18             7.80749            0.186418
      3050                  18             7.81083            0.186387
      3051               11.52             7.81205             0.18633
      3052                   8             7.81211            0.186269
      3053                2.88             7.81049            0.186215
      3054                0.72             7.80817            0.186168
      3055                0.32             7.80572            0.186123
      3056                0.32             7.80327            0.186079
      3057                1.28             7.80114             0.18603
      3058                0.72             7.79882            0.185984
      3059                   2             7.79693            0.185933
      3060                5.12             7.79605            0.185874
      3061                3.92             7.79479            0.185817
      3062                5.12             7.79391            0.185759
      3063                2.88             7.79231            0.185705
      3064                3.92             7.79104            0.185649
      3065                0.72             7.78874            0.185602
      3066                   2             7.78685            0.185552
      3067                5.12             7.78598            0.185493
      3068                9.68              7.7866            0.185434
      3069               11.52             7.78781            0.185377
      3070               11.52             7.78903            0.185321
      3071               15.68              7.7916            0.185278
      3072               23.12             7.79659            0.185285
      3073               28.88             7.80345            0.185352
      3074                  32             7.81132            0.185459
      3075                  32             7.81919            0.185565
      3076               42.32              7.8304            0.185843
      3077               46.08             7.84283            0.186198
      3078                  50             7.85653            0.186641
      3079                  50             7.87022            0.187081
      3080               42.32              7.8814            0.187355
      3081               35.28              7.8903            0.187505
      3082               35.28             7.89918            0.187655
      3083                  32               7.907            0.187756
      3084               28.88              7.9138            0.187819
      3085                  18             7.91707            0.187786
      3086               25.92              7.9229            0.187816
      3087               15.68             7.92542            0.187772
      3088               13.52             7.92723             0.18772
      3089               15.68             7.92974            0.187676
      3090               13.52             7.93155            0.187624
      3091                  18              7.9348            0.187591
      3092               20.48             7.93886            0.187575
      3093               13.52             7.94067            0.187523
      3094               15.68             7.94317            0.187479
      3095               11.52             7.94432            0.187422
      3096               13.52             7.94612             0.18737
      3097               11.52             7.94728            0.187313
      3098                6.48              7.9468            0.187253
      3099                9.68             7.94736            0.187193
      3100                6.48             7.94689            0.187134
      3101                5.12             7.94598            0.187076
      3102               11.52             7.94713            0.187019
      3103                   8             7.94715            0.186958
      3104                   8             7.94716            0.186898
      3105               11.52             7.94832            0.186842
      3106                   8             7.94833            0.186781
      3107                   8             7.94835            0.186721
      3108                6.48             7.94788            0.186662
      3109                2.88             7.94625            0.186609
      3110                3.92             7.94495            0.186553
      3111                   8             7.94497            0.186493
      3112                   8             7.94499            0.186434
      3113                9.68             7.94554            0.186374
      3114                   8             7.94556            0.186315
      3115               13.52             7.94735            0.186263
      3116                6.48             7.94688            0.186204
      3117               13.52             7.94867            0.186153
      3118                  18             7.95189            0.186121
      3119               20.48             7.95591            0.186105
      3120                  18             7.95913            0.186073
      3121               11.52             7.96027            0.186017
      3122                6.48              7.9598            0.185958
      3123                9.68             7.96035            0.185899
      3124                9.68              7.9609            0.185841
      3125               13.52             7.96268             0.18579
      3126               11.52             7.96381            0.185734
      3127                6.48             7.96334            0.185675
      3128                5.12             7.96243            0.185618
      3129                3.92             7.96114            0.185563
      3130                2.88             7.95951            0.185511
      3131                0.72              7.9572            0.185466
      3132                0.32             7.95476            0.185423
      3133                1.28             7.95263            0.185376
      3134                0.72             7.95033            0.185331
      3135                0.32             7.94789            0.185288
      3136                0.32             7.94546            0.185245
      3137                0.32             7.94303            0.185202
      3138                   0              7.9405             0.18516
      3139                   0             7.93797            0.185118
      3140                0.32             7.93554            0.185075
      3141                2.88             7.93393            0.185023
      3142                1.28             7.93181            0.184976
      3143                0.08             7.92932            0.184934
      3144                0.32              7.9269            0.184892
      3145                0.08              7.9244             0.18485
      3146                0.08             7.92191            0.184808
      3147                1.28              7.9198            0.184761
      3148                3.92             7.91853            0.184707
      3149                6.48             7.91807            0.184649
      3150                   8              7.9181             0.18459
      3151                6.48             7.91764            0.184532
      3152                   8             7.91766            0.184473
      3153                3.92              7.9164            0.184419
      3154                3.92             7.91513            0.184365
      3155                2.88             7.91353            0.184314
      3156                2.88             7.91194            0.184262
      3157                0.72             7.90966            0.184218
      3158                1.28             7.90756            0.184171
      3159                0.72             7.90529            0.184127
      3160                0.32             7.90289            0.184085
      3161                0.32             7.90049            0.184042
      3162                0.08             7.89801               0.184
      3163                1.28             7.89592            0.183954
      3164                   2             7.89406            0.183905
      3165                6.48             7.89361            0.183848
      3166                2.88             7.89203            0.183797
      3167                2.88             7.89045            0.183745
      3168                3.92             7.88919            0.183692
      3169                5.12             7.88832            0.183636
      3170                3.92             7.88707            0.183582
      3171                6.48             7.88662            0.183525
      3172                3.92             7.88537            0.183471
      3173                   2             7.88352            0.183423
      3174                1.28             7.88144            0.183377
      3175                0.08             7.87898            0.183335
      3176                0.32              7.8766            0.183293
      3177                0.72             7.87435            0.183249
      3178                0.32             7.87197            0.183207
      3179                3.92             7.87073            0.183154
      3180                1.28             7.86865            0.183108
      3181                0.72             7.86641            0.183064
      3182                   2             7.86456            0.183016
      3183                0.72             7.86232            0.182972
      3184                2.88             7.86075            0.182921
      3185                   2             7.85891            0.182873
      3186                1.28             7.85685            0.182827
      3187                0.08             7.85441            0.182786
      3188                0.72             7.85217            0.182743
      3189                1.28             7.85011            0.182697
      3190                0.08             7.84767            0.182656
      3191                0.72             7.84544            0.182612
      3192                0.32             7.84308             0.18257
      3193                0.72             7.84085            0.182527
      3194                   2             7.83902            0.182479
      3195                3.92              7.8378            0.182426
      3196                3.92             7.83657            0.182373
      3197               11.52             7.83772            0.182319
      3198               11.52             7.83887            0.182266
      3199                   8             7.83892            0.182209
      3200                6.48              7.8385            0.182153
      3201               11.52             7.83965            0.182099
      3202                6.48             7.83923            0.182043
      3203                5.12             7.83838            0.181988
      3204                6.48             7.83795            0.181932
      3205                9.68             7.83853            0.181876
      3206                6.48              7.8381             0.18182
      3207                2.88             7.83656             0.18177
      3208                3.92             7.83534            0.181717
      3209                0.08             7.83292            0.181676
      3210                   0             7.83048            0.181636
      3211                0.08             7.82807            0.181596
      3212                0.08             7.82565            0.181555
      3213                0.08             7.82324            0.181515
      3214                0.72             7.82103            0.181472
      3215                2.88              7.8195            0.181422
      3216                3.92             7.81828            0.181369
      3217                1.28             7.81625            0.181324
      3218                6.48             7.81584            0.181268
      3219                1.28             7.81381            0.181224
      3220                2.88             7.81227            0.181174
      3221                5.12             7.81144            0.181119
      3222                0.72             7.80924            0.181077
      3223                1.28             7.80721            0.181032
      3224                   2             7.80541            0.180985
      3225                   2             7.80361            0.180937
      3226                0.72             7.80141            0.180895
      3227                0.32              7.7991            0.180853
      3228                0.32             7.79678            0.180812
      3229                1.28             7.79476            0.180767
      3230                2.88             7.79324            0.180718
      3231                5.12             7.79241            0.180664
      3232                5.12             7.79158             0.18061
      3233                5.12             7.79076            0.180556
      3234                6.48             7.79035            0.180501
      3235                6.48             7.78995            0.180445
      3236                   8             7.79001            0.180389
      3237                9.68              7.7906            0.180335
      3238               11.52             7.79175            0.180283
      3239               15.68             7.79418            0.180243
      3240               13.52             7.79595            0.180196
      3241                   8             7.79601            0.180141
      3242                   8             7.79608            0.180085
      3243               13.52             7.79784            0.180038
      3244                9.68             7.79842            0.179984
      3245               11.52             7.79957            0.179932
      3246               13.52             7.80133            0.179885
      3247               13.52             7.80309            0.179838
      3248                5.12             7.80227            0.179785
      3249                3.92             7.80107            0.179734
      3250                6.48             7.80066            0.179679
      3251                9.68             7.80124            0.179624
      3252                9.68             7.80182             0.17957
      3253                  18             7.80496            0.179542
      3254               20.48             7.80885            0.179529
      3255                  18             7.81198            0.179502
      3256               13.52             7.81373            0.179455
      3257               11.52             7.81487            0.179403
      3258               13.52             7.81662            0.179357
      3259               11.52             7.81776            0.179306
      3260                2.88             7.81625            0.179257
      3261                   8              7.8163            0.179202
      3262                9.68             7.81687            0.179148
      3263                6.48             7.81646            0.179093
      3264                6.48             7.81605            0.179039
      3265               11.52             7.81719            0.178988
      3266               11.52             7.81832            0.178937
      3267                9.68             7.81889            0.178883
      3268                3.92              7.8177            0.178832
      3269                   8             7.81775            0.178777
      3270                5.12             7.81693            0.178725
      3271                   2             7.81515            0.178679
      3272                   2             7.81337            0.178633
      3273                5.12             7.81255             0.17858
      3274                6.48             7.81214            0.178526
      3275                9.68             7.81271            0.178473
      3276               11.52             7.81385            0.178422
      3277               15.68             7.81625            0.178383
      3278               15.68             7.81865            0.178345
      3279               13.52             7.82038            0.178299
      3280               11.52             7.82151            0.178248
      3281               15.68             7.82391             0.17821
      3282               15.68              7.8263            0.178172
      3283                  18              7.8294            0.178145
      3284                  18              7.8325            0.178117
      3285               11.52             7.83362            0.178067
      3286               15.68             7.83601            0.178028
      3287               11.52             7.83713            0.177978
      3288               11.52             7.83825            0.177927
      3289               13.52             7.83998            0.177882
      3290               13.52              7.8417            0.177836
      3291               20.48             7.84554            0.177823
      3292                  18             7.84863            0.177796
      3293               15.68             7.85101            0.177758
      3294               23.12             7.85564            0.177764
      3295               20.48             7.85947            0.177752
      3296                  18             7.86255            0.177724
      3297                  18             7.86562            0.177697
      3298               15.68             7.86799            0.177659
      3299                9.68             7.86854            0.177606
      3300                9.68             7.86909            0.177553
      3301                6.48             7.86867              0.1775
      3302                   8             7.86871            0.177446
      3303                9.68             7.86926            0.177393
      3304                6.48             7.86884             0.17734
      3305                   2             7.86706            0.177295
      3306                1.28             7.86507            0.177253
      3307                0.32             7.86279            0.177214
      3308                   0             7.86041            0.177176
      3309                0.32             7.85813            0.177137
      3310                0.32             7.85585            0.177098
      3311                0.32             7.85358             0.17706
      3312                0.72             7.85143            0.177019
      3313                1.28             7.84944            0.176977
