#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
      5239                 0.2            0.220729          0.00480588
      5240                0.24            0.220733          0.00480497
      5241                0.24            0.220737          0.00480405
      5242                0.44            0.220778          0.00480332
      5243                0.48            0.220828          0.00480266
      5244                0.48            0.220877          0.00480199
      5245                0.44            0.220919          0.00480126
      5246                0.32            0.220938          0.00480038
      5247                0.36            0.220964          0.00479954
      5248                0.28            0.220976          0.00479864
      5249                0.28            0.220987          0.00479774
      5250                 0.2            0.220983          0.00479683
      5251                0.16            0.220971          0.00479593
      5252                 0.2            0.220967          0.00479502
      5253                   0            0.220925          0.00479429
      5254                   0            0.220883          0.00479356
      5255               -0.16            0.220811          0.00479319
      5256               -0.04            0.220761          0.00479254
      5257               -0.04            0.220711          0.00479188
      5258               -0.12            0.220647          0.00479141
      5259               -0.12            0.220582          0.00479094
      5260                -0.2            0.220502          0.00479069
      5261               -0.12            0.220437          0.00479022
      5262               -0.08             0.22038          0.00478965
      5263               -0.24            0.220293          0.00478954
      5264                -0.2            0.220213           0.0047893
      5265               -0.24            0.220125          0.00478918
      5266                   0            0.220084          0.00478846
      5267                0.04            0.220049          0.00478767
      5268                   0            0.220008          0.00478694
      5269                0.08            0.219981          0.00478611
      5270                   0            0.219939          0.00478538
      5271                   0            0.219898          0.00478466
      5272                0.04            0.219863          0.00478387
      5273                0.04            0.219829          0.00478308
      5274                0.12             0.21981          0.00478221
      5275                0.04            0.219776          0.00478143
      5276                0.12            0.219757          0.00478056
      5277                0.16            0.219746          0.00477967
      5278                0.32            0.219765           0.0047788
      5279                0.28            0.219776          0.00477791
      5280                 0.4            0.219811          0.00477713
      5281                 0.2            0.219807          0.00477622
      5282                0.56            0.219871          0.00477575
      5283                0.28            0.219883          0.00477486
      5284                0.04            0.219849          0.00477408
      5285               -0.08            0.219792          0.00477351
      5286               -0.16             0.21972          0.00477315
      5287                   0            0.219678          0.00477243
      5288                0.12             0.21966          0.00477156
      5289               -0.12            0.219595          0.00477109
      5290               -0.12            0.219531          0.00477062
      5291               -0.04            0.219482          0.00476997
      5292                -0.2            0.219403          0.00476973
      5293               -0.08            0.219346          0.00476917
      5294               -0.04            0.219297          0.00476852
      5295                0.16            0.219286          0.00476763
      5296                0.16            0.219275          0.00476674
      5297                0.12            0.219256          0.00476588
      5298                0.32            0.219275          0.00476502
      5299                0.28            0.219287          0.00476413
      5300                0.32            0.219306          0.00476327
      5301                 0.4             0.21934          0.00476249
      5302                0.44            0.219381          0.00476178
      5303                0.44            0.219423          0.00476106
      5304                0.52             0.21948           0.0047605
      5305                0.52            0.219536          0.00475994
      5306                 0.6            0.219608          0.00475958
      5307                0.52            0.219665          0.00475902
      5308                0.48            0.219714          0.00475838
      5309                0.48            0.219763          0.00475774
      5310                0.48            0.219812          0.00475709
      5311                 0.4            0.219846          0.00475632
      5312                0.28            0.219857          0.00475544
      5313                 0.2            0.219853          0.00475454
      5314                0.28            0.219865          0.00475366
      5315                0.24            0.219868          0.00475277
      5316                0.16            0.219857          0.00475189
      5317                0.16            0.219846          0.00475101
      5318               -0.04            0.219797          0.00475037
      5319               -0.04            0.219748          0.00474972
      5320                0.08            0.219722           0.0047489
      5321                0.16            0.219711          0.00474802
      5322                0.16            0.219699          0.00474714
      5323                0.16            0.219688          0.00474627
      5324                 0.2            0.219684          0.00474538
      5325                0.24            0.219688          0.00474449
      5326                0.28              0.2197          0.00474361
      5327                0.36            0.219726          0.00474279
      5328                0.28            0.219737          0.00474192
      5329                 0.2            0.219734          0.00474103
      5330                0.16            0.219722          0.00474015
      5331                 0.2            0.219719          0.00473926
      5332                0.24            0.219722          0.00473838
      5333                0.24            0.219726          0.00473749
      5334                0.08              0.2197          0.00473667
      5335                0.12            0.219681          0.00473582
      5336                   0             0.21964          0.00473511
      5337               -0.04            0.219592          0.00473448
      5338               -0.08            0.219535          0.00473392
      5339                0.04            0.219502          0.00473315
      5340               -0.04            0.219453          0.00473252
      5341                0.04             0.21942          0.00473175
      5342                 0.2            0.219416          0.00473087
      5343                 0.2            0.219412          0.00472998
      5344                 0.2            0.219409           0.0047291
      5345                0.16            0.219398          0.00472823
      5346                 0.2            0.219394          0.00472734
      5347                0.28            0.219405          0.00472647
      5348                0.28            0.219417           0.0047256
      5349                0.32            0.219435          0.00472476
      5350                0.48            0.219484          0.00472413
      5351                0.28            0.219495          0.00472326
      5352                0.28            0.219507          0.00472239
      5353                0.24            0.219511          0.00472151
      5354                 0.4            0.219544          0.00472074
      5355                0.48            0.219593          0.00472011
      5356                0.68            0.219679          0.00472002
      5357                0.64            0.219757          0.00471979
      5358                0.52            0.219813          0.00471924
      5359                0.64            0.219892          0.00471901
      5360                 0.6            0.219963          0.00471866
      5361                0.48            0.220011          0.00471803
      5362                 0.6            0.220082          0.00471768
      5363                0.64             0.22016          0.00471745
      5364                0.56            0.220224            0.004717
      5365                0.64            0.220302          0.00471677
      5366                 0.6            0.220373          0.00471642
      5367                0.72            0.220466          0.00471646
      5368                 0.6            0.220537          0.00471611
      5369                0.48            0.220585          0.00471548
      5370                0.32            0.220603          0.00471464
      5371                0.24            0.220607          0.00471376
      5372                0.36            0.220633          0.00471296
      5373                0.44            0.220674          0.00471226
      5374                 0.2             0.22067          0.00471138
      5375                0.32            0.220688          0.00471054
      5376                0.44            0.220729          0.00470984
      5377                0.48            0.220777          0.00470921
      5378                0.24            0.220781          0.00470834
      5379                0.16             0.22077          0.00470748
      5380                0.12            0.220751          0.00470664
      5381                0.08            0.220725          0.00470584
      5382                0.16            0.220713          0.00470497
      5383                0.12            0.220695          0.00470414
      5384                 0.2            0.220691          0.00470327
      5385                0.28            0.220702          0.00470241
      5386                0.24            0.220706          0.00470153
      5387                0.12            0.220687           0.0047007
      5388                0.04            0.220653          0.00469994
      5389                0.04             0.22062          0.00469919
      5390                0.04            0.220586          0.00469844
      5391                 0.2            0.220582          0.00469757
      5392                0.24            0.220586           0.0046967
      5393                0.16            0.220575          0.00469584
      5394                0.12            0.220556          0.00469501
      5395                0.24             0.22056          0.00469414
      5396                0.08            0.220534          0.00469334
      5397                0.12            0.220515          0.00469251
      5398                 0.2            0.220511          0.00469164
      5399                0.32             0.22053          0.00469081
      5400                0.28            0.220541          0.00468995
      5401                0.32            0.220559          0.00468912
      5402                0.24            0.220563          0.00468825
      5403                0.28            0.220574           0.0046874
      5404                0.36              0.2206           0.0046866
      5405                 0.4            0.220633          0.00468585
      5406                0.36            0.220659          0.00468506
      5407                0.48            0.220706          0.00468444
      5408                0.52            0.220762           0.0046839
      5409                0.48             0.22081          0.00468328
      5410                0.44             0.22085          0.00468259
      5411                0.36            0.220876          0.00468179
      5412                0.44            0.220916           0.0046811
      5413                0.52            0.220972          0.00468056
      5414                0.52            0.221027          0.00468002
      5415                0.48            0.221075           0.0046794
      5416                0.56            0.221137          0.00467896
      5417                0.52            0.221193          0.00467842
      5418                0.44            0.221233          0.00467773
      5419                0.36            0.221259          0.00467694
      5420                0.32            0.221277          0.00467611
      5421                0.56            0.221339          0.00467567
      5422                0.48            0.221387          0.00467505
      5423                0.24             0.22139          0.00467419
      5424                0.28            0.221401          0.00467334
      5425                 0.2            0.221397          0.00467248
      5426                0.32            0.221415          0.00467165
      5427                0.28            0.221426           0.0046708
      5428                 0.2            0.221422          0.00466994
      5429                0.16            0.221411           0.0046691
      5430                0.24            0.221414          0.00466824
      5431                0.44            0.221455          0.00466755
      5432                 0.4            0.221487          0.00466681
      5433                0.48            0.221535          0.00466619
      5434                0.52             0.22159          0.00466566
      5435                0.48            0.221638          0.00466504
      5436                0.28            0.221648           0.0046642
      5437                0.12             0.22163          0.00466338
      5438                0.08            0.221604          0.00466259
      5439                 0.2              0.2216          0.00466173
      5440                0.08            0.221574          0.00466095
      5441                0.16            0.221562          0.00466011
      5442                0.08            0.221536          0.00465932
      5443               -0.08            0.221481           0.0046588
      5444               -0.04            0.221433          0.00465819
      5445                   0            0.221392          0.00465751
      5446               -0.12            0.221329          0.00465708
      5447                0.04            0.221296          0.00465634
      5448               -0.04            0.221248          0.00465573
      5449               -0.28            0.221156          0.00465579
      5450               -0.28            0.221064          0.00465584
      5451               -0.32            0.220965          0.00465605
      5452               -0.32            0.220866          0.00465625
      5453               -0.32            0.220767          0.00465645
      5454                -0.2            0.220689          0.00465624
      5455               -0.16             0.22062          0.00465591
      5456               -0.08            0.220565          0.00465538
      5457                -0.2            0.220487          0.00465516
      5458               -0.08            0.220432          0.00465464
      5459               -0.04            0.220385          0.00465403
      5460               -0.12            0.220322          0.00465359
      5461                -0.2            0.220245          0.00465338
      5462                   0            0.220205           0.0046527
      5463               -0.04            0.220157          0.00465209
      5464                   0            0.220117          0.00465142
      5465               -0.08            0.220062          0.00465089
      5466                   0            0.220022          0.00465021
      5467                0.04            0.219989          0.00464948
      5468                   0            0.219949           0.0046488
      5469                   0            0.219909          0.00464813
      5470                   0            0.219868          0.00464745
      5471                0.04            0.219835          0.00464672
      5472               -0.16            0.219766          0.00464639
      5473               -0.24            0.219682           0.0046463
      5474                -0.2            0.219605          0.00464608
      5475               -0.28            0.219514          0.00464613
      5476               -0.52            0.219379          0.00464724
      5477               -0.44            0.219259          0.00464795
      5478                -0.6            0.219109          0.00464951
      5479               -0.56            0.218967          0.00465083
      5480                -0.6            0.218818          0.00465239
      5481               -0.44            0.218697          0.00465309
      5482                -0.6            0.218548          0.00465464
      5483                -0.6            0.218399          0.00465618
      5484               -0.52            0.218264          0.00465728
      5485               -0.52            0.218129          0.00465837
      5486               -0.48            0.218002          0.00465926
      5487                -0.6            0.217853           0.0046608
      5488               -0.68             0.21769          0.00466282
      5489               -0.76            0.217511          0.00466537
      5490               -0.72            0.217341          0.00466764
      5491               -0.72             0.21717          0.00466992
      5492               -0.56            0.217028          0.00467121
      5493               -0.68            0.216865          0.00467321
      5494                -0.6            0.216716          0.00467473
      5495                -0.8            0.216531          0.00467754
      5496               -0.68            0.216368          0.00467953
      5497               -0.76            0.216191          0.00468205
      5498                -0.6            0.216042          0.00468355
      5499               -0.52            0.215908          0.00468461
      5500               -0.48            0.215782          0.00468546
      5501               -0.52            0.215648          0.00468652
      5502               -0.56            0.215507          0.00468779
      5503               -0.48            0.215381          0.00468864
      5504               -0.32            0.215283           0.0046888
      5505               -0.36            0.215179          0.00468911
      5506               -0.28            0.215089          0.00468912
      5507               -0.24            0.215006            0.004689
      5508               -0.32            0.214909          0.00468915
      5509               -0.28            0.214819          0.00468916
      5510               -0.24            0.214737          0.00468904
      5511               -0.08            0.214683          0.00468849
      5512               -0.08             0.21463          0.00468795
      5513               -0.08            0.214576           0.0046874
      5514               -0.04             0.21453          0.00468678
      5515               -0.16            0.214462          0.00468642
      5516               -0.32            0.214365          0.00468657
      5517               -0.36            0.214261          0.00468688
      5518               -0.36            0.214157          0.00468718
      5519               -0.36            0.214053          0.00468749
      5520               -0.32            0.213957          0.00468764
      5521                -0.2            0.213882          0.00468739
      5522               -0.08            0.213828          0.00468684
      5523               -0.12            0.213768          0.00468638
      5524               -0.12            0.213707          0.00468592
      5525               -0.08            0.213654          0.00468538
      5526                   0            0.213616          0.00468469
      5527                0.08            0.213591           0.0046839
      5528                   0            0.213553          0.00468322
      5529                   0            0.213514          0.00468253
      5530                0.12            0.213497          0.00468171
      5531                 0.2            0.213495          0.00468087
      5532                   0            0.213456          0.00468018
      5533                   0            0.213418          0.00467949
      5534               -0.12            0.213357          0.00467903
      5535               -0.12            0.213297          0.00467858
      5536               -0.08            0.213244          0.00467803
      5537                   0            0.213206          0.00467735
      5538                0.12            0.213189          0.00467653
      5539                0.08            0.213165          0.00467575
      5540                0.12            0.213148          0.00467494
      5541                0.12            0.213131          0.00467412
      5542                0.04              0.2131          0.00467338
      5543                0.08            0.213076           0.0046726
      5544               -0.04             0.21303          0.00467198
      5545               -0.12             0.21297          0.00467152
      5546                -0.2            0.212896          0.00467128
      5547                -0.2            0.212821          0.00467103
      5548               -0.12            0.212761          0.00467057
      5549                   0            0.212723          0.00466989
      5550                -0.2            0.212649          0.00466964
      5551                -0.2            0.212574          0.00466939
      5552                -0.4            0.212464          0.00466985
      5553                -0.4            0.212354          0.00467031
      5554               -0.36            0.212251          0.00467061
      5555               -0.28            0.212162          0.00467061
      5556               -0.04            0.212117          0.00466999
      5557               -0.04            0.212071          0.00466937
      5558                0.04             0.21204          0.00466863
      5559               -0.04            0.211995          0.00466801
      5560               -0.24            0.211914          0.00466788
      5561               -0.28            0.211825          0.00466788
      5562               -0.32             0.21173          0.00466802
      5563               -0.32            0.211634          0.00466816
      5564               -0.12            0.211574           0.0046677
      5565               -0.24            0.211493          0.00466756
      5566               -0.28            0.211405          0.00466756
      5567               -0.16            0.211338           0.0046672
      5568               -0.08            0.211286          0.00466665
      5569               -0.04            0.211241          0.00466603
      5570                   0            0.211203          0.00466535
      5571                   0            0.211165          0.00466467
      5572                0.24             0.21117          0.00466383
      5573                 0.4            0.211204          0.00466312
      5574                 0.6            0.211274           0.0046628
      5575                 0.6            0.211343          0.00466249
      5576                 0.4            0.211377          0.00466178
      5577                 0.4            0.211411          0.00466106
      5578                 0.4            0.211445          0.00466035
      5579                0.16            0.211436          0.00465952
      5580                0.28            0.211448           0.0046587
      5581                0.24            0.211453          0.00465787
      5582                0.08             0.21143           0.0046571
      5583                0.08            0.211406          0.00465632
      5584                0.08            0.211383          0.00465555
      5585                0.16            0.211373          0.00465472
      5586               -0.04            0.211328          0.00465411
      5587                0.12            0.211312           0.0046533
      5588                   0            0.211274          0.00465262
      5589                   0            0.211236          0.00465195
      5590                0.04            0.211206          0.00465121
      5591                0.12            0.211189          0.00465041
      5592                0.08            0.211166          0.00464964
      5593                0.16            0.211157          0.00464882
      5594                0.04            0.211126          0.00464809
      5595               -0.04            0.211081          0.00464747
      5596               -0.04            0.211036          0.00464686
      5597                0.12             0.21102          0.00464606
      5598                0.08            0.210997          0.00464528
      5599                0.08            0.210973          0.00464451
      5600                0.08             0.21095          0.00464374
      5601                0.16            0.210941          0.00464292
      5602                0.08            0.210918          0.00464215
      5603                0.12            0.210901          0.00464135
      5604                0.08            0.210878          0.00464058
      5605                   0             0.21084          0.00463991
      5606               -0.08            0.210788          0.00463937
      5607               -0.04            0.210744          0.00463876
      5608                   0            0.210706          0.00463808
      5609               -0.12            0.210647          0.00463763
      5610                0.04            0.210617           0.0046369
      5611                0.04            0.210586          0.00463618
      5612               -0.04            0.210542          0.00463557
      5613               -0.28            0.210454          0.00463556
      5614               -0.28            0.210367          0.00463556
      5615               -0.36            0.210265          0.00463585
      5616               -0.48            0.210142          0.00463665
      5617               -0.52            0.210012          0.00463765
      5618               -0.48             0.20989          0.00463845
      5619               -0.72            0.209724          0.00464058
      5620               -0.72            0.209559           0.0046427
      5621                -0.6            0.209415          0.00464411
      5622               -0.56            0.209278           0.0046453
      5623               -0.64            0.209127          0.00464692
      5624               -0.84             0.20894          0.00464984
      5625                -0.8            0.208761          0.00465247
      5626               -0.84            0.208574          0.00465538
      5627               -0.88            0.208381          0.00465857
      5628               -0.76            0.208209          0.00466092
      5629               -0.84            0.208023          0.00466381
      5630               -0.76            0.207851          0.00466615
      5631               -0.92            0.207651          0.00466962
      5632                  -1            0.207436          0.00467371
      5633                  -1            0.207222          0.00467779
      5634                  -1            0.207007          0.00468187
      5635                  -1            0.206793          0.00468593
      5636                  -1            0.206579          0.00468999
      5637                  -1            0.206365          0.00469404
      5638                  -1            0.206151          0.00469808
      5639                  -1            0.205937          0.00470211
      5640               -0.96             0.20573          0.00470582
      5641               -0.88            0.205538          0.00470892
      5642               -0.92            0.205339          0.00471231
      5643               -0.92            0.205139           0.0047157
      5644               -0.96            0.204933          0.00471938
      5645               -0.88             0.20474          0.00472245
      5646               -0.92            0.204541          0.00472582
      5647               -0.96            0.204335          0.00472948
      5648               -0.88            0.204143          0.00473253
      5649               -0.92            0.203944          0.00473588
      5650               -0.76            0.203773          0.00473811
      5651               -0.68            0.203617          0.00473985
      5652                -0.8            0.203439          0.00474234
      5653                -0.8            0.203262          0.00474482
      5654               -0.76            0.203092          0.00474704
      5655                -0.8            0.202914          0.00474951
      5656               -0.76            0.202744          0.00475172
      5657               -0.76            0.202574          0.00475393
      5658               -0.64            0.202425          0.00475542
      5659               -0.68            0.202269          0.00475714
      5660               -0.64             0.20212          0.00475863
      5661               -0.56            0.201986          0.00475969
      5662               -0.68             0.20183           0.0047614
      5663               -0.72            0.201667          0.00476334
      5664               -0.64            0.201518          0.00476481
      5665               -0.68            0.201363          0.00476651
      5666                -0.8            0.201186          0.00476895
      5667               -0.76            0.201016          0.00477112
      5668                -0.8             0.20084          0.00477355
      5669               -0.72            0.200677          0.00477547
      5670               -0.52             0.20055          0.00477632
      5671               -0.52            0.200423          0.00477716
      5672               -0.56            0.200289           0.0047782
      5673               -0.32            0.200197          0.00477824
      5674               -0.12            0.200141          0.00477773
      5675                0.04            0.200113          0.00477697
      5676                0.04            0.200085          0.00477621
      5677                0.12             0.20007          0.00477539
      5678               -0.16            0.200007          0.00477497
      5679                -0.4            0.199901           0.0047753
      5680                -0.6            0.199761          0.00477654
      5681               -0.64            0.199613          0.00477798
      5682                -0.6            0.199472          0.00477921
      5683               -0.76            0.199303          0.00478135
      5684                -0.8            0.199127          0.00478374
      5685               -0.72            0.198966          0.00478563
      5686               -0.76            0.198797          0.00478776
      5687               -0.76            0.198628          0.00478989
      5688               -0.72            0.198467          0.00479177
      5689               -0.52            0.198341          0.00479259
      5690               -0.48            0.198221          0.00479323
      5691               -0.36            0.198123          0.00479339
      5692               -0.28            0.198039          0.00479329
      5693                -0.4            0.197934          0.00479359
      5694               -0.16            0.197871          0.00479316
      5695                0.12            0.197858          0.00479234
      5696                0.28            0.197872          0.00479152
      5697                0.24             0.19788          0.00479069
      5698                0.08            0.197859          0.00478989
      5699                0.04            0.197831          0.00478913
      5700                   0            0.197796          0.00478842
      5701                -0.2            0.197727          0.00478809
      5702               -0.24             0.19765          0.00478786
      5703               -0.24            0.197573          0.00478764
      5704                -0.2            0.197504           0.0047873
      5705               -0.32            0.197413          0.00478732
      5706                -0.4            0.197308          0.00478763
      5707                -0.4            0.197203          0.00478794
      5708               -0.48            0.197085          0.00478857
      5709               -0.56            0.196952          0.00478956
      5710               -0.52            0.196827          0.00479037
      5711               -0.56            0.196694          0.00479136
      5712                -0.6            0.196555          0.00479255
      5713               -0.52            0.196429          0.00479336
      5714               -0.56            0.196297          0.00479435
      5715               -0.64             0.19615          0.00479574
      5716                -0.6            0.196011          0.00479692
      5717               -0.48            0.195893          0.00479754
      5718               -0.52            0.195768          0.00479834
      5719               -0.32            0.195678          0.00479834
      5720               -0.32            0.195587          0.00479835
      5721                -0.4            0.195483          0.00479864
      5722               -0.44            0.195372          0.00479909
      5723               -0.48            0.195254           0.0047997
      5724               -0.56            0.195122          0.00480068
      5725                -0.6            0.194983          0.00480185
      5726               -0.44            0.194873          0.00480229
      5727                -0.4            0.194769          0.00480257
      5728               -0.44            0.194658          0.00480301
      5729                -0.4            0.194554          0.00480329
      5730               -0.32            0.194464           0.0048033
      5731                -0.2            0.194395          0.00480295
      5732               -0.28            0.194313          0.00480283
      5733                -0.2            0.194244          0.00480248
      5734               -0.32            0.194154          0.00480248
      5735               -0.56            0.194023          0.00480344
      5736               -0.48            0.193905          0.00480404
      5737               -0.32            0.193816          0.00480404
      5738               -0.44            0.193705          0.00480447
      5739                -0.4            0.193602          0.00480475
      5740               -0.32            0.193512          0.00480475
      5741               -0.44            0.193402          0.00480518
      5742                -0.6            0.193264          0.00480632
      5743                -0.6            0.193126          0.00480747
      5744               -0.56            0.192994          0.00480842
      5745                -0.4            0.192891          0.00480869
      5746               -0.36            0.192795          0.00480882
      5747                -0.4            0.192692          0.00480909
      5748               -0.32            0.192603          0.00480908
      5749               -0.28             0.19252          0.00480895
      5750               -0.16            0.192459           0.0048085
      5751               -0.12            0.192405          0.00480797
      5752                0.04            0.192378          0.00480721
      5753                0.24            0.192387          0.00480638
      5754                0.16            0.192381          0.00480555
      5755                0.24            0.192389          0.00480472
      5756                 0.4            0.192425          0.00480402
      5757                0.32            0.192447          0.00480324
      5758                0.48            0.192497          0.00480266
      5759                0.56            0.192561          0.00480225
      5760                0.64            0.192639          0.00480205
      5761                 0.6             0.19271          0.00480173
      5762                 0.6             0.19278          0.00480142
      5763                0.64            0.192858          0.00480121
      5764                0.68            0.192942          0.00480113
      5765                0.68            0.193027          0.00480104
      5766                0.68            0.193111          0.00480095
      5767                0.68            0.193196          0.00480086
      5768                 0.6            0.193266          0.00480054
      5769                0.52            0.193323          0.00480004
      5770                0.52             0.19338          0.00479955
      5771                 0.6             0.19345          0.00479923
      5772                 0.6             0.19352          0.00479892
      5773                0.68            0.193605          0.00479882
      5774                 0.6            0.193675          0.00479851
      5775                0.64            0.193752           0.0047983
      5776                 0.6            0.193823          0.00479799
      5777                0.52            0.193879          0.00479749
      5778                 0.4            0.193915          0.00479679
      5779                 0.4            0.193951          0.00479609
      5780                0.48               0.194          0.00479552
      5781                0.44            0.194043          0.00479488
      5782                0.56            0.194106          0.00479447
      5783                0.68             0.19419          0.00479437
      5784                0.68            0.194274          0.00479428
      5785                 0.8            0.194379          0.00479459
      5786                0.64            0.194456          0.00479438
      5787                0.68            0.194539          0.00479429
      5788                0.68            0.194623          0.00479419
      5789                 0.6            0.194693          0.00479388
      5790                0.64             0.19477          0.00479367
      5791                0.68            0.194854          0.00479357
      5792                 0.6            0.194924          0.00479325
      5793                0.56            0.194987          0.00479284
      5794                0.36            0.195016           0.0047921
      5795                0.36            0.195044          0.00479136
      5796                0.44            0.195086          0.00479072
      5797                0.36            0.195115          0.00478997
      5798                0.32            0.195136           0.0047892
      5799                0.44            0.195178          0.00478856
      5800                0.32              0.1952          0.00478778
      5801                 0.4            0.195235          0.00478708
      5802                0.56            0.195298          0.00478667
      5803                0.64            0.195375          0.00478646
      5804                0.68            0.195458          0.00478636
      5805                0.72            0.195549          0.00478639
      5806                0.72            0.195639          0.00478642
      5807                0.52            0.195695          0.00478592
      5808                 0.4             0.19573          0.00478523
      5809                 0.4            0.195765          0.00478453
      5810                0.44            0.195807          0.00478389
      5811                0.44            0.195849          0.00478325
      5812                0.44            0.195891          0.00478262
      5813                0.52            0.195947          0.00478212
      5814                 0.4            0.195982          0.00478142
      5815                0.52            0.196038          0.00478093
      5816                 0.4            0.196073          0.00478023
      5817                0.24             0.19608          0.00477942
      5818                0.16            0.196074           0.0047786
      5819                 0.2            0.196075          0.00477778
      5820                0.12            0.196062          0.00477698
      5821                0.08            0.196042           0.0047762
      5822               -0.04            0.196001          0.00477555
      5823               -0.12            0.195947          0.00477504
      5824               -0.04            0.195907          0.00477439
      5825                0.08            0.195887          0.00477361
      5826                   0            0.195853          0.00477291
      5827                   0            0.195819          0.00477221
      5828                0.12            0.195806          0.00477141
      5829                0.04             0.19578          0.00477066
      5830                0.08             0.19576          0.00476989
      5831                0.08             0.19574          0.00476911
      5832                0.16            0.195734           0.0047683
      5833                0.04            0.195707          0.00476755
      5834               -0.04            0.195667          0.00476691
      5835               -0.12            0.195613           0.0047664
      5836               -0.04            0.195572          0.00476575
      5837               -0.12            0.195518          0.00476524
      5838               -0.12            0.195464          0.00476473
      5839               -0.24             0.19539           0.0047645
      5840               -0.12            0.195336          0.00476399
      5841               -0.08            0.195288          0.00476341
      5842                   0            0.195255          0.00476271
      5843                0.04            0.195228          0.00476197
      5844                0.16            0.195222          0.00476116
      5845                0.08            0.195203          0.00476038
      5846               -0.04            0.195163          0.00475974
      5847               -0.04            0.195122           0.0047591
      5848                0.04            0.195096          0.00475836
      5849                0.12            0.195083          0.00475756
      5850                0.08            0.195063          0.00475679
      5851                0.04            0.195037          0.00475605
      5852                   0            0.195003          0.00475535
      5853                   0             0.19497          0.00475466
      5854               -0.12            0.194916          0.00475415
      5855               -0.08            0.194869          0.00475357
      5856                -0.2            0.194802          0.00475324
      5857               -0.32            0.194714          0.00475324
      5858               -0.36            0.194619          0.00475337
      5859               -0.24            0.194545          0.00475314
      5860               -0.32            0.194457          0.00475314
      5861               -0.28            0.194376          0.00475301
      5862               -0.28            0.194295          0.00475289
      5863               -0.24            0.194221          0.00475266
      5864               -0.24            0.194147          0.00475242
      5865               -0.28            0.194066           0.0047523
      5866               -0.28            0.193986          0.00475218
      5867               -0.36            0.193891          0.00475231
      5868               -0.44            0.193783          0.00475272
      5869               -0.52            0.193662          0.00475347
      5870               -0.56            0.193533          0.00475439
      5871                -0.6            0.193398          0.00475551
      5872                -0.6            0.193263          0.00475661
