#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
       711               -0.12            0.102954           0.0123028
       712                0.12            0.102978           0.0122855
       713                0.16            0.103058           0.0122686
       714                 0.2            0.103193           0.0122521
       715                0.32            0.103497           0.0122387
       716                0.32            0.103799           0.0122254
       717                 0.4            0.104212           0.0122153
       718                 0.4            0.104624           0.0122053
       719                0.48            0.105146           0.0121994
       720                0.36              0.1055           0.0121876
       721                 0.4            0.105908           0.0121776
       722                 0.4            0.106316           0.0121675
       723                 0.4            0.106722           0.0121575
       724                0.36            0.107072           0.0121457
       725                0.32            0.107366           0.0121325
       726                0.36            0.107713           0.0121208
       727                0.32            0.108006           0.0121076
       728                0.12            0.108022            0.012091
       729                0.08            0.107984           0.0120745
       730                 0.2             0.10811           0.0120586
       731                0.12            0.108126           0.0120421
       732                0.28            0.108361           0.0120279
       733                0.16            0.108431           0.0120117
       734                0.36            0.108774           0.0120003
       735                0.48            0.109279           0.0119946
       736                0.52            0.109837           0.0119912
       737                0.56            0.110448           0.0119905
       738                 0.6            0.111111           0.0119926
       739                0.48             0.11161           0.0119868
       740                0.56            0.112216           0.0119859
       741                0.52            0.112767           0.0119823
       742                0.44            0.113208           0.0119743
       743                0.48            0.113701           0.0119683
       744                0.56            0.114301           0.0119673
       745                 0.6            0.114953            0.011969
       746                 0.6            0.115603           0.0119706
       747                0.56            0.116198           0.0119693
       748                0.56            0.116791            0.011968
       749                0.56            0.117383           0.0119666
       750                0.56            0.117973           0.0119652
       751                0.52            0.118509           0.0119613
       752                0.24             0.11867           0.0119465
       753                0.24            0.118831           0.0119317
       754                 0.2            0.118939           0.0119163
       755                   0            0.118781           0.0119016
       756                   0            0.118624           0.0118869
       757               -0.04            0.118415            0.011873
       758                0.04            0.118311           0.0118578
       759                0.12            0.118314           0.0118422
       760                0.16            0.118368           0.0118267
       761                0.16            0.118423           0.0118113
       762                0.16            0.118478            0.011796
       763                0.12             0.11848           0.0117805
       764                0.12            0.118482           0.0117651
       765                0.08            0.118431           0.0117498
       766                 0.2            0.118538           0.0117349
       767                0.16            0.118592           0.0117198
       768                0.12            0.118594           0.0117045
       769                0.24            0.118752           0.0116904
       770                 0.2            0.118857           0.0116756
       771                 0.2            0.118962            0.011661
       772                0.28            0.119171           0.0116477
       773                 0.2            0.119276           0.0116331
       774                0.12            0.119276           0.0116181
       775                0.08            0.119226           0.0116032
       776                0.08            0.119175           0.0115884
       777                0.04            0.119073           0.0115739
       778                0.12            0.119075            0.011559
       779                 0.2            0.119178           0.0115447
       780                0.32            0.119436           0.0115327
       781                0.16            0.119488           0.0115181
       782                0.12            0.119488           0.0115034
       783                0.08            0.119438           0.0114888
       784                0.08            0.119388           0.0114742
       785                0.12            0.119389           0.0114596
       786                0.12            0.119389            0.011445
       787                0.28            0.119593           0.0114323
       788                0.08            0.119543           0.0114179
       789                0.04            0.119442           0.0114039
       790                0.04            0.119342           0.0113899
       791               -0.08             0.11909           0.0113783
       792               -0.12            0.118788           0.0113679
       793               -0.08            0.118537           0.0113564
       794                0.08            0.118489           0.0113422
       795                0.04             0.11839           0.0113283
       796                0.08            0.118342           0.0113142
       797               -0.04            0.118143           0.0113017
       798               -0.12            0.117845           0.0112915
       799               -0.08            0.117597           0.0112801
       800                -0.2              0.1172            0.011273
       801               -0.04            0.117004           0.0112606
       802                0.12            0.117007           0.0112466
       803                0.12            0.117011           0.0112326
       804                0.12            0.117015           0.0112186
       805                0.24            0.117168           0.0112057
       806                0.28             0.11737           0.0111936
       807                0.24            0.117522           0.0111808
       808                0.28            0.117723           0.0111688
       809                 0.2            0.117824           0.0111554
       810                 0.2            0.117926           0.0111421
       811                 0.2            0.118027           0.0111288
       812                 0.2            0.118128           0.0111156
       813                0.24            0.118278           0.0111029
       814                0.12             0.11828           0.0110893
       815                0.08            0.118233           0.0110758
       816                0.12            0.118235           0.0110622
       817                0.04             0.11814           0.0110491
       818               -0.04            0.117946           0.0110373
       819                   0            0.117802           0.0110247
       820                0.08            0.117756           0.0110114
       821                   0            0.117613           0.0109989
       822               -0.16            0.117275           0.0109907
       823               -0.12            0.116987           0.0109811
       824                0.04            0.116893           0.0109682
       825                0.16            0.116945            0.010955
       826                0.08            0.116901           0.0109418
       827                 0.2            0.117001           0.0109291
       828                0.24             0.11715           0.0109169
       829                0.28            0.117346           0.0109055
       830                 0.4            0.117687           0.0108977
       831                0.36            0.117978           0.0108885
       832                0.36            0.118269           0.0108793
       833                 0.4            0.118607           0.0108714
       834                 0.4            0.118945           0.0108636
       835                0.48            0.119377           0.0108592
       836                0.52            0.119856           0.0108568
       837                 0.6             0.12043            0.010859
       838                0.68            0.121098           0.0108665
       839                0.56            0.121621           0.0108662
       840                0.64            0.122238           0.0108707
       841                0.76            0.122996           0.0108842
       842                 0.8              0.1238            0.010901
       843                0.92            0.124745           0.0109289
       844                0.92            0.125687           0.0109565
       845                0.84            0.126533           0.0109761
       846                0.88            0.127423           0.0109992
       847                0.92            0.128359           0.0110259
       848                0.96             0.12934           0.0110564
       849                0.96            0.130318           0.0110866
       850                0.92            0.131247           0.0111124
       851                0.76            0.131986           0.0111239
       852                0.68            0.132629           0.0111294
       853                0.64            0.133224           0.0111323
       854                 0.6             0.13377           0.0111327
       855                 0.6            0.134316            0.011133
       856                0.56            0.134813           0.0111311
       857                 0.6            0.135356           0.0111313
       858                0.68            0.135991           0.0111364
       859                 0.8            0.136764           0.0111503
       860                0.84            0.137581           0.0111672
       861                0.84            0.138397            0.011184
       862                0.96             0.13935           0.0112116
       863                   1            0.140348           0.0112429
       864                0.96            0.141296           0.0112698
       865                0.92            0.142197           0.0112927
       866                   1            0.143187            0.011323
       867                0.96            0.144129           0.0113491
       868                0.96            0.145069           0.0113748
       869                0.96            0.146007           0.0114003
       870                0.96            0.146943           0.0114256
       871                0.92             0.14783           0.0114469
       872                 0.8            0.148578           0.0114582
       873                0.84             0.14937           0.0114724
       874                 0.8            0.150114           0.0114834
       875                0.88            0.150949           0.0115005
       876                0.88            0.151781           0.0115174
       877                 0.8             0.15252            0.011528
       878                0.72            0.153166            0.011533
       879                0.68            0.153766           0.0115354
       880                0.76            0.154455           0.0115429
       881                0.72            0.155096           0.0115476
       882                0.68            0.155692           0.0115498
       883                0.72            0.156331           0.0115544
       884                0.76            0.157014           0.0115615
       885                0.88            0.157831           0.0115773
       886                0.92            0.158691           0.0115961
       887                0.96            0.159594           0.0116182
       888                0.96            0.160495             0.01164
       889                 0.8            0.161215           0.0116491
       890                0.72            0.161843           0.0116529
       891                0.72            0.162469           0.0116567
       892                0.76            0.163139           0.0116629
       893                 0.8            0.163852           0.0116716
       894                0.76            0.164519           0.0116776
       895                0.88            0.165318           0.0116918
       896                 0.8            0.166027           0.0117002
       897                 0.6            0.166511           0.0116972
       898                0.56            0.166949           0.0116924
       899                0.44            0.167253           0.0116833
       900                0.24            0.167333           0.0116706
       901                 0.2             0.16737           0.0116577
       902                0.24             0.16745           0.0116451
       903                0.28            0.167575           0.0116328
       904                0.24            0.167655           0.0116202
       905                0.32            0.167823           0.0116086
       906                0.32            0.167991            0.011597
       907                0.28            0.168115           0.0115849
       908                0.32            0.168282           0.0115733
       909                0.36            0.168493           0.0115625
       910                0.48            0.168835           0.0115549
       911                0.44            0.169133            0.011546
       912                0.36            0.169342           0.0115353
       913                0.32            0.169507           0.0115238
       914                 0.4            0.169759            0.011514
       915                0.48            0.170098           0.0115064
       916                0.44            0.170393           0.0114976
       917                0.36              0.1706           0.0114869
       918                 0.4             0.17085           0.0114771
       919                0.36            0.171055           0.0114665
       920                0.48            0.171391           0.0114589
       921                 0.6            0.171857           0.0114559
       922                0.56            0.172278           0.0114512
       923                0.56            0.172698           0.0114465
       924                 0.6             0.17316           0.0114435
       925                0.56            0.173578           0.0114388
       926                0.52            0.173952           0.0114325
       927                0.48            0.174283           0.0114249
       928                0.48            0.174612           0.0114174
       929                 0.2            0.174639           0.0114051
       930                 0.2            0.174667           0.0113929
       931               -0.04            0.174436            0.011383
       932                0.08            0.174335           0.0113712
       933                0.04            0.174191             0.01136
       934                0.04            0.174047           0.0113487
       935                0.04            0.173904           0.0113375
       936               -0.04            0.173675           0.0113277
       937                0.08            0.173575            0.011316
       938                0.16            0.173561            0.011304
       939                0.28            0.173674           0.0112925
       940                0.36            0.173872           0.0112822
       941                0.48            0.174198           0.0112749
       942                0.32            0.174352            0.011264
       943                0.24            0.174422           0.0112523
       944                0.24            0.174492           0.0112406
       945                0.12            0.174434           0.0112288
       946                0.24            0.174503           0.0112172
       947                 0.2             0.17453           0.0112054
       948                0.28            0.174641           0.0111941
       949                0.32            0.174795           0.0111833
       950                0.24            0.174863           0.0111718
       951                0.32            0.175016           0.0111611
       952                 0.2            0.175042           0.0111494
       953                0.12            0.174984           0.0111378
       954               -0.04            0.174759           0.0111284
       955                -0.2            0.174366           0.0111237
       956                   0            0.174184           0.0111136
       957                0.08            0.174086           0.0111024
       958                 0.2            0.174113           0.0110908
       959                0.28            0.174223           0.0110798
       960                0.24            0.174292           0.0110685
       961                0.32            0.174443            0.011058
       962                0.24            0.174511           0.0110467
       963                0.16            0.174496           0.0110353
       964                   0            0.174315           0.0110253
       965                0.12            0.174259            0.011014
       966                0.12            0.174203           0.0110027
       967               -0.04            0.173981           0.0109936
       968               -0.04             0.17376           0.0109845
       969               -0.12            0.173457           0.0109773
       970                -0.2            0.173072           0.0109727
       971                -0.2            0.172688           0.0109682
       972               -0.24            0.172263           0.0109651
       973               -0.04            0.172045            0.010956
       974                0.04             0.17191           0.0109456
       975                0.08            0.171815           0.0109348
       976                   0            0.171639            0.010925
       977                0.04            0.171505           0.0109146
       978                 0.4            0.171738            0.010906
       979                0.32             0.17189           0.0108959
       980                0.08            0.171796           0.0108852
       981               -0.04             0.17158           0.0108762
       982               -0.08            0.171324           0.0108682
       983               -0.08            0.171068           0.0108601
       984               -0.16            0.170732           0.0108543
       985               -0.08            0.170477           0.0108462
       986               -0.08            0.170223           0.0108382
       987               -0.12            0.169929           0.0108312
       988                0.04            0.169798           0.0108211
       989                   0            0.169626           0.0108115
       990                 0.2            0.169657           0.0108006
       991                0.16            0.169647           0.0107897
       992                0.04            0.169516           0.0107796
       993                0.08            0.169426           0.0107691
       994                0.24            0.169497           0.0107585
       995                 0.2            0.169528           0.0107478
       996                   0            0.169357           0.0107383
       997               -0.04            0.169147           0.0107296
       998               -0.04            0.168938           0.0107209
       999                -0.2            0.168569           0.0107165
      1000               -0.12             0.16828           0.0107097
      1001                0.12            0.168232           0.0106991
      1002                 0.2            0.168263           0.0106885
      1003                0.12            0.168215           0.0106779
      1004                0.08            0.168127           0.0106677
      1005                0.16            0.168119           0.0106571
      1006                0.16            0.168111           0.0106465
      1007                0.32            0.168262            0.010637
      1008                 0.2            0.168294           0.0106265
      1009                0.16            0.168285           0.0106159
      1010                0.28            0.168396            0.010606
      1011                0.24            0.168467           0.0105957
      1012                0.24            0.168538           0.0105855
      1013                0.24            0.168608           0.0105753
      1014                0.28            0.168718           0.0105654
      1015                0.16            0.168709            0.010555
      1016                0.28            0.168819           0.0105452
      1017                0.44            0.169086           0.0105382
      1018                0.56             0.16947           0.0105348
      1019                0.36            0.169657           0.0105262
      1020                0.32            0.169804           0.0105169
      1021                 0.4            0.170029            0.010509
      1022                 0.4            0.170254           0.0105011
      1023                 0.4            0.170479           0.0104933
      1024                0.24            0.170547           0.0104832
      1025                0.24            0.170615           0.0104732
      1026                0.16            0.170604            0.010463
      1027                0.24            0.170672            0.010453
      1028                0.16            0.170661           0.0104429
      1029                0.12            0.170612           0.0104329
      1030                 0.2            0.170641           0.0104228
      1031                0.12            0.170592           0.0104128
      1032                 0.2             0.17062           0.0104027
      1033                0.24            0.170687           0.0103929
      1034                0.08              0.1706           0.0103832
      1035                0.08            0.170512           0.0103735
      1036                0.12            0.170463           0.0103636
      1037                0.04            0.170338           0.0103544
      1038                0.04            0.170212           0.0103452
      1039                0.04            0.170087            0.010336
      1040                0.08                0.17           0.0103264
      1041                0.16             0.16999           0.0103165
      1042                0.04            0.169866           0.0103073
      1043                0.08            0.169779           0.0102978
      1044                0.16             0.16977            0.010288
      1045                0.12            0.169722           0.0102782
      1046                0.16            0.169713           0.0102684
      1047                0.32            0.169857           0.0102596
      1048                 0.4            0.170076           0.0102522
      1049                0.56            0.170448           0.0102491
      1050                0.68            0.170933           0.0102508
      1051                0.52            0.171265           0.0102465
      1052                0.48            0.171559           0.0102409
      1053                 0.6            0.171966           0.0102393
      1054                0.64             0.17241           0.0102392
      1055                0.68            0.172891           0.0102408
      1056                 0.8            0.173485           0.0102483
      1057                0.76             0.17404           0.0102536
      1058                0.76            0.174594           0.0102589
      1059                 0.8            0.175184           0.0102662
      1060                0.76            0.175736           0.0102713
      1061                0.84            0.176362           0.0102807
      1062                0.92            0.177062           0.0102948
      1063                0.84            0.177686            0.010304
      1064                0.76            0.178233           0.0103088
      1065                0.56            0.178592           0.0103054
      1066                 0.6            0.178987           0.0103033
      1067                0.64            0.179419           0.0103027
      1068                 0.6            0.179813           0.0103006
      1069                 0.6            0.180206           0.0102984
      1070                0.56            0.180561           0.0102949
      1071                0.48             0.18084           0.0102891
      1072                0.52            0.181157           0.0102844
      1073                 0.4            0.181361           0.0102768
      1074                 0.4            0.181564           0.0102693
      1075                 0.4            0.181767           0.0102617
      1076                0.44            0.182007            0.010255
      1077                 0.4             0.18221           0.0102475
      1078                 0.4            0.182412           0.0102399
      1079                 0.6            0.182799           0.0102378
      1080                0.52            0.183111           0.0102331
      1081                 0.4            0.183312           0.0102256
      1082                0.44            0.183549           0.0102189
      1083                0.56            0.183897           0.0102153
      1084                0.28            0.183985           0.0102063
      1085                0.16            0.183963           0.0101969
      1086                0.12            0.183904           0.0101877
      1087                0.48            0.184177            0.010182
      1088                0.36            0.184338           0.0101739
      1089                0.24            0.184389           0.0101647
      1090                0.12             0.18433           0.0101555
      1091                0.04            0.184198           0.0101471
      1092                   0            0.184029           0.0101392
      1093                   0            0.183861           0.0101313
      1094               -0.04            0.183656           0.0101241
      1095               -0.16            0.183342           0.0101197
      1096               -0.12            0.183066           0.0101143
      1097                0.08            0.182972           0.0101055
      1098                 0.2            0.182987           0.0100963
      1099                0.32            0.183112           0.0100879
      1100                 0.4            0.183309           0.0100806
      1101                0.52            0.183615           0.0100761
      1102                0.72            0.184102           0.0100787
      1103                0.76            0.184624           0.0100831
      1104                0.84            0.185217           0.0100914
      1105                0.84             0.18581           0.0100997
      1106                0.68            0.186257           0.0101004
      1107                0.56            0.186594           0.0100969
      1108                 0.4            0.186787           0.0100897
      1109                0.24            0.186835           0.0100807
      1110                0.28            0.186919           0.0100719
      1111                0.36            0.187075           0.0100641
      1112                0.56             0.18741           0.0100606
      1113                0.52            0.187709            0.010056
      1114                0.36            0.187864           0.0100482
      1115                0.36            0.188018           0.0100404
      1116                0.28              0.1881           0.0100317
      1117                0.12            0.188039           0.0100229
      1118                0.24            0.188086            0.010014
      1119                0.28            0.188168           0.0100054
      1120                 0.2            0.188179           0.0099965
      1121                0.28             0.18826          0.00998792
      1122                0.28            0.188342          0.00997935
      1123                0.16            0.188317           0.0099705
      1124                0.12            0.188256          0.00996181
      1125                0.08             0.18816          0.00995342
      1126                   0            0.187993          0.00994599
      1127                0.12            0.187933          0.00993734
      1128                0.12            0.187872          0.00992872
      1129                0.16            0.187848          0.00991995
      1130                0.12            0.187788          0.00991136
      1131                0.12            0.187728          0.00990277
      1132                0.08            0.187633          0.00989448
      1133               -0.04            0.187432          0.00988779
      1134                0.08            0.187337          0.00987953
      1135                0.36            0.187489          0.00987199
      1136                0.28             0.18757          0.00986364
      1137                0.24            0.187617          0.00985507
      1138                0.12            0.187557          0.00984659
      1139                0.16            0.187533          0.00983797
      1140                0.12            0.187474          0.00982952
      1141                0.12            0.187415          0.00982109
      1142                0.24            0.187461          0.00981259
      1143                0.08            0.187367          0.00980446
      1144               -0.04            0.187168           0.0097979
      1145               -0.08            0.186934          0.00979212
      1146               -0.12            0.186667          0.00978724
      1147               -0.08            0.186434          0.00978147
      1148                0.04            0.186307          0.00977378
      1149                 0.2            0.186319          0.00976528
      1150                0.44            0.186539          0.00975928
      1151                0.52            0.186829           0.0097551
      1152                0.52            0.187118          0.00975092
      1153                 0.6            0.187476          0.00974904
      1154                0.56            0.187799          0.00974593
      1155                0.64             0.18819          0.00974535
      1156                0.68            0.188616          0.00974621
      1157                0.64            0.189006          0.00974559
      1158                0.72            0.189465          0.00974795
      1159                0.72            0.189922          0.00975028
      1160                0.68            0.190345          0.00975103
      1161                0.72            0.190801          0.00975329
      1162                 0.8            0.191325          0.00975898
      1163                0.84            0.191883          0.00976652
      1164                0.96            0.192543          0.00978039
      1165                0.92            0.193167          0.00979191
      1166                0.88            0.193756          0.00980122
      1167                0.84             0.19431          0.00980845
      1168                0.76            0.194795            0.009812
      1169                0.88            0.195381           0.0098211
      1170                0.64            0.195761          0.00982005
      1171                0.64             0.19614          0.00981899
      1172                0.52            0.196416           0.0098145
      1173                0.68            0.196829          0.00981479
      1174                0.76            0.197308          0.00981815
      1175                0.76            0.197787          0.00982146
      1176                 0.8            0.198299          0.00982645
      1177                0.76            0.198777          0.00982968
      1178                0.88            0.199355          0.00983834
      1179                0.92            0.199966          0.00984896
      1180                   1            0.200644          0.00986392
      1181                   1            0.201321          0.00987877
      1182                   1            0.201997          0.00989349
      1183                   1            0.202671           0.0099081
      1184                   1            0.203345          0.00992259
      1185                0.96            0.203983          0.00993474
      1186                0.88            0.204553           0.0099427
      1187                 0.8            0.205055          0.00994697
      1188                0.84            0.205589          0.00995294
      1189                0.64            0.205955          0.00995128
      1190                0.76             0.20642           0.0099538
      1191                 0.6            0.206751          0.00995093
      1192                 0.4            0.206913           0.0099439
      1193                0.44            0.207108          0.00993748
      1194                0.44            0.207303          0.00993107
      1195                0.48            0.207531          0.00992539
      1196                 0.4            0.207692          0.00991839
      1197                0.36             0.20782          0.00991092
      1198                0.28             0.20788          0.00990283
      1199                 0.2            0.207873          0.00989457
      1200                 0.4            0.208033          0.00988762
      1201                0.44            0.208226          0.00988128
      1202                0.44            0.208419          0.00987494
      1203                0.48            0.208645          0.00986931
      1204                0.32            0.208738          0.00986155
      1205                0.24            0.208763           0.0098534
      1206                0.32            0.208856          0.00984566
      1207                0.24            0.208882          0.00983753
      1208                0.12            0.208808          0.00982967
      1209                0.08            0.208701          0.00982211
      1210                0.12            0.208628          0.00981427
      1211                0.12            0.208555          0.00980644
      1212                0.08            0.208449          0.00979892
      1213                0.04             0.20831          0.00979183
      1214               -0.04            0.208105           0.0097859
      1215               -0.16            0.207802          0.00978253
      1216               -0.24            0.207434          0.00978141
      1217               -0.28            0.207034          0.00978157
      1218                -0.2              0.2067          0.00977925
      1219               -0.28              0.2063          0.00977937
      1220               -0.24            0.205934           0.0097782
      1221               -0.28            0.205536          0.00977829
      1222               -0.12             0.20527          0.00977391
      1223               -0.12            0.205004          0.00976954
      1224               -0.32            0.204575          0.00977097
      1225               -0.32            0.204147          0.00977237
      1226               -0.36            0.203687          0.00977523
      1227                -0.4            0.203195          0.00977963
      1228               -0.44            0.202671          0.00978569
      1229               -0.48            0.202116          0.00979348
      1230                -0.2            0.201789          0.00979097
      1231               -0.12            0.201527           0.0097865
      1232               -0.08            0.201299          0.00978123
      1233               -0.04            0.201103          0.00977525
      1234                   0             0.20094          0.00976869
      1235               -0.04            0.200745          0.00976273
      1236               -0.04             0.20055          0.00975677
      1237               -0.04            0.200356          0.00975082
      1238                   0            0.200194          0.00974429
      1239                   0            0.200032          0.00973776
      1240                0.16                 0.2          0.00972996
      1241                0.12            0.199936          0.00972234
      1242                0.12            0.199871          0.00971472
      1243                0.28            0.199936          0.00970712
      1244                0.24            0.199968          0.00969937
      1245                0.24                 0.2          0.00969163
      1246                0.28            0.200064          0.00968407
      1247                0.24            0.200096          0.00967636
      1248                0.12            0.200032          0.00966882
      1249                0.12            0.199968          0.00966129
      1250                0.12            0.199904          0.00965377
      1251                0.08            0.199808          0.00964653
      1252                0.12            0.199744          0.00963903
      1253                0.12            0.199681          0.00963155
      1254                0.08            0.199585          0.00962434
      1255                   0            0.199426          0.00961799
      1256                   0            0.199268          0.00961164
      1257                0.04            0.199141          0.00960483
      1258                0.04            0.199014          0.00959803
      1259                0.04            0.198888          0.00959124
      1260               -0.04            0.198698           0.0095855
      1261                0.08            0.198604          0.00957836
      1262                0.24            0.198637          0.00957082
      1263                0.24             0.19867           0.0095633
      1264                0.12            0.198608          0.00955594
      1265                   0            0.198451          0.00954967
      1266                0.12            0.198389          0.00954233
      1267                0.08            0.198295          0.00953526
      1268                0.12            0.198233          0.00952794
      1269                0.12            0.198172          0.00952063
      1270                   0            0.198016          0.00951441
      1271                0.08            0.197923          0.00950738
      1272                 0.4            0.198082          0.00950123
      1273                0.52            0.198335          0.00949713
      1274                0.68            0.198713           0.0094972
      1275                0.72            0.199122          0.00949855
      1276                 0.8            0.199592          0.00950277
      1277                0.88            0.200125          0.00951025
      1278                0.92            0.200689          0.00951948
      1279                0.92            0.201251          0.00952864
      1280                0.88            0.201781          0.00953593
      1281                0.92            0.202342          0.00954496
      1282                0.88            0.202871          0.00955214
      1283                0.76            0.203305          0.00955456
      1284                 0.8            0.203769          0.00955841
      1285                0.72            0.204171          0.00955941
      1286                0.72            0.204572          0.00956039
      1287                0.68            0.204942           0.0095601
      1288                0.68            0.205311          0.00955979
      1289                0.52            0.205555          0.00955549
      1290                0.44            0.205736          0.00954981
      1291                 0.6            0.206042          0.00954729
      1292                0.68            0.206409          0.00954695
      1293                0.72            0.206806          0.00954782
      1294                 0.6             0.20711          0.00954528
      1295                 0.4            0.207259          0.00953907
      1296                0.52              0.2075          0.00953476
      1297                 0.6            0.207803          0.00953221
      1298                0.48            0.208012          0.00952717
      1299                 0.4             0.20816          0.00952099
      1300                0.24            0.208185          0.00951369
      1301                0.28             0.20824          0.00950654
      1302                0.28            0.208295           0.0094994
      1303                 0.4            0.208442          0.00949325
      1304                0.28            0.208497          0.00948613
      1305                0.16             0.20846          0.00947893
      1306                0.16            0.208423          0.00947175
      1307                0.08            0.208324          0.00946501
      1308                0.08            0.208226          0.00945828
      1309                0.04            0.208098          0.00945193
      1310               -0.16            0.207817          0.00944889
      1311                   0            0.207658          0.00944301
      1312                0.08            0.207561          0.00943631
      1313                   0            0.207403          0.00943045
      1314               -0.04            0.207215          0.00942515
      1315               -0.08            0.206996          0.00942052
      1316               -0.16            0.206717          0.00941749
      1317               -0.16            0.206439          0.00941445
      1318                -0.4            0.205979          0.00941854
      1319               -0.24            0.205641          0.00941747
      1320               -0.24            0.205303          0.00941639
      1321               -0.24            0.204966          0.00941529
      1322               -0.28            0.204599          0.00941531
      1323               -0.36            0.204172          0.00941786
      1324               -0.12            0.203927          0.00941393
      1325               -0.12            0.203683             0.00941
      1326               -0.24            0.203348          0.00940885
      1327               -0.24            0.203014          0.00940769
      1328               -0.28            0.202651          0.00940763
      1329               -0.28            0.202287          0.00940756
      1330               -0.16            0.202015          0.00940443
      1331                -0.2            0.201713          0.00940221
      1332               -0.12            0.201471          0.00939826
      1333               -0.12             0.20123           0.0093943
      1334                0.16            0.201199          0.00938731
      1335                0.16            0.201169          0.00938033
      1336                0.24            0.201198          0.00937335
      1337                0.24            0.201227          0.00936639
      1338                0.32            0.201315          0.00935981
      1339                 0.2            0.201314          0.00935282
      1340                0.28            0.201373          0.00934602
      1341                0.16            0.201342           0.0093391
      1342                0.16            0.201311          0.00933219
      1343                0.12            0.201251          0.00932544
      1344                0.12             0.20119           0.0093187
