#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
       25757     3.30477     3.31465  0.00445191
       25758     3.44102     3.31466  0.00445174
       25759     4.86578     3.31472  0.00445197
       25760     4.86937     3.31478  0.00445221
       25761     4.32509     3.31482  0.00445221
       25762      4.2796     3.31485  0.00445219
       25763     4.26016     3.31489  0.00445217
       25764     4.95184     3.31495  0.00445245
       25765     4.61458     3.31501  0.00445256
       25766      4.7342     3.31506  0.00445273
       25767     3.96408     3.31509  0.00445263
       25768     4.61414     3.31514  0.00445274
       25769     4.05904     3.31516  0.00445266
       25770      3.7943     3.31518  0.00445253
       25771     2.87688     3.31517  0.00445239
       25772     3.41842     3.31517  0.00445222
       25773     3.56384     3.31518  0.00445206
       25774     3.87905      3.3152  0.00445194
       25775     2.45404     3.31517  0.00445189
       25776     2.97905     3.31516  0.00445174
       25777     3.06161     3.31515  0.00445157
       25778      3.1729     3.31514   0.0044514
       25779     2.75287     3.31512  0.00445129
       25780     2.36308     3.31508  0.00445127
       25781     3.18818     3.31508   0.0044511
       25782     2.68016     3.31505  0.00445099
       25783      3.5974     3.31506  0.00445083
       25784      3.8886     3.31509  0.00445072
       25785     3.13283     3.31508  0.00445055
       25786     3.43633     3.31508  0.00445038
       25787     4.15489     3.31512  0.00445032
       25788     3.72921     3.31513  0.00445018
       25789     3.58741     3.31514  0.00445002
       25790      3.8956     3.31516  0.00444991
       25791     3.92248     3.31519   0.0044498
       25792     3.79971     3.31521  0.00444966
       25793      3.7981     3.31523  0.00444953
       25794     3.34325     3.31523  0.00444936
       25795     3.95273     3.31525  0.00444925
       25796     3.62523     3.31526   0.0044491
       25797     3.00055     3.31525  0.00444894
       25798     2.93484     3.31524  0.00444879
       25799      3.2318     3.31523  0.00444862
       25800     3.61296     3.31524  0.00444846
       25801     3.96944     3.31527  0.00444836
       25802     4.24518     3.31531  0.00444834
       25803     3.99696     3.31533  0.00444824
       25804     4.35934     3.31537  0.00444826
       25805      2.8482     3.31535  0.00444812
       25806     3.37344     3.31536  0.00444795
       25807     3.22535     3.31535  0.00444778
       25808     3.65427     3.31537  0.00444762
       25809     3.22077     3.31536  0.00444745
       25810     3.13464     3.31536  0.00444729
       25811     3.65104     3.31537  0.00444713
       25812     4.18311      3.3154  0.00444709
       25813     4.61507     3.31545   0.0044472
       25814     4.43738      3.3155  0.00444724
       25815     3.94895     3.31552  0.00444714
       25816     4.44006     3.31556  0.00444718
       25817     4.00173     3.31559  0.00444708
       25818     4.17748     3.31562  0.00444704
       25819     4.51861     3.31567  0.00444711
       25820     4.46846     3.31572  0.00444716
       25821      4.5068     3.31576  0.00444723
       25822     4.66258     3.31581  0.00444736
       25823     4.44448     3.31586   0.0044474
       25824     4.25811     3.31589  0.00444738
       25825     4.41306     3.31594  0.00444741
       25826     4.57199     3.31599  0.00444751
       25827     3.94939     3.31601   0.0044474
       25828     4.43192     3.31605  0.00444744
       25829     4.51611      3.3161  0.00444751
       25830     4.80524     3.31616  0.00444771
       25831     4.75649     3.31621  0.00444789
       25832     5.14351     3.31628  0.00444828
       25833     5.29464     3.31636  0.00444877
       25834     4.82352     3.31642  0.00444898
       25835     4.74179     3.31647  0.00444915
       25836     4.22598     3.31651  0.00444911
       25837     4.13663     3.31654  0.00444905
       25838     4.30613     3.31658  0.00444905
       25839     3.95873      3.3166  0.00444894
       25840     4.13775     3.31664  0.00444889
       25841     3.76418     3.31665  0.00444875
       25842     3.92162     3.31668  0.00444864
       25843     3.79825      3.3167   0.0044485
       25844     4.02022     3.31672  0.00444841
       25845     3.68452     3.31674  0.00444827
       25846     3.61351     3.31675  0.00444811
       25847     3.82097     3.31677  0.00444798
       25848     4.21245      3.3168  0.00444794
       25849     4.32158     3.31684  0.00444794
       25850      3.6305     3.31685  0.00444778
       25851     3.39555     3.31686  0.00444761
       25852     3.37766     3.31686  0.00444744
       25853      3.6147     3.31687  0.00444728
       25854     3.17735     3.31686  0.00444712
       25855     3.70099     3.31688  0.00444697
       25856      4.2201     3.31691  0.00444693
       25857     4.20219     3.31695  0.00444689
       25858     3.96056     3.31697  0.00444679
       25859     3.86975       3.317  0.00444667
       25860      4.3095     3.31703  0.00444666
       25861     3.80314     3.31705  0.00444653
       25862     3.58421     3.31706  0.00444637
       25863     3.96442     3.31709  0.00444627
       25864     4.36359     3.31713  0.00444628
       25865     3.79919     3.31715  0.00444615
       25866     3.45393     3.31715  0.00444598
       25867     3.38725     3.31715  0.00444581
       25868     3.01674     3.31714  0.00444565
       25869     2.67871     3.31712  0.00444555
       25870      2.1045     3.31707  0.00444563
       25871     2.58268     3.31704  0.00444554
       25872     3.42965     3.31705  0.00444537
       25873        4.16     3.31708  0.00444532
       25874     3.93388      3.3171  0.00444521
       25875     4.02887     3.31713  0.00444513
       25876     4.51383     3.31718   0.0044452
       25877     4.41585     3.31722  0.00444523
       25878     4.48947     3.31727  0.00444529
       25879      4.0401     3.31729   0.0044452
       25880     4.12912     3.31732  0.00444514
       25881     4.05587     3.31735  0.00444506
       25882     3.95282     3.31738  0.00444496
       25883      3.7939      3.3174  0.00444482
       25884     3.51053      3.3174  0.00444466
       25885     3.79971     3.31742  0.00444453
       25886     3.28703     3.31742  0.00444435
       25887     3.63949     3.31743   0.0044442
       25888       3.648     3.31745  0.00444405
       25889     4.19083     3.31748    0.004444
       25890     4.49276     3.31753  0.00444406
       25891     3.62961     3.31754  0.00444391
       25892     3.61199     3.31755  0.00444375
       25893     3.97535     3.31757  0.00444365
       25894     4.12603     3.31761  0.00444359
       25895     4.29386     3.31764  0.00444358
       25896     3.76654     3.31766  0.00444344
       25897      3.8805     3.31768  0.00444332
       25898     4.04698     3.31771  0.00444324
       25899     3.05134      3.3177  0.00444308
       25900     2.78664     3.31768  0.00444296
       25901     3.25989     3.31768  0.00444278
       25902     3.29353     3.31768  0.00444261
       25903     3.02656     3.31767  0.00444246
       25904     3.37332     3.31767  0.00444228
       25905     2.81155     3.31765  0.00444216
       25906     3.00088     3.31764    0.004442
       25907     3.16841     3.31763  0.00444183
       25908      3.3795     3.31763  0.00444166
       25909      3.3969     3.31764  0.00444149
       25910     3.50502     3.31764  0.00444133
       25911     3.88357     3.31766  0.00444121
       25912     3.85708     3.31769  0.00444109
       25913     3.70824      3.3177  0.00444094
       25914     3.52006     3.31771  0.00444078
       25915      4.1626     3.31774  0.00444072
       25916     4.34956     3.31778  0.00444073
       25917     4.47718     3.31783  0.00444079
       25918     4.12593     3.31786  0.00444072
       25919     4.36839      3.3179  0.00444074
       25920     4.16348     3.31793  0.00444069
       25921     4.07686     3.31796  0.00444061
       25922     3.98935     3.31798  0.00444052
       25923     3.78797       3.318  0.00444038
       25924     3.81121     3.31802  0.00444025
       25925     3.94712     3.31805  0.00444015
       25926      4.1399     3.31808  0.00444009
       25927     3.85796      3.3181  0.00443997
       25928     3.61835     3.31811  0.00443981
       25929     3.34925     3.31811  0.00443964
       25930     3.36036     3.31811  0.00443947
       25931     2.93885      3.3181  0.00443932
       25932      3.4825      3.3181  0.00443915
       25933     3.78901     3.31812  0.00443902
       25934     3.44765     3.31813  0.00443885
       25935     3.56057     3.31814  0.00443869
       25936     2.42568      3.3181  0.00443865
       25937     2.79055     3.31808  0.00443853
       25938     3.00614     3.31807  0.00443837
       25939     2.86194     3.31805  0.00443824
       25940     3.37046     3.31806  0.00443807
       25941     4.24863     3.31809  0.00443804
       25942     4.23813     3.31813  0.00443801
       25943     4.16345     3.31816  0.00443796
       25944     3.93219     3.31818  0.00443785
       25945     4.12364     3.31821  0.00443779
       25946     3.82014     3.31823  0.00443766
       25947      4.2672     3.31827  0.00443764
       25948     4.73729     3.31832   0.0044378
       25949     5.16873      3.3184  0.00443821
       25950     5.36074     3.31847  0.00443873
       25951     4.43525     3.31852  0.00443877
       25952     3.57765     3.31853  0.00443861
       25953     4.21679     3.31856  0.00443858
       25954     3.29022     3.31856   0.0044384
       25955      3.3734     3.31856  0.00443823
       25956      3.8794     3.31858  0.00443812
       25957     3.73682      3.3186  0.00443797
       25958     3.15453     3.31859  0.00443781
       25959     3.14249     3.31859  0.00443764
       25960     3.44593     3.31859  0.00443747
       25961     2.96803     3.31858  0.00443732
       25962      3.1436     3.31857  0.00443716
       25963     3.17753     3.31857  0.00443699
       25964     3.96471     3.31859  0.00443689
       25965     4.20109     3.31863  0.00443685
       25966     3.62374     3.31864  0.00443669
       25967     3.35244     3.31864  0.00443652
       25968      3.3579     3.31864  0.00443635
       25969     3.05164     3.31863  0.00443619
       25970     3.39423     3.31863  0.00443602
       25971     3.54482     3.31864  0.00443586
       25972     3.92494     3.31866  0.00443575
       25973     4.08077     3.31869  0.00443568
       25974     3.89455     3.31872  0.00443556
       25975     3.82535     3.31874  0.00443543
       25976     4.18848     3.31877  0.00443539
       25977     3.32638     3.31877  0.00443522
       25978     3.96462     3.31879  0.00443512
       25979     3.89179     3.31882    0.004435
       25980     3.72289     3.31883  0.00443486
       25981     3.22475     3.31883  0.00443469
       25982     3.48957     3.31884  0.00443452
       25983     3.31691     3.31884  0.00443435
       25984     3.29925     3.31883  0.00443418
       25985     3.56651     3.31884  0.00443402
       25986     4.26898     3.31888    0.004434
       25987     4.00388     3.31891  0.00443391
       25988     4.03808     3.31893  0.00443383
       25989     3.98274     3.31896  0.00443373
       25990     3.44884     3.31896  0.00443356
       25991      3.3561     3.31897  0.00443339
       25992     3.00723     3.31895  0.00443324
       25993     3.02622     3.31894  0.00443308
       25994     3.39096     3.31895  0.00443291
       25995     3.97759     3.31897  0.00443281
       25996     4.18291       3.319  0.00443277
       25997     3.71905     3.31902  0.00443262
       25998     4.29229     3.31906  0.00443261
       25999     3.75159     3.31907  0.00443247
       26000      2.9504     3.31906  0.00443232
       26001     2.60781     3.31903  0.00443224
       26002     2.56765       3.319  0.00443216
       26003     3.71905     3.31902  0.00443202
       26004     3.51452     3.31903  0.00443185
       26005     3.40583     3.31903  0.00443168
       26006     2.57827       3.319   0.0044316
       26007     2.47471     3.31897  0.00443155
       26008     2.73255     3.31895  0.00443144
       26009     2.57736     3.31892  0.00443136
       26010     2.81147      3.3189  0.00443123
       26011     2.57579     3.31887  0.00443116
       26012     2.63753     3.31884  0.00443106
       26013     3.61646     3.31885  0.00443091
       26014     3.81428     3.31887  0.00443078
       26015     4.51235     3.31892  0.00443084
       26016     3.73651     3.31894   0.0044307
       26017     3.94611     3.31896   0.0044306
       26018      3.6984     3.31897  0.00443045
       26019      4.2958     3.31901  0.00443044
       26020     4.17029     3.31904  0.00443039
       26021     4.61711     3.31909   0.0044305
       26022     4.28699     3.31913  0.00443049
       26023     4.31542     3.31917  0.00443048
       26024     4.10749      3.3192  0.00443042
       26025     4.00734     3.31923  0.00443033
       26026     3.97422     3.31925  0.00443023
       26027     4.06826     3.31928  0.00443015
       26028     3.47789     3.31929  0.00442998
       26029     3.69127      3.3193  0.00442984
       26030     3.71775     3.31932  0.00442969
       26031     3.91981     3.31934  0.00442958
       26032     3.76563     3.31936  0.00442945
       26033     3.65947     3.31937  0.00442929
       26034      3.6655     3.31938  0.00442914
       26035     3.95349     3.31941  0.00442904
       26036      4.4937     3.31945   0.0044291
       26037     4.03273     3.31948  0.00442902
       26038     3.84954      3.3195  0.00442889
       26039     3.43921      3.3195  0.00442872
       26040     3.52886     3.31951  0.00442856
       26041     3.49419     3.31952   0.0044284
       26042     3.57726     3.31953  0.00442824
       26043     3.70374     3.31954  0.00442809
       26044     3.73257     3.31956  0.00442795
       26045     4.06064     3.31959  0.00442787
       26046     4.36018     3.31963  0.00442788
       26047     4.65278     3.31968  0.00442801
       26048     4.84896     3.31974  0.00442823
       26049     4.22975     3.31977   0.0044282
       26050     4.24866     3.31981  0.00442817
       26051     3.85816     3.31983  0.00442805
       26052     4.17742     3.31986    0.004428
       26053     3.77044     3.31988  0.00442786
       26054     3.52267     3.31989   0.0044277
       26055      3.8334     3.31991  0.00442757
       26056     4.28125     3.31994  0.00442756
       26057     4.10166     3.31997  0.00442749
       26058     3.67012     3.31999  0.00442734
       26059     2.88975     3.31997   0.0044272
       26060     2.51543     3.31994  0.00442714
       26061     2.23464      3.3199  0.00442716
       26062     2.60232     3.31987  0.00442708
       26063     2.43491     3.31984  0.00442704
       26064     2.59864     3.31981  0.00442696
       26065     2.96107      3.3198  0.00442681
       26066     3.38357      3.3198  0.00442664
       26067     3.36573      3.3198  0.00442647
       26068     4.07548     3.31983   0.0044264
       26069      4.0519     3.31986  0.00442631
       26070     3.58003     3.31987  0.00442616
       26071      3.0859     3.31986    0.004426
       26072     3.36436     3.31986  0.00442583
       26073     3.25269     3.31986  0.00442566
       26074       4.047     3.31989  0.00442558
       26075     3.71718      3.3199  0.00442543
       26076     3.88042     3.31992  0.00442531
       26077     3.15466     3.31992  0.00442515
       26078     3.68305     3.31993    0.004425
       26079      2.7436     3.31991  0.00442489
       26080     2.90229     3.31989  0.00442475
       26081     2.34648     3.31985  0.00442473
       26082     2.36123     3.31982  0.00442472
       26083     2.28496     3.31978  0.00442473
       26084     2.49576     3.31975  0.00442467
       26085     3.04221     3.31974  0.00442451
       26086     3.45195     3.31974  0.00442434
       26087     3.29263     3.31974  0.00442418
       26088     3.30539     3.31974  0.00442401
       26089     3.22132     3.31974  0.00442384
       26090     3.00596     3.31972  0.00442368
       26091     2.94899     3.31971  0.00442354
       26092     2.88595     3.31969   0.0044234
       26093     3.27254     3.31969  0.00442323
       26094     2.65799     3.31967  0.00442313
       26095     2.27104     3.31962  0.00442315
       26096     1.96801     3.31957  0.00442328
       26097     1.79849     3.31951  0.00442349
       26098     1.82426     3.31946   0.0044237
       26099     2.51484     3.31943  0.00442363
       26100     2.66654      3.3194  0.00442354
       26101     2.84866     3.31938   0.0044234
       26102     2.77509     3.31936  0.00442328
       26103     2.33633     3.31933  0.00442327
       26104     2.66119      3.3193  0.00442318
       26105     3.18584     3.31929  0.00442301
       26106     3.42828      3.3193  0.00442284
       26107     3.80753     3.31932  0.00442271
       26108     3.39264     3.31932  0.00442254
       26109     3.38937     3.31932  0.00442237
       26110     3.19361     3.31932  0.00442221
       26111     3.05711     3.31931  0.00442205
       26112     2.53672     3.31928  0.00442198
       26113     2.65675     3.31925  0.00442189
       26114     2.07988     3.31921  0.00442197
       26115     2.92403     3.31919  0.00442183
       26116     2.45967     3.31916  0.00442178
       26117      2.7912     3.31914  0.00442166
       26118     2.67721     3.31911  0.00442156
       26119     2.48202     3.31908   0.0044215
       26120     2.74891     3.31906  0.00442139
       26121     3.51658     3.31907  0.00442123
       26122     3.28155     3.31906  0.00442106
       26123     3.75671     3.31908  0.00442092
       26124     3.95159     3.31911  0.00442082
       26125     3.78256     3.31912  0.00442068
       26126     3.78976     3.31914  0.00442055
       26127     3.76564     3.31916  0.00442041
       26128     3.73461     3.31917  0.00442027
       26129      4.0565      3.3192  0.00442019
       26130     4.05034     3.31923  0.00442011
       26131     4.39803     3.31927  0.00442014
       26132     4.65671     3.31932  0.00442026
       26133     3.73969     3.31934  0.00442012
       26134     3.81026     3.31936     0.00442
       26135     4.30332      3.3194  0.00441999
       26136       3.622     3.31941  0.00441983
       26137     3.59204     3.31942  0.00441968
       26138     3.41781     3.31942  0.00441951
       26139     3.19408     3.31942  0.00441934
       26140     3.36204     3.31942  0.00441917
       26141     3.47246     3.31942  0.00441901
       26142     3.26019     3.31942  0.00441884
       26143     3.40238     3.31943  0.00441867
       26144     3.33061     3.31943   0.0044185
       26145     3.62055     3.31944  0.00441835
       26146     3.44438     3.31944  0.00441818
       26147     3.66639     3.31946  0.00441803
       26148      3.3109     3.31945  0.00441786
       26149     3.19216     3.31945   0.0044177
       26150     3.07016     3.31944  0.00441754
       26151     2.92698     3.31943   0.0044174
       26152     3.06403     3.31942  0.00441724
       26153     3.52923     3.31942  0.00441708
       26154      4.1001     3.31945  0.00441701
       26155     3.70293     3.31947  0.00441686
       26156     4.08184      3.3195  0.00441679
       26157     3.46416      3.3195  0.00441663
       26158     3.03622     3.31949  0.00441647
       26159     2.91249     3.31948  0.00441633
       26160     2.60041     3.31945  0.00441624
       26161     3.16507     3.31944  0.00441608
       26162     2.83913     3.31942  0.00441595
       26163     3.04997     3.31941  0.00441579
       26164     3.18617     3.31941  0.00441563
       26165     2.86796     3.31939  0.00441549
       26166     3.14798     3.31939  0.00441533
       26167     3.43453     3.31939  0.00441516
       26168     3.55996      3.3194    0.004415
       26169     3.91385     3.31942  0.00441489
       26170     3.65228     3.31943  0.00441474
       26171     4.21274     3.31947   0.0044147
       26172     3.57247     3.31948  0.00441455
       26173     2.57899     3.31945  0.00441447
       26174     3.61603     3.31946  0.00441431
       26175     3.38542     3.31946  0.00441415
       26176     3.63628     3.31948  0.00441399
       26177     3.77121     3.31949  0.00441386
       26178     3.94897     3.31952  0.00441376
       26179     3.87169     3.31954  0.00441364
       26180     3.54858     3.31955  0.00441348
       26181     3.63742     3.31956  0.00441333
       26182     3.88721     3.31958  0.00441321
       26183     3.87786      3.3196  0.00441309
       26184     3.93006     3.31963  0.00441299
       26185     3.40786     3.31963  0.00441282
       26186     4.18279     3.31966  0.00441277
       26187     3.30096     3.31966  0.00441261
       26188     2.43024     3.31963  0.00441257
       26189     2.55184      3.3196   0.0044125
       26190       2.908     3.31958  0.00441236
       26191     3.58925     3.31959   0.0044122
       26192      3.1095     3.31958  0.00441204
       26193     3.24864     3.31958  0.00441187
       26194     2.69706     3.31956  0.00441177
       26195     2.90233     3.31954  0.00441163
       26196     3.03085     3.31953  0.00441147
       26197     3.28408     3.31953   0.0044113
       26198     4.29113     3.31957  0.00441129
       26199     4.09156      3.3196  0.00441122
       26200       4.114     3.31963  0.00441116
       26201     3.91067     3.31965  0.00441105
       26202      4.3863     3.31969  0.00441107
       26203     4.59781     3.31974  0.00441117
       26204     4.66372     3.31979   0.0044113
       26205      4.1995     3.31982  0.00441126
       26206     4.69043     3.31988   0.0044114
       26207     4.28323     3.31991  0.00441138
       26208     3.60894     3.31992  0.00441123
       26209     3.90246     3.31995  0.00441112
       26210     4.21215     3.31998  0.00441108
       26211     4.15225     3.32001  0.00441103
       26212     4.31465     3.32005  0.00441102
       26213     3.19872     3.32004  0.00441086
       26214     3.09561     3.32004   0.0044107
       26215     3.14747     3.32003  0.00441053
       26216     2.87361     3.32001   0.0044104
       26217     3.08595        3.32  0.00441024
       26218     3.15415        3.32  0.00441007
       26219     2.62195     3.31997  0.00440999
       26220     3.03084     3.31996  0.00440983
       26221     2.64151     3.31993  0.00440974
       26222       2.517      3.3199  0.00440968
       26223     3.10154      3.3199  0.00440952
       26224     3.16087     3.31989  0.00440935
       26225     3.47736     3.31989  0.00440919
       26226     3.15495     3.31989  0.00440903
       26227     3.29233     3.31989  0.00440886
       26228     2.98161     3.31987  0.00440871
       26229     3.15875     3.31987  0.00440854
       26230     3.11589     3.31986  0.00440838
       26231     3.24194     3.31986  0.00440822
       26232     3.44453     3.31986  0.00440805
       26233     3.14153     3.31986  0.00440789
       26234     3.02368     3.31984  0.00440773
       26235     3.23198     3.31984  0.00440757
       26236     3.03067     3.31983  0.00440741
       26237     2.62536      3.3198  0.00440732
       26238     2.96656     3.31979  0.00440718
       26239      2.6855     3.31977  0.00440708
       26240     2.63874     3.31974  0.00440698
       26241     2.83034     3.31972  0.00440686
       26242      2.9249     3.31971  0.00440671
       26243     2.73401     3.31968   0.0044066
       26244     3.14633     3.31968  0.00440644
       26245     3.91853      3.3197  0.00440633
       26246     4.43283     3.31974  0.00440637
       26247      4.0705     3.31977  0.00440629
       26248     3.91139     3.31979  0.00440618
       26249     3.97191     3.31982  0.00440608
       26250     2.80501      3.3198  0.00440596
       26251     2.71288     3.31978  0.00440585
       26252     3.35944     3.31978  0.00440568
       26253     3.70755     3.31979  0.00440554
       26254     3.18795     3.31979  0.00440538
       26255     2.91175     3.31977  0.00440524
       26256     2.68975     3.31975  0.00440513
       26257     2.87886     3.31973    0.004405
       26258     2.59002      3.3197  0.00440492
       26259     3.09449     3.31969  0.00440476
       26260     3.52482      3.3197   0.0044046
       26261     4.08925     3.31973  0.00440453
       26262     4.17612     3.31976  0.00440448
       26263     4.04648     3.31979   0.0044044
       26264     3.48782      3.3198  0.00440424
       26265     3.38159      3.3198  0.00440407
       26266     3.70403     3.31982  0.00440393
       26267     3.96639     3.31984  0.00440383
       26268     4.41467     3.31988  0.00440386
       26269     4.23425     3.31992  0.00440383
       26270     3.81862     3.31994   0.0044037
       26271     3.25133     3.31993  0.00440353
       26272     3.26949     3.31993  0.00440337
       26273     3.24642     3.31993   0.0044032
       26274     2.76556     3.31991  0.00440308
       26275     3.08327      3.3199  0.00440292
       26276     2.85791     3.31988  0.00440279
       26277     3.22477     3.31988  0.00440263
       26278     3.11169     3.31987  0.00440246
       26279     2.94538     3.31985  0.00440232
       26280     3.30521     3.31985  0.00440215
       26281     3.85218     3.31987  0.00440203
       26282     3.71702     3.31989  0.00440189
       26283     4.24093     3.31992  0.00440186
       26284     2.99113     3.31991  0.00440171
       26285     2.98673      3.3199  0.00440156
       26286     3.09164     3.31989   0.0044014
       26287     3.07303     3.31988  0.00440125
       26288     2.86724     3.31986  0.00440111
       26289     3.24873     3.31986  0.00440095
       26290      3.3155     3.31986  0.00440078
       26291     3.15745     3.31985  0.00440062
       26292     2.76904     3.31983   0.0044005
       26293     3.21478     3.31983  0.00440033
       26294     3.43184     3.31983  0.00440017
       26295     3.60912     3.31985  0.00440001
       26296     4.15136     3.31988  0.00439996
       26297     3.86429      3.3199  0.00439984
       26298     3.99122     3.31992  0.00439975
       26299     3.78444     3.31994  0.00439962
       26300     3.71014     3.31996  0.00439947
       26301     3.55588     3.31996  0.00439932
       26302      3.2392     3.31996  0.00439915
       26303     3.22796     3.31996  0.00439898
       26304     4.04511     3.31999   0.0043989
       26305     4.07839     3.32001  0.00439883
       26306     4.07116     3.32004  0.00439876
       26307     4.26361     3.32008  0.00439874
       26308     4.15525     3.32011  0.00439868
       26309     4.66854     3.32016  0.00439881
       26310     4.30001      3.3202   0.0043988
       26311     4.05025     3.32023  0.00439873
       26312     3.38195     3.32023  0.00439856
       26313     3.02449     3.32022  0.00439841
       26314     3.68519     3.32023  0.00439826
       26315     3.86574     3.32025  0.00439814
       26316     4.01664     3.32028  0.00439805
       26317     3.88051      3.3203  0.00439794
       26318     3.88755     3.32032  0.00439782
       26319     3.02334     3.32031  0.00439767
       26320     2.67903     3.32029  0.00439757
       26321     2.62673     3.32026  0.00439748
       26322     2.38824     3.32022  0.00439746
       26323     2.96044     3.32021  0.00439731
       26324     3.69445     3.32022  0.00439717
       26325     3.53122     3.32023  0.00439701
       26326     3.43721     3.32024  0.00439685
       26327     3.10236     3.32023  0.00439669
       26328     2.53004      3.3202  0.00439662
       26329     3.11211     3.32019  0.00439646
       26330     3.41626     3.32019   0.0043963
       26331      2.7016     3.32017  0.00439619
       26332      3.2041     3.32017  0.00439603
       26333     3.66225     3.32018  0.00439588
       26334     3.34754     3.32018  0.00439571
       26335     3.98877     3.32021  0.00439562
       26336     4.90065     3.32027  0.00439586
       26337      4.2212      3.3203  0.00439583
       26338     3.71781     3.32032  0.00439569
       26339     3.82604     3.32033  0.00439556
       26340     4.21447     3.32037  0.00439553
       26341     3.70592     3.32038  0.00439538
       26342     2.89109     3.32037  0.00439525
       26343     4.43225     3.32041  0.00439528
       26344     3.54748     3.32042  0.00439512
       26345     3.33289     3.32042  0.00439496
       26346     3.44722     3.32042  0.00439479
       26347     3.35601     3.32042  0.00439463
       26348      3.7165     3.32044  0.00439449
       26349     3.48256     3.32045  0.00439432
       26350     3.29126     3.32044  0.00439416
       26351     4.08439     3.32047  0.00439409
       26352     3.48992     3.32048  0.00439392
       26353     3.21514     3.32048  0.00439376
       26354     3.70643     3.32049  0.00439362
       26355      3.6597      3.3205  0.00439347
       26356     4.04871     3.32053  0.00439339
       26357     4.57984     3.32058  0.00439348
       26358     4.05036     3.32061   0.0043934
       26359     3.21665      3.3206  0.00439324
       26360     3.45199     3.32061  0.00439307
       26361     3.50818     3.32061  0.00439291
       26362     3.35243     3.32062  0.00439275
       26363     3.33263     3.32062  0.00439258
       26364     3.64878     3.32063  0.00439243
       26365     4.02294     3.32066  0.00439235
       26366     3.76679     3.32067  0.00439221
       26367     3.28892     3.32067  0.00439204
       26368      2.4487     3.32064    0.004392
       26369     2.80105     3.32062  0.00439188
       26370      3.4523     3.32062  0.00439172
       26371     3.82092     3.32064  0.00439159
       26372     3.43273     3.32065  0.00439143
       26373     2.98862     3.32063  0.00439128
       26374     3.05877     3.32062  0.00439112
       26375     4.04782     3.32065  0.00439104
       26376     4.37816     3.32069  0.00439106
       26377     4.04388     3.32072  0.00439098
       26378     4.67326     3.32077  0.00439111
       26379     3.86781     3.32079  0.00439099
       26380     3.86817     3.32081  0.00439088
       26381     3.53514     3.32082  0.00439072
       26382     3.32145     3.32082  0.00439055
       26383     2.66264      3.3208  0.00439046
       26384     3.03725     3.32078   0.0043903
       26385     3.34065     3.32079  0.00439014
       26386     3.09633     3.32078  0.00438998
       26387     4.04987      3.3208   0.0043899
       26388     3.72509     3.32082  0.00438976
       26389      3.5284     3.32083   0.0043896
       26390     3.25126     3.32082  0.00438943
       26391     2.72523      3.3208  0.00438933
       26392     3.12827      3.3208  0.00438917
       26393     3.25373     3.32079    0.004389
       26394     2.69072     3.32077   0.0043889
       26395     2.91876     3.32075  0.00438876
       26396      3.0045     3.32074  0.00438861
       26397     3.70045     3.32076  0.00438847
       26398     3.44717     3.32076   0.0043883
       26399     3.43454     3.32076  0.00438814
       26400     3.28791     3.32076  0.00438797
       26401     2.84864     3.32075  0.00438784
       26402     3.65393     3.32076  0.00438769
       26403     3.95824     3.32078  0.00438759
       26404     3.32141     3.32078  0.00438743
       26405     3.17307     3.32078  0.00438727
       26406     3.48352     3.32078   0.0043871
       26407     3.68913      3.3208  0.00438696
       26408     4.17955     3.32083  0.00438691
       26409     3.75265     3.32085  0.00438678
       26410     2.98222     3.32083  0.00438663
       26411     3.36249     3.32083  0.00438647
       26412     2.96719     3.32082  0.00438632
       26413     3.41316     3.32082  0.00438616
       26414      3.2615     3.32082  0.00438599
       26415     3.44616     3.32083  0.00438583
       26416     3.14582     3.32082  0.00438567
       26417     2.70875      3.3208  0.00438556
       26418     2.98335     3.32078  0.00438541
       26419     2.90308     3.32077  0.00438528
       26420     2.79163     3.32075  0.00438516
       26421     2.42755     3.32072  0.00438512
       26422     2.81985      3.3207  0.00438499
       26423     2.07634     3.32065  0.00438508
       26424      2.0684      3.3206  0.00438517
       26425     1.91324     3.32055  0.00438533
       26426     2.50781     3.32052  0.00438527
       26427     2.06714     3.32047  0.00438536
       26428     1.75494     3.32041   0.0043856
       26429       1.546     3.32034  0.00438594
       26430     2.18375      3.3203  0.00438599
       26431     2.15515     3.32026  0.00438604
       26432     1.80244      3.3202  0.00438625
       26433      2.0892     3.32015  0.00438634
       26434     1.96175      3.3201  0.00438647
       26435     2.45968     3.32007  0.00438643
       26436     3.07164     3.32006  0.00438627
       26437     2.95264     3.32005  0.00438613
       26438     2.59731     3.32002  0.00438604
       26439     2.65242     3.31999  0.00438595
       26440     2.20916     3.31995  0.00438599
       26441     2.19258     3.31991  0.00438603
       26442     2.16752     3.31986  0.00438608
       26443     2.98857     3.31985  0.00438593
       26444     2.84213     3.31983   0.0043858
       26445     3.07363     3.31982  0.00438565
       26446     2.98387     3.31981   0.0043855
       26447     2.77746     3.31979  0.00438538
       26448     3.27273     3.31979  0.00438522
       26449     2.23512     3.31975  0.00438524
       26450     2.64403     3.31972  0.00438515
       26451     3.44195     3.31973  0.00438499
       26452     3.03141     3.31972  0.00438483
       26453     3.44475     3.31972  0.00438467
       26454     3.51485     3.31973  0.00438451
       26455     3.32505     3.31973  0.00438435
