#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        4535     2.76296     3.23533   0.0116866
        4536     2.87658     3.23525   0.0116843
        4537     3.55143     3.23532   0.0116819
        4538     3.26142     3.23533   0.0116794
        4539     3.08823     3.23529   0.0116768
        4540     3.35947     3.23532   0.0116743
        4541     3.37652     3.23535   0.0116718
        4542     3.27645     3.23536   0.0116692
        4543     2.87209     3.23528   0.0116669
        4544      3.0697     3.23524   0.0116644
        4545     2.98945     3.23519    0.011662
        4546     3.14521     3.23517   0.0116594
        4547     2.71384     3.23506   0.0116574
        4548     2.04948      3.2348   0.0116578
        4549     2.54959     3.23465   0.0116562
        4550     3.24592     3.23465   0.0116536
        4551     3.46908      3.2347   0.0116512
        4552     3.38654     3.23473   0.0116487
        4553     4.09477     3.23492   0.0116476
        4554     3.94211     3.23508   0.0116461
        4555     4.05372     3.23526   0.0116449
        4556     3.60093     3.23534   0.0116427
        4557      3.8053     3.23546   0.0116408
        4558     3.61682     3.23555   0.0116385
        4559     3.69976     3.23565   0.0116364
        4560     3.09318     3.23562   0.0116339
        4561     3.88581     3.23576   0.0116322
        4562      4.7144     3.23608   0.0116342
        4563     5.39915     3.23656   0.0116413
        4564     5.70596      3.2371   0.0116513
        4565     5.84489     3.23767   0.0116627
        4566     5.91119     3.23825   0.0116749
        4567     5.25518      3.2387   0.0116807
        4568     5.29616     3.23915   0.0116868
        4569     5.41376     3.23962   0.0116939
        4570     5.43833      3.2401   0.0117013
        4571     4.81655     3.24045   0.0117038
        4572     4.85981      3.2408   0.0117066
        4573     5.22081     3.24124    0.011712
        4574     5.48916     3.24173   0.0117198
        4575     6.11719     3.24236   0.0117341
        4576     5.22256     3.24279   0.0117395
        4577     5.07875     3.24319   0.0117438
        4578     4.80427     3.24353   0.0117461
        4579     4.72283     3.24385    0.011748
        4580     3.97817     3.24401   0.0117465
        4581     3.95425     3.24417    0.011745
        4582     3.97004     3.24433   0.0117435
        4583     4.40504     3.24458   0.0117437
        4584     4.49577     3.24485   0.0117443
        4585     3.84352     3.24498   0.0117424
        4586     3.46468     3.24503     0.01174
        4587     3.54789      3.2451   0.0117376
        4588     4.43777     3.24536   0.0117379
        4589     4.24179     3.24558   0.0117374
        4590     3.99366     3.24574    0.011736
        4591     4.00348      3.2459   0.0117346
        4592     5.19807     3.24633   0.0117397
        4593      5.6191     3.24684   0.0117485
        4594     5.72621     3.24738   0.0117583
        4595     5.61529      3.2479   0.0117671
        4596      5.9881      3.2485   0.0117796
        4597     4.96804     3.24887    0.011783
        4598     4.81609     3.24921   0.0117853
        4599     4.34434     3.24945   0.0117852
        4600     4.63354     3.24975   0.0117865
        4601      4.6333     3.25005   0.0117877
        4602     4.42191     3.25031   0.0117879
        4603     4.56259     3.25059   0.0117888
        4604     4.69452      3.2509   0.0117904
        4605     4.56589     3.25119   0.0117913
        4606     3.96775     3.25135   0.0117898
        4607     3.89674     3.25149   0.0117881
        4608     5.07776     3.25188   0.0117922
        4609     5.27577     3.25232   0.0117978
        4610     5.17448     3.25274   0.0118026
        4611     4.45085       3.253   0.0118029
        4612     4.66607      3.2533   0.0118043
        4613     4.55549     3.25359   0.0118051
        4614     3.79622      3.2537   0.0118031
        4615     2.85882     3.25362   0.0118009
        4616     3.29145     3.25363   0.0117983
        4617     3.57563      3.2537    0.011796
        4618     3.56628     3.25376   0.0117936
        4619     3.73095     3.25387   0.0117915
        4620     3.28821     3.25387    0.011789
        4621     3.98594     3.25403   0.0117875
        4622     4.45957     3.25429   0.0117878
        4623     4.37662     3.25454   0.0117878
        4624     3.90598     3.25468   0.0117861
        4625     3.14965     3.25465   0.0117835
        4626     3.41507     3.25469   0.0117811
        4627     3.39794     3.25472   0.0117785
        4628     3.11046     3.25469    0.011776
        4629     3.23354     3.25468   0.0117735
        4630     3.76744      3.2548   0.0117715
        4631     3.36982     3.25482    0.011769
        4632     3.82517     3.25494   0.0117671
        4633     3.24382     3.25494   0.0117645
        4634     3.94538     3.25509   0.0117629
        4635     4.31678     3.25532   0.0117626
        4636     4.82146     3.25566   0.0117649
        4637     4.22177     3.25587   0.0117642
        4638     4.32276      3.2561    0.011764
        4639     4.22063      3.2563   0.0117633
        4640      4.0454     3.25647    0.011762
        4641     4.26172     3.25669   0.0117614
        4642     5.22777     3.25711   0.0117665
        4643     5.68206     3.25764   0.0117756
        4644      5.4795     3.25812   0.0117828
        4645     5.55261     3.25861   0.0117906
        4646     5.42928     3.25908   0.0117973
        4647     4.48662     3.25934   0.0117977
        4648     5.05522     3.25973   0.0118015
        4649     4.29486     3.25995   0.0118011
        4650      3.7844     3.26006   0.0117991
        4651     3.66588     3.26015   0.0117969
        4652     3.75665     3.26026   0.0117948
        4653     3.60903     3.26033   0.0117925
        4654     2.99236     3.26027   0.0117901
        4655     3.30823     3.26028   0.0117876
        4656     3.29483     3.26029   0.0117851
        4657     3.60676     3.26037   0.0117828
        4658     3.70666     3.26046   0.0117806
        4659     4.04754     3.26063   0.0117793
        4660     3.36041     3.26065   0.0117768
        4661     3.78726     3.26076   0.0117748
        4662     4.14593     3.26095   0.0117738
        4663     3.97811     3.26111   0.0117723
        4664     4.31049     3.26133   0.0117719
        4665      4.0269      3.2615   0.0117705
        4666     4.71603     3.26181   0.0117721
        4667     5.08683      3.2622   0.0117761
        4668     4.01808     3.26236   0.0117747
        4669      4.6611     3.26266    0.011776
        4670     4.21867     3.26287   0.0117752
        4671     4.21641     3.26307   0.0117745
        4672     3.80963     3.26319   0.0117726
        4673     4.10009     3.26337   0.0117714
        4674     4.20831     3.26357   0.0117706
        4675     4.94777     3.26393   0.0117736
        4676     4.39903     3.26417   0.0117736
        4677     4.55277     3.26445   0.0117743
        4678     4.15322     3.26464   0.0117733
        4679     4.70186     3.26494   0.0117748
        4680     4.71952     3.26526   0.0117764
        4681     4.49409     3.26552   0.0117768
        4682     4.22817     3.26572   0.0117761
        4683     4.04228     3.26589   0.0117747
        4684     3.67698     3.26598   0.0117725
        4685     3.54571     3.26604   0.0117702
        4686     3.85363     3.26616   0.0117683
        4687     3.88594     3.26629   0.0117666
        4688     3.28548      3.2663   0.0117641
        4689     4.39322     3.26654    0.011764
        4690     4.18458     3.26673   0.0117631
        4691     3.96741     3.26688   0.0117616
        4692     3.94068     3.26703   0.0117599
        4693     4.22288     3.26723   0.0117592
        4694     3.53885     3.26729   0.0117568
        4695     4.03105     3.26745   0.0117555
        4696     4.20106     3.26765   0.0117546
        4697     4.26308     3.26786    0.011754
        4698     4.55767     3.26814   0.0117547
        4699     4.61475     3.26842   0.0117557
        4700     5.12848     3.26882   0.0117599
        4701     5.59913     3.26932   0.0117678
        4702     5.05826      3.2697   0.0117715
        4703      4.4894     3.26996   0.0117718
        4704     4.70976     3.27026   0.0117733
        4705     4.14118     3.27045   0.0117723
        4706     4.11884     3.27063   0.0117711
        4707     4.09041      3.2708   0.0117699
        4708     4.29849     3.27102   0.0117695
        4709     4.26691     3.27123   0.0117689
        4710     4.05049      3.2714   0.0117675
        4711     3.87616     3.27152   0.0117657
        4712     4.34846     3.27175   0.0117654
        4713     4.37085     3.27199   0.0117653
        4714     4.62475     3.27227   0.0117663
        4715     4.62801     3.27256   0.0117673
        4716      4.6529     3.27285   0.0117684
        4717     3.93849     3.27299   0.0117668
        4718     3.54129     3.27305   0.0117644
        4719     3.69612     3.27314   0.0117623
        4720      3.2958     3.27315   0.0117598
        4721     3.92117     3.27328   0.0117581
        4722     4.09039     3.27346   0.0117569
        4723     4.22431     3.27366   0.0117561
        4724     4.24632     3.27386   0.0117554
        4725     4.30986     3.27408    0.011755
        4726     3.37974      3.2741   0.0117525
        4727     3.30276     3.27411     0.01175
        4728     3.18415     3.27409   0.0117476
        4729      3.7024     3.27418   0.0117454
        4730     4.08147     3.27435   0.0117442
        4731     4.17641     3.27454   0.0117432
        4732      4.2135     3.27474   0.0117424
        4733     4.20642     3.27494   0.0117416
        4734     3.28498     3.27494   0.0117391
        4735     2.95242     3.27487   0.0117368
        4736     3.20001     3.27486   0.0117344
        4737     3.00795      3.2748    0.011732
        4738     3.40139     3.27483   0.0117296
        4739     3.63976      3.2749   0.0117274
        4740     3.55255     3.27496    0.011725
        4741     3.55448     3.27502   0.0117227
        4742     3.99561     3.27517   0.0117212
        4743     3.71924     3.27527   0.0117191
        4744     4.15068     3.27545   0.0117181
        4745      3.3575     3.27547   0.0117157
        4746     3.50479     3.27552   0.0117133
        4747     3.33805     3.27553   0.0117108
        4748     3.22051     3.27552   0.0117084
        4749     2.95671     3.27545   0.0117061
        4750     3.06658     3.27541   0.0117037
        4751     3.41166     3.27544   0.0117013
        4752     3.51099     3.27549   0.0116989
        4753     3.19271     3.27547   0.0116965
        4754     3.19923     3.27545    0.011694
        4755      2.9383     3.27538   0.0116918
        4756     3.64354     3.27546   0.0116896
        4757     3.65715     3.27554   0.0116874
        4758      3.5596      3.2756   0.0116851
        4759     3.93483     3.27574   0.0116835
        4760     3.74255     3.27584   0.0116814
        4761     3.85611     3.27596   0.0116796
        4762     3.82693     3.27607   0.0116777
        4763     3.30796     3.27608   0.0116753
        4764     3.55816     3.27614    0.011673
        4765     3.78257     3.27625    0.011671
        4766     3.74128     3.27634    0.011669
        4767     3.44995     3.27638   0.0116666
        4768     3.90746     3.27651   0.0116649
        4769     3.33711     3.27653   0.0116624
        4770     3.40637     3.27655     0.01166
        4771     3.57156     3.27661   0.0116577
        4772     3.53741     3.27667   0.0116554
        4773     3.11372     3.27663    0.011653
        4774     3.29835     3.27664   0.0116506
        4775     2.83669     3.27655   0.0116485
        4776     2.55976      3.2764   0.0116471
        4777     2.73757     3.27628   0.0116452
        4778     2.57594     3.27614   0.0116436
        4779      2.4806     3.27597   0.0116424
        4780     2.49854     3.27581   0.0116411
        4781     2.33401     3.27561   0.0116403
        4782     2.87208     3.27553   0.0116382
        4783     3.43557     3.27556   0.0116358
        4784     3.57104     3.27562   0.0116335
        4785     3.17611      3.2756   0.0116311
        4786     3.15327     3.27558   0.0116287
        4787     3.61065     3.27565   0.0116265
        4788     3.67918     3.27573   0.0116244
        4789     3.46959     3.27577    0.011622
        4790     3.09762     3.27573   0.0116197
        4791     2.93227     3.27566   0.0116175
        4792     3.23221     3.27565    0.011615
        4793      3.6673     3.27573   0.0116129
        4794     3.68008     3.27582   0.0116108
        4795      2.8863     3.27574   0.0116087
        4796     3.08712      3.2757   0.0116063
        4797     3.31723     3.27571   0.0116039
        4798     3.55038     3.27576   0.0116016
        4799     3.31403     3.27577   0.0115992
        4800      3.2511     3.27577   0.0115968
        4801     3.36311     3.27579   0.0115944
        4802     4.16161     3.27597   0.0115934
        4803       3.727     3.27606   0.0115914
        4804      3.6189     3.27613   0.0115892
        4805     2.91502     3.27606    0.011587
        4806     3.34592     3.27607   0.0115846
        4807     3.18706     3.27606   0.0115822
        4808     3.84923     3.27618   0.0115804
        4809     3.42048     3.27621   0.0115781
        4810     3.39157     3.27623   0.0115757
        4811     3.55092     3.27629   0.0115734
        4812     3.04933     3.27624   0.0115711
        4813     3.12062     3.27621   0.0115688
        4814     2.37148     3.27602   0.0115679
        4815     2.70393      3.2759   0.0115661
        4816      3.0697     3.27586   0.0115638
        4817     4.17962     3.27604   0.0115629
        4818     4.10403     3.27622   0.0115618
        4819     3.36975     3.27624   0.0115594
        4820     3.28705     3.27624    0.011557
        4821     2.72943     3.27612   0.0115551
        4822     2.54455     3.27597   0.0115537
        4823     2.88128     3.27589   0.0115516
        4824     3.83682     3.27601   0.0115498
        4825     3.62031     3.27608   0.0115477
        4826     3.21794     3.27607   0.0115453
        4827     3.11367     3.27603   0.0115429
        4828     3.20083     3.27602   0.0115405
        4829     2.91452     3.27594   0.0115384
        4830     2.96345     3.27588   0.0115362
        4831     2.99756     3.27582   0.0115339
        4832      3.0185     3.27577   0.0115317
        4833     3.07018     3.27572   0.0115294
        4834     3.47849     3.27577   0.0115271
        4835     4.20376     3.27596   0.0115263
        4836     4.73661     3.27626   0.0115279
        4837     4.04301     3.27642   0.0115266
        4838     4.35482     3.27664   0.0115263
        4839     4.24153     3.27684   0.0115257
        4840     3.83674     3.27696   0.0115239
        4841     3.58936     3.27702   0.0115217
        4842     3.05469     3.27698   0.0115194
        4843     3.19689     3.27696    0.011517
        4844     4.05127     3.27712   0.0115158
        4845      3.9552     3.27726   0.0115142
        4846      4.4282      3.2775   0.0115143
        4847     3.52966     3.27755    0.011512
        4848     3.80258     3.27766   0.0115102
        4849     4.04651     3.27782   0.0115089
        4850     4.20032     3.27801   0.0115081
        4851     4.72162      3.2783   0.0115096
        4852     4.79302     3.27862   0.0115114
        4853     3.87128     3.27874   0.0115097
        4854     3.43056     3.27877   0.0115074
        4855     3.54365     3.27882   0.0115051
        4856     3.83104     3.27894   0.0115033
        4857     4.56268      3.2792    0.011504
        4858     4.21131     3.27939   0.0115032
        4859     4.18227     3.27958   0.0115024
        4860     4.37853     3.27981   0.0115022
        4861     3.79761     3.27991   0.0115003
        4862     4.04096     3.28007    0.011499
        4863     3.61407     3.28014   0.0114969
        4864     3.71376     3.28023   0.0114949
        4865      3.1442      3.2802   0.0114925
        4866      3.7993      3.2803   0.0114907
        4867     3.64752     3.28038   0.0114886
        4868     4.22736     3.28057   0.0114878
        4869      4.3431     3.28079   0.0114876
        4870     3.99229     3.28094   0.0114861
        4871     4.23422     3.28113   0.0114854
        4872     3.86809     3.28126   0.0114837
        4873      3.1118     3.28122   0.0114814
        4874     3.48845     3.28126   0.0114791
        4875     3.70456     3.28135   0.0114771
        4876      4.0116      3.2815   0.0114757
        4877     4.38258     3.28173   0.0114756
        4878     4.74559     3.28203   0.0114772
        4879     4.20923     3.28222   0.0114764
        4880     4.12465     3.28239   0.0114753
        4881     3.64868     3.28246   0.0114732
        4882     3.39901     3.28249   0.0114709
        4883     3.29449     3.28249   0.0114686
        4884     3.66771     3.28257   0.0114665
        4885     4.69048     3.28286   0.0114677
        4886     4.52017     3.28311   0.0114682
        4887     4.66727     3.28339   0.0114693
        4888     5.25405      3.2838   0.0114741
        4889     5.21533     3.28419   0.0114785
        4890     5.01934     3.28455   0.0114817
        4891     5.82182     3.28506    0.011491
        4892     5.31088     3.28548   0.0114961
        4893     5.26363     3.28588   0.0115009
        4894     5.99654     3.28644   0.0115119
        4895      5.5397      3.2869   0.0115187
        4896     4.43032     3.28713   0.0115187
        4897     4.97053     3.28747   0.0115215
        4898     4.73568     3.28777    0.011523
        4899     5.04115     3.28813   0.0115262
        4900     5.52238     3.28858   0.0115328
        4901     5.12258     3.28896   0.0115365
        4902     4.77201     3.28926   0.0115382
        4903     5.35645     3.28968   0.0115435
        4904      5.0444     3.29004   0.0115467
        4905      4.6454     3.29032   0.0115477
        4906     5.10523     3.29069   0.0115512
        4907     5.03848     3.29104   0.0115544
        4908     4.45896     3.29128   0.0115545
        4909     4.63111     3.29155   0.0115553
        4910     4.04545     3.29171    0.011554
        4911     4.00624     3.29185   0.0115526
        4912     4.72104     3.29214   0.0115539
        4913     4.42099     3.29237   0.0115538
        4914     4.45173     3.29261   0.0115539
        4915     3.84177     3.29272    0.011552
        4916     3.68471      3.2928     0.01155
        4917     4.08205     3.29296   0.0115487
        4918     4.34618     3.29318   0.0115484
        4919     4.64996     3.29345   0.0115493
        4920     4.05073     3.29361    0.011548
        4921     4.05756     3.29376   0.0115467
        4922     3.94874     3.29389   0.0115451
        4923     4.09668     3.29406   0.0115439
        4924     4.21708     3.29424   0.0115431
        4925     4.42836     3.29447   0.0115431
        4926     4.09189     3.29464   0.0115418
        4927     3.90457     3.29476   0.0115402
        4928     3.88853     3.29488   0.0115385
        4929     4.00119     3.29502    0.011537
        4930     3.76538     3.29512   0.0115351
        4931      4.1515     3.29529    0.011534
        4932     3.62974     3.29536   0.0115319
        4933     3.61668     3.29543   0.0115297
        4934     3.62984     3.29549   0.0115276
        4935     3.88257     3.29561   0.0115259
        4936     3.36832     3.29563   0.0115235
        4937     3.16402      3.2956   0.0115212
        4938     3.51776     3.29565    0.011519
        4939     2.94281     3.29557   0.0115169
        4940     3.35929     3.29559   0.0115146
        4941      3.6834     3.29567   0.0115125
        4942     3.97264      3.2958    0.011511
        4943     3.61235     3.29587   0.0115088
        4944     3.53331     3.29591   0.0115066
        4945     3.38407     3.29593   0.0115043
        4946     3.58394     3.29599   0.0115021
        4947     3.42355     3.29602   0.0114998
        4948      3.7496     3.29611   0.0114979
        4949     4.64731     3.29638   0.0114988
        4950     4.36189      3.2966   0.0114985
        4951     3.70579     3.29668   0.0114964
        4952     3.89494      3.2968   0.0114948
        4953     3.33556     3.29681   0.0114924
        4954     3.28225      3.2968   0.0114901
        4955     3.55894     3.29686   0.0114879
        4956     3.79956     3.29696   0.0114861
        4957     3.34894     3.29697   0.0114837
        4958     2.90404     3.29689   0.0114817
        4959     2.38276     3.29671   0.0114809
        4960     2.44127     3.29653   0.0114798
        4961     2.77787     3.29643    0.011478
        4962      2.5998     3.29629   0.0114765
        4963     2.66678     3.29616   0.0114749
        4964     2.84267     3.29607    0.011473
        4965     2.61288     3.29593   0.0114715
        4966     2.93323     3.29586   0.0114694
        4967     3.07304     3.29582   0.0114672
        4968      2.9204     3.29574   0.0114651
        4969     2.69242     3.29562   0.0114635
        4970     3.29635     3.29562   0.0114612
        4971     3.21391      3.2956   0.0114589
        4972     3.22614     3.29559   0.0114566
        4973     3.54133     3.29564   0.0114544
        4974     3.62212      3.2957   0.0114523
        4975     3.13358     3.29567     0.01145
        4976     3.02141     3.29562   0.0114478
        4977     2.72955      3.2955   0.0114461
        4978     2.88486     3.29542   0.0114441
        4979     3.52385     3.29546   0.0114419
        4980     3.54131     3.29551   0.0114397
        4981     3.29101     3.29551   0.0114374
        4982     3.16768     3.29549   0.0114351
        4983     2.71855     3.29537   0.0114334
        4984     2.54211     3.29522   0.0114321
        4985     2.35986     3.29503   0.0114314
        4986     2.70505     3.29491   0.0114297
        4987     2.96254     3.29485   0.0114276
        4988     2.97251     3.29478   0.0114255
        4989     3.11239     3.29475   0.0114233
        4990     3.24183     3.29474    0.011421
        4991     3.50287     3.29478   0.0114188
        4992     3.26573     3.29477   0.0114165
        4993     3.60651     3.29483   0.0114144
        4994     4.12481       3.295   0.0114133
        4995     4.44661     3.29523   0.0114133
        4996     3.61278     3.29529   0.0114112
        4997     3.70139     3.29538   0.0114092
        4998     3.38188     3.29539    0.011407
        4999      3.1824     3.29537   0.0114047
        5000     3.04183     3.29532   0.0114025
        5001      3.4382     3.29535   0.0114003
        5002     4.38172     3.29557   0.0114001
        5003     3.39737     3.29559   0.0113978
        5004     3.27005     3.29558   0.0113956
        5005     3.41284      3.2956   0.0113933
        5006     3.11146     3.29557   0.0113911
        5007     2.86664     3.29548   0.0113891
        5008     2.49785     3.29532    0.011388
        5009      3.0965     3.29528   0.0113858
        5010     3.45459     3.29531   0.0113835
        5011     3.30527     3.29532   0.0113813
        5012     2.99725     3.29526   0.0113792
        5013     4.01833      3.2954   0.0113778
        5014      4.2026     3.29558    0.011377
        5015     4.09891     3.29574   0.0113758
        5016     3.82119     3.29585    0.011374
        5017     3.79667     3.29595   0.0113722
        5018     2.63804     3.29582   0.0113707
        5019     2.65731     3.29569   0.0113691
        5020     3.08734     3.29565    0.011367
        5021     3.08976     3.29561   0.0113648
        5022     3.17222     3.29558   0.0113625
        5023     3.69778     3.29566   0.0113605
        5024     3.22054     3.29565   0.0113583
        5025     3.07873      3.2956   0.0113561
        5026     3.31018     3.29561   0.0113539
        5027      3.7479      3.2957    0.011352
        5028     2.57531     3.29555   0.0113506
        5029     2.58738     3.29541   0.0113492
        5030     2.75411     3.29531   0.0113475
        5031      1.9949     3.29505   0.0113482
        5032     1.82206     3.29475   0.0113497
        5033     2.39404     3.29457   0.0113488
        5034     2.09568     3.29434   0.0113491
        5035     2.37215     3.29415   0.0113483
        5036      2.0451     3.29391   0.0113488
        5037     1.82558     3.29361   0.0113503
        5038     1.75088     3.29331   0.0113521
        5039     1.75567       3.293    0.011354
        5040     2.18504     3.29278   0.0113539
        5041     2.41121     3.29261   0.0113529
        5042     2.47682     3.29245   0.0113518
        5043     2.80231     3.29235     0.01135
        5044     2.35865     3.29216   0.0113493
        5045     1.64662     3.29184   0.0113517
        5046     1.37378     3.29146   0.0113558
        5047     2.24699     3.29125   0.0113555
        5048     2.10862     3.29102   0.0113556
        5049     2.11102     3.29078   0.0113558
        5050     2.15676     3.29056   0.0113558
        5051     2.75584     3.29045    0.011354
        5052     2.82094     3.29036   0.0113521
        5053     2.69194     3.29024   0.0113505
        5054     1.93295     3.28997   0.0113514
        5055     2.07864     3.28973   0.0113517
        5056     2.42697     3.28956   0.0113508
        5057     1.89219     3.28929   0.0113519
        5058     2.40174     3.28911    0.011351
        5059     2.38822     3.28893   0.0113501
        5060     2.15874     3.28871   0.0113501
        5061     2.18262     3.28849     0.01135
        5062     2.62714     3.28836   0.0113485
        5063     2.54884     3.28821   0.0113472
        5064     2.44336     3.28805   0.0113461
        5065      2.6427     3.28792   0.0113446
        5066     2.74416     3.28781   0.0113429
        5067     1.56229     3.28747   0.0113458
        5068      1.9257      3.2872   0.0113467
        5069     2.36842     3.28702   0.0113459
        5070      3.4424     3.28705   0.0113437
        5071     3.43458     3.28708   0.0113415
        5072     3.85424     3.28719   0.0113398
        5073     3.77084     3.28729    0.011338
        5074     3.13744     3.28726   0.0113358
        5075     3.02628     3.28721   0.0113337
        5076     3.03405     3.28716   0.0113316
        5077     3.12203     3.28713   0.0113294
        5078     3.60719     3.28719   0.0113273
        5079     3.73222     3.28728   0.0113254
        5080     4.24653     3.28746   0.0113248
        5081     4.24924     3.28765   0.0113241
        5082     4.13953     3.28782   0.0113231
        5083     2.94342     3.28775   0.0113211
        5084     3.06722     3.28771    0.011319
        5085     2.63905     3.28758   0.0113175
        5086     3.23338     3.28757   0.0113152
        5087     3.34006     3.28758    0.011313
        5088     3.44276     3.28761   0.0113108
        5089     3.44605     3.28764   0.0113087
        5090     4.19535     3.28782   0.0113078
        5091     4.96302     3.28815   0.0113104
        5092     4.81748     3.28845   0.0113122
        5093     4.56863      3.2887   0.0113127
        5094     4.25312     3.28889   0.0113121
        5095     4.02859     3.28904   0.0113108
        5096     4.63303      3.2893   0.0113117
        5097     4.20324     3.28948   0.0113109
        5098     3.60865     3.28954   0.0113088
        5099     3.40136     3.28957   0.0113066
        5100     3.44882      3.2896   0.0113045
        5101     3.19165     3.28958   0.0113023
        5102     3.41077      3.2896   0.0113001
        5103     3.82103     3.28971   0.0112983
        5104     3.30832     3.28971   0.0112961
        5105     3.67801     3.28978   0.0112942
        5106     3.45347     3.28982    0.011292
        5107      3.0368     3.28977   0.0112899
        5108     2.48967     3.28961   0.0112888
        5109       2.677     3.28949   0.0112872
        5110     2.70004     3.28938   0.0112856
        5111     3.22921     3.28936   0.0112834
        5112     3.18459     3.28934   0.0112812
        5113      3.3372     3.28935    0.011279
        5114     3.24046     3.28934   0.0112768
        5115     2.92096     3.28927   0.0112748
        5116     2.96343     3.28921   0.0112728
        5117       3.098     3.28917   0.0112706
        5118     3.33365     3.28918   0.0112685
        5119     4.03241     3.28932   0.0112672
        5120     4.34259     3.28953   0.0112669
        5121     4.84992     3.28983   0.0112688
        5122     4.47563     3.29007    0.011269
        5123     4.22746     3.29025   0.0112682
        5124     3.62864     3.29031   0.0112662
        5125     3.23282      3.2903    0.011264
        5126     3.55864     3.29036    0.011262
        5127     3.69487     3.29043   0.0112601
        5128     4.14466      3.2906   0.0112591
        5129     3.46043     3.29063   0.0112569
        5130     3.86288     3.29075   0.0112553
        5131     3.26022     3.29074   0.0112531
        5132     3.34879     3.29075   0.0112509
        5133     3.25108     3.29074   0.0112487
        5134     3.16868     3.29072   0.0112466
        5135     3.19608      3.2907   0.0112444
        5136     3.32854     3.29071   0.0112422
        5137     3.95059     3.29084   0.0112407
        5138     3.75632     3.29093   0.0112389
        5139     3.46891     3.29096   0.0112368
        5140     3.31726     3.29097   0.0112346
        5141     2.53805     3.29082   0.0112334
        5142     2.11826     3.29059   0.0112335
        5143     2.47454     3.29043   0.0112324
        5144     2.58074      3.2903   0.0112311
        5145     2.30442      3.2901   0.0112306
        5146     2.85593     3.29002   0.0112287
        5147     3.41283     3.29004   0.0112265
        5148     3.67878     3.29012   0.0112246
        5149     3.46113     3.29015   0.0112225
        5150     3.03544      3.2901   0.0112204
        5151     3.73499     3.29019   0.0112186
        5152     3.40656     3.29021   0.0112164
        5153     4.20383     3.29039   0.0112156
        5154     4.29143     3.29058   0.0112151
        5155     4.17823     3.29076   0.0112143
        5156      3.7617     3.29085   0.0112125
        5157     3.82727     3.29095   0.0112108
        5158     3.98596     3.29109   0.0112094
        5159     4.26902     3.29128   0.0112089
        5160     4.68084     3.29155   0.0112099
        5161     4.69584     3.29182    0.011211
        5162     4.31545     3.29202   0.0112106
        5163     4.17996     3.29219   0.0112098
        5164     4.13912     3.29235   0.0112088
        5165     4.15734     3.29252   0.0112079
        5166      4.3526     3.29272   0.0112076
        5167     4.80624     3.29302   0.0112093
        5168     5.18613     3.29338   0.0112131
        5169      3.7845     3.29348   0.0112113
        5170     3.61542     3.29354   0.0112093
        5171     4.41606     3.29376   0.0112092
        5172     4.46972     3.29399   0.0112094
        5173     4.61004     3.29424   0.0112101
        5174     4.14562      3.2944   0.0112091
        5175     4.03673     3.29455   0.0112079
        5176     4.34239     3.29475   0.0112076
        5177     4.36287     3.29496   0.0112073
        5178     4.55867      3.2952   0.0112078
        5179     3.56965     3.29525   0.0112057
        5180      2.7595     3.29515   0.0112041
        5181     3.27219     3.29515   0.0112019
        5182     2.87185     3.29506      0.0112
        5183     2.78093     3.29496   0.0111983
        5184     3.04467     3.29492   0.0111963
        5185     2.61867     3.29479   0.0111949
        5186        3.09     3.29475   0.0111928
        5187      3.0902     3.29471   0.0111907
        5188     2.68542     3.29459   0.0111891
        5189     2.83791      3.2945   0.0111873
        5190     3.21131     3.29449   0.0111852
        5191     3.40548     3.29451    0.011183
        5192     2.75349      3.2944   0.0111814
        5193     2.79984     3.29431   0.0111796
        5194     3.14335     3.29428   0.0111775
        5195     3.33942     3.29429   0.0111754
        5196     3.62588     3.29435   0.0111734
        5197      4.0138     3.29449   0.0111721
        5198     3.56526     3.29454   0.0111701
        5199     3.79132     3.29464   0.0111683
        5200      3.3143     3.29464   0.0111662
        5201     3.34059     3.29465    0.011164
        5202     4.03083     3.29479   0.0111628
        5203     3.30812     3.29479   0.0111607
        5204     3.02612     3.29474   0.0111586
        5205     2.90762     3.29467   0.0111567
        5206     2.62993     3.29454   0.0111553
        5207     3.01141     3.29449   0.0111533
        5208     3.66333     3.29456   0.0111514
        5209     3.34763     3.29457   0.0111493
        5210     3.21859     3.29455   0.0111471
        5211     2.96465     3.29449   0.0111452
        5212     3.02603     3.29444   0.0111431
        5213     3.36273     3.29445    0.011141
        5214       3.037      3.2944    0.011139
        5215     3.66379     3.29447   0.0111371
        5216     3.38982     3.29449    0.011135
        5217     3.47173     3.29452   0.0111329
        5218     2.73012     3.29442   0.0111313
        5219     3.77963     3.29451   0.0111295
        5220     3.82987     3.29461   0.0111279
        5221     4.27464      3.2948   0.0111273
        5222     4.22735     3.29498   0.0111266
        5223     3.84041     3.29508    0.011125
        5224     3.53324     3.29513   0.0111229
        5225      4.2597     3.29531   0.0111223
        5226      4.4344     3.29553   0.0111224
        5227     3.70185     3.29561   0.0111205
        5228     3.25028      3.2956   0.0111184
        5229     2.84405     3.29551   0.0111166
        5230     3.54844     3.29556   0.0111146
        5231     3.38066     3.29558   0.0111124
        5232     3.62976     3.29564   0.0111105
        5233     3.39281     3.29566   0.0111084
        5234     3.44165     3.29569   0.0111063
        5235     3.34591      3.2957   0.0111042
        5236     2.67128     3.29558   0.0111027
