#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
       12452    0.544855    0.567864  0.00040365
       12453    0.545167    0.567862 0.000403621
       12454     0.54553     0.56786 0.000403593
       12455    0.545938    0.567858 0.000403564
       12456    0.546389    0.567856 0.000403535
       12457    0.546881    0.567855 0.000403507
       12458     0.54741    0.567853 0.000403478
       12459    0.547972    0.567851 0.000403448
       12460    0.548562     0.56785 0.000403419
       12461    0.549176    0.567848 0.000403389
       12462    0.549811    0.567847  0.00040336
       12463    0.550462    0.567846  0.00040333
       12464    0.551125    0.567844 0.000403299
       12465    0.551797    0.567843 0.000403269
       12466    0.552473    0.567842 0.000403239
       12467    0.553149    0.567841 0.000403208
       12468     0.55382    0.567839 0.000403177
       12469    0.554483    0.567838 0.000403146
       12470    0.555133    0.567837 0.000403115
       12471    0.555768    0.567836 0.000403084
       12472    0.556383    0.567835 0.000403053
       12473    0.556974    0.567835 0.000403022
       12474    0.557537    0.567834  0.00040299
       12475     0.55807    0.567833 0.000402959
       12476    0.558569    0.567832 0.000402927
       12477    0.559031    0.567832 0.000402895
       12478    0.559452    0.567831 0.000402864
       12479    0.559831     0.56783 0.000402832
       12480    0.560164     0.56783   0.0004028
       12481    0.560447    0.567829 0.000402768
       12482    0.560679    0.567828 0.000402736
       12483    0.560857    0.567828 0.000402704
       12484    0.560978    0.567827 0.000402672
       12485    0.561039    0.567827 0.000402641
       12486    0.561038    0.567826 0.000402609
       12487    0.560973    0.567826 0.000402577
       12488    0.560844    0.567825 0.000402545
       12489    0.560646    0.567825 0.000402513
       12490    0.560379    0.567824 0.000402481
       12491    0.560042    0.567823  0.00040245
       12492    0.559633    0.567823 0.000402418
       12493    0.559152    0.567822 0.000402386
       12494    0.558598    0.567821 0.000402355
       12495    0.557972     0.56782 0.000402323
       12496     0.55727     0.56782 0.000402292
       12497    0.556495    0.567819 0.000402261
       12498    0.555647    0.567818  0.00040223
       12499    0.554727    0.567817 0.000402199
       12500    0.553738    0.567816 0.000402169
       12501     0.55268    0.567814 0.000402138
       12502    0.551556    0.567813 0.000402108
       12503    0.550368    0.567812 0.000402078
       12504    0.549118     0.56781 0.000402049
       12505    0.547808    0.567809  0.00040202
       12506    0.546443    0.567807 0.000401991
       12507    0.545027    0.567805 0.000401963
       12508    0.543563    0.567803 0.000401936
       12509    0.542055    0.567801 0.000401909
       12510    0.540509    0.567799 0.000401883
       12511     0.53893    0.567797 0.000401857
       12512    0.537321    0.567794 0.000401833
       12513    0.535689    0.567792 0.000401809
       12514    0.534039    0.567789 0.000401786
       12515    0.532378    0.567786 0.000401764
       12516    0.530711    0.567783 0.000401742
       12517    0.529045     0.56778 0.000401722
       12518    0.527385    0.567777 0.000401703
       12519    0.525738    0.567773 0.000401685
       12520    0.524109     0.56777 0.000401668
       12521    0.522504    0.567766 0.000401652
       12522     0.52093    0.567763 0.000401638
       12523    0.519392    0.567759 0.000401624
       12524    0.517897    0.567755 0.000401612
       12525    0.516449    0.567751 0.000401601
       12526    0.515053    0.567746 0.000401591
       12527    0.513714    0.567742 0.000401582
       12528    0.512435    0.567738 0.000401574
       12529     0.51122    0.567733 0.000401567
       12530    0.510073    0.567729 0.000401562
       12531    0.508996    0.567724 0.000401557
       12532    0.507992    0.567719 0.000401553
       12533    0.507063    0.567714  0.00040155
       12534     0.50621    0.567709 0.000401548
       12535    0.505433    0.567704 0.000401547
       12536    0.504734    0.567699 0.000401546
       12537    0.504112    0.567694 0.000401546
       12538    0.503566    0.567689 0.000401547
       12539    0.503096    0.567684 0.000401548
       12540    0.502699    0.567679 0.000401549
       12541    0.502374    0.567674 0.000401551
       12542     0.50212    0.567668 0.000401553
       12543    0.501934    0.567663 0.000401555
       12544    0.501814    0.567658 0.000401557
       12545    0.501757    0.567653  0.00040156
       12546     0.50176    0.567647 0.000401562
       12547    0.501819    0.567642 0.000401564
       12548    0.501931    0.567637 0.000401567
       12549    0.502091    0.567632 0.000401568
       12550    0.502298    0.567627  0.00040157
       12551    0.502546    0.567621 0.000401572
       12552    0.502833    0.567616 0.000401573
       12553    0.503155    0.567611 0.000401574
       12554    0.503507    0.567606 0.000401574
       12555    0.503888    0.567601 0.000401574
       12556    0.504294    0.567596 0.000401574
       12557     0.50472    0.567591 0.000401573
       12558    0.505165    0.567586 0.000401572
       12559    0.505625    0.567581  0.00040157
       12560    0.506098    0.567576 0.000401568
       12561     0.50658    0.567571 0.000401566
       12562    0.507071    0.567566 0.000401562
       12563    0.507566    0.567562 0.000401559
       12564    0.508064    0.567557 0.000401555
       12565    0.508563    0.567552  0.00040155
       12566    0.509061    0.567547 0.000401545
       12567    0.509556    0.567543  0.00040154
       12568    0.510046    0.567538 0.000401534
       12569     0.51053    0.567534 0.000401528
       12570    0.511007    0.567529 0.000401521
       12571    0.511475    0.567525 0.000401514
       12572    0.511934     0.56752 0.000401506
       12573    0.512385    0.567516 0.000401498
       12574    0.512826    0.567512  0.00040149
       12575    0.513257    0.567507 0.000401481
       12576    0.513679    0.567503 0.000401472
       12577    0.514091    0.567499 0.000401463
       12578    0.514494    0.567495 0.000401453
       12579    0.514888     0.56749 0.000401443
       12580    0.515274    0.567486 0.000401432
       12581    0.515653    0.567482 0.000401421
       12582    0.516026    0.567478  0.00040141
       12583    0.516394    0.567474 0.000401399
       12584     0.51676     0.56747 0.000401387
       12585    0.517123    0.567466 0.000401375
       12586    0.517486    0.567462 0.000401363
       12587     0.51785    0.567458 0.000401351
       12588    0.518217    0.567454 0.000401338
       12589    0.518587     0.56745 0.000401325
       12590    0.518962    0.567446 0.000401311
       12591    0.519345    0.567443 0.000401298
       12592    0.519736    0.567439 0.000401284
       12593    0.520137    0.567435 0.000401269
       12594     0.52055    0.567431 0.000401255
       12595    0.520976    0.567428  0.00040124
       12596    0.521417    0.567424 0.000401225
       12597    0.521874     0.56742 0.000401209
       12598    0.522348    0.567417 0.000401193
       12599    0.522838    0.567413 0.000401177
       12600    0.523347     0.56741  0.00040116
       12601    0.523875    0.567406 0.000401143
       12602    0.524423    0.567403 0.000401126
       12603     0.52499    0.567399 0.000401108
       12604    0.525577    0.567396  0.00040109
       12605    0.526187    0.567393 0.000401072
       12606    0.526818     0.56739 0.000401053
       12607     0.52747    0.567387 0.000401033
       12608    0.528141    0.567383 0.000401014
       12609    0.528833     0.56738 0.000400994
       12610    0.529547    0.567377 0.000400973
       12611     0.53028    0.567374 0.000400952
       12612    0.531033    0.567372 0.000400931
       12613    0.531806    0.567369 0.000400909
       12614    0.532599    0.567366 0.000400886
       12615    0.533409    0.567363 0.000400864
       12616    0.534238    0.567361  0.00040084
       12617    0.535084    0.567358 0.000400817
       12618    0.535946    0.567356 0.000400793
       12619    0.536823    0.567353 0.000400768
       12620    0.537714    0.567351 0.000400743
       12621     0.53862    0.567349 0.000400718
       12622    0.539539    0.567346 0.000400692
       12623     0.54047    0.567344 0.000400666
       12624    0.541412    0.567342  0.00040064
       12625    0.542364     0.56734 0.000400613
       12626    0.543327    0.567338 0.000400586
       12627    0.544301    0.567336 0.000400558
       12628    0.545283    0.567335  0.00040053
       12629    0.546273    0.567333 0.000400502
       12630    0.547269    0.567331 0.000400474
       12631    0.548272     0.56733 0.000400445
       12632     0.54928    0.567329 0.000400416
       12633    0.550292    0.567327 0.000400386
       12634    0.551308    0.567326 0.000400356
       12635    0.552328    0.567325 0.000400327
       12636     0.55335    0.567324 0.000400296
       12637    0.554373    0.567323 0.000400266
       12638    0.555397    0.567322 0.000400235
       12639    0.556419    0.567321 0.000400205
       12640     0.55744     0.56732 0.000400174
       12641    0.558457    0.567319 0.000400143
       12642    0.559472    0.567319 0.000400112
       12643    0.560485    0.567318  0.00040008
       12644    0.561493    0.567318 0.000400049
       12645    0.562495    0.567317 0.000400017
       12646    0.563491    0.567317 0.000399986
       12647     0.56448    0.567317 0.000399954
       12648     0.56546    0.567317 0.000399923
       12649    0.566431    0.567317 0.000399891
       12650    0.567392    0.567317  0.00039986
       12651    0.568342    0.567317 0.000399828
       12652    0.569279    0.567317 0.000399796
       12653    0.570205    0.567317 0.000399765
       12654    0.571116    0.567317 0.000399733
       12655    0.572015    0.567318 0.000399702
       12656    0.572899    0.567318 0.000399671
       12657    0.573769    0.567319 0.000399639
       12658    0.574622    0.567319 0.000399608
       12659    0.575458     0.56732 0.000399577
       12660    0.576277    0.567321 0.000399546
       12661    0.577077    0.567321 0.000399515
       12662    0.577858    0.567322 0.000399485
       12663    0.578619    0.567323 0.000399454
       12664    0.579358    0.567324 0.000399424
       12665    0.580073    0.567325 0.000399394
       12666    0.580765    0.567326 0.000399363
       12667    0.581433    0.567327 0.000399333
       12668    0.582073    0.567328 0.000399304
       12669    0.582686     0.56733 0.000399274
       12670     0.58327    0.567331 0.000399244
       12671    0.583824    0.567332 0.000399215
       12672    0.584346    0.567333 0.000399186
       12673    0.584834    0.567335 0.000399157
       12674    0.585288    0.567336 0.000399128
       12675    0.585705    0.567338 0.000399099
       12676    0.586084    0.567339  0.00039907
       12677    0.586425    0.567341 0.000399041
       12678    0.586725    0.567342 0.000399013
       12679    0.586984    0.567344 0.000398984
       12680    0.587202    0.567345 0.000398956
       12681    0.587379    0.567347 0.000398928
       12682    0.587513    0.567349 0.000398899
       12683    0.587607     0.56735 0.000398871
       12684    0.587659    0.567352 0.000398843
       12685    0.587671    0.567353 0.000398815
       12686    0.587645    0.567355 0.000398786
       12687    0.587583    0.567356 0.000398758
       12688    0.587486    0.567358  0.00039873
       12689    0.587359     0.56736 0.000398702
       12690    0.587202    0.567361 0.000398673
       12691     0.58702    0.567363 0.000398645
       12692    0.586816    0.567364 0.000398616
       12693    0.586594    0.567366 0.000398588
       12694     0.58636    0.567367 0.000398559
       12695    0.586116    0.567369 0.000398531
       12696    0.585868     0.56737 0.000398502
       12697    0.585622    0.567372 0.000398473
       12698    0.585381    0.567373 0.000398444
       12699    0.585151    0.567375 0.000398415
       12700    0.584937    0.567376 0.000398386
       12701    0.584744    0.567377 0.000398357
       12702    0.584576    0.567379 0.000398328
       12703    0.584437     0.56738 0.000398299
       12704    0.584329    0.567381  0.00039827
       12705    0.584256    0.567383 0.000398241
       12706    0.584222    0.567384 0.000398212
       12707     0.58423    0.567385 0.000398183
       12708    0.584282    0.567387 0.000398154
       12709    0.584379    0.567388 0.000398124
       12710    0.584523    0.567389 0.000398095
       12711    0.584715    0.567391 0.000398066
       12712    0.584955    0.567392 0.000398038
       12713    0.585245    0.567393 0.000398009
       12714    0.585582    0.567395  0.00039798
       12715    0.585968    0.567396 0.000397951
       12716    0.586401    0.567398 0.000397923
       12717     0.58688    0.567399 0.000397895
       12718    0.587403    0.567401 0.000397866
       12719     0.58797    0.567403 0.000397838
       12720    0.588577    0.567404 0.000397811
       12721    0.589221    0.567406 0.000397783
       12722    0.589901    0.567408 0.000397756
       12723    0.590612     0.56741 0.000397729
       12724    0.591352    0.567411 0.000397702
       12725    0.592116    0.567413 0.000397675
       12726    0.592901    0.567415 0.000397649
       12727    0.593705    0.567417 0.000397623
       12728    0.594522     0.56742 0.000397598
       12729    0.595349    0.567422 0.000397572
       12730    0.596181    0.567424 0.000397548
       12731    0.597013    0.567426 0.000397523
       12732    0.597842    0.567429 0.000397499
       12733    0.598663    0.567431 0.000397475
       12734    0.599472    0.567434 0.000397452
       12735    0.600265    0.567436 0.000397429
       12736    0.601038    0.567439 0.000397407
       12737    0.601788    0.567442 0.000397385
       12738    0.602513    0.567444 0.000397363
       12739    0.603209    0.567447 0.000397342
       12740    0.603873     0.56745 0.000397321
       12741    0.604504    0.567453 0.000397301
       12742    0.605098    0.567456  0.00039728
       12743    0.605656    0.567459  0.00039726
       12744    0.606176    0.567462 0.000397241
       12745    0.606657    0.567465 0.000397222
       12746    0.607098    0.567468 0.000397203
       12747      0.6075    0.567471 0.000397184
       12748    0.607863    0.567474 0.000397165
       12749    0.608186    0.567478 0.000397147
       12750    0.608472    0.567481 0.000397129
       12751    0.608722    0.567484 0.000397111
       12752    0.608936    0.567487 0.000397093
       12753    0.609117    0.567491 0.000397075
       12754    0.609265    0.567494 0.000397058
       12755    0.609385    0.567497  0.00039704
       12756    0.609477      0.5675 0.000397023
       12757    0.609544    0.567504 0.000397005
       12758    0.609588    0.567507 0.000396988
       12759     0.60961     0.56751  0.00039697
       12760    0.609612    0.567514 0.000396953
       12761    0.609597    0.567517 0.000396936
       12762    0.609565     0.56752 0.000396918
       12763    0.609521    0.567523 0.000396901
       12764    0.609464    0.567527 0.000396883
       12765    0.609396     0.56753 0.000396866
       12766    0.609318    0.567533 0.000396848
       12767     0.60923    0.567537 0.000396831
       12768    0.609134     0.56754 0.000396813
       12769     0.60903    0.567543 0.000396795
       12770    0.608918    0.567546 0.000396777
       12771    0.608799     0.56755 0.000396759
       12772    0.608672    0.567553 0.000396741
       12773    0.608538    0.567556 0.000396723
       12774    0.608396    0.567559 0.000396705
       12775    0.608245    0.567562 0.000396687
       12776    0.608084    0.567566 0.000396668
       12777    0.607913    0.567569  0.00039665
       12778     0.60773    0.567572 0.000396631
       12779    0.607536    0.567575 0.000396613
       12780    0.607327    0.567578 0.000396594
       12781    0.607103    0.567581 0.000396575
       12782    0.606863    0.567584 0.000396556
       12783    0.606605    0.567587 0.000396536
       12784    0.606328     0.56759 0.000396517
       12785    0.606031    0.567593 0.000396497
       12786    0.605711    0.567596 0.000396478
       12787     0.60537    0.567599 0.000396458
       12788    0.605004    0.567602 0.000396437
       12789    0.604613    0.567605 0.000396417
       12790    0.604196    0.567608 0.000396396
       12791    0.603753    0.567611 0.000396375
       12792    0.603283    0.567614 0.000396354
       12793    0.602785    0.567616 0.000396333
       12794     0.60226    0.567619 0.000396311
       12795    0.601708    0.567622 0.000396289
       12796    0.601129    0.567624 0.000396267
       12797    0.600524    0.567627 0.000396244
       12798    0.599894    0.567629 0.000396221
       12799    0.599239    0.567632 0.000396198
       12800    0.598562    0.567634 0.000396174
       12801    0.597864    0.567637  0.00039615
       12802    0.597147    0.567639 0.000396126
       12803    0.596413    0.567641 0.000396101
       12804    0.595666    0.567643 0.000396077
       12805    0.594907    0.567646 0.000396051
       12806    0.594141    0.567648 0.000396026
       12807     0.59337     0.56765    0.000396
       12808    0.592599    0.567652 0.000395974
       12809    0.591831    0.567653 0.000395948
       12810    0.591069    0.567655 0.000395921
       12811    0.590319    0.567657 0.000395894
       12812    0.589582    0.567659 0.000395867
       12813    0.588862     0.56766 0.000395839
       12814    0.588163    0.567662 0.000395812
       12815    0.587489    0.567664 0.000395784
       12816    0.586843    0.567665 0.000395756
       12817    0.586229    0.567666 0.000395727
       12818    0.585651    0.567668 0.000395699
       12819    0.585111    0.567669 0.000395671
       12820    0.584611    0.567671 0.000395642
       12821    0.584154    0.567672 0.000395613
       12822    0.583741    0.567673 0.000395584
       12823    0.583374    0.567674 0.000395555
       12824    0.583053    0.567676 0.000395526
       12825     0.58278    0.567677 0.000395497
       12826    0.582554    0.567678 0.000395468
       12827    0.582376    0.567679 0.000395439
       12828    0.582243     0.56768  0.00039541
       12829    0.582156    0.567681  0.00039538
       12830    0.582111    0.567682 0.000395351
       12831    0.582107    0.567684 0.000395322
       12832    0.582141    0.567685 0.000395293
       12833    0.582211    0.567686 0.000395264
       12834    0.582312    0.567687 0.000395234
       12835     0.58244    0.567688 0.000395205
       12836    0.582593    0.567689 0.000395176
       12837    0.582765     0.56769 0.000395147
       12838    0.582952    0.567692 0.000395118
       12839     0.58315    0.567693 0.000395089
       12840    0.583355    0.567694  0.00039506
       12841    0.583563    0.567695 0.000395032
       12842    0.583768    0.567697 0.000395003
       12843    0.583966    0.567698 0.000394974
       12844    0.584153    0.567699 0.000394945
       12845    0.584325      0.5677 0.000394917
       12846    0.584479    0.567702 0.000394888
       12847    0.584611    0.567703  0.00039486
       12848    0.584718    0.567704 0.000394831
       12849    0.584797    0.567706 0.000394803
       12850    0.584847    0.567707 0.000394774
       12851    0.584864    0.567708 0.000394746
       12852    0.584847     0.56771 0.000394717
       12853    0.584795    0.567711 0.000394689
       12854    0.584706    0.567712  0.00039466
       12855    0.584579    0.567714 0.000394632
       12856    0.584413    0.567715 0.000394603
       12857     0.58421    0.567716 0.000394575
       12858    0.583967    0.567717 0.000394546
       12859    0.583687    0.567719 0.000394517
       12860    0.583369     0.56772 0.000394488
       12861    0.583016    0.567721  0.00039446
       12862    0.582628    0.567722 0.000394431
       12863    0.582209    0.567723 0.000394402
       12864    0.581758    0.567724 0.000394372
       12865     0.58128    0.567726 0.000394343
       12866    0.580777    0.567727 0.000394314
       12867    0.580251    0.567728 0.000394284
       12868    0.579705    0.567728 0.000394255
       12869    0.579142    0.567729 0.000394225
       12870    0.578565     0.56773 0.000394195
       12871    0.577979    0.567731 0.000394166
       12872    0.577385    0.567732 0.000394136
       12873    0.576788    0.567732 0.000394106
       12874    0.576191    0.567733 0.000394076
       12875    0.575598    0.567734 0.000394045
       12876    0.575012    0.567734 0.000394015
       12877    0.574437    0.567735 0.000393985
       12878    0.573878    0.567735 0.000393955
       12879    0.573339    0.567736 0.000393924
       12880    0.572823    0.567736 0.000393894
       12881    0.572333    0.567736 0.000393864
       12882    0.571873    0.567737 0.000393833
       12883    0.571446    0.567737 0.000393803
       12884    0.571056    0.567737 0.000393772
       12885    0.570706    0.567738 0.000393742
       12886    0.570399    0.567738 0.000393711
       12887    0.570137    0.567738 0.000393681
       12888    0.569923    0.567738  0.00039365
       12889    0.569757    0.567738  0.00039362
       12890    0.569642    0.567738 0.000393589
       12891    0.569579    0.567739 0.000393559
       12892     0.56957    0.567739 0.000393528
       12893    0.569615    0.567739 0.000393498
       12894    0.569715    0.567739 0.000393467
       12895     0.56987    0.567739 0.000393437
       12896     0.57008    0.567739 0.000393406
       12897    0.570345     0.56774 0.000393376
       12898    0.570663     0.56774 0.000393345
       12899    0.571036     0.56774 0.000393315
       12900     0.57146     0.56774 0.000393285
       12901    0.571934    0.567741 0.000393254
       12902    0.572457    0.567741 0.000393224
       12903    0.573028    0.567741 0.000393194
       12904    0.573644    0.567742 0.000393163
       12905    0.574302    0.567742 0.000393133
       12906       0.575    0.567743 0.000393103
       12907    0.575735    0.567744 0.000393073
       12908    0.576504    0.567744 0.000393043
       12909    0.577304    0.567745 0.000393014
       12910    0.578131    0.567746 0.000392984
       12911    0.578983    0.567747 0.000392955
       12912    0.579856    0.567748 0.000392925
       12913    0.580749    0.567749 0.000392896
       12914    0.581656     0.56775 0.000392867
       12915    0.582577    0.567751 0.000392838
       12916    0.583507    0.567752  0.00039281
       12917    0.584444    0.567753 0.000392782
       12918    0.585384    0.567755 0.000392754
       12919    0.586325    0.567756 0.000392726
       12920    0.587264    0.567758 0.000392698
       12921    0.588198    0.567759 0.000392671
       12922    0.589126    0.567761 0.000392644
       12923    0.590042    0.567763 0.000392618
       12924    0.590944    0.567764 0.000392591
       12925    0.591831    0.567766 0.000392565
       12926      0.5927    0.567768  0.00039254
       12927    0.593548     0.56777 0.000392514
       12928    0.594373    0.567772 0.000392489
       12929    0.595172    0.567774 0.000392465
       12930    0.595945    0.567777  0.00039244
       12931    0.596689    0.567779 0.000392417
       12932    0.597403    0.567781 0.000392393
       12933    0.598086    0.567783  0.00039237
       12934    0.598734    0.567786 0.000392346
       12935    0.599346    0.567788 0.000392324
       12936     0.59992    0.567791 0.000392301
       12937    0.600456    0.567793 0.000392279
       12938    0.600951    0.567796 0.000392257
       12939    0.601404    0.567798 0.000392235
       12940    0.601815    0.567801 0.000392214
       12941    0.602184    0.567804 0.000392193
       12942    0.602509    0.567806 0.000392171
       12943     0.60279    0.567809  0.00039215
       12944    0.603028    0.567812  0.00039213
       12945     0.60322    0.567815 0.000392109
       12946    0.603367    0.567817 0.000392088
       12947    0.603467     0.56782 0.000392068
       12948    0.603521    0.567823 0.000392047
       12949    0.603528    0.567826 0.000392026
       12950    0.603488    0.567828 0.000392006
       12951    0.603403    0.567831 0.000391985
       12952    0.603272    0.567834 0.000391964
       12953    0.603095    0.567837 0.000391944
       12954    0.602873    0.567839 0.000391923
       12955    0.602607    0.567842 0.000391902
       12956    0.602298    0.567845  0.00039188
       12957    0.601947    0.567847 0.000391859
       12958    0.601553     0.56785 0.000391837
       12959    0.601118    0.567852 0.000391816
       12960    0.600643    0.567855 0.000391794
       12961    0.600129    0.567857 0.000391771
       12962    0.599576     0.56786 0.000391749
       12963    0.598985    0.567862 0.000391726
       12964    0.598357    0.567865 0.000391703
       12965    0.597694    0.567867 0.000391679
       12966    0.596997    0.567869 0.000391655
       12967    0.596266    0.567871 0.000391631
       12968    0.595501    0.567873 0.000391607
       12969    0.594704    0.567876 0.000391582
       12970    0.593875    0.567878 0.000391557
       12971    0.593014    0.567879 0.000391532
       12972    0.592123    0.567881 0.000391506
       12973    0.591201    0.567883  0.00039148
       12974    0.590248    0.567885 0.000391454
       12975    0.589265    0.567886 0.000391427
       12976    0.588252    0.567888   0.0003914
       12977     0.58721     0.56789 0.000391373
       12978    0.586139    0.567891 0.000391345
       12979    0.585039    0.567892 0.000391317
       12980     0.58391    0.567894 0.000391289
       12981    0.582751    0.567895  0.00039126
       12982    0.581563    0.567896 0.000391232
       12983    0.580346    0.567897 0.000391203
       12984    0.579098    0.567898 0.000391173
       12985    0.577821    0.567898 0.000391144
       12986    0.576513    0.567899 0.000391114
       12987    0.575176      0.5679 0.000391085
       12988    0.573809      0.5679 0.000391055
       12989    0.572412      0.5679 0.000391025
       12990    0.570986    0.567901 0.000390995
       12991    0.569532    0.567901 0.000390965
       12992    0.568048    0.567901 0.000390935
       12993    0.566537    0.567901 0.000390905
       12994    0.564999      0.5679 0.000390875
       12995    0.563436      0.5679 0.000390845
       12996    0.561849      0.5679 0.000390815
       12997    0.560238    0.567899 0.000390785
       12998    0.558604    0.567898 0.000390756
       12999    0.556951    0.567897 0.000390727
       13000    0.555279    0.567896 0.000390698
       13001    0.553591    0.567895 0.000390669
       13002     0.55189    0.567894 0.000390641
       13003    0.550179    0.567893 0.000390614
       13004     0.54846    0.567891 0.000390586
       13005    0.546736     0.56789  0.00039056
       13006    0.545011    0.567888 0.000390534
       13007    0.543287    0.567886 0.000390508
       13008    0.541568    0.567884 0.000390484
       13009    0.539857    0.567882 0.000390459
       13010     0.53816     0.56788 0.000390436
       13011    0.536478    0.567877 0.000390414
       13012    0.534815    0.567875 0.000390392
       13013    0.533175    0.567872 0.000390371
       13014    0.531562    0.567869 0.000390351
       13015    0.529978    0.567866 0.000390332
       13016    0.528428    0.567863 0.000390314
       13017    0.526915     0.56786 0.000390296
       13018     0.52544    0.567857  0.00039028
       13019    0.524006    0.567853 0.000390264
       13020    0.522618     0.56785  0.00039025
       13021    0.521276    0.567846 0.000390236
       13022    0.519982    0.567843 0.000390224
       13023    0.518739    0.567839 0.000390212
       13024    0.517547    0.567835 0.000390201
       13025    0.516408    0.567831 0.000390191
       13026    0.515324    0.567827 0.000390182
       13027    0.514296    0.567823 0.000390174
       13028    0.513323    0.567819 0.000390166
       13029    0.512406    0.567815 0.000390159
       13030    0.511546     0.56781 0.000390153
       13031    0.510741    0.567806 0.000390148
       13032    0.509994    0.567801 0.000390143
       13033    0.509304    0.567797 0.000390139
       13034    0.508671    0.567792 0.000390136
       13035    0.508094    0.567788 0.000390133
       13036    0.507573    0.567783  0.00039013
       13037    0.507107    0.567778 0.000390128
       13038    0.506699    0.567774 0.000390126
       13039    0.506347    0.567769 0.000390124
       13040    0.506052    0.567764 0.000390123
       13041    0.505814     0.56776 0.000390122
       13042    0.505632    0.567755 0.000390121
       13043    0.505506     0.56775 0.000390121
       13044    0.505439    0.567745  0.00039012
       13045    0.505429    0.567741 0.000390119
       13046    0.505477    0.567736 0.000390119
       13047    0.505585    0.567731 0.000390118
       13048    0.505753    0.567726 0.000390117
       13049    0.505981    0.567722 0.000390116
       13050    0.506269    0.567717 0.000390114
       13051    0.506619    0.567712 0.000390112
       13052    0.507031    0.567707  0.00039011
       13053    0.507505    0.567703 0.000390108
       13054    0.508042    0.567698 0.000390104
       13055    0.508641    0.567694 0.000390101
       13056    0.509301    0.567689 0.000390097
       13057    0.510021    0.567685 0.000390092
       13058      0.5108    0.567681 0.000390086
       13059    0.511639    0.567676  0.00039008
       13060    0.512535    0.567672 0.000390073
       13061    0.513486    0.567668 0.000390065
       13062    0.514489    0.567664 0.000390056
       13063    0.515542     0.56766 0.000390047
       13064    0.516642    0.567656 0.000390037
       13065    0.517786    0.567652 0.000390026
       13066    0.518971    0.567648 0.000390013
       13067    0.520193    0.567645 0.000390001
       13068    0.521447    0.567641 0.000389987
       13069    0.522731    0.567638 0.000389972
       13070    0.524041    0.567634 0.000389956
       13071    0.525369    0.567631  0.00038994
       13072    0.526711    0.567628 0.000389923
       13073    0.528062    0.567625 0.000389905
       13074    0.529416    0.567622 0.000389886
       13075    0.530769    0.567619 0.000389866
       13076    0.532115    0.567617 0.000389846
       13077    0.533449    0.567614 0.000389825
       13078    0.534765    0.567611 0.000389803
       13079    0.536061    0.567609 0.000389781
       13080    0.537329    0.567607 0.000389758
       13081    0.538566    0.567604 0.000389734
       13082    0.539768    0.567602  0.00038971
       13083    0.540931      0.5676 0.000389686
       13084    0.542049    0.567598 0.000389661
       13085     0.54312    0.567596 0.000389636
       13086    0.544139    0.567595  0.00038961
       13087    0.545104    0.567593 0.000389584
       13088    0.546012    0.567591 0.000389558
       13089    0.546861     0.56759 0.000389531
       13090     0.54765    0.567588 0.000389504
       13091    0.548374    0.567587 0.000389477
       13092    0.549033    0.567585  0.00038945
       13093    0.549624    0.567584 0.000389423
       13094    0.550146    0.567583 0.000389396
       13095    0.550599    0.567581 0.000389368
       13096    0.550983     0.56758  0.00038934
       13097    0.551298    0.567579 0.000389313
       13098    0.551544    0.567578 0.000389285
       13099    0.551719    0.567576 0.000389257
       13100    0.551825    0.567575 0.000389229
       13101    0.551861    0.567574 0.000389201
       13102    0.551828    0.567573 0.000389173
       13103    0.551726    0.567572 0.000389145
       13104    0.551556     0.56757 0.000389118
       13105    0.551318    0.567569  0.00038909
       13106    0.551013    0.567568 0.000389062
       13107    0.550644    0.567567 0.000389035
       13108     0.55021    0.567565 0.000389007
       13109    0.549712    0.567564  0.00038898
       13110    0.549151    0.567562 0.000388953
       13111    0.548528    0.567561 0.000388926
       13112    0.547845     0.56756 0.000388899
       13113    0.547101    0.567558 0.000388873
       13114      0.5463    0.567556 0.000388846
       13115    0.545441    0.567555  0.00038882
       13116    0.544526    0.567553 0.000388795
       13117    0.543556    0.567551 0.000388769
       13118    0.542533    0.567549 0.000388744
       13119    0.541458    0.567547  0.00038872
       13120    0.540332    0.567545 0.000388696
       13121    0.539157    0.567543 0.000388672
       13122    0.537936    0.567541 0.000388649
       13123     0.53667    0.567538 0.000388627
       13124    0.535361    0.567536 0.000388605
       13125    0.534011    0.567533 0.000388584
       13126    0.532624    0.567531 0.000388563
       13127    0.531201    0.567528 0.000388543
       13128    0.529746    0.567525 0.000388524
       13129    0.528261    0.567522 0.000388506
       13130     0.52675    0.567519 0.000388489
       13131    0.525215    0.567516 0.000388473
       13132     0.52366    0.567512 0.000388458
       13133    0.522089    0.567509 0.000388444
       13134    0.520505    0.567505  0.00038843
       13135    0.518912    0.567502 0.000388418
       13136    0.517313    0.567498 0.000388408
       13137    0.515713    0.567494 0.000388398
       13138    0.514114     0.56749  0.00038839
       13139    0.512523    0.567486 0.000388383
       13140    0.510943    0.567481 0.000388377
       13141    0.509378    0.567477 0.000388373
       13142    0.507833    0.567472  0.00038837
       13143    0.506311    0.567468 0.000388368
       13144    0.504817    0.567463 0.000388368
       13145    0.503358    0.567458 0.000388369
       13146    0.501935    0.567453 0.000388371
       13147    0.500554    0.567448 0.000388375
       13148    0.499219    0.567443  0.00038838
       13149    0.497934    0.567438 0.000388387
