#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
       26499    0.562119    0.563243 0.000234956
       26500    0.561374    0.563243 0.000234948
       26501    0.560631    0.563243 0.000234939
       26502    0.559888    0.563243  0.00023493
       26503    0.559143    0.563243 0.000234921
       26504    0.558394    0.563242 0.000234912
       26505    0.557639    0.563242 0.000234903
       26506    0.556877    0.563242 0.000234895
       26507    0.556107    0.563242 0.000234886
       26508    0.555325    0.563241 0.000234877
       26509    0.554532    0.563241 0.000234869
       26510    0.553724    0.563241  0.00023486
       26511    0.552901     0.56324 0.000234852
       26512     0.55206     0.56324 0.000234843
       26513    0.551201    0.563239 0.000234835
       26514    0.550323    0.563239 0.000234826
       26515    0.549426    0.563238 0.000234818
       26516    0.548509    0.563238  0.00023481
       26517    0.547571    0.563237 0.000234802
       26518    0.546614    0.563237 0.000234794
       26519    0.545636    0.563236 0.000234786
       26520    0.544638    0.563235 0.000234778
       26521     0.54362    0.563235  0.00023477
       26522    0.542582    0.563234 0.000234763
       26523    0.541525    0.563233 0.000234755
       26524     0.54045    0.563232 0.000234748
       26525    0.539358    0.563231 0.000234741
       26526    0.538251     0.56323 0.000234734
       26527     0.53713    0.563229 0.000234727
       26528    0.535997    0.563228 0.000234721
       26529    0.534851    0.563227 0.000234714
       26530    0.533696    0.563226 0.000234708
       26531    0.532533    0.563225 0.000234702
       26532    0.531365    0.563224 0.000234696
       26533    0.530193    0.563222 0.000234691
       26534    0.529023    0.563221 0.000234685
       26535    0.527855     0.56322  0.00023468
       26536    0.526693    0.563218 0.000234676
       26537    0.525541    0.563217 0.000234671
       26538    0.524403    0.563216 0.000234667
       26539    0.523281    0.563214 0.000234663
       26540    0.522179    0.563212 0.000234659
       26541    0.521101    0.563211 0.000234655
       26542    0.520052    0.563209 0.000234652
       26543    0.519033    0.563208 0.000234649
       26544     0.51805    0.563206 0.000234647
       26545    0.517105    0.563204 0.000234644
       26546    0.516203    0.563202 0.000234642
       26547    0.515348    0.563201  0.00023464
       26548    0.514543    0.563199 0.000234638
       26549    0.513791    0.563197 0.000234637
       26550    0.513095    0.563195 0.000234636
       26551    0.512459    0.563193 0.000234635
       26552    0.511885    0.563191 0.000234634
       26553    0.511376    0.563189 0.000234633
       26554    0.510933    0.563187 0.000234633
       26555    0.510561    0.563185 0.000234632
       26556    0.510258    0.563183 0.000234632
       26557    0.510028    0.563181 0.000234631
       26558     0.50987    0.563179 0.000234631
       26559    0.509784    0.563177 0.000234631
       26560    0.509772    0.563175 0.000234631
       26561    0.509832    0.563173  0.00023463
       26562    0.509962    0.563171  0.00023463
       26563    0.510163    0.563169  0.00023463
       26564    0.510432    0.563167 0.000234629
       26565    0.510766    0.563165 0.000234629
       26566    0.511162    0.563163 0.000234628
       26567    0.511618    0.563161 0.000234627
       26568    0.512129    0.563159 0.000234626
       26569    0.512692    0.563158 0.000234625
       26570    0.513302    0.563156 0.000234624
       26571    0.513953    0.563154 0.000234622
       26572     0.51464    0.563152 0.000234621
       26573    0.515359     0.56315 0.000234619
       26574    0.516103    0.563148 0.000234617
       26575    0.516867    0.563147 0.000234614
       26576    0.517642    0.563145 0.000234612
       26577    0.518424    0.563143 0.000234609
       26578    0.519206    0.563142 0.000234606
       26579     0.51998     0.56314 0.000234603
       26580    0.520742    0.563138 0.000234599
       26581    0.521484    0.563137 0.000234596
       26582      0.5222    0.563135 0.000234592
       26583    0.522883    0.563134 0.000234588
       26584    0.523525    0.563132 0.000234584
       26585    0.524123    0.563131  0.00023458
       26586     0.52467    0.563129 0.000234575
       26587    0.525162    0.563128 0.000234571
       26588    0.525593    0.563127 0.000234566
       26589    0.525959    0.563125 0.000234562
       26590    0.526257    0.563124 0.000234557
       26591    0.526482    0.563122 0.000234552
       26592    0.526634    0.563121 0.000234547
       26593    0.526709     0.56312 0.000234542
       26594    0.526707    0.563118 0.000234538
       26595    0.526626    0.563117 0.000234533
       26596    0.526468    0.563116 0.000234528
       26597    0.526232    0.563114 0.000234523
       26598     0.52592    0.563113 0.000234519
       26599    0.525533    0.563111 0.000234514
       26600    0.525075     0.56311  0.00023451
       26601    0.524548    0.563108 0.000234505
       26602    0.523956    0.563107 0.000234501
       26603    0.523302    0.563106 0.000234497
       26604    0.522592    0.563104 0.000234493
       26605     0.52183    0.563102  0.00023449
       26606    0.521022    0.563101 0.000234486
       26607    0.520173    0.563099 0.000234483
       26608    0.519289    0.563098  0.00023448
       26609    0.518378    0.563096 0.000234477
       26610    0.517444    0.563094 0.000234474
       26611    0.516495    0.563092 0.000234472
       26612    0.515538    0.563091  0.00023447
       26613    0.514578    0.563089 0.000234468
       26614    0.513622    0.563087 0.000234467
       26615    0.512678    0.563085 0.000234466
       26616    0.511753    0.563083 0.000234465
       26617    0.510852    0.563081 0.000234464
       26618    0.509983    0.563079 0.000234464
       26619    0.509152    0.563077 0.000234464
       26620    0.508365    0.563075 0.000234464
       26621    0.507629    0.563073 0.000234465
       26622    0.506949    0.563071 0.000234465
       26623    0.506331    0.563069 0.000234466
       26624    0.505782    0.563067 0.000234467
       26625    0.505307    0.563064 0.000234468
       26626    0.504911    0.563062  0.00023447
       26627      0.5046     0.56306 0.000234471
       26628    0.504378    0.563058 0.000234473
       26629     0.50425    0.563056 0.000234474
       26630    0.504219    0.563053 0.000234476
       26631     0.50429    0.563051 0.000234478
       26632    0.504465    0.563049 0.000234479
       26633    0.504749    0.563047 0.000234481
       26634    0.505143    0.563045 0.000234482
       26635     0.50565    0.563043 0.000234483
       26636    0.506269     0.56304 0.000234484
       26637    0.507002    0.563038 0.000234484
       26638    0.507848    0.563036 0.000234485
       26639    0.508806    0.563034 0.000234485
       26640    0.509874    0.563032 0.000234485
       26641     0.51105     0.56303 0.000234484
       26642    0.512329    0.563028 0.000234483
       26643    0.513707    0.563027 0.000234481
       26644     0.51518    0.563025 0.000234479
       26645     0.51674    0.563023 0.000234477
       26646    0.518381    0.563021 0.000234474
       26647    0.520096     0.56302 0.000234471
       26648    0.521877    0.563018 0.000234467
       26649    0.523715    0.563017 0.000234463
       26650    0.525603    0.563015 0.000234458
       26651    0.527529    0.563014 0.000234453
       26652    0.529484    0.563013 0.000234448
       26653     0.53146    0.563011 0.000234442
       26654    0.533446     0.56301 0.000234436
       26655    0.535433    0.563009 0.000234429
       26656    0.537412    0.563008 0.000234423
       26657    0.539375    0.563008 0.000234416
       26658    0.541312    0.563007 0.000234408
       26659    0.543215    0.563006 0.000234401
       26660    0.545077    0.563005 0.000234393
       26661     0.54689    0.563005 0.000234385
       26662    0.548648    0.563004 0.000234377
       26663    0.550345    0.563004 0.000234368
       26664    0.551974    0.563003  0.00023436
       26665    0.553533    0.563003 0.000234351
       26666    0.555017    0.563003 0.000234343
       26667    0.556421    0.563002 0.000234334
       26668    0.557741    0.563002 0.000234325
       26669    0.558977    0.563002 0.000234317
       26670    0.560127    0.563002 0.000234308
       26671    0.561188    0.563002 0.000234299
       26672    0.562159    0.563002  0.00023429
       26673    0.563042    0.563002 0.000234281
       26674    0.563837    0.563002 0.000234273
       26675    0.564543    0.563002 0.000234264
       26676    0.565162    0.563002 0.000234255
       26677    0.565695    0.563002 0.000234246
       26678    0.566143    0.563002 0.000234238
       26679     0.56651    0.563002 0.000234229
       26680    0.566799    0.563002  0.00023422
       26681    0.567012    0.563003 0.000234211
       26682    0.567152    0.563003 0.000234203
       26683    0.567224    0.563003 0.000234194
       26684    0.567232    0.563003 0.000234185
       26685    0.567178    0.563003 0.000234177
       26686    0.567067    0.563003 0.000234168
       26687    0.566904    0.563004 0.000234159
       26688    0.566694    0.563004  0.00023415
       26689    0.566441    0.563004 0.000234142
       26690    0.566151    0.563004 0.000234133
       26691    0.565829    0.563004 0.000234124
       26692    0.565479    0.563004 0.000234115
       26693    0.565106    0.563004 0.000234107
       26694    0.564716    0.563004 0.000234098
       26695    0.564313    0.563004 0.000234089
       26696    0.563902    0.563004  0.00023408
       26697    0.563488    0.563004 0.000234072
       26698    0.563075    0.563004 0.000234063
       26699    0.562668    0.563004 0.000234054
       26700    0.562271    0.563004 0.000234045
       26701    0.561887    0.563004 0.000234036
       26702     0.56152    0.563004 0.000234028
       26703    0.561172    0.563004 0.000234019
       26704    0.560847    0.563004  0.00023401
       26705    0.560548    0.563004 0.000234001
       26706    0.560277    0.563004 0.000233993
       26707    0.560036    0.563004 0.000233984
       26708    0.559828    0.563004 0.000233975
       26709    0.559653    0.563004 0.000233967
       26710    0.559513    0.563003 0.000233958
       26711    0.559409    0.563003 0.000233949
       26712    0.559342    0.563003  0.00023394
       26713    0.559311    0.563003 0.000233932
       26714    0.559316    0.563003 0.000233923
       26715    0.559357    0.563003 0.000233914
       26716    0.559434    0.563003 0.000233906
       26717    0.559547    0.563002 0.000233897
       26718    0.559693    0.563002 0.000233888
       26719    0.559872    0.563002 0.000233879
       26720    0.560084    0.563002 0.000233871
       26721    0.560326    0.563002 0.000233862
       26722    0.560596    0.563002 0.000233853
       26723    0.560894    0.563002 0.000233844
       26724    0.561217    0.563002 0.000233836
       26725    0.561565    0.563002 0.000233827
       26726    0.561933    0.563002 0.000233818
       26727    0.562321    0.563002 0.000233809
       26728    0.562725    0.563002 0.000233801
       26729    0.563144    0.563002 0.000233792
       26730    0.563575    0.563002 0.000233783
       26731    0.564015    0.563002 0.000233774
       26732    0.564462    0.563002 0.000233766
       26733    0.564915    0.563002 0.000233757
       26734    0.565369    0.563002 0.000233748
       26735    0.565824    0.563002  0.00023374
       26736    0.566276    0.563002 0.000233731
       26737    0.566724    0.563002 0.000233722
       26738    0.567162    0.563002 0.000233713
       26739     0.56759    0.563003 0.000233705
       26740    0.568005    0.563003 0.000233696
       26741    0.568404    0.563003 0.000233687
       26742    0.568786    0.563003 0.000233679
       26743    0.569149    0.563003  0.00023367
       26744    0.569492    0.563004 0.000233662
       26745    0.569811    0.563004 0.000233653
       26746    0.570106    0.563004 0.000233644
       26747    0.570377    0.563004 0.000233636
       26748     0.57062    0.563005 0.000233627
       26749    0.570835    0.563005 0.000233619
       26750     0.57102    0.563005  0.00023361
       26751    0.571176    0.563006 0.000233602
       26752    0.571302    0.563006 0.000233593
       26753    0.571397    0.563006 0.000233585
       26754    0.571462    0.563007 0.000233576
       26755    0.571498    0.563007 0.000233568
       26756    0.571504    0.563007 0.000233559
       26757    0.571482    0.563008 0.000233551
       26758    0.571431    0.563008 0.000233542
       26759    0.571354    0.563008 0.000233533
       26760    0.571252    0.563008 0.000233525
       26761    0.571126    0.563009 0.000233516
       26762    0.570978    0.563009 0.000233508
       26763     0.57081    0.563009 0.000233499
       26764    0.570624     0.56301 0.000233491
       26765    0.570423     0.56301 0.000233482
       26766    0.570209     0.56301 0.000233474
       26767    0.569985     0.56301 0.000233465
       26768    0.569752    0.563011 0.000233457
       26769    0.569514    0.563011 0.000233448
       26770    0.569272    0.563011 0.000233439
       26771     0.56903    0.563011 0.000233431
       26772    0.568791    0.563012 0.000233422
       26773    0.568556    0.563012 0.000233413
       26774     0.56833    0.563012 0.000233405
       26775    0.568113    0.563012 0.000233396
       26776     0.56791    0.563012 0.000233388
       26777    0.567721    0.563013 0.000233379
       26778     0.56755    0.563013  0.00023337
       26779    0.567397    0.563013 0.000233362
       26780    0.567265    0.563013 0.000233353
       26781    0.567158    0.563013 0.000233344
       26782    0.567078    0.563013 0.000233336
       26783    0.567025    0.563014 0.000233327
       26784    0.567002    0.563014 0.000233318
       26785    0.567011    0.563014  0.00023331
       26786    0.567052    0.563014 0.000233301
       26787    0.567127    0.563014 0.000233292
       26788    0.567238    0.563014 0.000233284
       26789    0.567384    0.563014 0.000233275
       26790    0.567568    0.563015 0.000233266
       26791    0.567789    0.563015 0.000233258
       26792    0.568048    0.563015 0.000233249
       26793    0.568346    0.563015  0.00023324
       26794    0.568683    0.563015 0.000233232
       26795    0.569059    0.563016 0.000233223
       26796    0.569474    0.563016 0.000233215
       26797    0.569928    0.563016 0.000233206
       26798    0.570419    0.563016 0.000233198
       26799    0.570948    0.563017 0.000233189
       26800    0.571512    0.563017 0.000233181
       26801    0.572111    0.563017 0.000233172
       26802    0.572745    0.563018 0.000233164
       26803    0.573411    0.563018 0.000233155
       26804    0.574108    0.563019 0.000233147
       26805    0.574834    0.563019 0.000233139
       26806    0.575589    0.563019  0.00023313
       26807     0.57637     0.56302 0.000233122
       26808    0.577173     0.56302 0.000233114
       26809    0.577998    0.563021 0.000233106
       26810    0.578843    0.563022 0.000233098
       26811    0.579704    0.563022  0.00023309
       26812    0.580581    0.563023 0.000233083
       26813    0.581471    0.563024 0.000233075
       26814    0.582371    0.563024 0.000233067
       26815    0.583281    0.563025  0.00023306
       26816    0.584197    0.563026 0.000233053
       26817    0.585117    0.563027 0.000233045
       26818     0.58604    0.563028 0.000233038
       26819    0.586963    0.563028 0.000233031
       26820    0.587884    0.563029 0.000233024
       26821    0.588803     0.56303 0.000233018
       26822    0.589716    0.563031 0.000233011
       26823    0.590624    0.563032 0.000233005
       26824    0.591525    0.563033 0.000232998
       26825    0.592416    0.563034 0.000232992
       26826    0.593298    0.563036 0.000232986
       26827    0.594168    0.563037 0.000232981
       26828    0.595026    0.563038 0.000232975
       26829    0.595872    0.563039 0.000232969
       26830    0.596704     0.56304 0.000232964
       26831     0.59752    0.563042 0.000232959
       26832    0.598322    0.563043 0.000232954
       26833    0.599107    0.563044 0.000232949
       26834    0.599876    0.563046 0.000232945
       26835    0.600627    0.563047  0.00023294
       26836    0.601359    0.563049 0.000232936
       26837    0.602072     0.56305 0.000232932
       26838    0.602765    0.563052 0.000232928
       26839    0.603437    0.563053 0.000232924
       26840    0.604087    0.563055  0.00023292
       26841    0.604716    0.563056 0.000232917
       26842    0.605322    0.563058 0.000232913
       26843    0.605903    0.563059  0.00023291
       26844    0.606459    0.563061 0.000232907
       26845    0.606988    0.563063 0.000232904
       26846    0.607489    0.563064 0.000232901
       26847    0.607961    0.563066 0.000232899
       26848    0.608402    0.563068 0.000232896
       26849    0.608811    0.563069 0.000232894
       26850    0.609187    0.563071 0.000232891
       26851    0.609529    0.563073 0.000232889
       26852    0.609835    0.563074 0.000232887
       26853    0.610104    0.563076 0.000232885
       26854    0.610334    0.563078 0.000232883
       26855    0.610524     0.56308 0.000232881
       26856    0.610672    0.563081 0.000232879
       26857    0.610778    0.563083 0.000232877
       26858    0.610839    0.563085 0.000232875
       26859    0.610855    0.563087 0.000232873
       26860    0.610825    0.563089 0.000232871
       26861    0.610748     0.56309 0.000232869
       26862    0.610622    0.563092 0.000232868
       26863    0.610447    0.563094 0.000232866
       26864    0.610223    0.563096 0.000232863
       26865    0.609949    0.563097 0.000232861
       26866    0.609625    0.563099 0.000232859
       26867    0.609251    0.563101 0.000232857
       26868    0.608828    0.563103 0.000232854
       26869    0.608357    0.563104 0.000232852
       26870    0.607837    0.563106 0.000232849
       26871    0.607272    0.563108 0.000232846
       26872    0.606661    0.563109 0.000232843
       26873    0.606007    0.563111  0.00023284
       26874    0.605311    0.563112 0.000232837
       26875    0.604574    0.563114 0.000232833
       26876      0.6038    0.563115 0.000232829
       26877    0.602991    0.563117 0.000232825
       26878    0.602148    0.563118 0.000232821
       26879    0.601276     0.56312 0.000232817
       26880    0.600376    0.563121 0.000232812
       26881    0.599451    0.563122 0.000232808
       26882    0.598504    0.563124 0.000232803
       26883     0.59754    0.563125 0.000232798
       26884    0.596562    0.563126 0.000232792
       26885    0.595572    0.563128 0.000232787
       26886    0.594574    0.563129 0.000232781
       26887    0.593572     0.56313 0.000232775
       26888    0.592568    0.563131 0.000232769
       26889    0.591567    0.563132 0.000232763
       26890    0.590572    0.563133 0.000232756
       26891    0.589587    0.563134  0.00023275
       26892    0.588614    0.563135 0.000232743
       26893    0.587655    0.563136 0.000232736
       26894    0.586713    0.563137 0.000232729
       26895     0.58579    0.563138 0.000232722
       26896    0.584889    0.563138 0.000232715
       26897    0.584012    0.563139 0.000232707
       26898    0.583159     0.56314   0.0002327
       26899    0.582335    0.563141 0.000232692
       26900    0.581538    0.563141 0.000232685
       26901     0.58077    0.563142 0.000232677
       26902    0.580032    0.563143 0.000232669
       26903    0.579324    0.563143 0.000232661
       26904    0.578649    0.563144 0.000232653
       26905    0.578006    0.563144 0.000232645
       26906    0.577394    0.563145 0.000232637
       26907    0.576813    0.563145 0.000232629
       26908    0.576264    0.563146 0.000232621
       26909    0.575746    0.563146 0.000232613
       26910    0.575258    0.563147 0.000232605
       26911    0.574801    0.563147 0.000232596
       26912    0.574375    0.563148 0.000232588
       26913    0.573979    0.563148  0.00023258
       26914    0.573612    0.563148 0.000232572
       26915    0.573275    0.563149 0.000232563
       26916    0.572967    0.563149 0.000232555
       26917    0.572688    0.563149 0.000232547
       26918    0.572439     0.56315 0.000232538
       26919    0.572217     0.56315  0.00023253
       26920    0.572025    0.563151 0.000232521
       26921    0.571862    0.563151 0.000232513
       26922    0.571727    0.563151 0.000232505
       26923    0.571622    0.563151 0.000232496
       26924    0.571546    0.563152 0.000232488
       26925    0.571499    0.563152 0.000232479
       26926    0.571482    0.563152 0.000232471
       26927    0.571493    0.563153 0.000232462
       26928    0.571533    0.563153 0.000232454
       26929    0.571601    0.563153 0.000232446
       26930    0.571699    0.563154 0.000232437
       26931    0.571824    0.563154 0.000232429
       26932    0.571977    0.563154  0.00023242
       26933    0.572158    0.563155 0.000232412
       26934    0.572367    0.563155 0.000232404
       26935    0.572603    0.563155 0.000232395
       26936    0.572864    0.563156 0.000232387
       26937    0.573151    0.563156 0.000232379
       26938    0.573464    0.563156  0.00023237
       26939      0.5738    0.563157 0.000232362
       26940    0.574159    0.563157 0.000232354
       26941     0.57454    0.563158 0.000232345
       26942    0.574942    0.563158 0.000232337
       26943    0.575363    0.563159 0.000232329
       26944    0.575802    0.563159 0.000232321
       26945    0.576258     0.56316 0.000232313
       26946    0.576729     0.56316 0.000232305
       26947    0.577214    0.563161 0.000232297
       26948    0.577711    0.563161 0.000232289
       26949    0.578219    0.563162 0.000232281
       26950    0.578736    0.563162 0.000232273
       26951     0.57926    0.563163 0.000232265
       26952    0.579789    0.563163 0.000232257
       26953    0.580322    0.563164 0.000232249
       26954    0.580857    0.563165 0.000232242
       26955    0.581392    0.563165 0.000232234
       26956    0.581925    0.563166 0.000232227
       26957    0.582454    0.563167 0.000232219
       26958    0.582978    0.563168 0.000232212
       26959    0.583496    0.563168 0.000232204
       26960    0.584004    0.563169 0.000232197
       26961    0.584502     0.56317  0.00023219
       26962    0.584988    0.563171 0.000232182
       26963    0.585459    0.563171 0.000232175
       26964    0.585915    0.563172 0.000232168
       26965    0.586353    0.563173 0.000232161
       26966    0.586772    0.563174 0.000232154
       26967    0.587172    0.563175 0.000232147
       26968    0.587549    0.563176  0.00023214
       26969    0.587903    0.563177 0.000232134
       26970    0.588231    0.563178 0.000232127
       26971    0.588534    0.563179  0.00023212
       26972     0.58881     0.56318 0.000232114
       26973    0.589058    0.563181 0.000232107
       26974    0.589278    0.563182   0.0002321
       26975    0.589468    0.563183 0.000232094
       26976    0.589627    0.563183 0.000232087
       26977    0.589754    0.563184 0.000232081
       26978    0.589847    0.563185 0.000232074
       26979    0.589905    0.563186 0.000232068
       26980    0.589928    0.563187 0.000232061
       26981    0.589915    0.563188 0.000232055
       26982    0.589865    0.563189 0.000232048
       26983    0.589779     0.56319 0.000232042
       26984    0.589655    0.563191 0.000232035
       26985    0.589493    0.563192 0.000232029
       26986    0.589292    0.563193 0.000232022
       26987    0.589052    0.563194 0.000232015
       26988    0.588772    0.563195 0.000232009
       26989    0.588451    0.563196 0.000232002
       26990    0.588088    0.563197 0.000231995
       26991    0.587683    0.563198 0.000231989
       26992    0.587235    0.563199 0.000231982
       26993    0.586743      0.5632 0.000231975
       26994    0.586208    0.563201 0.000231968
       26995    0.585629    0.563201 0.000231961
       26996    0.585005    0.563202 0.000231953
       26997    0.584336    0.563203 0.000231946
       26998    0.583622    0.563204 0.000231939
       26999    0.582863    0.563205 0.000231931
       27000    0.582057    0.563205 0.000231924
       27001    0.581205    0.563206 0.000231916
       27002    0.580307    0.563207 0.000231908
       27003    0.579362    0.563207 0.000231901
       27004    0.578372    0.563208 0.000231893
       27005    0.577337    0.563208 0.000231885
       27006    0.576257    0.563209 0.000231877
       27007    0.575133    0.563209 0.000231868
       27008    0.573966     0.56321  0.00023186
       27009    0.572756     0.56321 0.000231852
       27010    0.571504     0.56321 0.000231843
       27011    0.570211     0.56321 0.000231835
       27012    0.568879    0.563211 0.000231827
       27013    0.567511    0.563211 0.000231818
       27014    0.566109    0.563211 0.000231809
       27015    0.564674    0.563211 0.000231801
       27016    0.563209    0.563211 0.000231792
       27017    0.561716    0.563211 0.000231784
       27018    0.560198    0.563211 0.000231775
       27019    0.558658    0.563211 0.000231767
       27020    0.557099     0.56321 0.000231758
       27021    0.555525     0.56321  0.00023175
       27022     0.55394     0.56321 0.000231741
       27023    0.552346    0.563209 0.000231733
       27024    0.550748    0.563209 0.000231725
       27025    0.549151    0.563208 0.000231717
       27026    0.547559    0.563208 0.000231709
       27027    0.545978    0.563207 0.000231702
       27028    0.544414    0.563206 0.000231694
       27029    0.542871    0.563206 0.000231687
       27030    0.541356    0.563205  0.00023168
       27031    0.539875    0.563204 0.000231673
       27032    0.538434    0.563203 0.000231666
       27033     0.53704    0.563202 0.000231659
       27034      0.5357    0.563201 0.000231653
       27035    0.534419      0.5632 0.000231647
       27036    0.533206    0.563199 0.000231641
       27037    0.532067    0.563198 0.000231635
       27038    0.531008    0.563197  0.00023163
       27039    0.530037    0.563195 0.000231624
       27040     0.52916    0.563194 0.000231619
       27041    0.528383    0.563193 0.000231614
       27042    0.527712    0.563192 0.000231609
       27043    0.527151     0.56319 0.000231605
       27044    0.526704    0.563189   0.0002316
       27045    0.526376    0.563188 0.000231595
       27046    0.526168    0.563186 0.000231591
       27047    0.526082    0.563185 0.000231586
       27048    0.526118    0.563183 0.000231582
       27049    0.526277    0.563182 0.000231577
       27050    0.526557    0.563181 0.000231573
       27051    0.526956    0.563179 0.000231568
       27052    0.527471    0.563178 0.000231563
       27053    0.528097    0.563177 0.000231558
       27054    0.528828    0.563175 0.000231553
       27055    0.529659    0.563174 0.000231548
       27056    0.530583    0.563173 0.000231543
       27057    0.531591    0.563172 0.000231537
       27058    0.532676    0.563171 0.000231531
       27059    0.533829     0.56317 0.000231525
       27060    0.535041    0.563169 0.000231519
       27061    0.536302    0.563168 0.000231513
       27062    0.537602    0.563167 0.000231506
       27063    0.538933    0.563166 0.000231499
       27064    0.540287    0.563165 0.000231492
       27065    0.541654    0.563164 0.000231485
       27066    0.543025    0.563163 0.000231478
       27067    0.544391    0.563163  0.00023147
       27068    0.545744    0.563162 0.000231462
       27069    0.547076    0.563161 0.000231455
       27070     0.54838    0.563161 0.000231447
       27071     0.54965     0.56316 0.000231439
       27072    0.550879     0.56316 0.000231431
       27073    0.552062     0.56316 0.000231422
       27074    0.553194    0.563159 0.000231414
       27075    0.554271    0.563159 0.000231406
       27076    0.555287    0.563159 0.000231397
       27077    0.556241    0.563158 0.000231389
       27078    0.557129    0.563158 0.000231381
       27079    0.557947    0.563158 0.000231372
       27080    0.558695    0.563158 0.000231364
       27081    0.559369    0.563158 0.000231355
       27082    0.559969    0.563157 0.000231347
       27083    0.560493    0.563157 0.000231338
       27084    0.560941    0.563157  0.00023133
       27085    0.561314    0.563157 0.000231321
       27086     0.56161    0.563157 0.000231313
       27087     0.56183    0.563157 0.000231304
       27088    0.561976    0.563157 0.000231295
       27089    0.562047    0.563157 0.000231287
       27090    0.562045    0.563157 0.000231278
       27091    0.561972    0.563157  0.00023127
       27092    0.561829    0.563157 0.000231261
       27093    0.561618    0.563157 0.000231253
       27094    0.561341    0.563157 0.000231244
       27095    0.561001    0.563157 0.000231236
       27096    0.560602    0.563157 0.000231227
       27097    0.560145    0.563156 0.000231219
       27098    0.559635    0.563156  0.00023121
       27099    0.559074    0.563156 0.000231202
       27100    0.558467    0.563156 0.000231193
       27101    0.557817    0.563156 0.000231185
       27102    0.557129    0.563156 0.000231176
       27103    0.556405    0.563155 0.000231168
       27104    0.555649    0.563155  0.00023116
       27105    0.554866    0.563155 0.000231151
       27106    0.554059    0.563154 0.000231143
       27107    0.553234    0.563154 0.000231135
       27108    0.552394    0.563154 0.000231127
       27109    0.551544    0.563153 0.000231118
       27110    0.550689    0.563153  0.00023111
       27111    0.549834    0.563152 0.000231102
       27112    0.548984    0.563152 0.000231094
       27113    0.548143    0.563151 0.000231087
       27114    0.547316    0.563151 0.000231079
       27115    0.546506     0.56315 0.000231071
       27116    0.545721    0.563149 0.000231064
       27117    0.544963    0.563149 0.000231056
       27118    0.544237    0.563148 0.000231048
       27119    0.543548    0.563147 0.000231041
       27120      0.5429    0.563147 0.000231034
       27121    0.542296    0.563146 0.000231027
       27122    0.541742    0.563145 0.000231019
       27123     0.54124    0.563144 0.000231012
       27124    0.540795    0.563143 0.000231005
       27125    0.540411    0.563143 0.000230998
       27126     0.54009    0.563142 0.000230991
       27127    0.539836    0.563141 0.000230984
       27128    0.539652     0.56314 0.000230977
       27129     0.53954    0.563139 0.000230971
       27130    0.539502    0.563138 0.000230964
       27131    0.539542    0.563137 0.000230957
       27132     0.53966    0.563136  0.00023095
       27133    0.539857    0.563136 0.000230943
       27134    0.540135    0.563135 0.000230936
       27135    0.540494    0.563134 0.000230929
       27136    0.540932    0.563133 0.000230922
       27137    0.541449    0.563132 0.000230915
       27138    0.542044    0.563132 0.000230908
       27139    0.542715    0.563131   0.0002309
       27140    0.543462     0.56313 0.000230893
       27141     0.54428    0.563129 0.000230886
       27142    0.545169    0.563129 0.000230878
       27143    0.546124    0.563128  0.00023087
       27144    0.547142    0.563127 0.000230863
       27145    0.548219    0.563127 0.000230855
       27146    0.549351    0.563126 0.000230847
       27147    0.550531    0.563126 0.000230839
       27148    0.551755    0.563126 0.000230831
       27149    0.553018    0.563125 0.000230822
       27150    0.554314    0.563125 0.000230814
       27151    0.555638    0.563125 0.000230806
       27152    0.556983    0.563124 0.000230797
       27153    0.558344    0.563124 0.000230789
       27154    0.559713    0.563124 0.000230781
       27155    0.561083    0.563124 0.000230772
       27156     0.56245    0.563124 0.000230764
       27157    0.563807    0.563124 0.000230755
       27158    0.565148    0.563124 0.000230747
       27159    0.566466    0.563124 0.000230738
       27160    0.567756    0.563124  0.00023073
       27161    0.569013    0.563125 0.000230721
       27162    0.570231    0.563125 0.000230713
       27163    0.571406    0.563125 0.000230705
       27164    0.572532    0.563125 0.000230696
       27165    0.573605    0.563126 0.000230688
       27166    0.574622    0.563126  0.00023068
       27167    0.575578    0.563127 0.000230672
       27168     0.57647    0.563127 0.000230664
       27169    0.577296    0.563128 0.000230656
       27170    0.578052    0.563128 0.000230648
       27171    0.578736    0.563129 0.000230641
       27172    0.579347    0.563129 0.000230633
       27173    0.579884     0.56313 0.000230625
       27174    0.580345    0.563131 0.000230618
       27175    0.580731    0.563131  0.00023061
       27176    0.581043    0.563132 0.000230603
       27177     0.58128    0.563133 0.000230595
       27178    0.581443    0.563133 0.000230587
       27179    0.581534    0.563134  0.00023058
       27180    0.581553    0.563135 0.000230573
       27181    0.581505    0.563135 0.000230565
       27182    0.581389    0.563136 0.000230558
       27183    0.581209    0.563137  0.00023055
       27184    0.580967    0.563137 0.000230542
       27185    0.580667    0.563138 0.000230535
       27186    0.580312    0.563139 0.000230527
       27187    0.579907    0.563139  0.00023052
       27188    0.579453     0.56314 0.000230512
       27189    0.578956     0.56314 0.000230504
       27190    0.578419    0.563141 0.000230496
       27191    0.577847    0.563142 0.000230489
       27192    0.577242    0.563142 0.000230481
       27193    0.576611    0.563143 0.000230473
       27194    0.575955    0.563143 0.000230465
       27195    0.575281    0.563143 0.000230457
       27196    0.574591    0.563144 0.000230449
