#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        2638    -0.63689   -0.597172  0.00112002
        2639   -0.636211   -0.597186  0.00111969
        2640    -0.63552   -0.597201  0.00111936
        2641   -0.634819   -0.597215  0.00111903
        2642   -0.634105   -0.597229  0.00111869
        2643   -0.633382   -0.597243  0.00111835
        2644   -0.632653   -0.597256  0.00111801
        2645   -0.631917   -0.597269  0.00111766
        2646   -0.631171   -0.597282  0.00111732
        2647   -0.630425   -0.597295  0.00111696
        2648   -0.629665   -0.597307  0.00111661
        2649     -0.6289   -0.597319  0.00111625
        2650   -0.628128    -0.59733  0.00111589
        2651   -0.627353   -0.597342  0.00111553
        2652   -0.626572   -0.597353  0.00111516
        2653   -0.625785   -0.597363  0.00111479
        2654   -0.625001   -0.597374  0.00111442
        2655   -0.624215   -0.597384  0.00111405
        2656   -0.623427   -0.597394  0.00111367
        2657    -0.62264   -0.597403  0.00111329
        2658   -0.621855   -0.597412  0.00111291
        2659   -0.621073   -0.597421  0.00111253
        2660   -0.620305    -0.59743  0.00111214
        2661   -0.619533   -0.597438  0.00111176
        2662   -0.618769   -0.597446  0.00111137
        2663   -0.618019   -0.597454  0.00111098
        2664   -0.617269   -0.597461  0.00111058
        2665   -0.616536   -0.597469  0.00111019
        2666   -0.615816   -0.597475   0.0011098
        2667   -0.615114   -0.597482   0.0011094
        2668   -0.614426   -0.597488    0.001109
        2669   -0.613756   -0.597495   0.0011086
        2670   -0.613104     -0.5975   0.0011082
        2671   -0.612479   -0.597506   0.0011078
        2672   -0.611874   -0.597511   0.0011074
        2673   -0.611292   -0.597517    0.001107
        2674   -0.610739   -0.597521   0.0011066
        2675   -0.610209   -0.597526  0.00110619
        2676   -0.609713   -0.597531  0.00110579
        2677   -0.609247   -0.597535  0.00110538
        2678    -0.60881   -0.597539  0.00110498
        2679   -0.608408   -0.597543  0.00110457
        2680   -0.608041   -0.597547  0.00110417
        2681   -0.607709   -0.597551  0.00110376
        2682   -0.607409   -0.597555  0.00110336
        2683   -0.607151   -0.597558  0.00110295
        2684   -0.606923   -0.597562  0.00110255
        2685    -0.60673   -0.597565  0.00110214
        2686   -0.606569   -0.597569  0.00110174
        2687   -0.606445   -0.597572  0.00110133
        2688   -0.606355   -0.597575  0.00110093
        2689   -0.606295   -0.597578  0.00110052
        2690   -0.606264   -0.597582  0.00110012
        2691   -0.606265   -0.597585  0.00109971
        2692   -0.606294   -0.597588  0.00109931
        2693   -0.606352   -0.597591  0.00109891
        2694   -0.606438   -0.597595   0.0010985
        2695   -0.606549   -0.597598   0.0010981
        2696    -0.60668   -0.597601   0.0010977
        2697   -0.606832   -0.597605   0.0010973
        2698    -0.60701   -0.597608   0.0010969
        2699   -0.607201   -0.597612   0.0010965
        2700   -0.607402   -0.597615   0.0010961
        2701   -0.607626   -0.597619   0.0010957
        2702   -0.607857   -0.597623   0.0010953
        2703   -0.608096   -0.597627   0.0010949
        2704   -0.608351   -0.597631   0.0010945
        2705   -0.608604   -0.597635   0.0010941
        2706   -0.608865   -0.597639  0.00109371
        2707   -0.609123   -0.597643  0.00109331
        2708   -0.609382   -0.597648  0.00109292
        2709   -0.609646   -0.597652  0.00109252
        2710   -0.609906   -0.597657  0.00109213
        2711   -0.610165   -0.597661  0.00109173
        2712    -0.61042   -0.597666  0.00109134
        2713   -0.610673   -0.597671  0.00109095
        2714    -0.61092   -0.597676  0.00109056
        2715   -0.611173   -0.597681  0.00109017
        2716   -0.611414   -0.597686  0.00108978
        2717   -0.611643   -0.597691  0.00108939
        2718   -0.611869   -0.597696    0.001089
        2719   -0.612089   -0.597701  0.00108861
        2720   -0.612298   -0.597707  0.00108823
        2721   -0.612503   -0.597712  0.00108784
        2722   -0.612705   -0.597718  0.00108746
        2723   -0.612898   -0.597723  0.00108707
        2724   -0.613087   -0.597729  0.00108669
        2725   -0.613272   -0.597734   0.0010863
        2726   -0.613444    -0.59774  0.00108592
        2727   -0.613614   -0.597746  0.00108554
        2728   -0.613779   -0.597752  0.00108515
        2729    -0.61394   -0.597758  0.00108477
        2730   -0.614105   -0.597764  0.00108439
        2731   -0.614263    -0.59777  0.00108401
        2732   -0.614417   -0.597776  0.00108363
        2733   -0.614569   -0.597782  0.00108325
        2734   -0.614719   -0.597788  0.00108287
        2735   -0.614867   -0.597795   0.0010825
        2736   -0.615008   -0.597801  0.00108212
        2737   -0.615152   -0.597807  0.00108174
        2738   -0.615291   -0.597814  0.00108137
        2739   -0.615431    -0.59782  0.00108099
        2740   -0.615565   -0.597826  0.00108062
        2741   -0.615698   -0.597833  0.00108024
        2742   -0.615831    -0.59784  0.00107987
        2743   -0.615972   -0.597846  0.00107949
        2744   -0.616102   -0.597853  0.00107912
        2745   -0.616233    -0.59786  0.00107875
        2746   -0.616355   -0.597866  0.00107838
        2747   -0.616478   -0.597873  0.00107801
        2748   -0.616603    -0.59788  0.00107763
        2749   -0.616719   -0.597887  0.00107726
        2750   -0.616837   -0.597894  0.00107689
        2751   -0.616948   -0.597901  0.00107653
        2752   -0.617064   -0.597907  0.00107616
        2753   -0.617173   -0.597914  0.00107579
        2754   -0.617279   -0.597921  0.00107542
        2755   -0.617381   -0.597929  0.00107505
        2756   -0.617481   -0.597936  0.00107469
        2757   -0.617573   -0.597943  0.00107432
        2758    -0.61766    -0.59795  0.00107396
        2759   -0.617744   -0.597957  0.00107359
        2760   -0.617821   -0.597964  0.00107322
        2761   -0.617888   -0.597972  0.00107286
        2762   -0.617948   -0.597979   0.0010725
        2763   -0.617995   -0.597986  0.00107213
        2764   -0.618039   -0.597993  0.00107177
        2765   -0.618074   -0.598001  0.00107141
        2766   -0.618095   -0.598008  0.00107104
        2767   -0.618107   -0.598015  0.00107068
        2768   -0.618105   -0.598022  0.00107032
        2769   -0.618093    -0.59803  0.00106996
        2770   -0.618061   -0.598037   0.0010696
        2771   -0.618018   -0.598044  0.00106923
        2772   -0.617956   -0.598051  0.00106887
        2773   -0.617875   -0.598058  0.00106851
        2774   -0.617776   -0.598065  0.00106815
        2775    -0.61766   -0.598072  0.00106779
        2776   -0.617527   -0.598079  0.00106743
        2777   -0.617373   -0.598086  0.00106706
        2778   -0.617193   -0.598093   0.0010667
        2779   -0.616995     -0.5981  0.00106634
        2780   -0.616775   -0.598107  0.00106598
        2781   -0.616529   -0.598113  0.00106561
        2782   -0.616253    -0.59812  0.00106525
        2783   -0.615954   -0.598126  0.00106489
        2784   -0.615628   -0.598133  0.00106452
        2785    -0.61528   -0.598139  0.00106416
        2786     -0.6149   -0.598145  0.00106379
        2787   -0.614496   -0.598151  0.00106343
        2788   -0.614063   -0.598156  0.00106306
        2789   -0.613597   -0.598162   0.0010627
        2790     -0.6131   -0.598167  0.00106233
        2791   -0.612575   -0.598172  0.00106196
        2792    -0.61202   -0.598177  0.00106159
        2793   -0.611436   -0.598182  0.00106122
        2794    -0.61082   -0.598187  0.00106085
        2795    -0.61018   -0.598191  0.00106048
        2796    -0.60951   -0.598195  0.00106011
        2797   -0.608809   -0.598199  0.00105974
        2798   -0.608082   -0.598202  0.00105936
        2799    -0.60733   -0.598206  0.00105899
        2800   -0.606548   -0.598209  0.00105862
        2801   -0.605738   -0.598211  0.00105824
        2802   -0.604904   -0.598214  0.00105787
        2803   -0.604044   -0.598216  0.00105749
        2804   -0.603164   -0.598218  0.00105712
        2805   -0.602264   -0.598219  0.00105674
        2806   -0.601343    -0.59822  0.00105636
        2807   -0.600402   -0.598221  0.00105599
        2808   -0.599449   -0.598221  0.00105561
        2809   -0.598477   -0.598221  0.00105524
        2810    -0.59749   -0.598221  0.00105486
        2811   -0.596492   -0.598221  0.00105449
        2812   -0.595485    -0.59822  0.00105411
        2813   -0.594475   -0.598218  0.00105374
        2814   -0.593466   -0.598217  0.00105336
        2815   -0.592457   -0.598214  0.00105299
        2816   -0.591458   -0.598212  0.00105262
        2817   -0.590459   -0.598209  0.00105225
        2818   -0.589469   -0.598206  0.00105188
        2819   -0.588498   -0.598203  0.00105152
        2820   -0.587548   -0.598199  0.00105115
        2821   -0.586616   -0.598195  0.00105078
        2822   -0.585714    -0.59819  0.00105042
        2823   -0.584835   -0.598186  0.00105006
        2824   -0.583993   -0.598181   0.0010497
        2825    -0.58319   -0.598175  0.00104934
        2826   -0.582426    -0.59817  0.00104899
        2827   -0.581707   -0.598164  0.00104863
        2828   -0.581034   -0.598158  0.00104828
        2829    -0.58041   -0.598152  0.00104793
        2830   -0.579848   -0.598145  0.00104758
        2831   -0.579341   -0.598139  0.00104723
        2832   -0.578892   -0.598132  0.00104688
        2833   -0.578509   -0.598125  0.00104653
        2834    -0.57819   -0.598118  0.00104619
        2835   -0.577935   -0.598111  0.00104584
        2836   -0.577748   -0.598104   0.0010455
        2837   -0.577622   -0.598096  0.00104515
        2838   -0.577567   -0.598089  0.00104481
        2839   -0.577573   -0.598082  0.00104447
        2840   -0.577651   -0.598075  0.00104412
        2841   -0.577792   -0.598068  0.00104378
        2842   -0.577997    -0.59806  0.00104344
        2843   -0.578263   -0.598053  0.00104309
        2844   -0.578589   -0.598047  0.00104275
        2845   -0.578976    -0.59804   0.0010424
        2846   -0.579416   -0.598033  0.00104206
        2847   -0.579904   -0.598027  0.00104171
        2848   -0.580442   -0.598021  0.00104137
        2849   -0.581025   -0.598015  0.00104102
        2850   -0.581654   -0.598009  0.00104067
        2851   -0.582317   -0.598004  0.00104032
        2852   -0.583007   -0.597998  0.00103997
        2853   -0.583728   -0.597993  0.00103961
        2854    -0.58448   -0.597989  0.00103926
        2855   -0.585249   -0.597984   0.0010389
        2856   -0.586036    -0.59798  0.00103855
        2857   -0.586837   -0.597976  0.00103819
        2858   -0.587654   -0.597972  0.00103784
        2859   -0.588474   -0.597969  0.00103748
        2860   -0.589297   -0.597966  0.00103712
        2861   -0.590121   -0.597963  0.00103676
        2862   -0.590946   -0.597961   0.0010364
        2863   -0.591763   -0.597959  0.00103604
        2864   -0.592578   -0.597957  0.00103568
        2865    -0.59338   -0.597955  0.00103532
        2866   -0.594173   -0.597954  0.00103496
        2867   -0.594947   -0.597953   0.0010346
        2868   -0.595705   -0.597952  0.00103424
        2869   -0.596448   -0.597952  0.00103388
        2870   -0.597172   -0.597951  0.00103352
        2871    -0.59788   -0.597951  0.00103316
        2872   -0.598561   -0.597952   0.0010328
        2873   -0.599223   -0.597952  0.00103244
        2874   -0.599861   -0.597953  0.00103208
        2875   -0.600481   -0.597954  0.00103172
        2876   -0.601077   -0.597955  0.00103137
        2877   -0.601651   -0.597956  0.00103101
        2878   -0.602194   -0.597957  0.00103065
        2879   -0.602717   -0.597959  0.00103029
        2880   -0.603222   -0.597961  0.00102994
        2881     -0.6037   -0.597963  0.00102958
        2882   -0.604158   -0.597965  0.00102923
        2883   -0.604592   -0.597967  0.00102887
        2884   -0.605006    -0.59797  0.00102852
        2885   -0.605399   -0.597972  0.00102817
        2886   -0.605773   -0.597975  0.00102781
        2887   -0.606128   -0.597978  0.00102746
        2888   -0.606467   -0.597981  0.00102711
        2889   -0.606787   -0.597984  0.00102676
        2890   -0.607091   -0.597987  0.00102641
        2891   -0.607382    -0.59799  0.00102606
        2892   -0.607658   -0.597994  0.00102571
        2893   -0.607916   -0.597997  0.00102536
        2894   -0.608163   -0.598001  0.00102501
        2895   -0.608401   -0.598004  0.00102466
        2896   -0.608625   -0.598008  0.00102432
        2897   -0.608836   -0.598012  0.00102397
        2898    -0.60904   -0.598015  0.00102362
        2899   -0.609237   -0.598019  0.00102328
        2900   -0.609424   -0.598023  0.00102293
        2901   -0.609608   -0.598027  0.00102259
        2902   -0.609779   -0.598031  0.00102224
        2903   -0.609947   -0.598035   0.0010219
        2904   -0.610103   -0.598039  0.00102156
        2905   -0.610261   -0.598044  0.00102121
        2906   -0.610413   -0.598048  0.00102087
        2907   -0.610558   -0.598052  0.00102053
        2908   -0.610697   -0.598057  0.00102019
        2909   -0.610836   -0.598061  0.00101985
        2910   -0.610966   -0.598065   0.0010195
        2911   -0.611087    -0.59807  0.00101916
        2912   -0.611202   -0.598074  0.00101882
        2913   -0.611315   -0.598079  0.00101848
        2914   -0.611428   -0.598083  0.00101815
        2915   -0.611529   -0.598088  0.00101781
        2916   -0.611621   -0.598093  0.00101747
        2917   -0.611712   -0.598097  0.00101713
        2918     -0.6118   -0.598102  0.00101679
        2919   -0.611885   -0.598107  0.00101645
        2920   -0.611952   -0.598112  0.00101612
        2921   -0.612018   -0.598116  0.00101578
        2922   -0.612073   -0.598121  0.00101544
        2923    -0.61212   -0.598126  0.00101511
        2924   -0.612158   -0.598131  0.00101477
        2925   -0.612187   -0.598135  0.00101444
        2926   -0.612204    -0.59814   0.0010141
        2927   -0.612209   -0.598145  0.00101377
        2928   -0.612201    -0.59815  0.00101343
        2929   -0.612188   -0.598155   0.0010131
        2930   -0.612154   -0.598159  0.00101276
        2931   -0.612105   -0.598164  0.00101243
        2932   -0.612034   -0.598169  0.00101209
        2933   -0.611954   -0.598174  0.00101176
        2934   -0.611859   -0.598178  0.00101143
        2935   -0.611751   -0.598183  0.00101109
        2936   -0.611618   -0.598188  0.00101076
        2937   -0.611467   -0.598192  0.00101042
        2938   -0.611294   -0.598196  0.00101009
        2939   -0.611099   -0.598201  0.00100976
        2940   -0.610881   -0.598205  0.00100942
        2941   -0.610642   -0.598209  0.00100909
        2942   -0.610381   -0.598214  0.00100875
        2943   -0.610098   -0.598218  0.00100842
        2944   -0.609794   -0.598222  0.00100808
        2945   -0.609462   -0.598225  0.00100775
        2946   -0.609105   -0.598229  0.00100741
        2947   -0.608723   -0.598233  0.00100708
        2948   -0.608313   -0.598236  0.00100674
        2949   -0.607882   -0.598239   0.0010064
        2950   -0.607422   -0.598242  0.00100607
        2951   -0.606935   -0.598245  0.00100573
        2952   -0.606425   -0.598248   0.0010054
        2953   -0.605886   -0.598251  0.00100506
        2954   -0.605322   -0.598253  0.00100472
        2955   -0.604737   -0.598255  0.00100438
        2956   -0.604132   -0.598257  0.00100405
        2957   -0.603506   -0.598259  0.00100371
        2958   -0.602858   -0.598261  0.00100337
        2959   -0.602192   -0.598262  0.00100303
        2960   -0.601508   -0.598263  0.00100269
        2961   -0.600809   -0.598264  0.00100235
        2962   -0.600102   -0.598265  0.00100202
        2963   -0.599383   -0.598265  0.00100168
        2964   -0.598663   -0.598265  0.00100134
        2965   -0.597942   -0.598265    0.001001
        2966   -0.597212   -0.598265  0.00100066
        2967   -0.596496   -0.598264  0.00100033
        2968   -0.595782   -0.598263 0.000999991
        2969   -0.595085   -0.598262 0.000999655
        2970   -0.594402   -0.598261 0.000999319
        2971   -0.593735   -0.598259 0.000998984
        2972   -0.593091   -0.598258 0.000998649
        2973    -0.59248   -0.598256 0.000998315
        2974     -0.5919   -0.598253 0.000997982
        2975   -0.591354   -0.598251 0.000997649
        2976   -0.590849   -0.598249 0.000997317
        2977   -0.590397   -0.598246 0.000996985
        2978   -0.589994   -0.598243 0.000996655
        2979   -0.589637    -0.59824 0.000996324
        2980   -0.589338   -0.598237 0.000995994
        2981   -0.589101   -0.598234 0.000995665
        2982   -0.588924   -0.598231 0.000995336
        2983   -0.588813   -0.598228 0.000995007
        2984   -0.588763   -0.598225 0.000994679
        2985   -0.588783   -0.598222 0.000994351
        2986   -0.588873   -0.598219 0.000994023
        2987    -0.58903   -0.598215 0.000993695
        2988   -0.589256   -0.598212 0.000993367
        2989   -0.589549    -0.59821 0.000993038
        2990   -0.589909   -0.598207  0.00099271
        2991   -0.590335   -0.598204 0.000992382
        2992   -0.590826   -0.598202 0.000992053
        2993   -0.591374   -0.598199 0.000991724
        2994   -0.591984   -0.598197 0.000991395
        2995   -0.592647   -0.598195 0.000991066
        2996   -0.593356   -0.598194 0.000990737
        2997   -0.594117   -0.598192 0.000990407
        2998   -0.594922   -0.598191 0.000990077
        2999   -0.595769   -0.598191 0.000989747
        3000   -0.596648    -0.59819 0.000989418
        3001   -0.597561    -0.59819 0.000989088
        3002   -0.598496    -0.59819 0.000988758
        3003    -0.59945    -0.59819 0.000988429
        3004   -0.600421   -0.598191   0.0009881
        3005   -0.601403   -0.598192 0.000987772
        3006   -0.602394   -0.598194 0.000987445
        3007   -0.603392   -0.598195 0.000987118
        3008   -0.604391   -0.598197 0.000986792
        3009   -0.605387     -0.5982 0.000986467
        3010   -0.606377   -0.598202 0.000986143
        3011   -0.607349   -0.598206  0.00098582
        3012   -0.608311   -0.598209 0.000985498
        3013   -0.609255   -0.598213 0.000985178
        3014    -0.61017   -0.598217 0.000984859
        3015   -0.611066   -0.598221 0.000984542
        3016   -0.611942   -0.598225 0.000984226
        3017   -0.612787    -0.59823 0.000983911
        3018   -0.613601   -0.598235 0.000983599
        3019   -0.614388   -0.598241 0.000983287
        3020   -0.615147   -0.598246 0.000982978
        3021   -0.615876   -0.598252  0.00098267
        3022   -0.616569   -0.598258 0.000982363
        3023   -0.617229   -0.598264 0.000982058
        3024   -0.617859   -0.598271 0.000981755
        3025   -0.618455   -0.598278 0.000981453
        3026   -0.619023   -0.598284 0.000981153
        3027   -0.619561   -0.598291 0.000980854
        3028    -0.62006   -0.598299 0.000980556
        3029   -0.620532   -0.598306  0.00098026
        3030   -0.620975   -0.598313 0.000979965
        3031   -0.621396   -0.598321 0.000979671
        3032   -0.621786   -0.598329 0.000979378
        3033   -0.622146   -0.598337 0.000979087
        3034    -0.62249   -0.598345 0.000978797
        3035    -0.62281   -0.598353 0.000978507
        3036   -0.623111   -0.598361 0.000978219
        3037   -0.623394   -0.598369 0.000977932
        3038   -0.623663   -0.598377 0.000977645
        3039    -0.62391   -0.598386  0.00097736
        3040    -0.62415   -0.598394 0.000977075
        3041   -0.624383   -0.598403 0.000976791
        3042   -0.624604   -0.598411 0.000976508
        3043   -0.624822    -0.59842 0.000976226
        3044   -0.625035   -0.598429 0.000975944
        3045   -0.625241   -0.598438 0.000975663
        3046   -0.625449   -0.598447 0.000975383
        3047   -0.625649   -0.598455 0.000975104
        3048   -0.625859   -0.598464 0.000974825
        3049   -0.626079   -0.598473 0.000974548
        3050   -0.626303   -0.598483 0.000974271
        3051    -0.62654   -0.598492 0.000973995
        3052   -0.626782   -0.598501  0.00097372
        3053   -0.627033    -0.59851 0.000973446
        3054   -0.627296    -0.59852 0.000973173
        3055   -0.627577   -0.598529 0.000972901
        3056    -0.62787   -0.598539  0.00097263
        3057   -0.628178   -0.598549  0.00097236
        3058   -0.628505   -0.598558 0.000972091
        3059   -0.628848   -0.598568 0.000971824
        3060   -0.629208   -0.598578 0.000971558
        3061   -0.629586   -0.598588 0.000971293
        3062   -0.629985   -0.598599  0.00097103
        3063   -0.630394   -0.598609 0.000970769
        3064   -0.630821    -0.59862 0.000970509
        3065   -0.631261    -0.59863 0.000970251
        3066    -0.63172   -0.598641 0.000969994
        3067   -0.632196   -0.598652  0.00096974
        3068   -0.632687   -0.598663 0.000969487
        3069   -0.633194   -0.598674 0.000969236
        3070    -0.63371   -0.598686 0.000968988
        3071   -0.634238   -0.598697 0.000968741
        3072   -0.634778   -0.598709 0.000968497
        3073   -0.635325   -0.598721 0.000968255
        3074   -0.635876   -0.598733 0.000968016
        3075   -0.636432   -0.598745 0.000967779
        3076   -0.636995   -0.598758 0.000967544
        3077   -0.637561    -0.59877 0.000967312
        3078   -0.638127   -0.598783 0.000967082
        3079   -0.638693   -0.598796 0.000966855
        3080   -0.639256   -0.598809  0.00096663
        3081   -0.639813   -0.598823 0.000966408
        3082   -0.640369   -0.598836 0.000966188
        3083    -0.64091    -0.59885 0.000965971
        3084   -0.641443   -0.598864 0.000965757
        3085   -0.641971   -0.598878 0.000965545
        3086   -0.642483   -0.598892 0.000965335
        3087   -0.642981   -0.598906 0.000965128
        3088   -0.643466    -0.59892 0.000964924
        3089   -0.643942   -0.598935 0.000964721
        3090     -0.6444    -0.59895 0.000964521
        3091   -0.644841   -0.598964 0.000964324
        3092   -0.645258   -0.598979 0.000964128
        3093   -0.645668   -0.598995 0.000963934
        3094   -0.646049    -0.59901 0.000963743
        3095   -0.646409   -0.599025 0.000963553
        3096   -0.646754    -0.59904 0.000963365
        3097   -0.647071   -0.599056 0.000963179
        3098   -0.647369   -0.599072 0.000962994
        3099   -0.647643   -0.599087 0.000962811
        3100   -0.647894   -0.599103 0.000962629
        3101   -0.648123   -0.599119 0.000962449
        3102   -0.648328   -0.599135 0.000962269
        3103   -0.648516   -0.599151  0.00096209
        3104   -0.648675   -0.599167 0.000961913
        3105   -0.648818   -0.599183 0.000961736
        3106   -0.648936   -0.599199  0.00096156
        3107   -0.649029   -0.599215 0.000961384
        3108   -0.649102   -0.599231 0.000961209
        3109   -0.649159   -0.599247 0.000961034
        3110   -0.649191   -0.599263 0.000960859
        3111   -0.649206   -0.599279 0.000960684
        3112   -0.649199   -0.599295 0.000960509
        3113   -0.649172   -0.599311 0.000960334
        3114    -0.64913   -0.599327 0.000960159
        3115   -0.649068   -0.599343 0.000959984
        3116   -0.648996   -0.599359 0.000959808
        3117   -0.648904   -0.599375 0.000959632
        3118   -0.648805   -0.599391 0.000959455
        3119   -0.648687   -0.599406 0.000959277
        3120   -0.648562   -0.599422 0.000959099
        3121   -0.648424   -0.599438  0.00095892
        3122   -0.648277   -0.599453 0.000958741
        3123   -0.648125   -0.599469  0.00095856
        3124   -0.647961   -0.599485 0.000958379
        3125   -0.647797     -0.5995 0.000958197
        3126   -0.647627   -0.599515 0.000958014
        3127   -0.647454   -0.599531 0.000957831
        3128    -0.64728   -0.599546 0.000957646
        3129   -0.647114   -0.599561 0.000957461
        3130   -0.646941   -0.599576 0.000957275
        3131   -0.646768   -0.599591 0.000957087
        3132   -0.646607   -0.599606   0.0009569
        3133   -0.646451   -0.599621 0.000956711
        3134   -0.646304   -0.599636 0.000956522
        3135   -0.646165   -0.599651 0.000956332
        3136   -0.646041   -0.599666 0.000956141
        3137   -0.645929   -0.599681  0.00095595
        3138   -0.645828   -0.599695 0.000955759
        3139   -0.645738    -0.59971 0.000955567
        3140   -0.645668   -0.599725 0.000955374
        3141   -0.645612   -0.599739 0.000955182
        3142   -0.645583   -0.599754 0.000954989
        3143   -0.645567   -0.599768 0.000954797
        3144   -0.645577   -0.599783 0.000954604
        3145   -0.645596   -0.599798 0.000954412
        3146   -0.645643   -0.599812  0.00095422
        3147   -0.645713   -0.599827 0.000954028
        3148     -0.6458   -0.599841 0.000953837
        3149   -0.645916   -0.599856 0.000953646
        3150   -0.646055   -0.599871 0.000953456
        3151   -0.646219   -0.599885 0.000953267
        3152   -0.646402     -0.5999 0.000953079
        3153   -0.646608   -0.599915 0.000952891
        3154   -0.646835    -0.59993 0.000952705
        3155   -0.647086   -0.599945 0.000952521
        3156   -0.647361    -0.59996 0.000952337
        3157    -0.64766   -0.599975 0.000952156
        3158   -0.647976    -0.59999 0.000951975
        3159   -0.648311   -0.600005 0.000951797
        3160   -0.648662   -0.600021  0.00095162
        3161   -0.649037   -0.600036 0.000951446
        3162   -0.649421   -0.600052 0.000951273
        3163    -0.64982   -0.600068 0.000951102
        3164   -0.650231   -0.600083 0.000950934
        3165   -0.650654   -0.600099 0.000950767
        3166   -0.651088   -0.600116 0.000950604
        3167   -0.651522   -0.600132 0.000950442
        3168   -0.651967   -0.600148 0.000950283
        3169   -0.652419   -0.600165 0.000950126
        3170   -0.652877   -0.600181 0.000949972
        3171   -0.653336   -0.600198  0.00094982
        3172    -0.65379   -0.600215 0.000949671
        3173   -0.654243   -0.600232 0.000949524
        3174   -0.654696   -0.600249  0.00094938
        3175   -0.655135   -0.600266 0.000949239
        3176   -0.655576   -0.600284 0.000949099
        3177    -0.65601   -0.600301 0.000948963
        3178   -0.656436   -0.600319 0.000948829
        3179   -0.656845   -0.600337 0.000948697
        3180    -0.65725   -0.600355 0.000948567
        3181   -0.657645   -0.600373  0.00094844
        3182   -0.658018   -0.600391 0.000948315
        3183   -0.658379   -0.600409 0.000948192
        3184   -0.658727   -0.600427 0.000948071
        3185    -0.65906   -0.600446 0.000947952
        3186   -0.659378   -0.600464 0.000947835
        3187   -0.659686   -0.600483  0.00094772
        3188   -0.659974   -0.600502 0.000947606
        3189    -0.66025    -0.60052 0.000947494
        3190    -0.66051   -0.600539 0.000947384
        3191    -0.66076   -0.600558 0.000947275
        3192   -0.660989   -0.600577 0.000947167
        3193   -0.661209   -0.600596 0.000947061
        3194   -0.661417   -0.600615 0.000946956
        3195   -0.661615   -0.600634 0.000946852
        3196   -0.661803   -0.600653 0.000946749
        3197   -0.661984   -0.600672 0.000946647
        3198   -0.662157   -0.600692 0.000946546
        3199   -0.662331   -0.600711 0.000946447
        3200   -0.662509    -0.60073 0.000946348
        3201   -0.662678   -0.600749  0.00094625
        3202   -0.662845   -0.600769 0.000946153
        3203   -0.663007   -0.600788 0.000946057
        3204   -0.663179   -0.600808 0.000945962
        3205   -0.663354   -0.600827 0.000945869
        3206   -0.663541   -0.600847 0.000945776
        3207   -0.663745   -0.600866 0.000945684
        3208   -0.663952   -0.600886 0.000945594
        3209   -0.664176   -0.600906 0.000945505
        3210   -0.664419   -0.600926 0.000945417
        3211    -0.66468   -0.600945 0.000945331
        3212    -0.66496   -0.600965 0.000945247
        3213   -0.665264   -0.600985 0.000945165
        3214   -0.665602   -0.601006 0.000945084
        3215   -0.665954   -0.601026 0.000945006
        3216   -0.666332   -0.601046 0.000944931
        3217   -0.666739   -0.601066 0.000944858
        3218   -0.667182   -0.601087 0.000944787
        3219   -0.667644   -0.601108  0.00094472
        3220   -0.668147   -0.601129 0.000944656
        3221   -0.668679   -0.601149 0.000944595
        3222   -0.669248   -0.601171 0.000944539
        3223   -0.669845   -0.601192 0.000944486
        3224   -0.670474   -0.601213 0.000944437
        3225   -0.671138   -0.601235 0.000944393
        3226   -0.671829   -0.601257 0.000944354
        3227   -0.672549   -0.601279  0.00094432
        3228   -0.673295   -0.601301 0.000944291
        3229   -0.674078   -0.601324 0.000944267
        3230   -0.674888   -0.601347  0.00094425
        3231   -0.675729    -0.60137 0.000944238
        3232   -0.676595   -0.601393 0.000944233
        3233   -0.677488   -0.601417 0.000944234
        3234   -0.678403    -0.60144 0.000944242
        3235   -0.679338   -0.601464 0.000944257
        3236   -0.680297   -0.601489  0.00094428
        3237    -0.68127   -0.601513 0.000944309
        3238   -0.682258   -0.601538 0.000944347
        3239   -0.683262   -0.601564 0.000944392
        3240   -0.684277   -0.601589 0.000944446
        3241   -0.685306   -0.601615 0.000944508
        3242   -0.686343   -0.601641 0.000944578
        3243   -0.687382   -0.601668 0.000944657
        3244   -0.688425   -0.601694 0.000944744
        3245   -0.689474   -0.601721  0.00094484
        3246   -0.690518   -0.601749 0.000944945
        3247   -0.691563   -0.601776 0.000945058
        3248   -0.692608   -0.601804 0.000945181
        3249   -0.693646   -0.601833 0.000945313
        3250   -0.694681   -0.601861 0.000945454
        3251   -0.695708    -0.60189 0.000945603
        3252   -0.696724   -0.601919 0.000945762
        3253    -0.69773   -0.601949  0.00094593
        3254   -0.698721   -0.601978 0.000946107
        3255   -0.699704   -0.602008 0.000946292
        3256   -0.700673   -0.602039 0.000946487
        3257   -0.701634   -0.602069  0.00094669
        3258   -0.702576     -0.6021 0.000946902
        3259   -0.703503   -0.602131 0.000947122
        3260   -0.704414   -0.602163 0.000947351
        3261   -0.705309   -0.602194 0.000947589
        3262   -0.706189   -0.602226 0.000947834
        3263   -0.707047   -0.602258 0.000948088
        3264    -0.70788   -0.602291  0.00094835
        3265   -0.708695   -0.602323 0.000948619
        3266   -0.709499   -0.602356 0.000948896
        3267   -0.710281   -0.602389  0.00094918
        3268   -0.711039   -0.602422 0.000949472
        3269   -0.711778   -0.602456 0.000949771
        3270   -0.712498   -0.602489 0.000950076
        3271   -0.713195   -0.602523 0.000950388
        3272   -0.713869   -0.602557 0.000950707
