#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         937   -0.577451   -0.541874  0.00120889
         938   -0.577377   -0.541912  0.00120819
         939   -0.577249    -0.54195  0.00120749
         940   -0.577064   -0.541987  0.00120678
         941   -0.576825   -0.542024  0.00120607
         942    -0.57653   -0.542061  0.00120534
         943   -0.576181   -0.542097  0.00120461
         944   -0.575779   -0.542132  0.00120386
         945   -0.575329   -0.542168   0.0012031
         946   -0.574833   -0.542202  0.00120232
         947   -0.574295   -0.542236  0.00120153
         948   -0.573723   -0.542269  0.00120072
         949   -0.573121   -0.542302   0.0011999
         950   -0.572495   -0.542333  0.00119905
         951   -0.571846   -0.542365  0.00119819
         952    -0.57119   -0.542395  0.00119732
         953   -0.570532   -0.542424  0.00119643
         954   -0.569874   -0.542453  0.00119552
         955   -0.569225   -0.542481  0.00119459
         956   -0.568592   -0.542508  0.00119366
         957    -0.56798   -0.542535  0.00119271
         958   -0.567388   -0.542561  0.00119174
         959   -0.566834   -0.542586  0.00119077
         960   -0.566321   -0.542611  0.00118979
         961   -0.565849   -0.542635  0.00118879
         962   -0.565428   -0.542659  0.00118779
         963   -0.565059   -0.542682  0.00118679
         964   -0.564755   -0.542705  0.00118578
         965   -0.564502   -0.542728  0.00118476
         966   -0.564317    -0.54275  0.00118375
         967   -0.564188   -0.542772  0.00118273
         968   -0.564129   -0.542794  0.00118172
         969   -0.564134   -0.542816   0.0011807
         970   -0.564208   -0.542838  0.00117969
         971   -0.564353    -0.54286  0.00117868
         972   -0.564568   -0.542883  0.00117768
         973    -0.56485   -0.542905  0.00117669
         974   -0.565199   -0.542928   0.0011757
         975   -0.565613   -0.542952  0.00117473
         976   -0.566093   -0.542975  0.00117376
         977    -0.56663   -0.542999  0.00117281
         978   -0.567229   -0.543024  0.00117187
         979   -0.567883    -0.54305  0.00117095
         980   -0.568587   -0.543076  0.00117005
         981   -0.569348   -0.543102  0.00116916
         982   -0.570153    -0.54313  0.00116829
         983   -0.571002   -0.543158  0.00116745
         984   -0.571893   -0.543188  0.00116663
         985   -0.572814   -0.543218  0.00116583
         986   -0.573774   -0.543249  0.00116506
         987   -0.574766   -0.543281  0.00116432
         988   -0.575779   -0.543313   0.0011636
         989   -0.576814   -0.543347  0.00116292
         990   -0.577864   -0.543382  0.00116227
         991   -0.578935   -0.543418  0.00116165
         992   -0.580015   -0.543455  0.00116106
         993   -0.581107   -0.543493  0.00116051
         994   -0.582199   -0.543532     0.00116
         995   -0.583295   -0.543572  0.00115952
         996   -0.584396   -0.543613  0.00115908
         997    -0.58549   -0.543655  0.00115868
         998   -0.586579   -0.543698  0.00115832
         999    -0.58767   -0.543742  0.00115799
        1000   -0.588749   -0.543787  0.00115771
        1001   -0.589812   -0.543833  0.00115747
        1002   -0.590867    -0.54388  0.00115726
        1003    -0.59191   -0.543928   0.0011571
        1004   -0.592936   -0.543976  0.00115698
        1005   -0.593951   -0.544026  0.00115689
        1006    -0.59495   -0.544077  0.00115685
        1007    -0.59593   -0.544128  0.00115685
        1008   -0.596887   -0.544181  0.00115688
        1009   -0.597831   -0.544234  0.00115696
        1010   -0.598756   -0.544288  0.00115707
        1011    -0.59966   -0.544343  0.00115722
        1012   -0.600545   -0.544398  0.00115741
        1013   -0.601411   -0.544454  0.00115763
        1014   -0.602261   -0.544511   0.0011579
        1015    -0.60309   -0.544569  0.00115819
        1016     -0.6039   -0.544627  0.00115852
        1017   -0.604692   -0.544687  0.00115889
        1018   -0.605464   -0.544746  0.00115929
        1019   -0.606218   -0.544807  0.00115972
        1020   -0.606949   -0.544867  0.00116018
        1021   -0.607665   -0.544929  0.00116067
        1022   -0.608358   -0.544991   0.0011612
        1023   -0.609033   -0.545054  0.00116175
        1024   -0.609686   -0.545117  0.00116233
        1025    -0.61032    -0.54518  0.00116293
        1026   -0.610934   -0.545244  0.00116356
        1027   -0.611529   -0.545309  0.00116422
        1028   -0.612101   -0.545374   0.0011649
        1029   -0.612658   -0.545439   0.0011656
        1030    -0.61319   -0.545505  0.00116632
        1031   -0.613704   -0.545571  0.00116706
        1032     -0.6142   -0.545638  0.00116783
        1033   -0.614668   -0.545705  0.00116861
        1034    -0.61512   -0.545772   0.0011694
        1035   -0.615551   -0.545839  0.00117021
        1036   -0.615961   -0.545907  0.00117104
        1037   -0.616349   -0.545975  0.00117188
        1038   -0.616716   -0.546043  0.00117273
        1039   -0.617058   -0.546111  0.00117359
        1040   -0.617377    -0.54618  0.00117446
        1041   -0.617678   -0.546248  0.00117534
        1042   -0.617955   -0.546317  0.00117623
        1043   -0.618212   -0.546386  0.00117712
        1044   -0.618447   -0.546455  0.00117801
        1045   -0.618661   -0.546524  0.00117891
        1046   -0.618855   -0.546594  0.00117981
        1047   -0.619028   -0.546663  0.00118071
        1048   -0.619185   -0.546732  0.00118161
        1049   -0.619314   -0.546801   0.0011825
        1050   -0.619422    -0.54687   0.0011834
        1051    -0.61951   -0.546939  0.00118429
        1052   -0.619577   -0.547008  0.00118518
        1053   -0.619627   -0.547077  0.00118605
        1054    -0.61966   -0.547146  0.00118693
        1055   -0.619681   -0.547215  0.00118779
        1056   -0.619683   -0.547284  0.00118865
        1057   -0.619663   -0.547352  0.00118949
        1058   -0.619628    -0.54742  0.00119033
        1059   -0.619581   -0.547489  0.00119115
        1060   -0.619515   -0.547557  0.00119197
        1061   -0.619435   -0.547624  0.00119277
        1062   -0.619349   -0.547692  0.00119355
        1063   -0.619246   -0.547759  0.00119433
        1064   -0.619137   -0.547826  0.00119509
        1065   -0.619018   -0.547893  0.00119583
        1066   -0.618889    -0.54796  0.00119657
        1067   -0.618751   -0.548026  0.00119728
        1068   -0.618608   -0.548092  0.00119798
        1069   -0.618458   -0.548158  0.00119867
        1070     -0.6183   -0.548223  0.00119934
        1071   -0.618134   -0.548289      0.0012
        1072   -0.617965   -0.548354  0.00120064
        1073   -0.617795   -0.548418  0.00120126
        1074   -0.617618   -0.548483  0.00120187
        1075   -0.617435   -0.548547  0.00120246
        1076   -0.617244   -0.548611  0.00120304
        1077    -0.61706   -0.548674   0.0012036
        1078    -0.61687   -0.548738  0.00120414
        1079   -0.616677   -0.548801  0.00120467
        1080   -0.616481   -0.548863  0.00120518
        1081   -0.616284   -0.548926  0.00120568
        1082   -0.616081   -0.548988  0.00120616
        1083   -0.615872   -0.549049  0.00120663
        1084   -0.615663   -0.549111  0.00120708
        1085   -0.615447   -0.549172  0.00120752
        1086   -0.615227   -0.549233  0.00120794
        1087   -0.614995   -0.549293  0.00120834
        1088   -0.614761   -0.549354  0.00120872
        1089   -0.614516   -0.549413  0.00120909
        1090    -0.61427   -0.549473  0.00120945
        1091   -0.614009   -0.549532  0.00120979
        1092   -0.613738   -0.549591  0.00121011
        1093   -0.613453   -0.549649  0.00121041
        1094   -0.613158   -0.549707  0.00121069
        1095   -0.612844   -0.549765  0.00121096
        1096    -0.61252   -0.549822  0.00121121
        1097    -0.61218   -0.549879  0.00121144
        1098   -0.611823   -0.549936  0.00121165
        1099   -0.611449   -0.549991  0.00121184
        1100   -0.611052   -0.550047  0.00121201
        1101   -0.610643   -0.550102  0.00121215
        1102   -0.610202   -0.550157  0.00121228
        1103   -0.609745   -0.550211  0.00121238
        1104   -0.609269   -0.550264  0.00121247
        1105   -0.608767   -0.550317  0.00121252
        1106   -0.608245   -0.550369  0.00121256
        1107   -0.607698   -0.550421  0.00121257
        1108   -0.607116   -0.550472  0.00121255
        1109   -0.606525   -0.550523  0.00121251
        1110   -0.605902   -0.550573  0.00121245
        1111   -0.605266   -0.550622  0.00121235
        1112   -0.604602   -0.550671  0.00121223
        1113   -0.603912   -0.550718  0.00121209
        1114   -0.603203   -0.550766  0.00121192
        1115   -0.602478   -0.550812  0.00121172
        1116   -0.601732   -0.550858  0.00121149
        1117   -0.600968   -0.550902  0.00121124
        1118   -0.600192   -0.550946  0.00121095
        1119   -0.599408    -0.55099  0.00121065
        1120   -0.598614   -0.551032  0.00121031
        1121   -0.597819   -0.551074  0.00120995
        1122   -0.597014   -0.551115  0.00120957
        1123    -0.59621   -0.551155  0.00120915
        1124   -0.595413   -0.551195  0.00120872
        1125   -0.594616   -0.551233  0.00120826
        1126   -0.593836   -0.551271  0.00120778
        1127   -0.593071   -0.551308  0.00120728
        1128   -0.592325   -0.551344  0.00120676
        1129   -0.591608    -0.55138  0.00120621
        1130   -0.590918   -0.551415  0.00120565
        1131   -0.590258   -0.551449  0.00120508
        1132   -0.589639   -0.551483  0.00120448
        1133   -0.589061   -0.551516  0.00120388
        1134   -0.588533   -0.551549  0.00120326
        1135   -0.588048   -0.551581  0.00120263
        1136   -0.587619   -0.551613  0.00120199
        1137   -0.587247   -0.551644  0.00120134
        1138   -0.586934   -0.551675  0.00120068
        1139   -0.586689   -0.551706  0.00120002
        1140   -0.586503   -0.551736  0.00119936
        1141   -0.586387   -0.551767  0.00119869
        1142   -0.586336   -0.551797  0.00119802
        1143   -0.586355   -0.551827  0.00119736
        1144   -0.586441   -0.551858  0.00119669
        1145   -0.586599   -0.551888  0.00119603
        1146   -0.586823   -0.551918  0.00119538
        1147   -0.587121   -0.551949  0.00119473
        1148   -0.587484    -0.55198  0.00119409
        1149   -0.587907   -0.552011  0.00119346
        1150     -0.5884   -0.552043  0.00119284
        1151   -0.588948   -0.552075  0.00119224
        1152   -0.589556   -0.552108  0.00119164
        1153   -0.590217   -0.552141  0.00119107
        1154   -0.590932   -0.552174  0.00119051
        1155   -0.591691   -0.552208  0.00118997
        1156   -0.592491   -0.552243  0.00118945
        1157   -0.593332   -0.552279  0.00118895
        1158   -0.594208   -0.552315  0.00118848
        1159    -0.59511   -0.552352  0.00118803
        1160   -0.596043    -0.55239   0.0011876
        1161   -0.596997   -0.552428   0.0011872
        1162   -0.597968   -0.552467  0.00118682
        1163    -0.59895   -0.552507  0.00118648
        1164   -0.599939   -0.552548  0.00118616
        1165    -0.60093   -0.552589  0.00118586
        1166   -0.601927   -0.552632   0.0011856
        1167   -0.602917   -0.552675  0.00118537
        1168   -0.603903   -0.552719  0.00118517
        1169   -0.604876   -0.552763  0.00118499
        1170   -0.605838   -0.552809  0.00118485
        1171    -0.60678   -0.552855  0.00118473
        1172   -0.607701   -0.552902  0.00118464
        1173   -0.608607   -0.552949  0.00118459
        1174   -0.609483   -0.552997  0.00118455
        1175   -0.610332   -0.553046  0.00118455
        1176   -0.611156   -0.553095  0.00118457
        1177   -0.611946   -0.553145  0.00118462
        1178   -0.612704   -0.553196  0.00118469
        1179   -0.613426   -0.553247  0.00118479
        1180   -0.614115   -0.553299  0.00118491
        1181   -0.614768   -0.553351  0.00118505
        1182   -0.615387   -0.553403  0.00118521
        1183   -0.615967   -0.553456  0.00118539
        1184   -0.616509   -0.553509  0.00118558
        1185   -0.617007   -0.553563  0.00118579
        1186   -0.617468   -0.553617  0.00118601
        1187   -0.617889   -0.553671  0.00118625
        1188   -0.618271   -0.553725   0.0011865
        1189   -0.618611    -0.55378  0.00118675
        1190   -0.618912   -0.553835  0.00118702
        1191    -0.61917   -0.553889  0.00118729
        1192   -0.619388   -0.553944  0.00118756
        1193   -0.619562   -0.553999  0.00118784
        1194   -0.619698   -0.554054  0.00118812
        1195   -0.619792   -0.554109   0.0011884
        1196   -0.619845   -0.554164  0.00118867
        1197   -0.619866   -0.554219  0.00118895
        1198   -0.619842   -0.554274  0.00118922
        1199   -0.619781   -0.554329  0.00118948
        1200   -0.619677   -0.554383  0.00118973
        1201   -0.619535   -0.554437  0.00118998
        1202   -0.619357   -0.554491  0.00119021
        1203   -0.619142   -0.554545  0.00119044
        1204   -0.618893   -0.554599  0.00119065
        1205    -0.61861   -0.554652  0.00119084
        1206   -0.618287   -0.554705  0.00119103
        1207   -0.617925   -0.554757  0.00119119
        1208   -0.617535   -0.554809  0.00119134
        1209   -0.617112    -0.55486  0.00119147
        1210   -0.616657   -0.554911  0.00119157
        1211   -0.616172   -0.554962  0.00119166
        1212    -0.61566   -0.555012  0.00119173
        1213   -0.615118   -0.555062  0.00119178
        1214   -0.614549   -0.555111   0.0011918
        1215   -0.613952   -0.555159  0.00119181
        1216   -0.613337   -0.555207  0.00119179
        1217   -0.612698   -0.555254  0.00119174
        1218   -0.612038   -0.555301  0.00119168
        1219   -0.611361   -0.555347  0.00119159
        1220   -0.610669   -0.555392  0.00119147
        1221    -0.60996   -0.555437  0.00119133
        1222   -0.609242   -0.555481  0.00119117
        1223   -0.608511   -0.555524  0.00119099
        1224   -0.607769   -0.555567  0.00119078
        1225   -0.607027   -0.555609  0.00119055
        1226   -0.606276    -0.55565  0.00119029
        1227   -0.605524   -0.555691  0.00119002
        1228   -0.604774   -0.555731  0.00118972
        1229   -0.604028    -0.55577   0.0011894
        1230   -0.603288   -0.555809  0.00118906
        1231   -0.602556   -0.555847   0.0011887
        1232   -0.601832   -0.555884  0.00118832
        1233    -0.60112   -0.555921  0.00118792
        1234   -0.600424   -0.555957  0.00118751
        1235   -0.599737   -0.555992  0.00118708
        1236   -0.599068   -0.556027  0.00118663
        1237    -0.59841   -0.556061  0.00118616
        1238   -0.597773   -0.556095  0.00118568
        1239   -0.597151   -0.556128  0.00118519
        1240   -0.596551   -0.556161  0.00118468
        1241   -0.595967   -0.556193  0.00118416
        1242   -0.595402   -0.556225  0.00118363
        1243    -0.59486   -0.556256  0.00118308
        1244   -0.594335   -0.556286  0.00118253
        1245   -0.593826   -0.556316  0.00118196
        1246   -0.593335   -0.556346  0.00118139
        1247    -0.59286   -0.556375   0.0011808
        1248   -0.592393   -0.556404  0.00118021
        1249   -0.591941   -0.556433  0.00117961
        1250   -0.591502   -0.556461    0.001179
        1251    -0.59107   -0.556488  0.00117838
        1252   -0.590654   -0.556516  0.00117776
        1253   -0.590237   -0.556543  0.00117712
        1254   -0.589823   -0.556569  0.00117648
        1255   -0.589411   -0.556595  0.00117584
        1256   -0.588995   -0.556621  0.00117518
        1257   -0.588582   -0.556647  0.00117452
        1258    -0.58816   -0.556672  0.00117386
        1259   -0.587734   -0.556696  0.00117318
        1260   -0.587308   -0.556721   0.0011725
        1261   -0.586865   -0.556744  0.00117182
        1262    -0.58641   -0.556768  0.00117113
        1263   -0.585945   -0.556791  0.00117043
        1264   -0.585466   -0.556814  0.00116972
        1265   -0.584976   -0.556836  0.00116901
        1266   -0.584475   -0.556858  0.00116829
        1267   -0.583958   -0.556879  0.00116756
        1268   -0.583427     -0.5569  0.00116683
        1269   -0.582878   -0.556921  0.00116609
        1270   -0.582323   -0.556941  0.00116534
        1271   -0.581754    -0.55696  0.00116459
        1272   -0.581173   -0.556979  0.00116383
        1273   -0.580587   -0.556998  0.00116306
        1274    -0.57999   -0.557016  0.00116229
        1275   -0.579379   -0.557033  0.00116151
        1276   -0.578769    -0.55705  0.00116072
        1277   -0.578155   -0.557067  0.00115993
        1278   -0.577539   -0.557083  0.00115914
        1279   -0.576924   -0.557098  0.00115833
        1280   -0.576314   -0.557113  0.00115753
        1281   -0.575704   -0.557128  0.00115671
        1282   -0.575107   -0.557142   0.0011559
        1283    -0.57452   -0.557155  0.00115507
        1284   -0.573948   -0.557169  0.00115425
        1285   -0.573392   -0.557181  0.00115342
        1286    -0.57285   -0.557193  0.00115259
        1287   -0.572331   -0.557205  0.00115175
        1288   -0.571835   -0.557217  0.00115091
        1289   -0.571366   -0.557227  0.00115007
        1290   -0.570925   -0.557238  0.00114923
        1291   -0.570512   -0.557248  0.00114839
        1292   -0.570129   -0.557258  0.00114754
        1293   -0.569776   -0.557268  0.00114669
        1294   -0.569458   -0.557277  0.00114585
        1295   -0.569175   -0.557287    0.001145
        1296   -0.568927   -0.557296  0.00114415
        1297   -0.568711   -0.557304   0.0011433
        1298   -0.568526   -0.557313  0.00114245
        1299   -0.568381   -0.557322  0.00114161
        1300   -0.568268    -0.55733  0.00114076
        1301   -0.568188   -0.557338  0.00113991
        1302   -0.568145   -0.557347  0.00113907
        1303   -0.568124   -0.557355  0.00113822
        1304   -0.568135   -0.557363  0.00113738
        1305   -0.568175   -0.557371  0.00113654
        1306   -0.568247    -0.55738   0.0011357
        1307   -0.568341   -0.557388  0.00113486
        1308   -0.568462   -0.557397  0.00113402
        1309   -0.568601   -0.557405  0.00113319
        1310    -0.56876   -0.557414  0.00113236
        1311   -0.568934   -0.557423  0.00113153
        1312   -0.569129   -0.557432   0.0011307
        1313   -0.569338   -0.557441  0.00112988
        1314   -0.569552    -0.55745  0.00112906
        1315    -0.56978   -0.557459  0.00112824
        1316    -0.57001   -0.557469  0.00112742
        1317   -0.570248   -0.557478   0.0011266
        1318   -0.570491   -0.557488  0.00112579
        1319   -0.570738   -0.557498  0.00112498
        1320    -0.57098   -0.557509  0.00112418
        1321   -0.571218   -0.557519  0.00112337
        1322   -0.571453    -0.55753  0.00112257
        1323   -0.571683    -0.55754  0.00112178
        1324   -0.571911   -0.557551  0.00112098
        1325   -0.572135   -0.557562  0.00112019
        1326   -0.572345   -0.557573   0.0011194
        1327   -0.572546   -0.557585  0.00111861
        1328   -0.572736   -0.557596  0.00111783
        1329   -0.572915   -0.557607  0.00111705
        1330   -0.573082   -0.557619  0.00111627
        1331   -0.573233   -0.557631  0.00111549
        1332   -0.573374   -0.557643  0.00111472
        1333     -0.5735   -0.557655  0.00111394
        1334   -0.573611   -0.557667  0.00111317
        1335   -0.573711   -0.557679   0.0011124
        1336    -0.57379   -0.557691  0.00111164
        1337   -0.573852   -0.557703  0.00111087
        1338   -0.573895   -0.557715  0.00111011
        1339   -0.573923   -0.557727  0.00110934
        1340   -0.573927   -0.557739  0.00110858
        1341   -0.573914   -0.557751  0.00110782
        1342   -0.573879   -0.557763  0.00110706
        1343   -0.573822   -0.557775   0.0011063
        1344   -0.573741   -0.557787  0.00110554
        1345   -0.573637   -0.557799  0.00110478
        1346   -0.573502    -0.55781  0.00110402
        1347   -0.573343   -0.557822  0.00110326
        1348    -0.57315   -0.557833   0.0011025
        1349    -0.57293   -0.557844  0.00110174
        1350   -0.572675   -0.557855  0.00110098
        1351   -0.572384   -0.557866  0.00110022
        1352   -0.572055   -0.557877  0.00109946
        1353   -0.571683   -0.557887  0.00109869
        1354   -0.571269   -0.557897  0.00109792
        1355   -0.570806   -0.557906  0.00109716
        1356   -0.570294   -0.557915  0.00109638
        1357   -0.569734   -0.557924  0.00109561
        1358   -0.569116   -0.557932  0.00109483
        1359   -0.568448    -0.55794  0.00109406
        1360   -0.567724   -0.557947  0.00109328
        1361   -0.566941   -0.557954  0.00109249
        1362   -0.566099    -0.55796  0.00109171
        1363   -0.565199   -0.557965  0.00109092
        1364   -0.564238    -0.55797  0.00109013
        1365   -0.563218   -0.557974  0.00108934
        1366   -0.562137   -0.557977  0.00108854
        1367      -0.561   -0.557979  0.00108775
        1368   -0.559814    -0.55798  0.00108696
        1369   -0.558575   -0.557981  0.00108616
        1370   -0.557296    -0.55798  0.00108537
        1371   -0.555975   -0.557979  0.00108458
        1372   -0.554627   -0.557976  0.00108379
        1373   -0.553252   -0.557973  0.00108301
        1374   -0.551864   -0.557968  0.00108223
        1375   -0.550481   -0.557963  0.00108145
        1376   -0.549111   -0.557957  0.00108069
        1377    -0.54777   -0.557949  0.00107993
        1378   -0.546462   -0.557941  0.00107918
        1379   -0.545208   -0.557932  0.00107843
        1380   -0.544021   -0.557921   0.0010777
        1381   -0.542917   -0.557911  0.00107697
        1382    -0.54191   -0.557899  0.00107626
        1383   -0.541013   -0.557887  0.00107555
        1384   -0.540242   -0.557874  0.00107485
        1385     -0.5396   -0.557861  0.00107415
        1386   -0.539105   -0.557847  0.00107346
        1387   -0.538759   -0.557834  0.00107277
        1388   -0.538573    -0.55782  0.00107209
        1389   -0.538551   -0.557806  0.00107141
        1390   -0.538687   -0.557792  0.00107073
        1391   -0.538984   -0.557779  0.00107004
        1392   -0.539435   -0.557765  0.00106936
        1393   -0.540035   -0.557753  0.00106866
        1394   -0.540775    -0.55774  0.00106797
        1395    -0.54164   -0.557729  0.00106726
        1396   -0.542621   -0.557718  0.00106655
        1397   -0.543704   -0.557708  0.00106584
        1398   -0.544874   -0.557699  0.00106511
        1399    -0.54611   -0.557691  0.00106438
        1400   -0.547397   -0.557683  0.00106365
        1401   -0.548722   -0.557677  0.00106291
        1402    -0.55006   -0.557671  0.00106217
        1403   -0.551396   -0.557667  0.00106142
        1404   -0.552714   -0.557663  0.00106067
        1405   -0.553999   -0.557661  0.00105992
        1406   -0.555235   -0.557659  0.00105916
        1407   -0.556413   -0.557658  0.00105841
        1408   -0.557523   -0.557658  0.00105766
        1409   -0.558546   -0.557659  0.00105691
        1410   -0.559475    -0.55766  0.00105616
        1411   -0.560302   -0.557662  0.00105541
        1412   -0.561021   -0.557664  0.00105467
        1413    -0.56163   -0.557667  0.00105393
        1414   -0.562117    -0.55767  0.00105319
        1415   -0.562483   -0.557674  0.00105245
        1416   -0.562728   -0.557677  0.00105171
        1417   -0.562846   -0.557681  0.00105097
        1418   -0.562841   -0.557684  0.00105024
        1419   -0.562716   -0.557688   0.0010495
        1420   -0.562469   -0.557691  0.00104877
        1421   -0.562103   -0.557695  0.00104804
        1422   -0.561626   -0.557697   0.0010473
        1423   -0.561045     -0.5577  0.00104657
        1424   -0.560363   -0.557701  0.00104584
        1425   -0.559593   -0.557703   0.0010451
        1426   -0.558739   -0.557704  0.00104437
        1427   -0.557802   -0.557704  0.00104364
        1428   -0.556807   -0.557703  0.00104291
        1429   -0.555763   -0.557702  0.00104218
        1430   -0.554677     -0.5577  0.00104145
        1431   -0.553563   -0.557697  0.00104073
        1432   -0.552436   -0.557693  0.00104001
        1433   -0.551305   -0.557688  0.00103929
        1434    -0.55019   -0.557683  0.00103858
        1435   -0.549103   -0.557677  0.00103788
        1436   -0.548058   -0.557671  0.00103717
        1437   -0.547075   -0.557663  0.00103648
        1438   -0.546156   -0.557655  0.00103579
        1439   -0.545323   -0.557647   0.0010351
        1440   -0.544589   -0.557638  0.00103443
        1441    -0.54396   -0.557628  0.00103375
        1442   -0.543441   -0.557618  0.00103308
        1443   -0.543059   -0.557608  0.00103241
        1444   -0.542806   -0.557598  0.00103175
        1445    -0.54269   -0.557588  0.00103109
        1446   -0.542717   -0.557577  0.00103043
        1447   -0.542885   -0.557567  0.00102976
        1448   -0.543197   -0.557557   0.0010291
        1449   -0.543653   -0.557548  0.00102843
        1450   -0.544242   -0.557538  0.00102777
        1451   -0.544958    -0.55753  0.00102709
        1452   -0.545796   -0.557522  0.00102642
        1453   -0.546747   -0.557514  0.00102574
        1454   -0.547802   -0.557508  0.00102506
        1455    -0.54895   -0.557502  0.00102437
        1456   -0.550177   -0.557497  0.00102368
        1457   -0.551476   -0.557493  0.00102298
        1458   -0.552838   -0.557489  0.00102229
        1459   -0.554239   -0.557487  0.00102159
        1460   -0.555676   -0.557486  0.00102089
        1461   -0.557131   -0.557486  0.00102019
        1462   -0.558609   -0.557486  0.00101949
        1463   -0.560087   -0.557488   0.0010188
        1464   -0.561558   -0.557491  0.00101811
        1465   -0.563012   -0.557495  0.00101742
        1466   -0.564446   -0.557499  0.00101673
        1467   -0.565857   -0.557505  0.00101606
        1468    -0.56724   -0.557512  0.00101539
        1469   -0.568575   -0.557519  0.00101472
        1470    -0.56987   -0.557528  0.00101407
        1471   -0.571118   -0.557537  0.00101342
        1472   -0.572312   -0.557547  0.00101278
        1473   -0.573453   -0.557558  0.00101215
        1474   -0.574542   -0.557569  0.00101153
        1475   -0.575585   -0.557582  0.00101092
        1476   -0.576573   -0.557594  0.00101032
        1477   -0.577511   -0.557608  0.00100972
        1478   -0.578394   -0.557622  0.00100914
        1479   -0.579232   -0.557637  0.00100856
        1480   -0.580015   -0.557652  0.00100799
        1481   -0.580753   -0.557667  0.00100743
        1482   -0.581437   -0.557683  0.00100688
        1483   -0.582082     -0.5577  0.00100634
        1484   -0.582684   -0.557717   0.0010058
        1485   -0.583246   -0.557734  0.00100527
        1486    -0.58377   -0.557751  0.00100474
        1487   -0.584258   -0.557769  0.00100423
        1488   -0.584706   -0.557787  0.00100371
        1489   -0.585131   -0.557806  0.00100321
        1490    -0.58552   -0.557824  0.00100271
        1491   -0.585882   -0.557843  0.00100221
        1492   -0.586221   -0.557862  0.00100172
        1493   -0.586535   -0.557881  0.00100123
        1494   -0.586827   -0.557901  0.00100075
        1495   -0.587104    -0.55792  0.00100027
        1496   -0.587359    -0.55794 0.000999797
        1497   -0.587592    -0.55796 0.000999325
        1498   -0.587814    -0.55798 0.000998857
        1499   -0.588021      -0.558 0.000998391
        1500    -0.58821    -0.55802 0.000997929
        1501   -0.588383    -0.55804 0.000997469
        1502    -0.58855    -0.55806 0.000997012
        1503   -0.588704   -0.558081 0.000996557
        1504   -0.588848   -0.558101 0.000996104
        1505   -0.588988   -0.558122 0.000995654
        1506   -0.589109   -0.558142 0.000995205
        1507   -0.589234   -0.558163 0.000994759
        1508   -0.589347   -0.558184 0.000994314
        1509    -0.58945   -0.558204 0.000993871
        1510   -0.589541   -0.558225 0.000993429
        1511   -0.589637   -0.558246 0.000992989
        1512   -0.589725   -0.558267 0.000992551
        1513   -0.589803   -0.558288 0.000992114
        1514    -0.58988   -0.558308 0.000991678
        1515   -0.589948   -0.558329 0.000991243
        1516   -0.590008    -0.55835  0.00099081
        1517   -0.590058   -0.558371 0.000990377
        1518   -0.590105   -0.558392 0.000989945
        1519   -0.590143   -0.558413 0.000989514
        1520   -0.590176   -0.558434 0.000989084
        1521   -0.590203   -0.558455 0.000988654
        1522   -0.590225   -0.558476 0.000988225
        1523   -0.590238   -0.558496 0.000987796
        1524   -0.590243   -0.558517 0.000987367
        1525   -0.590244   -0.558538 0.000986939
        1526   -0.590238   -0.558559 0.000986511
        1527   -0.590222    -0.55858 0.000986083
        1528   -0.590199     -0.5586 0.000985654
        1529   -0.590168   -0.558621 0.000985226
        1530   -0.590129   -0.558641 0.000984797
        1531   -0.590083   -0.558662 0.000984368
        1532   -0.590031   -0.558682 0.000983938
        1533   -0.589975   -0.558703 0.000983508
        1534   -0.589906   -0.558723 0.000983078
        1535   -0.589832   -0.558743 0.000982646
        1536   -0.589746   -0.558764 0.000982213
        1537   -0.589657   -0.558784  0.00098178
        1538   -0.589559   -0.558804 0.000981346
        1539   -0.589459   -0.558824  0.00098091
        1540   -0.589347   -0.558844 0.000980473
        1541   -0.589228   -0.558863 0.000980035
        1542   -0.589109   -0.558883 0.000979596
        1543   -0.588976   -0.558902 0.000979155
        1544   -0.588842   -0.558922 0.000978713
        1545     -0.5887   -0.558941 0.000978269
        1546   -0.588553    -0.55896 0.000977824
        1547   -0.588402   -0.558979 0.000977377
        1548   -0.588249   -0.558998 0.000976929
        1549   -0.588085   -0.559017 0.000976479
        1550   -0.587922   -0.559036 0.000976027
        1551   -0.587756   -0.559054 0.000975573
        1552   -0.587588   -0.559072 0.000975118
        1553   -0.587415   -0.559091  0.00097466
        1554    -0.58724   -0.559109 0.000974202
        1555   -0.587067   -0.559127 0.000973741
        1556    -0.58689   -0.559145 0.000973279
        1557   -0.586713   -0.559162 0.000972815
        1558    -0.58654    -0.55918 0.000972349
        1559   -0.586368   -0.559197 0.000971882
        1560   -0.586197   -0.559215 0.000971413
        1561   -0.586022   -0.559232 0.000970942
        1562   -0.585857   -0.559249  0.00097047
        1563   -0.585688   -0.559266 0.000969997
        1564   -0.585522   -0.559283 0.000969522
        1565   -0.585352   -0.559299 0.000969045
        1566   -0.585185   -0.559316 0.000968568
        1567   -0.585023   -0.559332 0.000968088
        1568   -0.584868   -0.559348 0.000967608
        1569    -0.58471   -0.559365 0.000967126
        1570   -0.584562   -0.559381 0.000966643
        1571   -0.584415   -0.559397 0.000966159
        1572   -0.584272   -0.559412 0.000965674
        1573   -0.584132   -0.559428 0.000965188
