#  BLOCK      BIN       VELOCITY     AVE_POFV    CUM_POFV      ERROR
      58      26        7.06667              0              0              0
      58      27        7.33333              0              0              0
      58      28            7.6              0              0              0
      58      29        7.86667              0              0              0
      59       0       0.133333              0              0              0
      59       1            0.4      0.0347222      0.0347222              0
      59       2       0.666667       0.104167       0.104167              0
      59       3       0.933333       0.381944       0.375471     0.00608617
      59       4            1.2       0.381944       0.351342     0.00552605
      59       5        1.46667       0.555556       0.580862     0.00331145
      59       6        1.73333       0.590278       0.583216      0.0029753
      59       7              2       0.347222       0.351342      0.0030106
      59       8        2.26667       0.520833       0.481403     0.00419932
      59       9        2.53333       0.243056       0.242467     0.00195037
      59      10            2.8       0.243056       0.291902     0.00277521
      59      11        3.06667      0.0694444      0.0876883     0.00366166
      59      12        3.33333       0.104167       0.118291     0.00222059
      59      13            3.6      0.0694444      0.0429614     0.00192309
      59      14        3.86667      0.0694444      0.0694444              0
      59      15        4.13333      0.0347222      0.0347222              0
      59      16            4.4              0              0              0
      59      17        4.66667              0              0              0
      59      18        4.93333              0              0              0
      59      19            5.2              0              0              0
      59      20        5.46667              0              0              0
      59      21        5.73333              0              0              0
      59      22              6              0              0              0
      59      23        6.26667              0              0              0
      59      24        6.53333              0              0              0
      59      25            6.8              0              0              0
      59      26        7.06667              0              0              0
      59      27        7.33333              0              0              0
      59      28            7.6              0              0              0
      59      29        7.86667              0              0              0
      60       0       0.133333              0              0              0
      60       1            0.4      0.0347222      0.0347222              0
      60       2       0.666667       0.104167       0.104167              0
      60       3       0.933333       0.381944       0.375579     0.00598569
      60       4            1.2       0.381944       0.351852     0.00545743
      60       5        1.46667       0.555556        0.58044     0.00328301
      60       6        1.73333       0.590278       0.583333     0.00292803
      60       7              2       0.347222       0.351273     0.00296121
      60       8        2.26667       0.520833        0.48206     0.00418044
      60       9        2.53333       0.243056       0.242477     0.00191789
      60      10            2.8       0.243056       0.291088     0.00284587
      60      11        3.06667      0.0694444      0.0873843     0.00361323
      60      12        3.33333       0.104167       0.118056     0.00219603
      60      13            3.6      0.0694444      0.0434028     0.00194103
      60      14        3.86667      0.0694444      0.0694444              0
      60      15        4.13333      0.0347222      0.0347222              0
      60      16            4.4              0              0              0
      60      17        4.66667              0              0              0
      60      18        4.93333              0              0              0
      60      19            5.2              0              0              0
      60      20        5.46667              0              0              0
      60      21        5.73333              0              0              0
      60      22              6              0              0              0
      60      23        6.26667              0              0              0
      60      24        6.53333              0              0              0
      60      25            6.8              0              0              0
      60      26        7.06667              0              0              0
      60      27        7.33333              0              0              0
      60      28            7.6              0              0              0
      60      29        7.86667              0              0              0
      61       0       0.133333              0              0              0
      61       1            0.4      0.0347222      0.0347222              0
      61       2       0.666667       0.104167       0.104167              0
      61       3       0.933333       0.381944       0.375683     0.00588847
      61       4            1.2       0.381944       0.352345     0.00539022
      61       5        1.46667       0.555556       0.580032     0.00325443
      61       6        1.73333       0.590278       0.583447     0.00288225
      61       7              2       0.347222       0.351207     0.00291341
      61       8        2.26667       0.486111       0.482127     0.00411244
      61       9        2.53333       0.277778       0.243056     0.00197182
      61      10            2.8       0.243056       0.290301     0.00290611
      61      11        3.06667      0.0694444      0.0870902     0.00356595
      61      12        3.33333       0.104167       0.117828      0.0021718
      61      13            3.6      0.0694444      0.0438297      0.0019556
      61      14        3.86667      0.0694444      0.0694444              0
      61      15        4.13333      0.0347222      0.0347222              0
      61      16            4.4              0              0              0
      61      17        4.66667              0              0              0
      61      18        4.93333              0              0              0
      61      19            5.2              0              0              0
      61      20        5.46667              0              0              0
      61      21        5.73333              0              0              0
      61      22              6              0              0              0
      61      23        6.26667              0              0              0
      61      24        6.53333              0              0              0
      61      25            6.8              0              0              0
      61      26        7.06667              0              0              0
      61      27        7.33333              0              0              0
      61      28            7.6              0              0              0
      61      29        7.86667              0              0              0
      62       0       0.133333              0              0              0
      62       1            0.4      0.0347222      0.0347222              0
      62       2       0.666667       0.138889       0.104727    0.000555501
      62       3       0.933333       0.347222       0.375224     0.00581136
      62       4            1.2       0.381944       0.352823     0.00532438
      62       5        1.46667       0.555556       0.579637      0.0032258
      62       6        1.73333       0.555556       0.582997     0.00287065
      62       7              2       0.381944       0.351703     0.00290829
      62       8        2.26667       0.486111       0.482191     0.00404661
      62       9        2.53333       0.277778       0.243616     0.00201798
      62      10            2.8       0.243056       0.289539     0.00295745
      62      11        3.06667      0.0694444      0.0868056     0.00351977
      62      12        3.33333       0.104167       0.117608     0.00214792
      62      13            3.6      0.0694444      0.0442428     0.00196721
      62      14        3.86667      0.0694444      0.0694444              0
      62      15        4.13333      0.0347222      0.0347222              0
      62      16            4.4              0              0              0
      62      17        4.66667              0              0              0
      62      18        4.93333              0              0              0
      62      19            5.2              0              0              0
      62      20        5.46667              0              0              0
      62      21        5.73333              0              0              0
      62      22              6              0              0              0
      62      23        6.26667              0              0              0
      62      24        6.53333              0              0              0
      62      25            6.8              0              0              0
      62      26        7.06667              0              0              0
      62      27        7.33333              0              0              0
      62      28            7.6              0              0              0
      62      29        7.86667              0              0              0
      63       0       0.133333              0              0              0
      63       1            0.4      0.0347222      0.0347222              0
      63       2       0.666667       0.104167       0.104718    0.000546755
      63       3       0.933333       0.416667       0.375882     0.00575623
      63       4            1.2       0.347222       0.352734     0.00524061
      63       5        1.46667       0.555556       0.579255     0.00319716
      63       6        1.73333       0.555556       0.582562     0.00285794
      63       7              2       0.381944       0.352183     0.00290147
      63       8        2.26667       0.486111       0.482253     0.00398286
      63       9        2.53333       0.277778       0.244158     0.00205752
      63      10            2.8       0.243056       0.288801     0.00300113
      63      11        3.06667      0.0694444        0.08653     0.00347467
      63      12        3.33333       0.104167       0.117394     0.00212439
      63      13            3.6      0.0694444      0.0446429     0.00197624
      63      14        3.86667      0.0694444      0.0694444              0
      63      15        4.13333      0.0347222      0.0347222              0
      63      16            4.4              0              0              0
      63      17        4.66667              0              0              0
      63      18        4.93333              0              0              0
      63      19            5.2              0              0              0
      63      20        5.46667              0              0              0
      63      21        5.73333              0              0              0
      63      22              6              0              0              0
      63      23        6.26667              0              0              0
      63      24        6.53333              0              0              0
      63      25            6.8              0              0              0
      63      26        7.06667              0              0              0
      63      27        7.33333              0              0              0
      63      28            7.6              0              0              0
      63      29        7.86667              0              0              0
      64       0       0.133333              0              0              0
      64       1            0.4      0.0347222      0.0347222              0
      64       2       0.666667       0.104167       0.104709    0.000538279
      64       3       0.933333       0.416667       0.376519     0.00570146
      64       4            1.2       0.347222       0.352648     0.00515943
      64       5        1.46667       0.555556       0.578885     0.00316858
      64       6        1.73333       0.555556        0.58214     0.00284427
      64       7              2       0.381944       0.352648     0.00289317
      64       8        2.26667       0.486111       0.482313     0.00392108
      64       9        2.53333       0.277778       0.244683     0.00209136
      64      10            2.8       0.243056       0.288086     0.00303816
      64      11        3.06667      0.0694444       0.086263     0.00343062
      64      12        3.33333       0.104167       0.117188     0.00210123
      64      13            3.6      0.0694444      0.0450304     0.00198299
      64      14        3.86667      0.0694444      0.0694444              0
      64      15        4.13333      0.0347222      0.0347222              0
      64      16            4.4              0              0              0
      64      17        4.66667              0              0              0
      64      18        4.93333              0              0              0
      64      19            5.2              0              0              0
      64      20        5.46667              0              0              0
      64      21        5.73333              0              0              0
      64      22              6              0              0              0
      64      23        6.26667              0              0              0
      64      24        6.53333              0              0              0
      64      25            6.8              0              0              0
      64      26        7.06667              0              0              0
      64      27        7.33333              0              0              0
      64      28            7.6              0              0              0
      64      29        7.86667              0              0              0
      65       0       0.133333              0              0              0
      65       1            0.4      0.0347222      0.0347222              0
      65       2       0.666667       0.104167       0.104701    0.000530063
      65       3       0.933333       0.416667       0.377137      0.0056471
      65       4            1.2       0.347222       0.352564     0.00508073
      65       5        1.46667       0.555556       0.578526     0.00314009
      65       6        1.73333       0.555556       0.581731     0.00282976
      65       7              2       0.347222       0.352564     0.00284986
      65       8        2.26667       0.555556        0.48344      0.0040194
      65       9        2.53333       0.243056       0.244658     0.00205933
      65      10            2.8       0.243056       0.287393     0.00306939
      65      11        3.06667      0.0694444      0.0860043     0.00338759
      65      12        3.33333       0.104167       0.116987     0.00207843
      65      13            3.6      0.0694444       0.045406     0.00198774
      65      14        3.86667      0.0694444      0.0694444              0
      65      15        4.13333      0.0347222      0.0347222              0
      65      16            4.4              0              0              0
      65      17        4.66667              0              0              0
      65      18        4.93333              0              0              0
      65      19            5.2              0              0              0
      65      20        5.46667              0              0              0
      65      21        5.73333              0              0              0
      65      22              6              0              0              0
      65      23        6.26667              0              0              0
      65      24        6.53333              0              0              0
      65      25            6.8              0              0              0
      65      26        7.06667              0              0              0
      65      27        7.33333              0              0              0
      65      28            7.6              0              0              0
      65      29        7.86667              0              0              0
      66       0       0.133333              0              0              0
      66       1            0.4      0.0347222      0.0347222              0
      66       2       0.666667       0.104167       0.104693    0.000522094
      66       3       0.933333       0.416667       0.377736     0.00559321
      66       4            1.2       0.347222       0.352483     0.00500439
      66       5        1.46667       0.555556       0.578178     0.00311174
      66       6        1.73333       0.555556       0.581334     0.00281454
      66       7              2       0.347222       0.352483     0.00280783
      66       8        2.26667       0.555556       0.484533     0.00410433
      66       9        2.53333       0.243056       0.244634     0.00202827
      66      10            2.8       0.243056       0.286721     0.00309553
      66      11        3.06667      0.0694444      0.0857534     0.00334554
      66      12        3.33333       0.104167       0.116793     0.00205599
      66      13            3.6      0.0694444      0.0457702     0.00199071
      66      14        3.86667      0.0694444      0.0694444              0
      66      15        4.13333      0.0347222      0.0347222              0
      66      16            4.4              0              0              0
      66      17        4.66667              0              0              0
      66      18        4.93333              0              0              0
      66      19            5.2              0              0              0
      66      20        5.46667              0              0              0
      66      21        5.73333              0              0              0
      66      22              6              0              0              0
      66      23        6.26667              0              0              0
      66      24        6.53333              0              0              0
      66      25            6.8              0              0              0
      66      26        7.06667              0              0              0
      66      27        7.33333              0              0              0
      66      28            7.6              0              0              0
      66      29        7.86667              0              0              0
      67       0       0.133333              0              0              0
      67       1            0.4      0.0347222      0.0347222              0
      67       2       0.666667       0.104167       0.104685     0.00051436
      67       3       0.933333       0.416667       0.378317     0.00553983
      67       4            1.2       0.381944       0.352923     0.00494898
      67       5        1.46667       0.520833       0.577322     0.00318083
      67       6        1.73333       0.555556       0.580949     0.00279871
      67       7              2       0.347222       0.352405     0.00276702
      67       8        2.26667       0.555556       0.485593     0.00417772
      67       9        2.53333       0.243056        0.24461     0.00199814
      67      10            2.8       0.243056        0.28607     0.00311718
      67      11        3.06667      0.0694444        0.08551     0.00330445
      67      12        3.33333       0.104167       0.116604     0.00203393
      67      13            3.6      0.0694444      0.0461235     0.00199211
      67      14        3.86667      0.0694444      0.0694444              0
      67      15        4.13333      0.0347222      0.0347222              0
      67      16            4.4              0              0              0
      67      17        4.66667              0              0              0
      67      18        4.93333              0              0              0
      67      19            5.2              0              0              0
      67      20        5.46667              0              0              0
      67      21        5.73333              0              0              0
      67      22              6              0              0              0
      67      23        6.26667              0              0              0
      67      24        6.53333              0              0              0
      67      25            6.8              0              0              0
      67      26        7.06667              0              0              0
      67      27        7.33333              0              0              0
      67      28            7.6              0              0              0
      67      29        7.86667              0              0              0
      68       0       0.133333              0              0              0
      68       1            0.4      0.0347222      0.0347222              0
      68       2       0.666667       0.104167       0.104677    0.000506852
      68       3       0.933333       0.416667       0.378881     0.00548699
      68       4            1.2       0.381944        0.35335     0.00489457
      68       5        1.46667       0.520833       0.576491     0.00324071
      68       6        1.73333       0.555556       0.580576     0.00278235
      68       7              2       0.347222       0.352328     0.00272738
      68       8        2.26667       0.555556       0.486622     0.00424108
      68       9        2.53333       0.243056       0.244587     0.00196888
      68      10            2.8       0.243056       0.285437     0.00313486
      68      11        3.06667      0.0694444      0.0852737     0.00326429
      68      12        3.33333       0.104167       0.116422     0.00201222
      68      13            3.6      0.0694444      0.0464665     0.00199211
      68      14        3.86667      0.0694444      0.0694444              0
      68      15        4.13333      0.0347222      0.0347222              0
      68      16            4.4              0              0              0
      68      17        4.66667              0              0              0
      68      18        4.93333              0              0              0
      68      19            5.2              0              0              0
      68      20        5.46667              0              0              0
      68      21        5.73333              0              0              0
      68      22              6              0              0              0
      68      23        6.26667              0              0              0
      68      24        6.53333              0              0              0
      68      25            6.8              0              0              0
      68      26        7.06667              0              0              0
      68      27        7.33333              0              0              0
      68      28            7.6              0              0              0
      68      29        7.86667              0              0              0
      69       0       0.133333              0              0              0
      69       1            0.4      0.0347222      0.0347222              0
      69       2       0.666667       0.104167        0.10467    0.000499561
      69       3       0.933333       0.451389       0.379932     0.00550718
      69       4            1.2       0.347222       0.353261     0.00482444
      69       5        1.46667       0.520833       0.575684      0.0032926
      69       6        1.73333       0.555556       0.580213     0.00276556
      69       7              2       0.347222       0.352254     0.00268885
      69       8        2.26667       0.555556       0.487621     0.00429568
      69       9        2.53333       0.243056       0.244565     0.00194047
      69      10            2.8       0.243056       0.284823     0.00314903
      69      11        3.06667      0.0694444      0.0850443     0.00322503
      69      12        3.33333       0.104167       0.116244     0.00199088
      69      13            3.6      0.0694444      0.0467995     0.00199088
      69      14        3.86667      0.0694444      0.0694444              0
      69      15        4.13333      0.0347222      0.0347222              0
      69      16            4.4              0              0              0
      69      17        4.66667              0              0              0
      69      18        4.93333              0              0              0
      69      19            5.2              0              0              0
      69      20        5.46667              0              0              0
      69      21        5.73333              0              0              0
      69      22              6              0              0              0
      69      23        6.26667              0              0              0
      69      24        6.53333              0              0              0
      69      25            6.8              0              0              0
      69      26        7.06667              0              0              0
      69      27        7.33333              0              0              0
      69      28            7.6              0              0              0
      69      29        7.86667              0              0              0
      70       0       0.133333              0              0              0
      70       1            0.4      0.0347222      0.0347222              0
      70       2       0.666667       0.104167       0.104663    0.000492476
      70       3       0.933333       0.451389       0.380952      0.0055223
      70       4            1.2       0.347222       0.353175     0.00475629
      70       5        1.46667       0.520833       0.574901      0.0033375
      70       6        1.73333       0.555556       0.579861     0.00274839
      70       7              2       0.347222       0.352183      0.0026514
      70       8        2.26667       0.555556       0.488591     0.00434255
      70       9        2.53333       0.243056       0.244544     0.00191287
      70      10            2.8       0.243056       0.284226     0.00316007
      70      11        3.06667      0.0694444      0.0848214     0.00318665
      70      12        3.33333       0.104167       0.116071      0.0019699
      70      13            3.6      0.0694444       0.047123     0.00198855
      70      14        3.86667      0.0694444      0.0694444              0
      70      15        4.13333      0.0347222      0.0347222              0
      70      16            4.4              0              0              0
      70      17        4.66667              0              0              0
      70      18        4.93333              0              0              0
      70      19            5.2              0              0              0
      70      20        5.46667              0              0              0
      70      21        5.73333              0              0              0
      70      22              6              0              0              0
      70      23        6.26667              0              0              0
      70      24        6.53333              0              0              0
      70      25            6.8              0              0              0
      70      26        7.06667              0              0              0
      70      27        7.33333              0              0              0
      70      28            7.6              0              0              0
      70      29        7.86667              0              0              0
      71       0       0.133333              0              0              0
      71       1            0.4      0.0347222      0.0347222              0
      71       2       0.666667       0.104167       0.104656    0.000485589
      71       3       0.933333       0.451389       0.381944     0.00553292
      71       4            1.2       0.347222       0.353091     0.00469004
      71       5        1.46667       0.520833       0.574139     0.00337625
      71       6        1.73333       0.520833        0.57903     0.00283264
      71       7              2       0.381944       0.352602     0.00264699
      71       8        2.26667       0.555556       0.489534     0.00438262
      71       9        2.53333       0.243056       0.244523     0.00188604
      71      10            2.8       0.243056       0.283646     0.00316831
      71      11        3.06667      0.0694444      0.0846049     0.00314912
      71      12        3.33333       0.104167       0.115904     0.00194928
      71      13            3.6      0.0694444      0.0474374     0.00198524
      71      14        3.86667      0.0694444      0.0694444              0
      71      15        4.13333      0.0347222      0.0347222              0
      71      16            4.4              0              0              0
      71      17        4.66667              0              0              0
      71      18        4.93333              0              0              0
      71      19            5.2              0              0              0
      71      20        5.46667              0              0              0
      71      21        5.73333              0              0              0
      71      22              6              0              0              0
      71      23        6.26667              0              0              0
      71      24        6.53333              0              0              0
      71      25            6.8              0              0              0
      71      26        7.06667              0              0              0
      71      27        7.33333              0              0              0
      71      28            7.6              0              0              0
      71      29        7.86667              0              0              0
      72       0       0.133333              0              0              0
      72       1            0.4      0.0347222      0.0347222              0
      72       2       0.666667       0.104167       0.104649    0.000478892
      72       3       0.933333       0.451389       0.382909      0.0055395
      72       4            1.2       0.347222       0.353009     0.00462561
      72       5        1.46667       0.520833       0.573399     0.00340957
      72       6        1.73333       0.520833       0.578221     0.00290633
      72       7              2       0.381944       0.353009     0.00264141
      72       8        2.26667       0.555556       0.490451     0.00441663
      72       9        2.53333       0.243056       0.244502     0.00185996
      72      10            2.8       0.243056       0.283083     0.00317407
      72      11        3.06667      0.0694444      0.0843943     0.00311241
      72      12        3.33333       0.104167       0.115741     0.00192901
      72      13            3.6      0.0694444      0.0477431     0.00198106
      72      14        3.86667      0.0694444      0.0694444              0
      72      15        4.13333      0.0347222      0.0347222              0
      72      16            4.4              0              0              0
      72      17        4.66667              0              0              0
      72      18        4.93333              0              0              0
      72      19            5.2              0              0              0
      72      20        5.46667              0              0              0
      72      21        5.73333              0              0              0
      72      22              6              0              0              0
      72      23        6.26667              0              0              0
      72      24        6.53333              0              0              0
      72      25            6.8              0              0              0
      72      26        7.06667              0              0              0
      72      27        7.33333              0              0              0
      72      28            7.6              0              0              0
      72      29        7.86667              0              0              0
      73       0       0.133333              0              0              0
      73       1            0.4      0.0347222      0.0347222              0
      73       2       0.666667       0.104167       0.104642    0.000472378
      73       3       0.933333       0.451389       0.383847     0.00554248
      73       4            1.2       0.347222        0.35293     0.00456292
      73       5        1.46667       0.520833       0.572679     0.00343806
      73       6        1.73333       0.520833       0.577435     0.00297094
      73       7              2       0.381944       0.353406      0.0026348
      73       8        2.26667       0.555556       0.491343     0.00444526
      73       9        2.53333       0.243056       0.244482     0.00183459
      73      10            2.8       0.243056       0.282534      0.0031776
      73      11        3.06667      0.0694444      0.0841895     0.00307651
      73      12        3.33333       0.104167       0.115582     0.00190909
      73      13            3.6      0.0694444      0.0480403      0.0019761
      73      14        3.86667      0.0694444      0.0694444              0
      73      15        4.13333      0.0347222      0.0347222              0
      73      16            4.4              0              0              0
      73      17        4.66667              0              0              0
      73      18        4.93333              0              0              0
      73      19            5.2              0              0              0
      73      20        5.46667              0              0              0
      73      21        5.73333              0              0              0
      73      22              6              0              0              0
      73      23        6.26667              0              0              0
      73      24        6.53333              0              0              0
      73      25            6.8              0              0              0
      73      26        7.06667              0              0              0
      73      27        7.33333              0              0              0
      73      28            7.6              0              0              0
      73      29        7.86667              0              0              0
      74       0       0.133333              0              0              0
      74       1            0.4      0.0347222      0.0347222              0
      74       2       0.666667       0.104167       0.104636    0.000466038
      74       3       0.933333       0.486111       0.385229     0.00563723
      74       4            1.2         0.3125       0.352384     0.00453385
      74       5        1.46667       0.520833       0.571978     0.00346225
      74       6        1.73333       0.486111       0.576201     0.00317679
      74       7              2       0.416667       0.354261     0.00273436
      74       8        2.26667       0.555556       0.492211     0.00446908
      74       9        2.53333       0.243056       0.244463      0.0018099
      74      10            2.8       0.243056       0.282001     0.00317913
      74      11        3.06667      0.0694444      0.0839902     0.00304138
      74      12        3.33333       0.104167       0.115428     0.00188952
      74      13            3.6      0.0694444      0.0483296     0.00197045
      74      14        3.86667      0.0694444      0.0694444              0
      74      15        4.13333      0.0347222      0.0347222              0
      74      16            4.4              0              0              0
      74      17        4.66667              0              0              0
      74      18        4.93333              0              0              0
      74      19            5.2              0              0              0
      74      20        5.46667              0              0              0
      74      21        5.73333              0              0              0
      74      22              6              0              0              0
      74      23        6.26667              0              0              0
      74      24        6.53333              0              0              0
      74      25            6.8              0              0              0
      74      26        7.06667              0              0              0
      74      27        7.33333              0              0              0
      74      28            7.6              0              0              0
      74      29        7.86667              0              0              0
      75       0       0.133333              0              0              0
      75       1            0.4      0.0347222      0.0347222              0
      75       2       0.666667       0.104167        0.10463    0.000459866
      75       3       0.933333       0.486111       0.386574     0.00572029
      75       4            1.2         0.3125       0.351852     0.00450448
      75       5        1.46667       0.520833       0.571296      0.0034826
      75       6        1.73333       0.486111          0.575     0.00335385
      75       7              2       0.416667       0.355093     0.00282167
      75       8        2.26667       0.555556       0.493056     0.00448859
      75       9        2.53333       0.243056       0.244444     0.00178586
      75      10            2.8       0.243056       0.281481     0.00317886
      75      11        3.06667      0.0694444      0.0837963       0.003007
      75      12        3.33333       0.104167       0.115278     0.00187028
      75      13            3.6      0.0694444      0.0486111     0.00196419
      75      14        3.86667      0.0694444      0.0694444              0
      75      15        4.13333      0.0347222      0.0347222              0
      75      16            4.4              0              0              0
      75      17        4.66667              0              0              0
      75      18        4.93333              0              0              0
      75      19            5.2              0              0              0
      75      20        5.46667              0              0              0
      75      21        5.73333              0              0              0
      75      22              6              0              0              0
      75      23        6.26667              0              0              0
      75      24        6.53333              0              0              0
      75      25            6.8              0              0              0
      75      26        7.06667              0              0              0
      75      27        7.33333              0              0              0
      75      28            7.6              0              0              0
      75      29        7.86667              0              0              0
      76       0       0.133333              0              0              0
      76       1            0.4      0.0347222      0.0347222              0
      76       2       0.666667       0.104167       0.104624    0.000453856
      76       3       0.933333       0.486111       0.387884     0.00579302
      76       4            1.2         0.3125       0.351334     0.00447487
      76       5        1.46667       0.520833       0.570632      0.0034995
      76       6        1.73333       0.486111        0.57383     0.00350773
      76       7              2       0.416667       0.355903     0.00289852
      76       8        2.26667       0.555556       0.493878     0.00450424
      76       9        2.53333       0.243056       0.244426     0.00176246
      76      10            2.8       0.243056       0.280976     0.00317699
      76      11        3.06667      0.0694444      0.0836075     0.00297336
      76      12        3.33333       0.104167       0.115132     0.00185138
      76      13            3.6      0.0694444      0.0488852     0.00195738
      76      14        3.86667      0.0694444      0.0694444              0
      76      15        4.13333      0.0347222      0.0347222              0
      76      16            4.4              0              0              0
      76      17        4.66667              0              0              0
      76      18        4.93333              0              0              0
      76      19            5.2              0              0              0
      76      20        5.46667              0              0              0
      76      21        5.73333              0              0              0
      76      22              6              0              0              0
      76      23        6.26667              0              0              0
      76      24        6.53333              0              0              0
      76      25            6.8              0              0              0
      76      26        7.06667              0              0              0
      76      27        7.33333              0              0              0
      76      28            7.6              0              0              0
      76      29        7.86667              0              0              0
      77       0       0.133333              0              0              0
      77       1            0.4      0.0347222      0.0347222              0
      77       2       0.666667       0.104167       0.104618       0.000448
      77       3       0.933333       0.486111       0.389159     0.00585656
      77       4            1.2         0.3125        0.35083     0.00444509
      77       5        1.46667       0.520833       0.569986      0.0035133
      77       6        1.73333       0.486111       0.572691     0.00364247
      77       7              2       0.416667       0.356692     0.00296636
      77       8        2.26667       0.555556       0.494679      0.0045164
      77       9        2.53333       0.243056       0.244408     0.00173966
      77      10            2.8       0.243056       0.280483     0.00317367
      77      11        3.06667      0.0694444      0.0834235     0.00294043
      77      12        3.33333       0.104167       0.114989      0.0018328
      77      13            3.6      0.0694444      0.0491522     0.00195008
      77      14        3.86667      0.0694444      0.0694444              0
      77      15        4.13333      0.0347222      0.0347222              0
      77      16            4.4              0              0              0
      77      17        4.66667              0              0              0
      77      18        4.93333              0              0              0
      77      19            5.2              0              0              0
      77      20        5.46667              0              0              0
      77      21        5.73333              0              0              0
      77      22              6              0              0              0
      77      23        6.26667              0              0              0
      77      24        6.53333              0              0              0
      77      25            6.8              0              0              0
      77      26        7.06667              0              0              0
      77      27        7.33333              0              0              0
      77      28            7.6              0              0              0
      77      29        7.86667              0              0              0
      78       0       0.133333              0              0              0
      78       1            0.4      0.0347222      0.0347222              0
      78       2       0.666667       0.104167       0.104612    0.000442294
      78       3       0.933333       0.486111       0.390402     0.00591191
      78       4            1.2       0.277778       0.349893     0.00448568
      78       5        1.46667       0.555556       0.569801     0.00347313
      78       6        1.73333       0.486111       0.571581      0.0037611
      78       7              2       0.416667       0.357461     0.00302634
      78       8        2.26667       0.555556       0.495459     0.00452543
      78       9        2.53333       0.243056       0.244391     0.00171744
      78      10            2.8       0.243056       0.280004     0.00316905
