#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        2399     2.24973     2.18757  0.00116217
        2400     2.24957      2.1876  0.00116197
        2401     2.24941     2.18762  0.00116177
        2402     2.24928     2.18765  0.00116157
        2403     2.24916     2.18767  0.00116137
        2404     2.24905      2.1877  0.00116117
        2405     2.24897     2.18772  0.00116096
        2406      2.2489     2.18775  0.00116076
        2407     2.24886     2.18777  0.00116055
        2408     2.24883      2.1878  0.00116035
        2409     2.24883     2.18783  0.00116014
        2410     2.24884     2.18785  0.00115994
        2411     2.24888     2.18788  0.00115973
        2412     2.24894      2.1879  0.00115953
        2413     2.24902     2.18793  0.00115932
        2414     2.24912     2.18795  0.00115912
        2415     2.24924     2.18798  0.00115892
        2416     2.24938       2.188  0.00115872
        2417     2.24954     2.18803  0.00115852
        2418     2.24971     2.18805  0.00115832
        2419      2.2499     2.18808  0.00115812
        2420     2.25011     2.18811  0.00115793
        2421     2.25034     2.18813  0.00115774
        2422     2.25058     2.18816  0.00115754
        2423     2.25082     2.18818  0.00115736
        2424     2.25108     2.18821  0.00115717
        2425     2.25135     2.18823  0.00115698
        2426     2.25163     2.18826   0.0011568
        2427     2.25191     2.18829  0.00115662
        2428      2.2522     2.18831  0.00115645
        2429     2.25248     2.18834  0.00115627
        2430     2.25277     2.18837   0.0011561
        2431     2.25306     2.18839  0.00115593
        2432     2.25334     2.18842  0.00115576
        2433     2.25362     2.18845   0.0011556
        2434     2.25388     2.18847  0.00115544
        2435     2.25414      2.1885  0.00115528
        2436     2.25439     2.18853  0.00115512
        2437     2.25462     2.18855  0.00115496
        2438     2.25484     2.18858  0.00115481
        2439     2.25504     2.18861  0.00115466
        2440     2.25522     2.18864  0.00115451
        2441     2.25538     2.18866  0.00115436
        2442     2.25552     2.18869  0.00115421
        2443     2.25564     2.18872  0.00115406
        2444     2.25572     2.18875  0.00115392
        2445     2.25578     2.18877  0.00115377
        2446     2.25582      2.1888  0.00115362
        2447     2.25582     2.18883  0.00115348
        2448     2.25579     2.18886  0.00115333
        2449     2.25573     2.18888  0.00115318
        2450     2.25563     2.18891  0.00115304
        2451     2.25551     2.18894  0.00115288
        2452     2.25534     2.18896  0.00115273
        2453     2.25514     2.18899  0.00115258
        2454     2.25491     2.18902  0.00115242
        2455     2.25464     2.18904  0.00115226
        2456     2.25433     2.18907   0.0011521
        2457     2.25398      2.1891  0.00115193
        2458      2.2536     2.18912  0.00115176
        2459     2.25319     2.18915  0.00115159
        2460     2.25274     2.18918  0.00115141
        2461     2.25225      2.1892  0.00115123
        2462     2.25174     2.18923  0.00115104
        2463     2.25119     2.18925  0.00115085
        2464     2.25061     2.18928  0.00115065
        2465     2.25001      2.1893  0.00115045
        2466     2.24938     2.18933  0.00115024
        2467     2.24872     2.18935  0.00115003
        2468     2.24805     2.18937  0.00114981
        2469     2.24737      2.1894  0.00114958
        2470     2.24667     2.18942  0.00114935
        2471     2.24596     2.18944  0.00114911
        2472     2.24524     2.18947  0.00114887
        2473     2.24453     2.18949  0.00114862
        2474     2.24382     2.18951  0.00114836
        2475     2.24312     2.18953   0.0011481
        2476     2.24243     2.18955  0.00114784
        2477     2.24176     2.18957  0.00114757
        2478     2.24112     2.18959   0.0011473
        2479      2.2405     2.18962  0.00114702
        2480     2.23992     2.18964  0.00114673
        2481     2.23938     2.18966  0.00114645
        2482     2.23888     2.18968  0.00114616
        2483     2.23842      2.1897  0.00114586
        2484     2.23802     2.18971  0.00114557
        2485     2.23767     2.18973  0.00114527
        2486     2.23738     2.18975  0.00114497
        2487     2.23716     2.18977  0.00114467
        2488     2.23699     2.18979  0.00114436
        2489      2.2369     2.18981  0.00114406
        2490     2.23686     2.18983  0.00114376
        2491      2.2369     2.18985  0.00114345
        2492       2.237     2.18987  0.00114315
        2493     2.23718     2.18989  0.00114285
        2494     2.23741      2.1899  0.00114255
        2495     2.23772     2.18992  0.00114225
        2496     2.23808     2.18994  0.00114196
        2497     2.23851     2.18996  0.00114167
        2498     2.23899     2.18998  0.00114138
        2499     2.23952        2.19  0.00114109
        2500     2.24011     2.19002  0.00114081
        2501     2.24075     2.19004  0.00114054
        2502     2.24142     2.19006  0.00114027
        2503     2.24214     2.19008     0.00114
        2504     2.24289      2.1901  0.00113974
        2505     2.24367     2.19013  0.00113949
        2506     2.24447     2.19015  0.00113924
        2507      2.2453     2.19017    0.001139
        2508     2.24614     2.19019  0.00113876
        2509       2.247     2.19021  0.00113853
        2510     2.24786     2.19024  0.00113831
        2511     2.24873     2.19026  0.00113809
        2512     2.24961     2.19028  0.00113789
        2513     2.25048     2.19031  0.00113769
        2514     2.25135     2.19033  0.00113749
        2515     2.25221     2.19036  0.00113731
        2516     2.25306     2.19038  0.00113713
        2517     2.25389     2.19041  0.00113696
        2518     2.25472     2.19043  0.00113679
        2519     2.25552     2.19046  0.00113663
        2520     2.25631     2.19049  0.00113648
        2521     2.25707     2.19051  0.00113634
        2522     2.25782     2.19054   0.0011362
        2523     2.25854     2.19057  0.00113607
        2524     2.25924     2.19059  0.00113595
        2525     2.25991     2.19062  0.00113583
        2526     2.26055     2.19065  0.00113572
        2527     2.26117     2.19068  0.00113561
        2528     2.26176      2.1907  0.00113551
        2529     2.26232     2.19073  0.00113541
        2530     2.26286     2.19076  0.00113532
        2531     2.26336     2.19079  0.00113523
        2532     2.26384     2.19082  0.00113515
        2533     2.26428     2.19085  0.00113508
        2534      2.2647     2.19088    0.001135
        2535     2.26508     2.19091  0.00113493
        2536     2.26544     2.19093  0.00113486
        2537     2.26577     2.19096   0.0011348
        2538     2.26607     2.19099  0.00113474
        2539     2.26634     2.19102  0.00113468
        2540     2.26658     2.19105  0.00113462
        2541     2.26679     2.19108  0.00113457
        2542     2.26698     2.19111  0.00113451
        2543     2.26713     2.19114  0.00113446
        2544     2.26726     2.19117  0.00113441
        2545     2.26737      2.1912  0.00113436
        2546     2.26744     2.19123  0.00113431
        2547     2.26749     2.19126  0.00113426
        2548     2.26752     2.19129  0.00113421
        2549     2.26752     2.19132  0.00113416
        2550      2.2675     2.19135  0.00113411
        2551     2.26745     2.19138  0.00113405
        2552     2.26739     2.19141    0.001134
        2553      2.2673     2.19144  0.00113395
        2554     2.26719     2.19147  0.00113389
        2555     2.26706      2.1915  0.00113383
        2556     2.26691     2.19153  0.00113377
        2557     2.26675     2.19156  0.00113371
        2558     2.26656     2.19159  0.00113365
        2559     2.26636     2.19162  0.00113358
        2560     2.26615     2.19165  0.00113351
        2561     2.26592     2.19168  0.00113344
        2562     2.26567     2.19171  0.00113336
        2563     2.26541     2.19173  0.00113329
        2564     2.26514     2.19176  0.00113321
        2565     2.26486     2.19179  0.00113312
        2566     2.26457     2.19182  0.00113304
        2567     2.26427     2.19185  0.00113295
        2568     2.26395     2.19188  0.00113285
        2569     2.26363      2.1919  0.00113276
        2570      2.2633     2.19193  0.00113266
        2571     2.26297     2.19196  0.00113255
        2572     2.26262     2.19199  0.00113245
        2573     2.26227     2.19201  0.00113233
        2574     2.26192     2.19204  0.00113222
        2575     2.26156     2.19207   0.0011321
        2576      2.2612      2.1921  0.00113198
        2577     2.26083     2.19212  0.00113186
        2578     2.26046     2.19215  0.00113173
        2579     2.26009     2.19217   0.0011316
        2580     2.25971      2.1922  0.00113146
        2581     2.25933     2.19223  0.00113132
        2582     2.25895     2.19225  0.00113118
        2583     2.25857     2.19228  0.00113103
        2584     2.25819      2.1923  0.00113088
        2585     2.25781     2.19233  0.00113073
        2586     2.25743     2.19235  0.00113057
        2587     2.25704     2.19238  0.00113041
        2588     2.25666      2.1924  0.00113025
        2589     2.25628     2.19243  0.00113008
        2590     2.25589     2.19245  0.00112991
        2591     2.25551     2.19248  0.00112973
        2592     2.25513      2.1925  0.00112956
        2593     2.25475     2.19253  0.00112938
        2594     2.25437     2.19255  0.00112919
        2595     2.25398     2.19257    0.001129
        2596      2.2536      2.1926  0.00112881
        2597     2.25322     2.19262  0.00112862
        2598     2.25284     2.19264  0.00112842
        2599     2.25246     2.19267  0.00112822
        2600     2.25208     2.19269  0.00112802
        2601      2.2517     2.19271  0.00112782
        2602     2.25131     2.19273  0.00112761
        2603     2.25093     2.19276   0.0011274
        2604     2.25054     2.19278  0.00112718
        2605     2.25016      2.1928  0.00112696
        2606     2.24977     2.19282  0.00112674
        2607     2.24937     2.19284  0.00112652
        2608     2.24898     2.19287  0.00112629
        2609     2.24858     2.19289  0.00112607
        2610     2.24817     2.19291  0.00112583
        2611     2.24776     2.19293   0.0011256
        2612     2.24735     2.19295  0.00112536
        2613     2.24693     2.19297  0.00112512
        2614     2.24651     2.19299  0.00112487
        2615     2.24608     2.19301  0.00112463
        2616     2.24564     2.19303  0.00112438
        2617      2.2452     2.19305  0.00112412
        2618     2.24474     2.19307  0.00112387
        2619     2.24428     2.19309  0.00112361
        2620     2.24382     2.19311  0.00112335
        2621     2.24334     2.19313  0.00112308
        2622     2.24285     2.19315  0.00112281
        2623     2.24236     2.19317  0.00112254
        2624     2.24185     2.19319  0.00112227
        2625     2.24133      2.1932  0.00112199
        2626     2.24081     2.19322  0.00112171
        2627     2.24027     2.19324  0.00112143
        2628     2.23972     2.19326  0.00112114
        2629     2.23916     2.19328  0.00112085
        2630      2.2386     2.19329  0.00112055
        2631     2.23801     2.19331  0.00112026
        2632     2.23742     2.19333  0.00111996
        2633     2.23682     2.19334  0.00111965
        2634      2.2362     2.19336  0.00111935
        2635     2.23558     2.19338  0.00111904
        2636     2.23494     2.19339  0.00111872
        2637     2.23429     2.19341  0.00111841
        2638     2.23363     2.19342  0.00111809
        2639     2.23296     2.19344  0.00111776
        2640     2.23228     2.19345  0.00111744
        2641     2.23159     2.19347  0.00111711
        2642     2.23089     2.19348  0.00111677
        2643     2.23018     2.19349  0.00111644
        2644     2.22946     2.19351   0.0011161
        2645     2.22873     2.19352  0.00111576
        2646     2.22799     2.19353  0.00111541
        2647     2.22724     2.19355  0.00111506
        2648     2.22649     2.19356  0.00111471
        2649     2.22573     2.19357  0.00111435
        2650     2.22496     2.19358    0.001114
        2651     2.22419     2.19359  0.00111364
        2652     2.22341     2.19361  0.00111327
        2653     2.22263     2.19362  0.00111291
        2654     2.22185     2.19363  0.00111254
        2655     2.22106     2.19364  0.00111217
        2656     2.22027     2.19365  0.00111179
        2657     2.21948     2.19366  0.00111142
        2658      2.2187     2.19367  0.00111104
        2659     2.21791     2.19368  0.00111066
        2660     2.21713     2.19369  0.00111028
        2661     2.21635     2.19369  0.00110989
        2662     2.21558      2.1937  0.00110951
        2663     2.21482     2.19371  0.00110912
        2664     2.21406     2.19372  0.00110873
        2665     2.21332     2.19372  0.00110834
        2666     2.21258     2.19373  0.00110794
        2667     2.21186     2.19374  0.00110755
        2668     2.21116     2.19375  0.00110715
        2669     2.21047     2.19375  0.00110676
        2670      2.2098     2.19376  0.00110636
        2671     2.20915     2.19376  0.00110596
        2672     2.20853     2.19377  0.00110556
        2673     2.20792     2.19377  0.00110516
        2674     2.20734     2.19378  0.00110476
        2675     2.20679     2.19378  0.00110435
        2676     2.20626     2.19379  0.00110395
        2677     2.20577     2.19379  0.00110355
        2678      2.2053      2.1938  0.00110314
        2679     2.20487      2.1938  0.00110274
        2680     2.20446     2.19381  0.00110234
        2681      2.2041     2.19381  0.00110193
        2682     2.20376     2.19381  0.00110153
        2683     2.20346     2.19382  0.00110112
        2684      2.2032     2.19382  0.00110072
        2685     2.20297     2.19382  0.00110031
        2686     2.20277     2.19383  0.00109991
        2687     2.20261     2.19383   0.0010995
        2688     2.20248     2.19383   0.0010991
        2689     2.20239     2.19384  0.00109869
        2690     2.20233     2.19384  0.00109829
        2691      2.2023     2.19384  0.00109789
        2692      2.2023     2.19385  0.00109748
        2693     2.20234     2.19385  0.00109708
        2694      2.2024     2.19385  0.00109668
        2695     2.20248     2.19386  0.00109628
        2696     2.20259     2.19386  0.00109587
        2697     2.20273     2.19386  0.00109547
        2698     2.20288     2.19387  0.00109507
        2699     2.20305     2.19387  0.00109467
        2700     2.20324     2.19387  0.00109427
        2701     2.20345     2.19388  0.00109387
        2702     2.20367     2.19388  0.00109347
        2703      2.2039     2.19388  0.00109307
        2704     2.20414     2.19389  0.00109268
        2705     2.20439     2.19389  0.00109228
        2706     2.20464     2.19389  0.00109188
        2707      2.2049      2.1939  0.00109149
        2708     2.20516      2.1939  0.00109109
        2709     2.20542     2.19391   0.0010907
        2710     2.20568     2.19391   0.0010903
        2711     2.20594     2.19392  0.00108991
        2712      2.2062     2.19392  0.00108952
        2713     2.20646     2.19393  0.00108913
        2714     2.20671     2.19393  0.00108874
        2715     2.20695     2.19393  0.00108835
        2716     2.20719     2.19394  0.00108796
        2717     2.20743     2.19394  0.00108757
        2718     2.20766     2.19395  0.00108718
        2719     2.20788     2.19395  0.00108679
        2720      2.2081     2.19396   0.0010864
        2721     2.20831     2.19397  0.00108602
        2722     2.20852     2.19397  0.00108563
        2723     2.20872     2.19398  0.00108525
        2724     2.20891     2.19398  0.00108486
        2725      2.2091     2.19399  0.00108448
        2726     2.20928     2.19399  0.00108409
        2727     2.20946       2.194  0.00108371
        2728     2.20963       2.194  0.00108333
        2729      2.2098     2.19401  0.00108295
        2730     2.20996     2.19402  0.00108257
        2731     2.21012     2.19402  0.00108219
        2732     2.21028     2.19403  0.00108181
        2733     2.21043     2.19403  0.00108143
        2734     2.21058     2.19404  0.00108105
        2735     2.21073     2.19405  0.00108067
        2736     2.21087     2.19405  0.00108029
        2737     2.21102     2.19406  0.00107992
        2738     2.21116     2.19406  0.00107954
        2739      2.2113     2.19407  0.00107916
        2740     2.21143     2.19408  0.00107879
        2741     2.21157     2.19408  0.00107841
        2742     2.21171     2.19409  0.00107804
        2743     2.21184      2.1941  0.00107767
        2744     2.21197      2.1941  0.00107729
        2745      2.2121     2.19411  0.00107692
        2746     2.21223     2.19412  0.00107655
        2747     2.21236     2.19412  0.00107618
        2748     2.21248     2.19413  0.00107581
        2749      2.2126     2.19414  0.00107544
        2750     2.21272     2.19414  0.00107507
        2751     2.21284     2.19415   0.0010747
        2752     2.21296     2.19416  0.00107433
        2753     2.21307     2.19416  0.00107396
        2754     2.21318     2.19417  0.00107359
        2755     2.21329     2.19418  0.00107323
        2756     2.21339     2.19418  0.00107286
        2757     2.21349     2.19419  0.00107249
        2758     2.21358      2.1942  0.00107213
        2759     2.21367      2.1942  0.00107176
        2760     2.21375     2.19421   0.0010714
        2761     2.21382     2.19422  0.00107103
        2762     2.21389     2.19423  0.00107067
        2763     2.21395     2.19423   0.0010703
        2764       2.214     2.19424  0.00106994
        2765     2.21404     2.19425  0.00106958
        2766     2.21407     2.19425  0.00106921
        2767     2.21409     2.19426  0.00106885
        2768      2.2141     2.19427  0.00106849
        2769      2.2141     2.19428  0.00106813
        2770     2.21409     2.19428  0.00106777
        2771     2.21406     2.19429  0.00106741
        2772     2.21401      2.1943  0.00106704
        2773     2.21395      2.1943  0.00106668
        2774     2.21387     2.19431  0.00106632
        2775     2.21377     2.19432  0.00106596
        2776     2.21366     2.19433   0.0010656
        2777     2.21352     2.19433  0.00106524
        2778     2.21337     2.19434  0.00106488
        2779     2.21319     2.19435  0.00106451
        2780     2.21299     2.19435  0.00106415
        2781     2.21276     2.19436  0.00106379
        2782     2.21251     2.19437  0.00106343
        2783     2.21224     2.19437  0.00106307
        2784     2.21194     2.19438   0.0010627
        2785     2.21161     2.19439  0.00106234
        2786     2.21126     2.19439  0.00106197
        2787     2.21088      2.1944  0.00106161
        2788     2.21047      2.1944  0.00106125
        2789     2.21004     2.19441  0.00106088
        2790     2.20957     2.19441  0.00106051
        2791     2.20907     2.19442  0.00106015
        2792     2.20855     2.19442  0.00105978
        2793     2.20799     2.19443  0.00105941
        2794     2.20741     2.19443  0.00105904
        2795      2.2068     2.19444  0.00105867
        2796     2.20615     2.19444   0.0010583
        2797     2.20548     2.19445  0.00105793
        2798     2.20478     2.19445  0.00105756
        2799     2.20405     2.19445  0.00105719
        2800      2.2033     2.19446  0.00105681
        2801     2.20251     2.19446  0.00105644
        2802      2.2017     2.19446  0.00105607
        2803     2.20087     2.19446  0.00105569
        2804     2.20001     2.19447  0.00105532
        2805     2.19912     2.19447  0.00105494
        2806     2.19822     2.19447  0.00105457
        2807     2.19729     2.19447  0.00105419
        2808     2.19635     2.19447  0.00105382
        2809     2.19539     2.19447  0.00105344
        2810     2.19441     2.19447  0.00105307
        2811     2.19343     2.19447  0.00105269
        2812     2.19243     2.19447  0.00105232
        2813     2.19143     2.19447  0.00105194
        2814     2.19042     2.19447  0.00105157
        2815      2.1894     2.19447   0.0010512
        2816     2.18839     2.19446  0.00105083
        2817     2.18739     2.19446  0.00105046
        2818     2.18639     2.19446  0.00105009
        2819      2.1854     2.19446  0.00104972
        2820     2.18443     2.19445  0.00104936
        2821     2.18347     2.19445  0.00104899
        2822     2.18254     2.19444  0.00104863
        2823     2.18164     2.19444  0.00104827
        2824     2.18076     2.19443  0.00104791
        2825     2.17992     2.19443  0.00104755
        2826     2.17911     2.19442  0.00104719
        2827     2.17835     2.19442  0.00104684
        2828     2.17763     2.19441  0.00104648
        2829     2.17696     2.19441  0.00104613
        2830     2.17634      2.1944  0.00104578
        2831     2.17578     2.19439  0.00104543
        2832     2.17527     2.19439  0.00104508
        2833     2.17482     2.19438  0.00104474
        2834     2.17444     2.19437  0.00104439
        2835     2.17412     2.19437  0.00104405
        2836     2.17386     2.19436  0.00104371
        2837     2.17367     2.19435  0.00104336
        2838     2.17355     2.19434  0.00104302
        2839     2.17349     2.19434  0.00104268
        2840      2.1735     2.19433  0.00104234
        2841     2.17357     2.19432    0.001042
        2842     2.17372     2.19431  0.00104166
        2843     2.17392     2.19431  0.00104132
        2844     2.17419      2.1943  0.00104097
        2845     2.17451     2.19429  0.00104063
        2846     2.17489     2.19429  0.00104029
        2847     2.17533     2.19428  0.00103994
        2848     2.17582     2.19427   0.0010396
        2849     2.17635     2.19427  0.00103925
        2850     2.17694     2.19426  0.00103891
        2851     2.17756     2.19425  0.00103856
        2852     2.17821     2.19425  0.00103821
        2853     2.17891     2.19424  0.00103786
        2854     2.17963     2.19424  0.00103751
        2855     2.18037     2.19423  0.00103716
        2856     2.18114     2.19423   0.0010368
        2857     2.18193     2.19422  0.00103645
        2858     2.18273     2.19422  0.00103609
        2859     2.18354     2.19422  0.00103574
        2860     2.18436     2.19421  0.00103538
        2861     2.18519     2.19421  0.00103502
        2862     2.18601     2.19421  0.00103467
        2863     2.18683      2.1942  0.00103431
        2864     2.18765      2.1942  0.00103395
        2865     2.18846      2.1942  0.00103359
        2866     2.18926      2.1942  0.00103323
        2867     2.19005      2.1942  0.00103287
        2868     2.19082      2.1942  0.00103251
        2869     2.19158      2.1942  0.00103215
        2870     2.19232     2.19419  0.00103179
        2871     2.19304     2.19419  0.00103143
        2872     2.19374     2.19419  0.00103108
        2873     2.19442     2.19419  0.00103072
        2874     2.19508     2.19419  0.00103036
        2875     2.19572      2.1942     0.00103
        2876     2.19634      2.1942  0.00102964
        2877     2.19693      2.1942  0.00102928
        2878      2.1975      2.1942  0.00102893
        2879     2.19804      2.1942  0.00102857
        2880     2.19857      2.1942  0.00102822
        2881     2.19907      2.1942  0.00102786
        2882     2.19954      2.1942   0.0010275
        2883         2.2     2.19421  0.00102715
        2884     2.20044     2.19421   0.0010268
        2885     2.20085     2.19421  0.00102644
        2886     2.20124     2.19421  0.00102609
        2887     2.20162     2.19422  0.00102574
        2888     2.20197     2.19422  0.00102539
        2889     2.20231     2.19422  0.00102504
        2890     2.20263     2.19422  0.00102468
        2891     2.20293     2.19423  0.00102433
        2892     2.20322     2.19423  0.00102399
        2893     2.20349     2.19423  0.00102364
        2894     2.20375     2.19424  0.00102329
        2895       2.204     2.19424  0.00102294
        2896     2.20424     2.19424  0.00102259
        2897     2.20446     2.19425  0.00102225
        2898     2.20468     2.19425   0.0010219
        2899     2.20488     2.19425  0.00102155
        2900     2.20507     2.19426  0.00102121
        2901     2.20526     2.19426  0.00102086
        2902     2.20544     2.19427  0.00102052
        2903     2.20561     2.19427  0.00102017
        2904     2.20578     2.19427  0.00101983
        2905     2.20594     2.19428  0.00101949
        2906     2.20609     2.19428  0.00101914
        2907     2.20624     2.19429   0.0010188
        2908     2.20638     2.19429  0.00101846
        2909     2.20652     2.19429  0.00101812
        2910     2.20665      2.1943  0.00101778
        2911     2.20677      2.1943  0.00101744
        2912      2.2069     2.19431   0.0010171
        2913     2.20702     2.19431  0.00101676
        2914     2.20713     2.19432  0.00101642
        2915     2.20724     2.19432  0.00101608
        2916     2.20734     2.19432  0.00101574
        2917     2.20744     2.19433   0.0010154
        2918     2.20753     2.19433  0.00101506
        2919     2.20761     2.19434  0.00101473
        2920     2.20769     2.19434  0.00101439
        2921     2.20776     2.19435  0.00101405
        2922     2.20783     2.19435  0.00101372
        2923     2.20788     2.19436  0.00101338
        2924     2.20793     2.19436  0.00101304
        2925     2.20797     2.19437  0.00101271
        2926     2.20799     2.19437  0.00101237
        2927     2.20801     2.19438  0.00101204
        2928     2.20801     2.19438   0.0010117
        2929     2.20801     2.19438  0.00101137
        2930     2.20799     2.19439  0.00101103
        2931     2.20795     2.19439   0.0010107
        2932      2.2079      2.1944  0.00101037
        2933     2.20784      2.1944  0.00101003
        2934     2.20776     2.19441   0.0010097
        2935     2.20766     2.19441  0.00100936
        2936     2.20755     2.19442  0.00100903
        2937     2.20741     2.19442   0.0010087
        2938     2.20726     2.19443  0.00100836
        2939     2.20709     2.19443  0.00100803
        2940     2.20689     2.19443  0.00100769
        2941     2.20668     2.19444  0.00100736
        2942     2.20644     2.19444  0.00100703
        2943     2.20618     2.19445  0.00100669
        2944     2.20589     2.19445  0.00100636
        2945     2.20558     2.19445  0.00100602
        2946     2.20525     2.19446  0.00100569
        2947     2.20489     2.19446  0.00100535
        2948      2.2045     2.19446  0.00100502
        2949     2.20409     2.19447  0.00100468
        2950     2.20366     2.19447  0.00100435
        2951      2.2032     2.19447  0.00100401
        2952     2.20271     2.19448  0.00100367
        2953      2.2022     2.19448  0.00100334
        2954     2.20166     2.19448    0.001003
        2955      2.2011     2.19448  0.00100266
        2956     2.20051     2.19449  0.00100233
        2957     2.19991     2.19449  0.00100199
        2958     2.19928     2.19449  0.00100165
        2959     2.19863     2.19449  0.00100131
        2960     2.19796     2.19449  0.00100098
        2961     2.19728     2.19449  0.00100064
        2962     2.19659     2.19449   0.0010003
        2963     2.19588     2.19449 0.000999964
        2964     2.19516     2.19449 0.000999627
        2965     2.19444     2.19449 0.000999289
        2966     2.19371     2.19449 0.000998953
        2967     2.19299     2.19449 0.000998616
        2968     2.19227     2.19449  0.00099828
        2969     2.19156     2.19449 0.000997944
        2970     2.19085     2.19449 0.000997609
        2971     2.19017     2.19449 0.000997274
        2972      2.1895     2.19449  0.00099694
        2973     2.18886     2.19449 0.000996606
        2974     2.18825     2.19448 0.000996274
        2975     2.18767     2.19448 0.000995941
        2976     2.18712     2.19448  0.00099561
        2977     2.18662     2.19448 0.000995279
        2978     2.18617     2.19447 0.000994948
        2979     2.18576     2.19447 0.000994619
        2980      2.1854     2.19447  0.00099429
        2981      2.1851     2.19446 0.000993961
        2982     2.18487     2.19446 0.000993633
        2983     2.18469     2.19446 0.000993305
        2984     2.18457     2.19445 0.000992978
        2985     2.18453     2.19445 0.000992651
        2986     2.18455     2.19445 0.000992324
        2987     2.18464     2.19444 0.000991997
        2988     2.18479     2.19444  0.00099167
        2989     2.18502     2.19444 0.000991344
        2990     2.18531     2.19443 0.000991017
        2991     2.18567     2.19443  0.00099069
        2992      2.1861     2.19443 0.000990363
        2993     2.18659     2.19443 0.000990035
        2994     2.18714     2.19442 0.000989708
        2995     2.18774     2.19442  0.00098938
        2996     2.18841     2.19442 0.000989051
        2997     2.18912     2.19442 0.000988723
        2998     2.18988     2.19442 0.000988394
        2999     2.19068     2.19442 0.000988066
        3000     2.19153     2.19441 0.000987737
        3001     2.19241     2.19441 0.000987408
        3002     2.19332     2.19441 0.000987079
        3003     2.19425     2.19441  0.00098675
        3004     2.19521     2.19441 0.000986422
        3005     2.19618     2.19441 0.000986094
        3006     2.19716     2.19442 0.000985766
        3007     2.19816     2.19442 0.000985439
        3008     2.19915     2.19442 0.000985113
        3009     2.20015     2.19442 0.000984787
        3010     2.20114     2.19442 0.000984462
        3011     2.20212     2.19442 0.000984139
        3012     2.20309     2.19443 0.000983816
        3013     2.20405     2.19443 0.000983495
        3014     2.20499     2.19443 0.000983175
        3015     2.20591     2.19444 0.000982856
        3016     2.20681     2.19444 0.000982539
        3017     2.20768     2.19445 0.000982223
        3018     2.20852     2.19445 0.000981909
        3019     2.20934     2.19446 0.000981596
        3020     2.21013     2.19446 0.000981284
        3021     2.21088     2.19447 0.000980975
        3022     2.21161     2.19447 0.000980666
        3023      2.2123     2.19448  0.00098036
        3024     2.21296     2.19448 0.000980055
        3025     2.21359     2.19449 0.000979751
        3026     2.21418      2.1945 0.000979449
        3027     2.21475      2.1945 0.000979148
        3028     2.21528     2.19451 0.000978849
        3029     2.21578     2.19452 0.000978551
        3030     2.21625     2.19452 0.000978254
        3031      2.2167     2.19453 0.000977959
        3032     2.21711     2.19454 0.000977664
        3033      2.2175     2.19455 0.000977371
        3034     2.21787     2.19455  0.00097708
        3035     2.21821     2.19456 0.000976789
        3036     2.21853     2.19457 0.000976499
        3037     2.21883     2.19458  0.00097621
        3038     2.21911     2.19459 0.000975922
        3039     2.21938     2.19459 0.000975635
        3040     2.21963      2.1946 0.000975349
        3041     2.21987     2.19461 0.000975064
        3042      2.2201     2.19462 0.000974779
        3043     2.22032     2.19463 0.000974495
        3044     2.22054     2.19464 0.000974212
        3045     2.22075     2.19465  0.00097393
        3046     2.22096     2.19465 0.000973649
        3047     2.22117     2.19466 0.000973368
        3048     2.22138     2.19467 0.000973088
        3049     2.22159     2.19468 0.000972809
        3050     2.22181     2.19469 0.000972531
        3051     2.22203      2.1947 0.000972253
        3052     2.22226     2.19471 0.000971977
        3053     2.22251     2.19472 0.000971701
        3054     2.22276     2.19473 0.000971426
        3055     2.22302     2.19473 0.000971152
        3056      2.2233     2.19474  0.00097088
        3057      2.2236     2.19475 0.000970608
        3058      2.2239     2.19476 0.000970337
        3059     2.22423     2.19477 0.000970068
        3060     2.22457     2.19478   0.0009698
        3061     2.22493     2.19479 0.000969533
        3062      2.2253      2.1948 0.000969267
        3063      2.2257     2.19481 0.000969003
        3064      2.2261     2.19482 0.000968741
        3065     2.22653     2.19483  0.00096848
        3066     2.22697     2.19484 0.000968221
        3067     2.22743     2.19485 0.000967964
        3068     2.22791     2.19486 0.000967708
        3069     2.22839     2.19488 0.000967454
        3070      2.2289     2.19489 0.000967203
        3071     2.22941      2.1949 0.000966953
        3072     2.22994     2.19491 0.000966706
        3073     2.23047     2.19492  0.00096646
        3074     2.23102     2.19493 0.000966217
        3075     2.23157     2.19494 0.000965977
        3076     2.23212     2.19496 0.000965738
        3077     2.23268     2.19497 0.000965502
        3078     2.23325     2.19498 0.000965268
        3079     2.23381     2.19499 0.000965037
        3080     2.23437     2.19501 0.000964809
        3081     2.23493     2.19502 0.000964583
        3082     2.23549     2.19503 0.000964359
        3083     2.23604     2.19505 0.000964138
        3084     2.23659     2.19506 0.000963919
        3085     2.23712     2.19507 0.000963703
        3086     2.23765     2.19509  0.00096349
        3087     2.23816      2.1951 0.000963279
        3088     2.23866     2.19512  0.00096307
        3089     2.23915     2.19513 0.000962864
        3090     2.23962     2.19514  0.00096266
        3091     2.24007     2.19516 0.000962458
        3092     2.24051     2.19517 0.000962259
        3093     2.24093     2.19519 0.000962061
        3094     2.24133      2.1952 0.000961866
        3095     2.24171     2.19522 0.000961672
        3096     2.24207     2.19523 0.000961481
        3097     2.24241     2.19525 0.000961291
