#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
      1429                0.52            0.121204           0.0111636
      1430                0.72            0.121622           0.0111636
      1431                0.84            0.122124           0.0111671
      1432                0.72            0.122542           0.0111671
      1433                0.72            0.122959           0.0111671
      1434                 0.6            0.123291           0.0111642
      1435                0.36            0.123456           0.0111577
      1436                0.52            0.123733           0.0111533
      1437                0.48            0.123981           0.0111483
      1438                0.32            0.124117           0.0111414
      1439                0.28            0.124225           0.0111342
      1440                0.16             0.12425           0.0111265
      1441                0.12            0.124247           0.0111188
      1442                0.16            0.124272           0.0111111
      1443                0.12            0.124269           0.0111034
      1444                0.12            0.124266           0.0110957
      1445               -0.04            0.124152           0.0110886
      1446                0.16            0.124177           0.0110809
      1447                0.12            0.124174           0.0110733
      1448                   0            0.124088            0.011066
      1449                0.04             0.12403           0.0110585
      1450               -0.08             0.12389           0.0110518
      1451                   0            0.123804           0.0110445
      1452                0.04            0.123747            0.011037
      1453                0.16            0.123772           0.0110294
      1454               -0.04            0.123659           0.0110224
      1455               -0.16            0.123464           0.0110166
      1456                   0            0.123379           0.0110093
      1457               -0.08             0.12324           0.0110027
      1458                   0            0.123155           0.0109954
      1459               -0.12            0.122988           0.0109892
      1460               -0.12            0.122822           0.0109829
      1461               -0.04             0.12271            0.010976
      1462               -0.04            0.122599            0.010969
      1463               -0.08            0.122461           0.0109624
      1464                   0            0.122377           0.0109552
      1465                0.36            0.122539           0.0109489
      1466                0.08             0.12251           0.0109415
      1467               -0.08            0.122372           0.0109349
      1468               -0.08            0.122234           0.0109283
      1469                0.12            0.122233           0.0109209
      1470                0.28             0.12234            0.010914
      1471                0.28            0.122447           0.0109071
      1472                0.28            0.122554           0.0109002
      1473                 0.4            0.122743           0.0108945
      1474                 0.4            0.122931           0.0108887
      1475                0.52              0.1232           0.0108846
      1476                0.52            0.123469           0.0108806
      1477                 0.4            0.123656           0.0108748
      1478                0.36            0.123816           0.0108686
      1479                0.36            0.123976           0.0108625
      1480                0.36            0.124135           0.0108563
      1481                0.32            0.124267           0.0108498
      1482                 0.2            0.124318           0.0108426
      1483                0.12            0.124316           0.0108353
      1484                0.28             0.12442           0.0108285
      1485                0.24            0.124498           0.0108215
      1486                0.32             0.12463            0.010815
      1487                0.32            0.124761           0.0108085
      1488                0.44            0.124973           0.0108033
      1489                0.48            0.125212           0.0107987
      1490                 0.4            0.125396            0.010793
      1491                0.28              0.1255           0.0107863
      1492                0.36            0.125657           0.0107802
      1493                0.36            0.125814           0.0107741
      1494                0.44            0.126024           0.0107689
      1495                0.36            0.126181           0.0107629
      1496                 0.4            0.126364           0.0107572
      1497                 0.4            0.126546           0.0107516
      1498                0.24            0.126622           0.0107447
      1499                0.32            0.126751           0.0107383
      1500                 0.4            0.126933           0.0107327
      1501                0.44            0.127142           0.0107276
      1502                0.32             0.12727           0.0107212
      1503                0.36            0.127425           0.0107152
      1504                0.24              0.1275           0.0107083
      1505                 0.2            0.127548           0.0107013
      1506                0.08            0.127517           0.0106943
      1507               -0.04            0.127405           0.0106877
      1508                0.04            0.127347           0.0106808
      1509                0.04             0.12729           0.0106739
      1510               -0.04            0.127179           0.0106674
      1511                   0            0.127095           0.0106607
      1512               -0.12            0.126931           0.0106549
      1513               -0.32            0.126636           0.0106519
      1514               -0.08            0.126499           0.0106458
      1515               -0.16             0.12631           0.0106404
      1516                -0.2            0.126095           0.0106356
      1517                0.08            0.126065           0.0106286
      1518                 0.2            0.126113           0.0106217
      1519                0.32            0.126241           0.0106155
      1520                 0.4            0.126421             0.01061
      1521                0.36            0.126575           0.0106042
      1522                0.32            0.126702            0.010598
      1523                0.32            0.126829           0.0105918
      1524                0.36            0.126982           0.0105859
      1525                0.44            0.127187            0.010581
      1526                0.64            0.127523           0.0105794
      1527                0.56            0.127806           0.0105762
      1528                 0.6            0.128115           0.0105738
      1529                0.28            0.128215           0.0105674
      1530                0.16            0.128235           0.0105605
      1531                0.12             0.12823           0.0105536
      1532                0.28            0.128329           0.0105472
      1533                0.32            0.128454            0.010541
      1534                0.52            0.128709           0.0105372
      1535                0.52            0.128964           0.0105335
      1536                0.48            0.129193           0.0105291
      1537                0.64            0.129525           0.0105275
      1538                0.64            0.129857           0.0105259
      1539                0.72             0.13024            0.010526
      1540                 0.6            0.130545           0.0105236
      1541                0.48            0.130772           0.0105192
      1542                0.32            0.130895           0.0105131
      1543                 0.4            0.131069           0.0105077
      1544                0.32            0.131192           0.0105016
      1545                 0.2            0.131236           0.0104949
      1546                0.16            0.131255           0.0104882
      1547                0.32            0.131377           0.0104821
      1548                0.32            0.131499            0.010476
      1549                0.44            0.131698           0.0104712
      1550                0.32            0.131819           0.0104651
      1551                0.28            0.131915           0.0104588
      1552                0.28             0.13201           0.0104525
      1553                0.24             0.13208            0.010446
      1554                0.12            0.132072           0.0104393
      1555                0.16             0.13209           0.0104326
      1556                 0.2            0.132134            0.010426
      1557               -0.32            0.131843           0.0104233
      1558               -0.24            0.131605           0.0104193
      1559               -0.08            0.131469           0.0104135
      1560               -0.32            0.131179           0.0104109
      1561               -0.44            0.130814           0.0104107
      1562               -0.24            0.130576           0.0104067
      1563               -0.32            0.130288            0.010404
      1564               -0.36            0.129974           0.0104021
      1565               -0.16            0.129789           0.0103971
      1566               -0.08            0.129655           0.0103913
      1567                -0.2            0.129445           0.0103868
      1568                   0            0.129362           0.0103805
      1569                 0.2            0.129407            0.010374
      1570                0.16            0.129427           0.0103674
      1571               -0.04            0.129319           0.0103614
      1572               -0.16            0.129135           0.0103564
      1573               -0.04            0.129027           0.0103504
      1574               -0.16            0.128844           0.0103454
      1575               -0.24             0.12861           0.0103415
      1576                -0.2            0.128401           0.0103371
      1577                   0             0.12832           0.0103308
      1578                -0.2            0.128112           0.0103264
      1579               -0.04            0.128005           0.0103204
      1580               -0.04            0.127899           0.0103144
      1581                0.08            0.127868           0.0103079
      1582               -0.12            0.127712           0.0103026
      1583                   0            0.127631           0.0102964
      1584               -0.12            0.127475           0.0102911
      1585                -0.2            0.127268           0.0102867
      1586               -0.16            0.127087           0.0102818
      1587               -0.32            0.126805           0.0102792
      1588               -0.24            0.126574           0.0102753
      1589               -0.12            0.126419             0.01027
      1590               -0.24            0.126189           0.0102661
      1591               -0.12            0.126034           0.0102608
      1592               -0.08            0.125905           0.0102552
      1593                0.08            0.125876           0.0102488
      1594                   0            0.125797           0.0102427
      1595                0.04            0.125743           0.0102364
      1596                   0            0.125664           0.0102303
      1597                 0.2            0.125711            0.010224
      1598                0.24            0.125782           0.0102178
      1599                0.36            0.125929           0.0102125
      1600                 0.2            0.125975           0.0102062
      1601                0.36            0.126121           0.0102009
      1602                 0.4            0.126292            0.010196
      1603                 0.4            0.126463            0.010191
      1604                0.44            0.126658           0.0101866
      1605                0.28            0.126754           0.0101807
      1606                0.08            0.126725           0.0101744
      1607                 0.2             0.12677           0.0101681
      1608                0.16            0.126791           0.0101618
      1609                 0.2            0.126837           0.0101556
      1610                0.04            0.126783           0.0101494
      1611                0.08            0.126754           0.0101432
      1612                0.04              0.1267            0.010137
      1613                0.16             0.12672           0.0101308
      1614               -0.08            0.126592           0.0101253
      1615                   0            0.126514           0.0101193
      1616                0.04             0.12646           0.0101132
      1617               -0.08            0.126333           0.0101078
      1618               -0.28            0.126082           0.0101046
      1619               -0.48            0.125707           0.0101053
      1620               -0.36            0.125407           0.0101035
      1621               -0.32            0.125133            0.010101
      1622               -0.32            0.124858           0.0100985
      1623               -0.04            0.124757           0.0100928
      1624               -0.16            0.124581           0.0100881
      1625               -0.24            0.124357           0.0100844
      1626               -0.52            0.123961            0.010086
      1627               -0.52            0.123565           0.0100876
      1628               -0.32            0.123292           0.0100851
      1629               -0.28            0.123045           0.0100819
      1630               -0.64            0.122577           0.0100866
      1631               -0.84            0.121987           0.0100977
      1632               -0.76            0.121446           0.0101059
      1633                  -1            0.120759            0.010123
      1634                  -1            0.120073             0.01014
      1635                  -1            0.119388            0.010157
      1636                  -1            0.118704           0.0101738
      1637               -0.92             0.11807           0.0101873
      1638               -0.68            0.117582           0.0101928
      1639               -0.44            0.117242           0.0101922
      1640               -0.32            0.116976           0.0101895
      1641                -0.2            0.116782           0.0101851
      1642               -0.56             0.11637           0.0101872
      1643               -0.44            0.116032           0.0101867
      1644               -0.28            0.115791           0.0101833
      1645               -0.36            0.115502           0.0101812
      1646               -0.32            0.115237           0.0101785
      1647               -0.44              0.1149           0.0101779
      1648               -0.72            0.114393           0.0101843
      1649               -0.68            0.113911           0.0101895
      1650               -0.64            0.113455           0.0101936
      1651               -0.48            0.113095           0.0101937
      1652               -0.48            0.112736           0.0101939
      1653               -0.28            0.112498           0.0101905
      1654               -0.44            0.112164           0.0101898
      1655               -0.32            0.111903            0.010187
      1656                -0.4            0.111594           0.0101855
      1657               -0.28            0.111358           0.0101821
      1658               -0.36            0.111074             0.01018
      1659               -0.12            0.110934           0.0101748
      1660                -0.2            0.110747           0.0101704
      1661               -0.28            0.110512            0.010167
      1662               -0.36            0.110229           0.0101648
      1663               -0.24            0.110018           0.0101609
      1664               -0.52            0.109639           0.0101618
      1665               -0.52            0.109261           0.0101627
      1666               -0.24            0.109052           0.0101588
      1667               -0.16             0.10889            0.010154
      1668               -0.32            0.108633           0.0101511
      1669                -0.4            0.108328           0.0101496
      1670                -0.6            0.107904           0.0101524
      1671               -0.64            0.107457           0.0101562
      1672               -0.56            0.107057            0.010158
      1673               -0.32            0.106802           0.0101551
      1674               -0.36            0.106523           0.0101529
      1675               -0.32            0.106269             0.01015
      1676               -0.24            0.106062            0.010146
      1677               -0.08            0.105951           0.0101406
      1678               -0.12            0.105816           0.0101355
      1679               -0.08            0.105706             0.01013
      1680               -0.24              0.1055           0.0101261
      1681               -0.36            0.105223           0.0101238
      1682               -0.28            0.104994           0.0101204
      1683                -0.2            0.104813            0.010116
      1684               -0.16            0.104656           0.0101112
      1685                   0            0.104593           0.0101054
      1686               -0.28            0.104365            0.010102
      1687               -0.36             0.10409           0.0100998
      1688                -0.6            0.103673           0.0101024
      1689               -0.36            0.103398           0.0101001
      1690               -0.36            0.103124           0.0100979
      1691               -0.48            0.102779           0.0100978
      1692               -0.56            0.102388           0.0100994
      1693               -0.44            0.102067           0.0100985
      1694               -0.32            0.101818           0.0100957
      1695                -0.2             0.10164           0.0100913
      1696               -0.12            0.101509           0.0100862
      1697               -0.04            0.101426           0.0100806
      1698               -0.12            0.101296           0.0100755
      1699               -0.12            0.101165           0.0100704
      1700                0.04            0.101129           0.0100645
      1701                0.16            0.101164           0.0100587
      1702                 0.2            0.101222           0.0100529
      1703                0.12            0.101233            0.010047
      1704                   0            0.101174           0.0100413
      1705                0.08            0.101161           0.0100354
      1706               -0.12            0.101032           0.0100304
      1707               -0.16            0.100879           0.0100257
      1708               -0.12            0.100749           0.0100206
      1709                0.08            0.100737           0.0100148
      1710                0.04            0.100702            0.010009
      1711                0.08             0.10069           0.0100031
      1712               -0.12            0.100561          0.00999813
      1713                -0.2            0.100385          0.00999384
      1714               -0.16            0.100233          0.00998916
      1715                -0.4           0.0999417          0.00998759
      1716               -0.44            0.099627          0.00998673
      1717               -0.32           0.0993826           0.0099839
      1718                -0.2           0.0992084          0.00997961
      1719                0.04           0.0991739          0.00997387
      1720                 0.2           0.0992326          0.00996824
      1721                0.44           0.0994306          0.00996441
      1722                 0.6           0.0997213          0.00996287
      1723                0.76            0.100104          0.00996445
      1724                0.72            0.100464          0.00996516
      1725                0.64            0.100777          0.00996429
      1726                0.68            0.101112          0.00996416
      1727                 0.6            0.101401          0.00996258
      1728                0.56            0.101667          0.00996035
      1729                0.44            0.101862          0.00995651
      1730                0.16            0.101896          0.00995081
      1731                0.12            0.101906          0.00994507
      1732                0.16             0.10194          0.00993938
      1733                0.36            0.102089          0.00993476
      1734                0.44            0.102284          0.00993095
      1735                0.28            0.102386          0.00992575
      1736                0.24            0.102465          0.00992035
      1737                0.16            0.102499          0.00991469
      1738                0.28            0.102601          0.00990951
      1739                0.36            0.102749          0.00990492
      1740                0.24            0.102828          0.00989954
      1741                0.12            0.102837          0.00989386
      1742                 0.2            0.102893          0.00988834
      1743                0.12            0.102903          0.00988267
      1744                 0.2            0.102959          0.00987716
      1745                0.12            0.102968          0.00987151
      1746                0.32            0.103093          0.00986663
      1747                0.32            0.103217          0.00986177
      1748                0.32            0.103341          0.00985691
      1749                0.16            0.103373          0.00985132
      1750               -0.08            0.103269          0.00984625
      1751               -0.16            0.103118          0.00984178
      1752               -0.08            0.103014          0.00983671
      1753               -0.16            0.102864          0.00983225
      1754               -0.16            0.102714          0.00982778
      1755               -0.12            0.102587            0.009823
      1756                -0.2            0.102415          0.00981892
      1757               -0.24             0.10222          0.00981527
      1758                -0.2            0.102048          0.00981119
      1759               -0.28            0.101831          0.00980801
      1760               -0.36            0.101568          0.00980595
      1761               -0.32            0.101329           0.0098033
      1762               -0.44            0.101022          0.00980255
      1763               -0.52            0.100669          0.00980332
      1764               -0.56            0.100295          0.00980491
      1765               -0.56           0.0999207          0.00980649
      1766                -0.6           0.0995243          0.00980895
      1767                -0.4           0.0992417          0.00980747
      1768                0.04           0.0992081          0.00980198
      1769               -0.04           0.0991295          0.00979675
      1770                -0.2           0.0989605          0.00979267
      1771               -0.16           0.0988142          0.00978824
      1772               -0.24            0.098623          0.00978458
      1773               -0.32           0.0983869          0.00978191
      1774               -0.16           0.0982413          0.00977748
      1775                0.04           0.0982085          0.00977203
      1776                0.08           0.0981982          0.00976653
      1777               -0.12           0.0980754          0.00976181
      1778                0.04           0.0980427          0.00975637
      1779                 0.4           0.0982125          0.00975236
      1780                0.56           0.0984719          0.00975033
      1781                0.44           0.0986637          0.00974674
      1782                 0.4           0.0988328          0.00974274
      1783                0.52            0.099069          0.00974014
      1784                0.52           0.0993049          0.00973754
      1785                0.56            0.099563           0.0097355
      1786                0.56           0.0998208          0.00973346
      1787                0.64            0.100123          0.00973271
      1788                 0.6            0.100403          0.00973128
      1789                0.52            0.100637          0.00972867
      1790                0.52            0.100872          0.00972605
      1791                 0.6             0.10115          0.00972462
      1792                 0.6            0.101429          0.00972317
      1793                 0.6            0.101707          0.00972172
      1794                 0.6            0.101984          0.00972027
      1795                0.88            0.102418          0.00972452
      1796                0.84            0.102829          0.00972777
      1797                 0.8            0.103216          0.00973009
      1798                 0.8            0.103604          0.00973239
      1799                 0.8            0.103991          0.00973468
      1800                0.72            0.104333          0.00973528
      1801                0.68            0.104653          0.00973512
      1802                0.48            0.104861          0.00973195
      1803                0.32            0.104981          0.00972728
      1804               -0.12            0.104856          0.00972269
      1805               -0.04            0.104776          0.00971764
      1806                0.04             0.10474          0.00971232
      1807               -0.08            0.104638          0.00970748
      1808                -0.2            0.104469          0.00970358
      1809                -0.2            0.104301          0.00969967
      1810               -0.12            0.104177          0.00969511
      1811               -0.12            0.104053          0.00969054
      1812                0.08             0.10404           0.0096852
      1813                0.16            0.104071          0.00967991
      1814                0.04            0.104035          0.00967464
      1815                0.12            0.104044          0.00966931
      1816                0.24            0.104119          0.00966428
      1817                0.28            0.104216          0.00965944
      1818                0.32            0.104334          0.00965486
      1819                0.48            0.104541          0.00965176
      1820                0.56            0.104791           0.0096497
      1821                0.16            0.104822          0.00964445
      1822                 0.2            0.104874           0.0096393
      1823                0.28             0.10497          0.00963449
      1824                0.28            0.105066          0.00962968
      1825                0.28            0.105162          0.00962488
      1826                0.52            0.105389          0.00962229
      1827                 0.6             0.10566          0.00962084
      1828                0.64            0.105952          0.00962001
      1829                0.72            0.106288          0.00962061
      1830                0.64            0.106579          0.00961977
      1831                0.72            0.106914          0.00962035
      1832                0.72            0.107249          0.00962092
      1833                0.52            0.107474           0.0096183
      1834                0.56            0.107721          0.00961622
      1835                0.52            0.107946          0.00961361
      1836                0.64            0.108235          0.00961274
      1837                0.68            0.108547          0.00961254
      1838                0.76            0.108901          0.00961384
      1839                0.64             0.10919          0.00961295
      1840                0.68              0.1095          0.00961273
      1841                0.68             0.10981          0.00961251
      1842                0.72            0.110141          0.00961299
      1843                 0.6            0.110407          0.00961145
      1844                0.52            0.110629           0.0096088
      1845                 0.4            0.110786          0.00960488
      1846                0.48            0.110986          0.00960176
      1847                0.56            0.111229          0.00959963
      1848                 0.8            0.111602          0.00960167
      1849                0.76            0.111952          0.00960288
      1850                0.84            0.112346          0.00960575
      1851                0.92            0.112782          0.00961047
      1852                0.96             0.11324          0.00961616
      1853                0.92            0.113675          0.00962082
      1854                0.84            0.114067           0.0096236
      1855                   1            0.114544          0.00963026
      1856                0.84            0.114935            0.009633
      1857                0.96             0.11539          0.00963856
      1858                   1            0.115867          0.00964512
      1859                0.96            0.116321          0.00965061
      1860                0.92            0.116753          0.00965509
      1861                   1            0.117227          0.00966156
      1862                0.88            0.117637          0.00966506
      1863                0.84            0.118025          0.00966764
      1864                0.84            0.118412          0.00967021
      1865                0.68            0.118713          0.00966971
      1866                0.72            0.119035           0.0096699
      1867                 0.6            0.119293          0.00966815
      1868                0.36            0.119422          0.00966383
      1869                0.36            0.119551          0.00965952
      1870                0.44            0.119722          0.00965587
      1871                0.52            0.119936          0.00965308
      1872                0.52             0.12015          0.00965029
      1873                 0.4            0.120299           0.0096463
      1874                0.36            0.120427            0.009642
      1875                 0.2            0.120469          0.00963695
      1876                0.16             0.12049          0.00963183
      1877               -0.04            0.120405          0.00962708
      1878                0.04            0.120362          0.00962205
      1879                0.12            0.120362          0.00961693
      1880                0.08             0.12034          0.00961184
      1881               -0.04            0.120255          0.00960711
      1882               -0.04             0.12017          0.00960238
      1883               -0.04            0.120085          0.00959766
      1884                0.16            0.120106          0.00959259
      1885                0.04            0.120064          0.00958759
      1886                0.08            0.120042          0.00958253
      1887               -0.04            0.119958          0.00957783
      1888               -0.12            0.119831           0.0095736
      1889               -0.08            0.119725          0.00956911
      1890               -0.04             0.11964          0.00956442
      1891               -0.16            0.119492          0.00956051
      1892               -0.32             0.11926          0.00955828
      1893               -0.36            0.119007          0.00955658
      1894                -0.2            0.118838          0.00955302
      1895               -0.32            0.118607          0.00955079
      1896               -0.36            0.118354          0.00954908
      1897               -0.52            0.118018          0.00954998
      1898                -0.6             0.11764          0.00955244
      1899               -0.48            0.117325          0.00955259
      1900                -0.4            0.117053          0.00955144
      1901               -0.52            0.116718          0.00955229
      1902               -0.32            0.116488          0.00955003
      1903                -0.4            0.116217          0.00954887
      1904               -0.32            0.115987           0.0095466
      1905               -0.48            0.115675          0.00954671
      1906                -0.4            0.115404          0.00954554
      1907               -0.52            0.115071          0.00954635
      1908                -0.6            0.114696           0.0095487
      1909               -0.68             0.11428          0.00955276
      1910               -0.68            0.113864          0.00955681
      1911               -0.64            0.113469          0.00955995
      1912               -0.64            0.113075          0.00956307
      1913                -0.6            0.112703          0.00956533
      1914               -0.56            0.112351          0.00956679
      1915               -0.56               0.112          0.00956823
      1916               -0.36            0.111754          0.00956641
      1917               -0.04            0.111674          0.00956174
      1918                 0.2            0.111721          0.00955687
      1919                 0.2            0.111767            0.009552
      1920                0.16            0.111792          0.00954706
      1921                   0            0.111733          0.00954227
      1922               -0.12            0.111613          0.00953806
      1923                 0.2            0.111659          0.00953321
      1924                0.16            0.111684          0.00952829
      1925                0.04            0.111647          0.00952342
      1926               -0.08            0.111547          0.00951899
      1927                   0            0.111489          0.00951423
      1928               -0.12            0.111369          0.00951005
      1929               -0.04            0.111291          0.00950544
      1930               -0.28            0.111088          0.00950268
      1931               -0.28            0.110886          0.00949992
      1932               -0.16            0.110745          0.00949603
      1933               -0.04            0.110667          0.00949144
      1934               -0.08            0.110569          0.00948705
      1935               -0.04            0.110491          0.00948246
      1936                0.12            0.110496          0.00947757
      1937                0.36            0.110625          0.00947355
      1938                0.52            0.110836          0.00947101
      1939                0.48            0.111026          0.00946804
      1940                0.44            0.111196          0.00946468
      1941                0.44            0.111365          0.00946132
      1942                0.44            0.111535          0.00945796
      1943                0.52            0.111745          0.00945543
      1944                0.52            0.111955           0.0094529
      1945                 0.8            0.112308          0.00945466
      1946                0.72            0.112621          0.00945495
      1947                0.88            0.113015          0.00945831
      1948                0.84            0.113388          0.00946081
      1949                0.84            0.113761           0.0094633
      1950                0.76            0.114092          0.00946425
      1951                0.56            0.114321          0.00946216
      1952                0.52            0.114529          0.00945959
      1953                0.52            0.114736          0.00945703
      1954                 0.6            0.114985          0.00945545
      1955                0.68            0.115274          0.00945503
      1956                 0.6            0.115521          0.00945344
      1957                0.48            0.115708          0.00945044
      1958                 0.2            0.115751          0.00944571
      1959                 0.2            0.115794          0.00944099
      1960                0.36            0.115918            0.009437
      1961                0.52            0.116124          0.00943443
      1962                0.56            0.116351          0.00943234
      1963                0.76            0.116679          0.00943323
      1964                0.68            0.116965          0.00943279
      1965                0.52             0.11717          0.00943021
      1966                 0.4            0.117314          0.00942652
      1967                0.28            0.117397          0.00942209
      1968                 0.2            0.117439          0.00941739
      1969                 0.4            0.117583           0.0094137
      1970                0.36            0.117706          0.00940973
      1971                0.36            0.117829          0.00940576
      1972                0.24             0.11789          0.00940119
      1973                0.28            0.117973          0.00939679
      1974                0.28            0.118055          0.00939238
      1975                0.24            0.118116          0.00938783
      1976                0.12            0.118117          0.00938308
      1977                0.12            0.118118          0.00937833
      1978                0.08            0.118099          0.00937361
      1979                0.28            0.118181          0.00936923
      1980                0.52            0.118384           0.0093667
      1981                0.28            0.118465          0.00936233
      1982                0.24            0.118527           0.0093578
      1983                 0.2            0.118568          0.00935317
      1984                0.28            0.118649          0.00934881
      1985                0.36            0.118771          0.00934489
      1986                0.48            0.118953          0.00934196
      1987                0.44            0.119114          0.00933865
      1988                0.56            0.119336          0.00933659
      1989                0.44            0.119497          0.00933329
      1990                0.36            0.119618          0.00932938
      1991                0.12            0.119618          0.00932469
      1992                0.12            0.119618          0.00932001
      1993                0.04            0.119579          0.00931542
      1994                   0            0.119519          0.00931094
      1995               -0.12            0.119398          0.00930705
      1996               -0.08            0.119299          0.00930292
      1997               -0.24            0.119119              0.0093
      1998               -0.28            0.118919           0.0092975
      1999               -0.24            0.118739          0.00929458
      2000               -0.36              0.1185          0.00929301
      2001               -0.48            0.118201          0.00929318
      2002               -0.56            0.117862          0.00929471
      2003               -0.56            0.117524          0.00929623
      2004               -0.28            0.117325          0.00929371
      2005               -0.24            0.117147          0.00929078
      2006               -0.12            0.117029           0.0092869
      2007               -0.24            0.116851          0.00928398
      2008               -0.12            0.116733           0.0092801
      2009               -0.32            0.116516          0.00927803
      2010               -0.28            0.116318          0.00927551
      2011                -0.2            0.116161          0.00927223
      2012                -0.4            0.115905          0.00927117
      2013                -0.4            0.115648          0.00927011
      2014               -0.36            0.115412          0.00926851
      2015               -0.44            0.115136          0.00926801
      2016               -0.56            0.114802          0.00926946
      2017               -0.32            0.114586          0.00926737
      2018               -0.44            0.114311          0.00926685
      2019               -0.36            0.114076          0.00926524
      2020               -0.32            0.113861          0.00926315
      2021               -0.08            0.113765          0.00925906
      2022                0.04            0.113729          0.00925455
      2023                0.04            0.113693          0.00925005
      2024               -0.04            0.113617          0.00924579
      2025                0.24            0.113679          0.00924144
      2026                0.28            0.113761          0.00923724
      2027                 0.4            0.113902          0.00923376
      2028                0.36            0.114024             0.00923
      2029                0.68            0.114303          0.00922967
      2030                0.56            0.114522          0.00922773
      2031                0.52            0.114722          0.00922535
      2032                 0.2            0.114764          0.00922091
      2033                 0.2            0.114806          0.00921647
      2034                   0            0.114749          0.00921211
      2035                   0            0.114693          0.00920775
      2036                0.24            0.114754          0.00920344
      2037                0.28            0.114836          0.00919928
      2038                0.24            0.114897          0.00919497
      2039                 0.2            0.114939          0.00919055
      2040                 0.2             0.11498          0.00918614
      2041                0.28            0.115061            0.009182
      2042                0.56            0.115279          0.00918008
      2043                0.48            0.115458          0.00917733
      2044                0.56            0.115675          0.00917541
      2045                0.52            0.115873          0.00917306
      2046                 0.6            0.116109          0.00917162
      2047                0.48            0.116287          0.00916887
      2048                 0.4            0.116426          0.00916544
      2049                 0.4            0.116564          0.00916201
      2050                0.24            0.116624          0.00915774
      2051                0.24            0.116685          0.00915347
      2052                 0.2            0.116725           0.0091491
      2053                0.44            0.116883            0.009146
      2054                0.56            0.117098          0.00914409
      2055                0.56            0.117314          0.00914218
      2056                0.56            0.117529          0.00914027
      2057                0.32            0.117628          0.00913635
      2058                0.32            0.117726          0.00913244
      2059                0.36            0.117844          0.00912877
      2060                0.12            0.117845          0.00912433
      2061                0.12            0.117846          0.00911991
      2062                0.24            0.117905          0.00911568
