#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
      5783                 0.2             0.13548          0.00523941
      5784                0.12            0.135477          0.00523851
      5785                 0.2            0.135488          0.00523761
      5786                0.28            0.135513          0.00523677
      5787                0.24            0.135531          0.00523589
      5788                0.32            0.135563          0.00523509
      5789                0.16            0.135567          0.00523418
      5790               -0.08             0.13553          0.00523341
      5791                -0.2            0.135472          0.00523283
      5792               -0.52            0.135359          0.00523315
      5793               -0.52            0.135246          0.00523347
      5794               -0.56            0.135126          0.00523394
      5795               -0.52            0.135013          0.00523426
      5796               -0.48            0.134907          0.00523443
      5797               -0.36            0.134821          0.00523422
      5798                0.08            0.134812          0.00523333
      5799                 0.2            0.134823          0.00523244
      5800                0.12            0.134821          0.00523154
      5801               -0.08            0.134784          0.00523077
      5802                   0             0.13476          0.00522992
      5803                0.12            0.134758          0.00522902
      5804                0.12            0.134755          0.00522812
      5805                0.24            0.134773          0.00522725
      5806                0.32            0.134805          0.00522644
      5807                0.12            0.134803          0.00522554
      5808                 0.2            0.134814          0.00522466
      5809                0.12            0.134811          0.00522376
      5810                0.16            0.134816          0.00522286
      5811                0.24            0.134834          0.00522199
      5812                0.12            0.134831          0.00522109
      5813                0.08            0.134822           0.0052202
      5814                0.08            0.134813          0.00521932
      5815                0.04            0.134796          0.00521844
      5816                   0            0.134773           0.0052176
      5817                   0             0.13475          0.00521675
      5818               -0.16            0.134699           0.0052161
      5819               -0.12            0.134655          0.00521539
      5820               -0.36             0.13457          0.00521519
      5821               -0.36            0.134485          0.00521498
      5822                -0.2            0.134428           0.0052144
      5823               -0.24            0.134364           0.0052139
      5824               -0.32            0.134286          0.00521359
      5825               -0.36            0.134201          0.00521339
      5826               -0.28             0.13413          0.00521298
      5827                -0.4            0.134038          0.00521289
      5828                -0.2            0.133981          0.00521231
      5829               -0.24            0.133917          0.00521181
      5830                   0            0.133894          0.00521097
      5831                   0            0.133871          0.00521012
      5832                0.08            0.133861          0.00520924
      5833                0.04            0.133845          0.00520837
      5834                -0.2            0.133788          0.00520779
      5835               -0.32             0.13371          0.00520748
      5836                -0.4            0.133619          0.00520739
      5837               -0.48            0.133514          0.00520756
      5838               -0.68            0.133374          0.00520853
      5839               -0.68            0.133235           0.0052095
      5840               -0.64            0.133103          0.00521029
      5841               -0.56            0.132984          0.00521075
      5842               -0.56            0.132865          0.00521121
      5843               -0.52            0.132754          0.00521151
      5844               -0.44            0.132656          0.00521154
      5845                -0.4            0.132565          0.00521145
      5846                -0.2            0.132508          0.00521087
      5847               -0.32             0.13243          0.00521055
      5848               -0.36            0.132346          0.00521034
      5849               -0.36            0.132262          0.00521013
      5850                -0.2            0.132205          0.00520955
      5851               -0.32            0.132128          0.00520923
      5852               -0.32            0.132051          0.00520891
      5853               -0.36            0.131967           0.0052087
      5854               -0.28            0.131896          0.00520829
      5855               -0.16            0.131846          0.00520764
      5856               -0.16            0.131796          0.00520699
      5857               -0.12            0.131753          0.00520628
      5858               -0.04            0.131724          0.00520547
      5859               -0.04            0.131695          0.00520466
      5860                0.16              0.1317          0.00520378
      5861                0.16            0.131704          0.00520289
      5862                   0            0.131682          0.00520205
      5863                0.12             0.13168          0.00520117
      5864                0.28            0.131705          0.00520034
      5865                0.36            0.131744           0.0051996
      5866                0.44            0.131797          0.00519898
      5867                0.24            0.131815          0.00519812
      5868                0.08            0.131806          0.00519725
      5869                0.08            0.131798          0.00519637
      5870                0.08            0.131789          0.00519549
      5871                0.08             0.13178          0.00519461
      5872                   0            0.131757          0.00519378
      5873               -0.04            0.131728          0.00519298
      5874                0.24            0.131747          0.00519212
      5875                0.16            0.131751          0.00519124
      5876                0.16            0.131756          0.00519036
      5877                   0            0.131734          0.00518953
      5878               -0.08            0.131698          0.00518877
      5879               -0.12            0.131655          0.00518806
      5880                0.12            0.131653          0.00518718
      5881                   0            0.131631          0.00518635
      5882                0.16            0.131635          0.00518547
      5883                   0            0.131613          0.00518463
      5884                0.12            0.131611          0.00518375
      5885               -0.04            0.131582          0.00518295
      5886                0.12             0.13158          0.00518207
      5887                0.16            0.131585           0.0051812
      5888                0.08            0.131576          0.00518032
      5889                0.36            0.131615          0.00517959
      5890                0.44            0.131667          0.00517897
      5891                0.44             0.13172          0.00517836
      5892                0.44            0.131772          0.00517775
      5893                0.28            0.131797          0.00517693
      5894                0.28            0.131822          0.00517611
      5895                0.04            0.131807          0.00517526
      5896               -0.16            0.131757          0.00517461
      5897               -0.04            0.131728          0.00517382
      5898                0.08            0.131719          0.00517295
      5899                0.24            0.131738          0.00517211
      5900                 0.2            0.131749          0.00517124
      5901                0.32            0.131781          0.00517046
      5902                0.44            0.131833          0.00516985
      5903                0.44            0.131885          0.00516924
      5904                0.52            0.131951          0.00516878
      5905                0.24             0.13197          0.00516794
      5906                0.32            0.132001          0.00516716
      5907                0.44            0.132053          0.00516655
      5908                0.56            0.132126          0.00516618
      5909                0.48            0.132185          0.00516564
      5910                0.32            0.132217          0.00516487
      5911                0.12            0.132215          0.00516399
      5912                 0.2            0.132226          0.00516313
      5913                0.08            0.132217          0.00516227
      5914                0.16            0.132222           0.0051614
      5915               -0.04            0.132193          0.00516061
      5916                   0             0.13217          0.00515978
      5917               -0.08            0.132135          0.00515904
      5918                0.08            0.132126          0.00515817
      5919                0.08            0.132117          0.00515731
      5920                0.12            0.132115          0.00515644
      5921                0.08            0.132106          0.00515557
      5922                0.28            0.132131          0.00515476
      5923                0.16            0.132136           0.0051539
      5924                0.24            0.132154          0.00515306
      5925                0.28            0.132179          0.00515225
      5926                0.48            0.132238          0.00515171
      5927                0.44             0.13229          0.00515111
      5928                 0.4            0.132335          0.00515043
      5929                0.28             0.13236          0.00514963
      5930                   0            0.132337          0.00514881
      5931               -0.24            0.132274          0.00514832
      5932                -0.2            0.132218          0.00514776
      5933               -0.36            0.132136          0.00514756
      5934                -0.4            0.132046          0.00514747
      5935                -0.4            0.131956          0.00514738
      5936                -0.2              0.1319          0.00514682
      5937               -0.16            0.131851          0.00514619
      5938               -0.08            0.131815          0.00514545
      5939                0.08            0.131807          0.00514459
      5940                0.08            0.131798          0.00514373
      5941                0.32             0.13183          0.00514296
      5942                 0.4            0.131875          0.00514229
      5943                0.28              0.1319          0.00514149
      5944                   0            0.131878          0.00514067
      5945               -0.16            0.131828          0.00514004
      5946               -0.08            0.131793           0.0051393
      5947                0.04            0.131777          0.00513846
      5948                0.04            0.131762          0.00513762
      5949                0.28            0.131787          0.00513681
      5950                0.36            0.131825          0.00513609
      5951                 0.4             0.13187          0.00513543
      5952                0.68            0.131962          0.00513539
      5953                0.68            0.132054          0.00513535
      5954                0.64             0.13214           0.0051352
      5955                0.64            0.132225          0.00513505
      5956                 0.4             0.13227          0.00513438
      5957                 0.2            0.132281          0.00513353
      5958                 0.2            0.132293          0.00513268
      5959                0.16            0.132297          0.00513182
      5960                0.24            0.132315          0.00513099
      5961                 0.2            0.132327          0.00513015
      5962                0.16            0.132331          0.00512929
      5963                   0            0.132309          0.00512848
      5964                0.16            0.132314          0.00512762
      5965                 0.2            0.132325          0.00512677
      5966                 0.2            0.132337          0.00512592
      5967               -0.12            0.132294          0.00512524
      5968               -0.12            0.132252          0.00512455
      5969               -0.12             0.13221          0.00512387
      5970                0.12            0.132208          0.00512301
      5971                   0            0.132186           0.0051222
      5972                0.12            0.132184          0.00512135
      5973                0.28            0.132208          0.00512055
      5974                0.44             0.13226          0.00511995
      5975                0.44            0.132311          0.00511935
      5976                0.36            0.132349          0.00511864
      5977                0.36            0.132387          0.00511792
      5978                 0.4            0.132432          0.00511726
      5979                0.48             0.13249          0.00511674
      5980                0.52            0.132555          0.00511629
      5981                 0.6            0.132633          0.00511603
      5982                0.44            0.132685          0.00511544
      5983                0.52            0.132749          0.00511499
      5984                0.56            0.132821          0.00511463
      5985                0.56            0.132892          0.00511428
      5986                0.64            0.132977          0.00511412
      5987                0.68            0.133068          0.00511409
      5988                0.56             0.13314          0.00511373
      5989                0.48            0.133198           0.0051132
      5990                0.52            0.133262          0.00511276
      5991                0.52            0.133327          0.00511231
      5992                 0.4            0.133371          0.00511165
      5993                0.56            0.133442          0.00511129
      5994                 0.6             0.13352          0.00511103
      5995                0.52            0.133585          0.00511059
      5996                0.48            0.133642          0.00511006
      5997                0.52            0.133707          0.00510962
      5998                0.52            0.133771          0.00510917
      5999                0.52            0.133836          0.00510872
      6000                0.48            0.133893           0.0051082
      6001                0.44            0.133944           0.0051076
      6002                0.44            0.133995          0.00510701
      6003                0.36            0.134033          0.00510629
      6004                 0.4            0.134077          0.00510564
      6005                0.48            0.134135          0.00510511
      6006                0.24            0.134153          0.00510429
      6007                0.24             0.13417          0.00510347
      6008                0.08            0.134161          0.00510263
      6009                0.24            0.134179          0.00510181
      6010                0.44             0.13423          0.00510122
      6011                0.36            0.134267          0.00510051
      6012                 0.4            0.134311          0.00509985
      6013                0.36            0.134349          0.00509914
      6014                0.48            0.134406          0.00509861
      6015                0.36            0.134444          0.00509791
      6016                0.12            0.134441          0.00509706
      6017                 0.2            0.134452          0.00509622
      6018                0.32            0.134483          0.00509547
      6019                0.32            0.134514          0.00509472
      6020                0.16            0.134518          0.00509387
      6021                0.32            0.134549          0.00509312
      6022                0.28            0.134573          0.00509233
      6023                0.44            0.134624          0.00509174
      6024                 0.6            0.134701          0.00509148
      6025                0.56            0.134772          0.00509112
      6026                0.92            0.134902          0.00509194
      6027                0.88            0.135026           0.0050926
      6028                0.72            0.135123          0.00509268
      6029                0.76            0.135226          0.00509289
      6030                 0.6            0.135303          0.00509263
      6031                0.44            0.135354          0.00509203
      6032                0.32            0.135385          0.00509128
      6033                0.28            0.135409          0.00509049
      6034                0.28            0.135433          0.00508971
      6035                 0.2            0.135443          0.00508888
      6036                0.16            0.135447          0.00508803
      6037                   0            0.135425          0.00508724
      6038                0.12            0.135422           0.0050864
      6039                0.04            0.135407          0.00508558
      6040                0.08            0.135397          0.00508475
      6041                0.16            0.135401          0.00508391
      6042                0.16            0.135405          0.00508307
      6043                0.04             0.13539          0.00508225
      6044                -0.2            0.135334          0.00508171
      6045               -0.28            0.135266          0.00508134
      6046               -0.28            0.135197          0.00508096
      6047                -0.2            0.135141          0.00508042
      6048                -0.2            0.135086          0.00507988
      6049               -0.12            0.135044          0.00507922
      6050               -0.04            0.135015          0.00507846
      6051               -0.12            0.134973           0.0050778
      6052                -0.2            0.134917          0.00507726
      6053                   0            0.134895          0.00507647
      6054               -0.08             0.13486          0.00507576
      6055               -0.24            0.134798           0.0050753
      6056               -0.16            0.134749          0.00507469
      6057               -0.12            0.134707          0.00507403
      6058               -0.32            0.134632          0.00507375
      6059               -0.24             0.13457          0.00507328
      6060               -0.28            0.134502          0.00507291
      6061               -0.12             0.13446          0.00507225
      6062               -0.04            0.134431          0.00507149
      6063               -0.08            0.134396          0.00507078
      6064               -0.12            0.134354          0.00507011
      6065               -0.36            0.134272          0.00506993
      6066                -0.4            0.134184          0.00506986
      6067                -0.4            0.134096          0.00506979
      6068               -0.44            0.134001          0.00506984
      6069               -0.44            0.133907          0.00506989
      6070               -0.56            0.133792          0.00507034
      6071               -0.64            0.133665          0.00507111
      6072               -0.64            0.133538          0.00507187
      6073               -0.64             0.13341          0.00507264
      6074               -0.68            0.133276          0.00507357
      6075               -0.56            0.133162          0.00507402
      6076                -0.6            0.133041          0.00507462
      6077               -0.56            0.132927          0.00507506
      6078               -0.48            0.132827          0.00507523
      6079               -0.48            0.132726          0.00507539
      6080               -0.56            0.132612          0.00507584
      6081                -0.6            0.132491          0.00507643
      6082               -0.28            0.132424          0.00507605
      6083               -0.04            0.132395           0.0050753
      6084                0.08            0.132387          0.00507447
      6085                0.28            0.132411          0.00507369
      6086                0.24            0.132429          0.00507289
      6087               -0.24            0.132367          0.00507243
      6088               -0.56            0.132254          0.00507287
      6089               -0.68             0.13212          0.00507379
      6090                -0.6               0.132          0.00507438
      6091               -0.32            0.131926          0.00507409
      6092               -0.36            0.131845           0.0050739
      6093               -0.24            0.131784          0.00507343
      6094               -0.32             0.13171          0.00507314
      6095               -0.28            0.131642          0.00507276
      6096               -0.44            0.131549          0.00507279
      6097                -0.2            0.131494          0.00507225
      6098               -0.36            0.131414          0.00507206
      6099               -0.36            0.131333          0.00507187
      6100                -0.4            0.131246          0.00507179
      6101               -0.24            0.131185          0.00507132
      6102               -0.28            0.131118          0.00507094
      6103                -0.2            0.131063           0.0050704
      6104               -0.12            0.131022          0.00506973
      6105               -0.16            0.130975          0.00506913
      6106               -0.36            0.130894          0.00506893
      6107               -0.24            0.130833          0.00506847
      6108               -0.16            0.130786          0.00506786
      6109               -0.32            0.130712          0.00506757
      6110               -0.24            0.130651           0.0050671
      6111                -0.4            0.130565          0.00506702
      6112                -0.4            0.130478          0.00506693
      6113               -0.48            0.130378          0.00506709
      6114               -0.72            0.130239          0.00506817
      6115               -0.84             0.13008          0.00506982
      6116               -0.88            0.129915          0.00507168
      6117               -0.68            0.129783          0.00507258
      6118               -0.88            0.129618          0.00507444
      6119               -0.92            0.129446           0.0050765
      6120                -0.8            0.129294          0.00507795
      6121               -0.92            0.129123          0.00508001
      6122                  -1            0.128938          0.00508253
      6123               -0.92            0.128767          0.00508458
      6124               -0.88            0.128602          0.00508642
      6125                -0.8            0.128451          0.00508785
      6126                -0.8            0.128299          0.00508927
      6127               -0.56            0.128187          0.00508968
      6128               -0.52            0.128081          0.00508995
      6129               -0.28            0.128014          0.00508956
      6130               -0.32            0.127941          0.00508925
      6131                -0.2            0.127888           0.0050887
      6132               -0.16            0.127841          0.00508809
      6133               -0.08            0.127807          0.00508737
      6134               -0.04             0.12778          0.00508662
      6135                   0            0.127759          0.00508583
      6136               -0.04            0.127731          0.00508507
      6137                   0            0.127711          0.00508429
      6138                0.08            0.127703          0.00508347
      6139               -0.12            0.127662           0.0050828
      6140                0.04            0.127648          0.00508199
      6141                0.16            0.127653          0.00508117
      6142                 0.2            0.127665          0.00508035
      6143                0.08            0.127657          0.00507953
      6144               -0.08            0.127624          0.00507882
      6145               -0.24            0.127564          0.00507834
      6146               -0.28            0.127498          0.00507795
      6147               -0.16            0.127451          0.00507734
      6148               -0.32            0.127378          0.00507703
      6149               -0.28            0.127312          0.00507664
      6150               -0.36            0.127233          0.00507643
      6151               -0.28            0.127166          0.00507604
      6152                -0.2            0.127113          0.00507549
      6153               -0.12            0.127073          0.00507483
      6154                0.04            0.127059          0.00507402
      6155               -0.04            0.127032          0.00507327
      6156               -0.04            0.127005          0.00507252
      6157               -0.04            0.126977          0.00507177
      6158                   0            0.126957          0.00507099
      6159                0.04            0.126943          0.00507018
      6160                0.16            0.126948          0.00506936
      6161                0.08             0.12694          0.00506855
      6162                 0.2            0.126952          0.00506774
      6163                0.16            0.126958          0.00506692
      6164                0.16            0.126963           0.0050661
      6165                0.08            0.126955          0.00506528
      6166               -0.04            0.126928          0.00506453
      6167                 0.2             0.12694          0.00506373
      6168                0.04            0.126926          0.00506292
      6169                0.12            0.126925           0.0050621
      6170                 0.2            0.126937           0.0050613
      6171                0.08            0.126929          0.00506048
      6172                0.04            0.126915          0.00505968
      6173                0.04            0.126901          0.00505888
      6174                0.36            0.126939           0.0050582
      6175                0.36            0.126977          0.00505753
      6176                0.28            0.127001          0.00505677
      6177                0.32            0.127033          0.00505605
      6178                0.44            0.127083          0.00505548
      6179                0.36            0.127121           0.0050548
      6180                 0.6            0.127197          0.00505456
      6181                0.68            0.127287          0.00505454
      6182                0.72            0.127383          0.00505463
      6183                0.76            0.127485          0.00505485
      6184                 0.8            0.127594           0.0050552
      6185                0.84            0.127709          0.00505569
      6186                0.64            0.127792          0.00505556
      6187                0.64            0.127875          0.00505542
      6188                0.72             0.12797           0.0050555
      6189                 0.8            0.128079          0.00505585
      6190                 0.8            0.128187           0.0050562
      6191                0.64             0.12827          0.00505606
      6192                 0.6            0.128346          0.00505582
      6193                0.52            0.128409           0.0050554
      6194                0.64            0.128492          0.00505526
      6195                0.32            0.128523          0.00505453
      6196                0.32            0.128554          0.00505381
      6197                0.08            0.128546            0.005053
      6198                0.08            0.128538          0.00505219
      6199                0.16            0.128543          0.00505138
      6200               -0.08             0.12851          0.00505068
      6201                0.08            0.128502          0.00504987
      6202                0.08            0.128494          0.00504906
      6203               -0.04            0.128467          0.00504832
      6204               -0.24            0.128407          0.00504786
      6205               -0.08            0.128374          0.00504716
      6206               -0.08             0.12834          0.00504645
      6207               -0.04            0.128313          0.00504571
      6208                 0.2            0.128325          0.00504491
      6209                0.32            0.128356           0.0050442
      6210                0.36            0.128393          0.00504352
      6211                0.32            0.128424           0.0050428
      6212                0.24            0.128442          0.00504202
      6213                0.24             0.12846          0.00504124
      6214                0.16            0.128465          0.00504044
      6215                0.28            0.128489          0.00503968
      6216                0.36            0.128526          0.00503901
      6217                0.16            0.128531           0.0050382
      6218                0.12             0.12853          0.00503739
      6219                0.04            0.128516           0.0050366
      6220                0.04            0.128502          0.00503581
      6221               -0.08            0.128468          0.00503512
      6222                -0.2            0.128415          0.00503458
      6223                -0.2            0.128363          0.00503405
      6224               -0.16            0.128316          0.00503345
      6225               -0.08            0.128283          0.00503276
      6226               -0.08            0.128249          0.00503206
      6227               -0.28            0.128184          0.00503168
      6228               -0.24            0.128125          0.00503122
      6229                -0.2            0.128072          0.00503069
      6230               -0.24            0.128013          0.00503023
      6231                -0.2             0.12796          0.00502969
      6232               -0.04            0.127933          0.00502896
      6233                 0.2            0.127945          0.00502817
      6234                 0.4            0.127988          0.00502755
      6235                0.56            0.128058          0.00502722
      6236                 0.6            0.128133          0.00502698
      6237                0.64            0.128215          0.00502685
      6238                0.68            0.128304          0.00502682
      6239                0.76            0.128405          0.00502703
      6240                0.72              0.1285          0.00502712
      6241                0.76            0.128601          0.00502733
      6242                0.96            0.128734          0.00502829
      6243                0.84            0.128848          0.00502878
      6244                0.76            0.128949          0.00502899
      6245                0.76             0.12905           0.0050292
      6246                0.84            0.129164          0.00502968
      6247                0.92            0.129291          0.00503047
      6248                   1             0.12943          0.00503159
      6249                0.92            0.129557          0.00503238
      6250                0.92            0.129683          0.00503316
      6251                 0.8             0.12979           0.0050335
      6252                0.84            0.129904          0.00503398
      6253                0.84            0.130018          0.00503445
      6254                0.72            0.130112          0.00503453
      6255                0.68              0.1302          0.00503449
      6256                0.52            0.130262          0.00503407
      6257                0.44            0.130312          0.00503351
      6258                0.72            0.130406          0.00503359
      6259                0.64            0.130487          0.00503344
      6260                0.64            0.130569           0.0050333
      6261                0.44            0.130618          0.00503274
      6262                0.68            0.130706           0.0050327
      6263                0.64            0.130787          0.00503255
      6264                 0.6            0.130862          0.00503231
      6265                0.68             0.13095          0.00503227
      6266                0.76             0.13105          0.00503246
      6267                0.68            0.131138          0.00503242
      6268                0.68            0.131225          0.00503238
      6269                0.76            0.131326          0.00503258
      6270                 0.8            0.131432          0.00503291
      6271                0.92            0.131558          0.00503367
      6272                 0.8            0.131665            0.005034
      6273                 0.8            0.131771          0.00503432
      6274                 0.8            0.131878          0.00503465
      6275                0.72            0.131971          0.00503472
      6276                0.72            0.132065          0.00503479
      6277                0.84            0.132178          0.00503525
      6278                0.56            0.132246          0.00503491
      6279                 0.4            0.132289          0.00503429
      6280                0.52             0.13235          0.00503386
      6281                0.44            0.132399           0.0050333
      6282                0.56            0.132467          0.00503296
      6283                0.36            0.132504          0.00503229
      6284                0.36             0.13254          0.00503162
      6285                0.44            0.132589          0.00503106
      6286                0.32            0.132619          0.00503034
      6287                0.24            0.132636          0.00502957
      6288                0.12            0.132634          0.00502877
      6289               -0.08              0.1326          0.00502809
      6290                   0            0.132579          0.00502733
      6291                   0            0.132558          0.00502658
      6292                0.08            0.132549          0.00502578
      6293                0.16            0.132554          0.00502499
      6294                   0            0.132533          0.00502423
      6295                0.04            0.132518          0.00502346
      6296                   0            0.132497           0.0050227
      6297                0.04            0.132482          0.00502193
      6298               -0.04            0.132455           0.0050212
      6299                0.12            0.132453          0.00502041
      6300                 0.4            0.132495          0.00501979
      6301                 0.6            0.132569          0.00501954
      6302                 0.4            0.132612          0.00501892
      6303                0.28            0.132635          0.00501818
      6304                0.12            0.132633          0.00501739
      6305                 0.2            0.132644           0.0050166
      6306                 0.4            0.132686          0.00501599
      6307                 0.6             0.13276          0.00501574
      6308                0.48            0.132815          0.00501525
      6309                0.36            0.132851          0.00501458
      6310                0.28            0.132875          0.00501384
      6311                0.36            0.132911          0.00501317
      6312                0.28            0.132934          0.00501243
      6313                0.28            0.132957          0.00501169
      6314                0.36            0.132993          0.00501103
      6315                0.36            0.133029          0.00501036
      6316                 0.2             0.13304          0.00500958
      6317                0.28            0.133063          0.00500884
      6318                 0.2            0.133074          0.00500806
      6319                 0.4            0.133116          0.00500745
      6320                0.36            0.133152          0.00500678
      6321                0.44              0.1332          0.00500623
      6322                0.64            0.133281          0.00500608
      6323                0.56            0.133348          0.00500574
      6324                0.52            0.133409          0.00500532
      6325                0.68            0.133496          0.00500528
      6326                0.72            0.133588          0.00500534
      6327                0.64            0.133668          0.00500519
      6328                 0.6            0.133742          0.00500494
      6329                0.56            0.133809          0.00500461
      6330                0.52             0.13387          0.00500419
      6331                0.16            0.133875           0.0050034
      6332                0.48            0.133929          0.00500291
      6333                0.44            0.133978          0.00500235
      6334                 0.4             0.13402          0.00500174
      6335                0.32            0.134049          0.00500103
      6336                0.36            0.134085          0.00500037
      6337                0.44            0.134133          0.00499982
      6338                0.44            0.134181          0.00499926
      6339                0.28            0.134204          0.00499852
      6340                0.36             0.13424          0.00499786
      6341                0.16            0.134244          0.00499708
      6342                0.36            0.134279          0.00499642
      6343                0.36            0.134315          0.00499575
      6344                0.52            0.134376          0.00499534
      6345                0.56            0.134443            0.004995
      6346                 0.4            0.134485          0.00499439
      6347                0.36             0.13452          0.00499373
      6348                0.36            0.134556          0.00499307
      6349                0.36            0.134591          0.00499241
      6350                 0.6            0.134665          0.00499216
      6351                0.48            0.134719          0.00499167
      6352                0.24            0.134736          0.00499091
      6353                0.12            0.134733          0.00499013
      6354               -0.28            0.134668          0.00498977
      6355               -0.36             0.13459          0.00498959
      6356               -0.36            0.134512          0.00498941
      6357               -0.24            0.134453          0.00498897
      6358                0.08            0.134445           0.0049882
      6359                0.12            0.134443          0.00498741
      6360                0.12             0.13444          0.00498663
      6361               -0.16            0.134394          0.00498606
      6362                0.08            0.134385          0.00498528
      6363               -0.12            0.134345          0.00498466
      6364                -0.2            0.134293          0.00498415
      6365               -0.24            0.134234          0.00498372
      6366               -0.44            0.134144          0.00498375
      6367               -0.52            0.134041          0.00498403
      6368               -0.56            0.133932          0.00498444
      6369               -0.48            0.133836          0.00498459
      6370               -0.44            0.133746          0.00498462
      6371               -0.24            0.133687          0.00498418
      6372               -0.28            0.133622          0.00498382
      6373               -0.28            0.133557          0.00498346
      6374               -0.08            0.133524          0.00498279
      6375               -0.04            0.133496          0.00498208
      6376                0.12            0.133494           0.0049813
      6377                0.44            0.133542          0.00498075
      6378                 0.4            0.133584          0.00498015
      6379                0.28            0.133607          0.00497942
      6380                0.32            0.133636          0.00497873
      6381                0.28            0.133659            0.004978
      6382                0.28            0.133682          0.00497727
      6383                 0.4            0.133724          0.00497667
      6384                0.32            0.133753          0.00497597
      6385                0.12            0.133751          0.00497519
      6386                   0             0.13373          0.00497446
      6387                0.08            0.133722          0.00497369
      6388                 0.2            0.133732          0.00497292
      6389                0.44             0.13378          0.00497237
      6390                0.48            0.133834          0.00497189
      6391                0.56            0.133901          0.00497156
      6392                0.72            0.133992          0.00497163
      6393                0.76             0.13409          0.00497181
      6394                0.68            0.134176          0.00497177
      6395                0.64            0.134255          0.00497162
      6396                0.52            0.134315          0.00497121
      6397                0.32            0.134344          0.00497052
      6398                0.28            0.134367          0.00496979
      6399                0.32            0.134396           0.0049691
      6400                0.08            0.134388          0.00496833
      6401                -0.2            0.134335          0.00496783
      6402               -0.24            0.134277           0.0049674
      6403               -0.12            0.134237          0.00496678
      6404                   0            0.134216          0.00496605
      6405               -0.08            0.134183          0.00496538
      6406                -0.2            0.134131          0.00496488
      6407               -0.12            0.134091          0.00496427
      6408               -0.16            0.134045           0.0049637
      6409                0.16            0.134049          0.00496293
      6410                0.08            0.134041          0.00496216
      6411                0.12            0.134038          0.00496139
      6412                 0.2            0.134049          0.00496063
      6413                0.08             0.13404          0.00495986
      6414                0.04            0.134026          0.00495911
      6415               -0.04            0.133998          0.00495841
      6416               -0.16            0.133953          0.00495785
