#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         496     -0.8464   -0.779082  0.00426723
         497     -0.7624   -0.779049  0.00425878
         498     -0.8408   -0.779173  0.00425203
         499     -0.8384   -0.779291  0.00424517
         500     -0.8392   -0.779411  0.00423837
         501     -0.7592   -0.779371   0.0042301
         502     -0.8368   -0.779485  0.00422322
         503     -0.7576   -0.779442  0.00421505
         504     -0.7584     -0.7794  0.00420689
         505     -0.8392   -0.779518  0.00420023
         506     -0.8416   -0.779641  0.00419372
         507     -0.8416   -0.779763  0.00418723
         508     -0.7608   -0.779726  0.00417915
         509     -0.6808   -0.779532  0.00417546
         510     -0.8344   -0.779639  0.00416865
         511     -0.7568   -0.779595  0.00416074
         512     -0.6752   -0.779391   0.0041576
         513     -0.7552   -0.779343  0.00414977
         514     -0.5992   -0.778993  0.00415647
         515     -0.7632   -0.778962  0.00414851
         516      -0.684   -0.778778  0.00414455
         517     -0.6856   -0.778598  0.00414045
         518     -0.6832   -0.778414  0.00413655
         519     -0.6816   -0.778227  0.00413278
         520       -0.68   -0.778038  0.00412915
         521     -0.6032   -0.777703  0.00413484
         522     -0.5992   -0.777361  0.00414103
         523     -0.6008   -0.777023  0.00414685
         524     -0.6856   -0.776849  0.00414261
         525      -0.764   -0.776824  0.00413479
         526     -0.8424   -0.776949  0.00412881
         527      -0.684   -0.776773  0.00412474
         528     -0.8496   -0.776911  0.00411923
         529     -0.8504    -0.77705  0.00411379
         530     -0.6896   -0.776885  0.00410933
         531     -0.6824   -0.776707  0.00410545
         532     -0.7632   -0.776681  0.00409781
         533     -0.6864   -0.776512  0.00409362
         534      -0.692   -0.776354  0.00408901
         535     -0.7712   -0.776344  0.00408138
         536      -0.772   -0.776336  0.00407377
         537     -0.7744   -0.776332  0.00406619
         538     -0.7736   -0.776327  0.00405863
         539      -0.856   -0.776475  0.00405379
         540     -0.7776   -0.776477  0.00404629
         541     -0.8568   -0.776626  0.00404153
         542     -0.8568   -0.776773  0.00403678
         543     -0.8536   -0.776915  0.00403182
         544     -0.6912   -0.776757  0.00402749
         545     -0.7664   -0.776738  0.00402015
         546     -0.7696   -0.776725   0.0040128
         547     -0.7688   -0.776711  0.00400549
         548     -0.7624   -0.776685  0.00399827
         549     -0.6808    -0.77651   0.0039948
         550      -0.516   -0.776036  0.00401552
         551     -0.7584   -0.776004  0.00400836
         552     -0.7592   -0.775974  0.00400121
         553     -0.8408   -0.776091  0.00399569
         554      -0.764   -0.776069  0.00398854
         555     -0.7608   -0.776042  0.00398145
         556     -0.6776   -0.775865  0.00397822
         557     -0.6776   -0.775688  0.00397499
         558     -0.7608   -0.775662  0.00396796
         559     -0.7656   -0.775644   0.0039609
         560     -0.7664   -0.775627  0.00395386
         561     -0.8504    -0.77576  0.00394906
         562     -0.8488    -0.77589  0.00394417
         563      -0.848   -0.776018  0.00393924
         564     -0.8512   -0.776152  0.00393451
         565     -0.7672   -0.776136  0.00392758
         566     -0.8464    -0.77626   0.0039226
         567     -0.8456   -0.776382  0.00391759
         568     -0.8472   -0.776507  0.00391268
         569     -0.8488   -0.776634  0.00390786
         570     -0.7704   -0.776623  0.00390102
         571     -0.8536   -0.776758  0.00389652
         572     -0.8568   -0.776898  0.00389222
         573     -0.9384    -0.77718  0.00389562
         574     -0.9384   -0.777461  0.00389894
         575     -0.9376   -0.777739   0.0039021
         576     -0.8568   -0.777876  0.00389774
         577     -0.8552    -0.77801  0.00389328
         578     -0.7736   -0.778003  0.00388656
         579     -0.6888   -0.777849   0.0038829
         580      -0.764   -0.777825  0.00387627
         581     -0.7616   -0.777797   0.0038697
         582       -0.84   -0.777904  0.00386453
         583     -0.8416   -0.778013  0.00385945
         584       -0.84   -0.778119   0.0038543
         585       -0.84   -0.778225  0.00384916
         586      -0.604   -0.777928  0.00385406
         587     -0.8408   -0.778035  0.00384898
         588       -0.84    -0.77814  0.00384387
         589      -0.764   -0.778116  0.00383742
         590     -0.7616   -0.778088  0.00383102
         591     -0.6776   -0.777918  0.00382831
         592     -0.7544   -0.777878  0.00382205
         593     -0.8336   -0.777972  0.00381676
         594     -0.7552   -0.777934  0.00381053
         595      -0.676   -0.777763  0.00380797
         596     -0.6776   -0.777595  0.00380529
         597     -0.6008   -0.777298  0.00381042
         598      -0.596   -0.776995  0.00381609
         599     -0.6704   -0.776817  0.00381387
         600     -0.8264     -0.7769  0.00380841
         601     -0.8312    -0.77699  0.00380314
         602     -0.7544   -0.776953  0.00379701
         603     -0.6768   -0.776787  0.00379434
         604     -0.7552   -0.776751  0.00378823
         605     -0.8328   -0.776844   0.0037831
         606     -0.8328   -0.776936  0.00377798
         607     -0.8336   -0.777029  0.00377291
         608     -0.6736   -0.776859  0.00377054
         609     -0.6736    -0.77669  0.00376816
         610     -0.6744   -0.776522  0.00376571
         611     -0.7512   -0.776481  0.00375978
         612     -0.7504   -0.776438  0.00375387
         613      -0.752   -0.776398  0.00374796
         614     -0.7512   -0.776357  0.00374208
         615      -0.748   -0.776311  0.00373628
         616     -0.7472   -0.776264  0.00373052
         617     -0.7456   -0.776214   0.0037248
         618     -0.7496   -0.776171  0.00371902
         619     -0.6728   -0.776004  0.00371676
         620     -0.7552    -0.77597  0.00371092
         621      -0.756   -0.775938  0.00370508
         622     -0.7576   -0.775909  0.00369924
         623     -0.6784   -0.775752  0.00369661
         624     -0.5904   -0.775455   0.0037026
         625     -0.6728   -0.775291  0.00370032
         626     -0.5976   -0.775007  0.00370528
         627     -0.5952    -0.77472  0.00371045
         628     -0.6008   -0.774443  0.00371487
         629     -0.5224   -0.774043  0.00373051
         630     -0.7664    -0.77403  0.00372461
         631      -0.768   -0.774021  0.00371872
         632     -0.5256   -0.773628  0.00373355
         633     -0.6848   -0.773488  0.00373029
         634     -0.6008   -0.773215  0.00373433
         635     -0.7592   -0.773193  0.00372852
         636     -0.6808   -0.773048  0.00372548
         637     -0.7624   -0.773031  0.00371967
         638      -0.764   -0.773017  0.00371387
         639     -0.7664   -0.773007  0.00370807
         640      -0.768   -0.772999  0.00370229
         641     -0.7696   -0.772993  0.00369652
         642     -0.8432   -0.773103  0.00369237
         643     -0.7608   -0.773084  0.00368668
         644     -0.7624   -0.773067  0.00368099
         645     -0.7624   -0.773051  0.00367532
         646      -0.764   -0.773037  0.00366966
         647      -0.764   -0.773023  0.00366402
         648      -0.768   -0.773015  0.00365837
         649     -0.7664   -0.773005  0.00365275
         650      -0.768   -0.772997  0.00364714
         651      -0.604   -0.772737  0.00365076
         652     -0.7648   -0.772725  0.00364518
         653     -0.8488   -0.772842  0.00364146
         654     -0.8504    -0.77296  0.00363782
         655     -0.8472   -0.773074  0.00363403
