0		12.4565		0
1		12.1427		0.313744
2		12.017		0.220521
3		12.0093		0.156118
4		11.7641		0.273402
5		11.6832		0.237445
6		11.7606		0.215069
7		11.8843		0.223604
8		11.8492		0.200293
9		11.8277		0.18044
10		11.756		0.178277
11		11.7724		0.163577
12		11.7927		0.151829
13		11.7862		0.140716
14		11.7285		0.143177
15		11.737		0.134202
16		11.6599		0.147741
17		11.7177		0.15079
18		11.7115		0.142768
19		11.6911		0.136975
20		11.693		0.130303
21		11.7125		0.125767
22		11.6869		0.122873
23		11.684		0.117679
24		11.6846		0.112876
25		11.7006		0.109623
26		11.7242		0.10809
27		11.7463		0.10647
28		11.7498		0.102793
29		11.7456		0.0993947
30		11.753		0.0964195
31		11.7811		0.0975032
32		11.7631		0.0961991
33		11.7704		0.0936092
34		11.7649		0.0910641
35		11.7427		0.0912288
36		11.7476		0.0888639
37		11.7611		0.0875488
38		11.7659		0.085409
39		11.7643		0.0832623
40		11.7426		0.0840525
41		11.7486		0.0822475
42		11.7662		0.0822114
43		11.785		0.082491
44		11.772		0.0816852
45		11.756		0.0814701
46		11.7558		0.0797182
47		11.7467		0.0785699
48		11.72		0.0814301
49		11.725		0.0799376
50		11.7275		0.0783953
51		11.7276		0.0768731
52		11.7255		0.0754382
53		11.7203		0.0742135
54		11.7357		0.0744746
55		11.7182		0.075197
56		11.723		0.0740208
57		11.7159		0.0730771
58		11.7305		0.0732848
59		11.7149		0.0737156
60		11.7057		0.0730855
61		11.7072		0.071914
62		11.7066		0.0707659
63		11.718		0.0705754
64		11.7309		0.0706739
65		11.7273		0.0696878
66		11.734		0.068963
67		11.732		0.067972
68		11.7329		0.066986
69		11.728		0.0662061
70		11.737		0.0658886
71		11.7595		0.0687417
72		11.7699		0.0685981
73		11.7727		0.0677218
74		11.7725		0.0668131
75		11.7693		0.0660021
76		11.7675		0.0651659
77		11.7705		0.0643942
78		11.7679		0.0636249
79		11.7721		0.0629642
80		11.7752		0.0622565
81		11.768		0.0619042
82		11.7669		0.0611641
83		11.7645		0.0604807
84		11.7591		0.0600015
85		11.7539		0.0595311
86		11.7462		0.0593403
87		11.7426		0.0587779
88		11.7434		0.0581194
89		11.7425		0.0574761
90		11.7379		0.0570317
91		11.7368		0.0564183
92		11.7369		0.0558086
93		11.7378		0.0552189
94		11.7417		0.0547688
95		11.7496		0.0547752
96		11.7621		0.0556167
97		11.7618		0.0550471
98		11.7587		0.0545751
99		11.7526		0.0543732
